GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated), Fuel Remaining (Calculated from vehicle profile)(%),Engine Load(%),Engine Load(Absolute)(%),Kilometers Per Litre(Instant)(kpl),Kilometers Per Litre(Long Term Average)(kpl),Litres Per 100 Kilometer(Instant)(l/100km),Litres Per 100 Kilometer(Long Term Average)(l/100km),Trip average KPL(kpl),Trip average Litres/100 KM(l/100km),Actual engine % torque(%),Drivers demand engine % torque(%),Engine reference torque(Nm),CO₂ in g/km (Instantaneous)(g/km),CO₂ in g/km (Average)(g/km),GPS vs OBD Speed difference(km/h),Trip Distance(km),Trip distance (stored in vehicle profile)(km),Engine RPM(rpm),GPS Accuracy(m),GPS Altitude(m),GPS Latitude(°),GPS Longitude(°),GPS Bearing(°),GPS Satellites,Percentage of Idle driving(%),Percentage of Highway driving(%),Percentage of City driving(%),Throttle Position(Manifold)(%),Absolute Throttle Position B(%),Accelerator PedalPosition D(%),Accelerator PedalPosition E(%),Accelerator PedalPosition F(%),Relative Throttle Position(%),Relative Accelerator Pedal Position(%),Ambient air temp(°C),Trip time(whilst stationary)(s),Trip Time(Since journey start)(s),Run time since engine start(s),Trip time(whilst moving)(s),Speed (GPS)(km/h),Speed (OBD)(km/h),Average trip speed(whilst stopped or moving)(km/h),Average trip speed(whilst moving only)(km/h)
Thu Sep 26 19:18:08 GMT+02:00 2019,26-set-2019 19:18:07.148,14.24137133,41.59656601,0.75,7.504,579.40966796875,311.5,0.40589905,8.88551331,2.58499146,-0.03465278,-,-,-,-,14.73069572,-,6.78848648,-,-,-,-,-,-,-,-,-,6.10611391,1278.0,7.50400019,579.40966797,41.59656525,14.24137115,311.5,9,-,-,-,-,-,-,-,-,-,-,-,0.0,0,-,0.0,2.69999981,-,-,-
Thu Sep 26 19:18:08 GMT+02:00 2019,26-set-2019 19:18:07.274,14.24137133,41.59656601,0.75,7.504,579.40966796875,311.5,0.42025757,8.97171021,3.05186462,-0.03017062,-,-,-,-,14.73069572,-,6.78848648,-,-,-,-,-,-,-,-,-,6.10611391,1295.5,7.50400019,579.40966797,41.59656525,14.24137115,311.5,9,-,-,-,-,-,-,-,-,-,-,-,0.0,0,-,0.0,2.69999981,-,-,-
Thu Sep 26 19:18:08 GMT+02:00 2019,26-set-2019 19:18:07.390,14.24137133,41.59656601,0.75,7.504,579.40966796875,311.5,0.11140442,8.79933167,2.89144897,-0.02606202,-,-,-,-,14.73069572,-,6.78848648,-,-,-,-,-,-,-,-,-,6.10611391,1307.5,7.50400019,579.40966797,41.59656525,14.24137115,311.5,9,-,-,-,-,-,-,-,-,-,-,-,0.0,0,-,0.0,2.69999981,-,-,-
Thu Sep 26 19:18:08 GMT+02:00 2019,26-set-2019 19:18:07.507,14.24137133,41.59656601,0.75,7.504,579.40966796875,311.5,-0.32913208,8.79214478,2.5969696,-0.03623348,-,-,-,-,14.73069572,-,6.78848648,-,-,-,-,-,-,-,-,-,6.10611391,1330.0,7.50400019,579.40966797,41.59656525,14.24137115,311.5,9,-,-,-,-,-,-,-,-,-,-,-,0.0,0,-,0.0,2.69999981,-,-,-
Thu Sep 26 19:18:09 GMT+02:00 2019,26-set-2019 19:18:07.987,14.24135874,41.59656269,0.97,13.936001000000001,579.02783203125,308.1,-0.28125,8.95735168,2.58499146,-0.02822981,-,-,-,-,14.73069572,-,6.78848648,-,-,-,-,-,-,-,-,-,6.10611391,1330.0,13.93600082,579.02783203,41.59656143,14.24135876,308.10000610000003,9,-,-,-,-,-,-,-,-,-,-,23,0.0,0,-,0.0,3.4920001,-,-,-
Thu Sep 26 19:18:11 GMT+02:00 2019,26-set-2019 19:18:10.139,14.24135459,41.59648689,1.58,12.864,561.8372802734375,290.5,-0.15673828,8.54075623,3.43733215,-0.0219255,47.72020721,99.60784149,-,0,12.26404476,-,8.15374756,-,-,-,-,-,-,-,8.50799942,-,6.10611391,1317.0,12.86400032,561.83728027,41.59648514,14.24135494,290.5,9,0,0,100,-,-,-,-,-,-,16.47058868,23,0.0,1,-,1.08399999,5.6880002,12,12,12
Thu Sep 26 19:18:17 GMT+02:00 2019,26-set-2019 19:18:15.875,14.24126164,41.59676022,5.62,10.72,547.807861328125,340.5,1.44018555,8.33006287,3.1907196,-0.04318053,47.71108246,14.50980377,-,3.16266823,12.23735428,31.61821556,8.17153072,3.16266823,31.61821556,-,-,-,-,-,2.5199995,0.00895417,6.11506796,1243.0,10.72000027,547.80786133,41.5967598,14.24126148,340.5,8,0,0,100,-,-,17.64705849,17.25490189,-,-,7.45098066,23,0.0,7,27,7.08400011,20.23199844,18,15,15
Thu Sep 26 19:18:23 GMT+02:00 2019,26-set-2019 19:18:21.812,14.24113047,41.59701951,3.53,5.36,543.7933349609375,347.1,3.52554321,9.16325378,3.00398254,-0.01207468,47.71108246,60,-,52.20198822,12.24093246,1.91559601,8.16914272,8.31187916,12.03072357,-,-,-,50.66748047,50.66748047,3.76800156,0.00895417,6.11506796,1452.5,5.36000013,543.79333496,41.5970192,14.24113083,347.10000610000003,9,0,0,100,-,-,8.23529434,7.84313726,-,-,0,23,0.0,13,33,13.08600044,12.70799923,24,18,18
Thu Sep 26 19:18:27 GMT+02:00 2019,26-set-2019 19:18:26.012,14.24121257,41.59715359,4.69,7.504,543.409912109375,30.1,1.1026001,8.78257751,3.5115509,-0.01029414,47.71108246,87.84313965,-,11.21502686,12.23794174,8.91642284,8.17113876,9.27959442,10.77610874,-,-,-,-,50.66748047,0.29200077,0.00895417,6.11506796,767.5,7.50400019,543.40991211,41.59715271,14.24121284,30.10000038,12,0,0,100,-,-,16.07843208,15.68627453,-,-,5.49019623,23,0.0,17,37,17.08099937,16.88399887,13,16.75,16.75
Thu Sep 26 19:18:28 GMT+02:00 2019,26-set-2019 19:18:27.108,14.2413579,41.59713569,6.38,6.432,541.886962890625,70.1,-0.8127594,9.29971313,4.36149597,0.06933433,47.69547272,99.21569061,-,4.18481207,12.21453094,23.89543915,8.1868,8.00589943,12.49053001,-,-,-,-,50.66748047,8.11600113,0.03116833,6.13728237,1466.0,6.43200016,541.88696289,41.59713745,14.2413578,70.09999847,12,0,0,100,-,-,22.35294151,21.56862831,-,-,12.54901981,23,0.0,18,40,18.63899994,22.96800041,25,18.39999962,18.39999962
