GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated), Timing Advance(°),Hybrid Battery Charge (%)(%),Engine Load(%),Kilometers Per Litre(Instant)(kpl),Kilometers Per Litre(Long Term Average)(kpl),Litres Per 100 Kilometer(Instant)(l/100km),Litres Per 100 Kilometer(Long Term Average)(l/100km),Trip average KPL(kpl),Trip average Litres/100 KM(l/100km),Fuel used (trip)(l),Turbo Pressure Control(bar),Actual engine % torque(%),Drivers demand engine % torque(%),CO₂ in g/km (Average)(g/km),Trip Distance(miles),Trip distance (stored in vehicle profile)(miles),Engine RPM(rpm),GPS Accuracy(m),GPS Altitude(m),GPS Latitude(°),GPS Longitude(°),GPS Bearing(°),GPS Satellites,NOx Post SCR(ppm),NOx Pre SCR(ppm),O2 Sensor1 Equivalence Ratio,Percentage of Idle driving(%),Percentage of Highway driving(%),Percentage of City driving(%),Throttle Position(Manifold)(%),Absolute Throttle Position B(%),Relative Accelerator Pedal Position(%),Torque(Nm),Engine kW (At the wheels)(kW),0-100kph Time(s),0-200kph Time(s),100-0kph Time(s),80-120kph Time(s),Acceleration Sensor(X axis)(g),Acceleration Sensor(Y axis)(g),Acceleration Sensor(Z axis)(g),Acceleration Sensor(Total)(g),Ambient air temp(°C),Engine Oil Temperature(°C),Engine Coolant Temperature(°C),Trip time(whilst stationary)(s),Trip Time(Since journey start)(s),Run time since engine start(s),Trip time(whilst moving)(s),Speed (GPS)(mph),Speed (OBD)(mph),Average trip speed(whilst stopped or moving)(mph),Average trip speed(whilst moving only)(mph)
Thu Dec 26 17:48:59 GMT+01:00 2019,26-dic-2019 17:48:59.175,14.11616485,41.77814184,0.38,9.867257,876.762451171875,287.2,-8.1857338,8.33262444,2.0106132,0.2272045,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.26000023,-,9.86725712,876.76245117,41.77814102,14.11616516,287.20001221,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-1.17555726,0.75465637,-0.11603413,0.39750919,-,-,-,-,-,-,-,0.85003573,-,-,-
Thu Dec 26 17:49:00 GMT+01:00 2019,26-dic-2019 17:48:59.880,14.11615553,41.77813113,0.28,7.340509,880.0638427734375,184.7,-0.9992981,9.97352695,5.37865639,0.0888138,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.26000023,-,7.34050894,880.06384277,41.77812958,14.11615562,184.69999695,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.01273685,0.99127394,0.1896885,0.03316725,-,-,31,0,0,-,0,0.62634218,0,0,-
Thu Dec 26 17:49:00 GMT+01:00 2019,26-dic-2019 17:49:00.033,14.11615553,41.77813113,0.28,7.340509,880.0638427734375,184.7,0.79012436,9.19739151,2.68613815,0.00994654,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.26000023,-,7.34050894,880.06384277,41.77812958,14.11615562,184.69999695,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.19433407,0.97125047,-0.12848768,-0.00875039,-,-,31,0,0,-,0,0.62634218,0,0,-
Thu Dec 26 17:49:06 GMT+01:00 2019,26-dic-2019 17:49:05.803,14.11607007,41.77818808,0.0,3.7900925,859.470703125,0.0,3.55450678,8.40688324,2.73165226,0.03531786,-,-,40.39215851,0,0,-,∞,0,∞,-,-,-,-,-,-,29.26000023,866.5,3.79009247,859.47070312,41.77818679999999,14.11606979,0.0,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.37796301,0.92583168,0.26245636,0.06403386,-,-,31,0,0,315,0,0,0,0,-
Thu Dec 26 17:49:12 GMT+01:00 2019,26-dic-2019 17:49:11.776,14.11607765,41.77819087,0.54,3.7900925,866.7041015625,0.8,3.72937655,8.56019402,3.11492872,0.03358481,-,-,40.39215851,0,0,-,∞,0,∞,-,-,-,-,-,-,29.26000023,874,3.79009247,866.70410156,41.77819061,14.11607742,0.80000001,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.38016069,0.83841246,0.18797919,-0.03510338,-,-,31,0,0,321,0,1.20794559,0,0,-
Thu Dec 26 17:49:18 GMT+01:00 2019,26-dic-2019 17:49:17.906,14.11604767,41.77820618,0.7,3.7900925,864.815673828125,311.5,-0.15848514,0.66469771,9.17069817,0.00979517,-,-,45.09804153,1.86616206,0.62205404,53.58480072,160.75439453,0.62205404,160.75439453,-,-,-,-,-,-,29.26000023,862.5,3.79009247,864.81567383,41.77820587,14.11604786,311.5,22,-,-,-,100,0,0,-,-,-,-,-,-,-,-,-,-0.02006247,0.057012900000000005,0.90515763,0.00731713,-,-,31,0,5,327,5.02199984,1.56585538,1.24274242,0.24854848,1.24274242
Thu Dec 26 17:49:19 GMT+01:00 2019,26-dic-2019 17:49:19.164,14.11604479,41.77820931,0.7,3.7900925,866.13134765625,311.6,-0.26867718,0.57127404,9.39587402,0.02140932,-,-,43.92156982,2.16833854,1.00862515,46.11730194,99.14279938,1.00862515,99.14279938,-,-,-,-,-,-,29.26000023,866.5,3.79009247,866.13134766,41.77820969,14.116045000000002,311.60000610000003,22,-,-,-,100,0,0,-,-,-,-,-,-,-,-,-,-3.91e-05,0.05041984,0.96815795,0.06971265,-,-,32,0.977,6,331,5.92399979,1.56585538,1.24274242,0.41424748,1.24274242
Thu Dec 26 17:49:20 GMT+01:00 2019,26-dic-2019 17:49:19.873,14.11604027,41.77821265,0.64,3.7900925,866.2960205078125,314.2,4.72350025,2.84218764,4.71031761,-0.24185926,-,-,76.86274719,1.7866348,1.16422701,55.96998215,85.89211273,1.16422701,85.89211273,0.00061192,-,-,-,-,0.00029256,29.26029205,877.5,3.79009247,866.29602051,41.7782135,14.11604023,314.20001221,23,-,-,-,100,0,0,-,-,-,-,-,-,-,-,-,-0.15070273,0.11268764,1.36813688,0.48065296,-,-,32,0.977,7,331,6.6329999,1.43163919,0.62137121,0.44383657,1.03561866
Thu Dec 26 17:49:21 GMT+01:00 2019,26-dic-2019 17:49:20.612,14.11602878,41.77822332,1.56,3.7900925,865.83740234375,324.8,0.6152544,8.88358402,-3.90861416,0.06602858,-,-,25.49019623,0.3188833,1.02333641,313.58782959,97.71754456,1.02333641,97.71754456,0.00145385,-,-,-,-,0.00047949,29.26047897,1187,3.79009247,865.83740234,41.77822495,14.11602879,324.79998779,23,-,-,-,100,0,0,-,-,-,-,-,-,-,-,-,0.31081146,0.60032988,-0.28330252,-0.29933259,-,-,32,0.977,8,332,7.37099981,3.48962045,1.24274242,0.5436998,1.0873996
Thu Dec 26 17:49:22 GMT+01:00 2019,26-dic-2019 17:49:21.575,14.11602677,41.77823301,1.03,3.7900925,866.523681640625,7.7,-1.99581718,9.82500648,4.39651012,0.14521234,-,-,40.39215851,3.12624645,1.32375216,31.98657608,75.5412674,1.32375216,75.5412674,0.0019664,-,-,-,-,0.000814,29.26081276,869.5,3.79009247,866.52368164,41.77823257,14.11602688,7.69999981,23,-,-,-,100,0,0,-,-,-,1.40231347,0.12768877,-,-,-,-,-0.1900169,0.96978545,0.45731792,0.13493307,-,-,32,0.977,9,333,8.33100033,2.30404425,1.24274242,0.62137121,1.11846817
Thu Dec 26 17:49:23 GMT+01:00 2019,26-dic-2019 17:49:22.292,14.11602465,41.77823886,0.56,3.7900925,864.869873046875,11.2,0.35175177,12.95110703,0.88952929,0.16211805,-,-,44.70588303,1.94566596,1.4014914,51.39521408,71.35107422,1.4014914,71.35107422,0.00235912,-,-,-,-,0.00100196,29.26100159,856,3.79009247,864.86987305,41.7782402,14.11602497,11.19999981,22,-,-,-,100,0,0,-,-,-,1.40231347,0.12768877,-,-,-,-,-0.07646976,0.89897108,0.07785068,-0.08010576,-,-,32,0.977,10,334,9.05099964,1.25268435,0.62137121,0.62137121,1.03561866
Thu Dec 26 17:49:23 GMT+01:00 2019,26-dic-2019 17:49:22.987,14.11602465,41.77823886,0.56,3.7900925,864.869873046875,11.2,0.82845205,7.29777765,-3.24506664,0.06973067,-,-,43.52941132,0.86163384,1.3415072,116.0561676,74.54147339,1.3415072,74.54147339,0.00275188,-,-,-,-,0.00100196,29.26100159,863.5,3.79009247,864.86987305,41.7782402,14.11602497,11.19999981,22,-,-,-,100,0,0,-,-,-,1.40231347,0.12768877,-,-,-,-,0.47759148,1.0720998,0.24096787,0.22260854,-,-,32,1.43900001,10,334,9.27999973,1.25268435,0,0.56488293,1.03561866
Thu Dec 26 17:49:24 GMT+01:00 2019,26-dic-2019 17:49:23.928,14.1160185,41.77823806,0.0,3.7900925,864.013671875,0.0,0.77335596,8.94347095,3.62037468,0.03353081,-,-,43.52941132,0,1.33511913,-,74.89812469,1.33511913,74.89812469,0.00324147,-,-,-,-,0.00100196,29.26100159,870.5,3.79009247,864.01367188,41.77823639,14.116018300000002,0.0,22,-,-,-,100,0,0,-,-,-,1.40231347,0.12768877,-,-,-,-,0.08420555,0.93144792,0.2363283,-0.00577788,-,-,32,2.38000011,11,335,9.27999973,0,0,0.51780933,1.03561866
Thu Dec 26 17:49:25 GMT+01:00 2019,26-dic-2019 17:49:24.646,14.11601368,41.77823942,0.0,3.7900925,863.01953125,0.0,1.52314079,9.01293945,4.37734604,0.03973994,-,-,93.72549438,0,1.32933939,-,75.22377014,1.32933939,75.22377014,0.0036315,-,-,-,-,0.00100196,29.26100159,873,3.79009247,863.01953125,41.7782402,14.11601353,0.0,22,-,-,-,100,0,0,-,-,-,-,-,-,-,-,-,0.1494036,0.91459912,0.31959623,0.01763509,-,-,32,3.10100007,12,336,9.27999973,0,0,0.47797784,1.03561866
Thu Dec 26 17:49:26 GMT+01:00 2019,26-dic-2019 17:49:25.363,14.11601143,41.77824066,0.32,3.7900925,863.20556640625,17.4,-0.09620272,9.61420536,2.96161842,0.04462625,-,-,30.98039246,0,1.32406414,-,75.52346802,1.32406414,75.52346802,0.00502675,-,-,-,-,0.00100196,29.26100159,1446,3.79009247,863.20556641,41.7782402,14.11601162,17.39999962,22,-,-,-,100,0,0,-,-,-,-,-,-,-,-,-,-0.00028329,0.99542499,0.24804932,0.05487876,-,-,32,3.33899999,13,337,9.76099968,0.7158196,1.24274242,0.53260386,1.06520772
Thu Dec 26 17:49:27 GMT+01:00 2019,26-dic-2019 17:49:26.332,14.11600916,41.77824089,0.0,3.7900925,862.626220703125,0.0,0.90271181,9.429753300000002,3.70661211,0.02976483,-,-,35.29411697,2.40760279,1.40741336,41.53422546,71.05085754,1.40741336,71.05085754,0.00557229,-,-,-,-,0.00100196,29.26100159,1074.5,3.79009247,862.6262207000001,41.7782402,14.11600876,0.0,23,-,-,-,100,0,0,-,-,-,-,-,-,-,-,-,0.10251961,0.93755263,0.25049114,0.00650434,-,-,32,3.82999992,14,338,10.23999977,0,0,0.49709696,1.06520772
Thu Dec 26 17:49:27 GMT+01:00 2019,26-dic-2019 17:49:27.054,14.11600916,41.77824089,0.0,3.7900925,862.626220703125,0.0,0.5697403,9.38903046,2.63822865,0.03406003,-,-,45.49019623,0,1.40262616,-,71.29335022,1.40262616,71.29335022,0.00593418,-,-,-,-,0.00100196,29.26100159,933,3.79009247,862.6262207000001,41.7782402,14.11600876,0.0,23,-,-,-,100,0,0,-,-,-,-,-,-,-,-,-,0.05319376,0.96416909,0.26416567,0.03237398,-,-,32,4.55100012,14,339,10.23999977,0,0,0.46602839,1.06520772
Thu Dec 26 17:49:28 GMT+01:00 2019,26-dic-2019 17:49:27.768,14.11599631,41.77823691,0.0,3.7900925,861.8529052734375,0.0,1.09195471,9.96634007,2.31723452,0.06795818,-,-,71.37255096,0,1.39817345,-,71.520401,1.39817345,71.520401,0.0065089,-,-,-,-,0.00100196,29.26100159,1166.5,3.79009247,861.85290527,41.77823639,14.11599636,0.0,23,-,-,-,100,0,0,-,-,-,-,-,-,-,-,-,0.09592655,0.97320402,0.1142346,0.0014536,-,-,32,5.26000023,15,339,10.23999977,0,0,0.43861496,1.06520772
Thu Dec 26 17:49:29 GMT+01:00 2019,26-dic-2019 17:49:28.718,14.1159889,41.77823669,0.77,3.7900925,862.1605224609375,14.7,2.4813322999999996,9.80344772,2.88256741,0.07349982,-,-,65.88235474,0,1.39401221,-,71.73389435,1.39401221,71.73389435,0.00780292,-,-,-,-,0.00100196,29.26100159,1065.5,3.79009247,862.16052246,41.77823639,14.11598873,14.69999981,23,-,-,-,100,0,0,-,-,-,-,-,-,-,-,-,0.24121806,0.93364567,0.1491534,-0.00368898,-,-,32,5.73799992,16,340,10.71199989,1.72244084,3.10685587,0.58685058,1.32041383
Thu Dec 26 17:49:30 GMT+01:00 2019,26-dic-2019 17:49:29.431,14.11597464,41.778237,1.56,3.7900925,861.7626953125,21.7,0.58890414,9.14948273,4.54263401,0.04257471,-,-,31.37254906,1.92630768,1.42532372,51.91170883,70.15804291,1.42532372,70.15804291,0.00839644,-,-,-,-,0.0018075,29.261808399999996,1048,3.79009247,861.76269531,41.77823639,14.11597443,21.70000076,23,-,-,-,97.20992279,0,2.79007459,-,-,-,37.76657867,4.14483166,-,-,-,-,0.35891637,0.87284297,0.26221216,0.01122288,-,-,32,5.73799992,17,341,11.43099976,3.48962045,4.97096968,0.81759369,1.72603106
Thu Dec 26 17:49:30 GMT+01:00 2019,26-dic-2019 17:49:30.153,14.11597464,41.778237,1.56,3.7900925,861.7626953125,21.7,1.75310671,8.54342651,3.48143721,-0.02374929,-,-,25.09803963,8.47911358,1.8172009,11.79344082,55.02854538,1.8172009,55.02854538,0.00885376,-,-,-,-,0.00274085,29.26273918,1030,3.79009247,861.76269531,41.77823639,14.11597443,21.70000076,23,-,-,-,93.2919693,0,6.70803308,-,-,-,37.76657867,4.14483166,-,-,-,-,0.20507832,0.9277851,0.28125879,0.02416639,-,-,32,5.73799992,17,342,12.15200043,3.48962045,4.34959841,0.99419391,1.98838782
Thu Dec 26 17:49:31 GMT+01:00 2019,26-dic-2019 17:49:31.113,14.11595054,41.7782415,2.01,3.7900925,862.231201171875,300.3,2.69213438,9.69565201,4.01323318,0.03693968,-,-,52.94117737,8.55289459,2.17171121,11.69170475,46.045681,2.17171121,46.045681,0.00951613,-,-,-,-,0.00389954,29.26389885,1016.5,3.79009247,862.23120117,41.7782402,14.11595058,300.29998779,23,-,-,-,88.54050446,0,11.45949364,-,-,-,37.76657867,4.14483166,-,-,-,-,0.25611350000000005,0.87088954,0.21386306,-0.03917581,-,-,32,5.73799992,18,343,13.11200047,4.49624157,4.34959841,1.15397501,2.20304322
Thu Dec 26 17:49:32 GMT+01:00 2019,26-dic-2019 17:49:31.833,14.11593012,41.77825418,2.01,3.7900925,862.387451171875,321.2,2.12201023,8.81411552,3.08139229,0.009051799999999999,-,-,44.31372452,3.95364022,2.26080751,25.29261971,44.23106384,2.26080751,44.23106384,0.01001903,-,-,-,-,0.00483159,29.26482964,1101.5,3.79009247,862.38745117,41.77825546,14.11593056,321.20001221,23,-,-,-,85.28284454,0,14.7171545,-,-,-,37.76657867,4.14483166,-,-,-,-,0.21582256,0.93486655,0.29395655,0.03754123,-,-,32,5.73799992,19,343,13.83199978,4.49624157,4.97096968,1.32747483,2.4337039
Thu Dec 26 17:49:33 GMT+01:00 2019,26-dic-2019 17:49:32.585,14.11591658,41.77827426,2.46,3.7900925,861.8973388671875,338.8,1.01290393,9.19739151,5.03131199,0.042472300000000004,-,-,17.25490189,5.8913002,2.43368816,16.97382927,41.08904266,2.43368816,41.08904266,0.01048402,-,-,-,-,0.00584098,29.26584053,1134.5,3.79009247,861.89733887,41.77827454,14.11591625,338.79998779,23,-,-,-,82.13494873,0,17.86505318,-,-,-,5.00961018,0.59517735,-,-,-,-,0.08396138,0.89555246,0.36330578,0.01213414,-,-,32,5.73799992,20,344,14.58199978,5.50286341,4.97096968,1.48588753,2.62887812
Thu Dec 26 17:49:34 GMT+01:00 2019,26-dic-2019 17:49:33.524,14.11590719,41.77829749,2.49,3.7900925,861.4134521484375,341.3,2.36395383,8.48833084,4.31506348,0.05103401,-,-,41.96078491,16.51052856,3.0735445,6.05661535,32.53504944,3.0735445,32.53504944,0.01105885,-,-,-,-,0.00716519,29.26716614,862.5,3.79009247,861.41345215,41.77829742,14.11590672,341.29998779,23,-,-,-,78.50691223,0,21.49308586,-,-,-,5.00961018,0.59517735,-,-,-,-,0.20800856,0.87504065,0.39627102,0.02760391,-,-,32,5.73799992,21,345,15.52099991,5.56997108,4.97096968,1.63109934,2.79617047
Thu Dec 26 17:49:35 GMT+01:00 2019,26-dic-2019 17:49:34.249,14.11589865,41.7783176,2.11,3.7900925,861.778564453125,334.5,0.98894906,8.852443699999998,3.86471367,-0.00556524,-,-,41.5686264,6.74997187,3.23338914,14.81456852,30.92665672,3.23338914,30.92665672,0.01148433,-,-,-,-,0.00809724,29.26809692,872.5,3.79009247,861.77856445,41.778316499999995,14.11589909,334.5,23,-,-,-,75.91775513,0,24.08224487,-,-,-,5.00961018,0.59517735,-,-,-,-,0.16991533,0.90409899,0.21190956,-0.02830119,-,-,32,5.73799992,21,346,16.24600029,4.71993494,4.34959841,1.73983932,2.89973211
Thu Dec 26 17:49:35 GMT+01:00 2019,26-dic-2019 17:49:34.965,14.11589865,41.7783176,2.11,3.7900925,861.778564453125,334.5,0.67274588,9.789074900000001,3.74254417,0.08950728,-,-,59.60784531,5.93728018,3.34605122,16.84237862,29.88535118,3.34605122,29.88535118,0.01191942,-,-,-,-,0.00902801,29.26902771,906,3.79009247,861.77856445,41.778316499999995,14.11589909,334.5,23,-,-,-,73.5165863,0,26.4834156,-,-,-,5.00961018,0.59517735,-,-,-,-,-0.02592296,0.97125047,0.3330265,0.06408867,-,-,32,5.73799992,22,346,16.9640007,4.71993494,4.97096968,1.86411357,3.02918458
Thu Dec 26 17:49:36 GMT+01:00 2019,26-dic-2019 17:49:35.938,14.11589,41.77833143,1.41,3.7900925,861.43408203125,323.2,1.48241758,9.62378693,1.3446703000000002,0.07865239999999998,-,-,69.41176605,2.41471243,3.30879784,41.41193771,30.22182846,3.30879784,30.22182846,0.01303458,-,-,-,-,0.01069708,29.27069664,1486.5,3.79009247,861.43408203,41.77833176,14.11588955,323.20001221,23,-,-,-,70.50994873,0,29.49004936,-,-,-,24.68063354,3.84201598,-,-,-,-,-0.0232369,1.02741361,0.44681785,0.16449748,-,-,32,5.73799992,23,347,17.93199921,3.15407991,7.45645428,2.07123733,3.28961205
Thu Dec 26 17:49:37 GMT+01:00 2019,26-dic-2019 17:49:36.666,14.11585818,41.77835124,3.49,3.7900925,861.251708984375,299.5,-1.34185147,9.67409134,3.47904158,-0.00719845,-,-,56.47058868,2.15744925,3.26451516,46.35006714,30.63178253,3.26451516,30.63178253,0.01443456,-,-,-,-,0.01237711,29.27237701,1829,3.79009247,861.25170898,41.77835083,14.11585808,299.5,22,-,-,-,68.42277527,0,31.57722092,-,-,-,24.68063354,3.84201598,-,-,-,-,0.02267033,0.93608749,0.24365394,-0.00222668,-,-,32,5.73799992,24,348,18.65399933,7.80690765,9.32056808,2.33014202,3.6246655
Thu Dec 26 17:49:38 GMT+01:00 2019,26-dic-2019 17:49:37.389,14.11580342,41.778364399999994,4.75,3.7900925,860.6845703125,278.7,-1.74429202,8.45718861,3.30417156,0.03710027,-,-,0,3.42331982,3.27039671,29.21080208,30.57669258,3.27039671,30.57669258,0.01567426,-,-,-,772.62518311,0.01439312,29.27439308,2015,3.79009247,860.68457031,41.77836609,14.11580372,278.70001221,22,-,-,-,66.43974304,0,33.56025314,-,-,-,29.94768906,6.31940699,-,-,-,-,-0.1299468,0.93877363,0.31153801,0.033574,-,-,32,5.73799992,25,349,19.38199997,10.62544727,10.56331062,2.61404443,3.98985696
Thu Dec 26 17:49:39 GMT+01:00 2019,26-dic-2019 17:49:38.354,14.11574326,41.77836726,4.81,3.7900925,860.045166015625,266.7,-1.59577227,10.7089386,5.30918694,0.08402230000000001,-,-,64.70588684,181.2480011,3.28207684,0,30.46788025,3.28207684,30.46788025,0.01567426,-,-,-,386.31259155,0.01731399,29.27731323,1254.5,3.79009247,860.04516602,41.77836609,14.11574364,266.70001221,22,-,-,-,63.9670372,0,36.0329628,-,-,-,29.94768906,6.31940699,-,-,-,-,-0.102842,1.06990218,0.30543333,0.14914975,-,-,32,5.73799992,26,350,20.35300064,10.75966358,11.18468189,2.89973211,4.34959841
Thu Dec 26 17:49:39 GMT+01:00 2019,26-dic-2019 17:49:39.080,14.11574326,41.77836726,4.81,3.7900925,860.045166015625,266.7,0.42361611,10.62988853,-1.21370089,-0.02899033,-,-,57.64706039,5.42134333,3.3558445,18.44522858,29.79813766,3.3558445,29.79813766,0.01644774,-,-,-,420.16705322,0.01967848,29.27967834,1315.5,3.79009247,860.04516602,41.77836609,14.11574364,266.70001221,22,-,-,-,62.25148392,0,37.74851608,-,-,-,27.85581207,3.83746719,-,-,-,-,0.21924119,0.84305215,0.18480477,-0.08321685,-,-,32,5.73799992,26,351,21.0720005,10.75966358,12.42742348,3.20707703,4.73425674
Thu Dec 26 17:49:40 GMT+01:00 2019,26-dic-2019 17:49:39.796,14.11567055,41.77837288,5.75,3.7900925,859.5440673828125,273.8,2.33760357,9.53515434,2.67655635,0.03736607,-,-,50.19607925,6.04955053,3.44563484,16.52980995,29.02162552,3.44563484,29.02162552,0.01733381,-,-,-,424.42858887,0.02231361,29.2823143,1434.5,3.79009247,859.54406738,41.77837372,14.115670199999999,273.79998779,21,-,-,-,60.6255455,0,39.3744545,-,-,-,27.85581207,3.83746719,-,-,-,-,0.048310000000000006,0.94414568,0.19261877,-0.010030299999999999,-,-,32,5.73799992,27,351,21.79100037,12.86238289,13.67016602,3.53404856,5.14043427
Thu Dec 26 17:49:41 GMT+01:00 2019,26-dic-2019 17:49:40.743,14.115596,41.77837659,6.46,3.7900925,859.69580078125,273.5,1.32671154,9.66450977,3.6610980000000004,0.04630526,-,-,62.74509811,7.85800648,3.5879693,12.72560883,27.87033844,3.5879693,27.87033844,0.01845789,-,-,-,406.86129761,0.02616292,29.28616333,1636,3.79009247,859.69580078,41.77837753,14.11559582,273.5,21,-,-,-,58.60107422,0,41.39892578,-,-,-,46.9699173,8.04713058,-,-,-,-,0.14891522,0.91801775,0.31544504,0.01893863,-,-,32,5.73799992,28,352,22.74200058,14.4506073,15.53427982,3.8976922,5.59234095
Thu Dec 26 17:49:42 GMT+01:00 2019,26-dic-2019 17:49:41.453,14.11550909,41.77838149,7.3,3.7900925,859.35498046875,272.4,1.24766076,9.27404785,2.57115507,0.03417331,-,-,63.13725662,6.99710655,3.69450498,14.29132462,27.06666374,3.69450498,27.06666374,0.01936176,-,-,-,402.05194092,0.02934917,29.289348600000004,1733.5,3.79009247,859.35498047,41.77838135,14.11550903,272.39999389999997,21,-,-,-,57.17564774,0,42.82435226,-,-,-,46.9699173,8.04713058,-,-,-,-,0.13695003,0.89823848,0.24194461,-0.02883686,-,-,32,5.73799992,29,353,23.45199966,16.32963562,16.77702141,4.27649593,6.05836916
Thu Dec 26 17:49:42 GMT+01:00 2019,26-dic-2019 17:49:42.172,14.11550909,41.77838149,7.3,3.7900925,859.35498046875,272.4,0.25832811,10.27296257,4.13779831,0.01436455,-,-,51.37255096,7.08944464,3.79738188,14.10518456,26.33338547,3.79738188,26.33338547,0.02027018,-,-,-,397.9133606,0.03271925,29.29272079,1855,3.79009247,859.35498047,41.77838135,14.11550903,272.39999389999997,21,-,-,-,55.80112457,0,44.19887543,-,-,-,32.87202072,6.38569641,-,-,-,-,0.17064789,0.96758771,0.3523173,0.08200607,-,-,32,5.73799992,29,354,24.17099953,16.32963562,17.39839363,4.65140724,6.51197004
Thu Dec 26 17:49:43 GMT+01:00 2019,26-dic-2019 17:49:43.132,14.11541816,41.77838945,7.94,3.7900925,859.453125,271.4,0.20083661,7.77926826,2.88017201,0.02976381,-,-,23.13725471,10.43906021,3.99272537,9.57920647,25.04502869,3.99272537,25.04502869,0.02132353,-,-,-,379.84542847,0.03744167,29.29744148,1934.5,3.79009247,859.453125,41.77838898,14.11541843,271.39999389999997,22,-,-,-,54.06570053,0,45.93429947,-,-,-,32.87202072,6.38569641,-,-,-,-,0.21069463,0.94878525,0.23925856,0.02976026,-,-,33,5.73799992,30,355,25.13100052,17.76127434,18.01976395,5.02275038,6.95457745
Thu Dec 26 17:49:44 GMT+01:00 2019,26-dic-2019 17:49:43.855,14.11531877,41.778400500000004,8.16,3.7900925,858.587158203125,270.6,0.44517547,10.35919857,4.88997841,0.02170007,-,-,27.84313774,24.46771049,4.57772493,4.08693409,21.84445763,4.57772493,21.84445763,0.02209799,-,-,-,349.65142822,0.04104562,29.30104446,1954.5,3.79009247,858.5871582000001,41.77840042,14.115318300000002,270.60000610000003,22,-,-,-,52.83000946,0,47.16999054,-,-,-,9.10500622,1.86360502,-,-,-,-,0.10105449,0.88627332,0.33766606,-0.00605902,-,-,33,5.73799992,31,355,25.85300064,18.2533989,18.01976395,5.37402105,7.36439896
Thu Dec 26 17:49:45 GMT+01:00 2019,26-dic-2019 17:49:44.584,14.11522134,41.77841537,8.27,3.7900925,858.1910400390625,271.2,1.51116347,9.09678173,2.99755049,0.03342121,-,-,45.09804153,20.29636383,5.01435375,4.92688847,19.94233513,5.01435375,19.94233513,0.02288228,-,-,-,327.71789551,0.04470662,29.30470657,1960.5,3.79009247,858.19104004,41.77841568,14.11522102,271.20001221,22,-,-,-,51.6367569,0,48.3632431,-,-,-,9.10500622,1.86360502,-,-,-,-,0.16014785,0.90629667,0.27832854,-0.00459549,-,-,33,5.73799992,32,356,26.58300018,18.49946404,18.64113617,5.72315598,7.76713991
Thu Dec 26 17:49:46 GMT+01:00 2019,26-dic-2019 17:49:45.531,14.11512138,41.77843485,8.54,3.7900925,857.384521484375,275.0,2.28011203,9.31237411,3.4934144,0.03268361,-,-,29.01960754,12.04480267,5.20436573,8.30216312,19.21423721,5.20436573,19.21423721,0.02400856,-,-,-,317.88827515,0.04972937,29.30972862,2025.5,3.79009247,857.38452148,41.77843475,14.11512184,275.0,22,-,-,-,50.18191528,0,49.81808472,-,-,-,9.04574203,1.91873252,-,-,-,-,0.16649671,0.94951779,0.32936370000000004,0.05566064,-,-,33,5.73799992,33,357,27.52000046,19.10343552,18.64113617,6.05438566,8.1421051
Thu Dec 26 17:49:47 GMT+01:00 2019,26-dic-2019 17:49:46.232,14.11501763,41.77845556,8.84,3.7900925,856.874755859375,275.8,1.64291477,9.17822838,4.04437447,0.04038676,-,-,26.66666794,17.8251667,5.53649235,5.60992908,18.06160164,5.53649235,18.06160164,0.024878,-,-,-,303.76278687,0.05347486,29.31347466,2079.5,3.79009247,856.87475586,41.77845383,14.11501789,275.79998779,22,-,-,-,49.13298035,0,50.86701965,-,-,-,9.04574203,1.91873252,-,-,-,-,0.21826445,0.91875017,0.30201471,0.02668248,-,-,33,5.73799992,33,358,28.22999954,19.77451706,19.88387871,6.4001236,8.53349781
Thu Dec 26 17:49:47 GMT+01:00 2019,26-dic-2019 17:49:46.910,14.11501763,41.77845556,8.84,3.7900925,856.874755859375,275.8,2.6035017999999996,8.95544815,4.50191116,0.04601545,-,-,18.8235302,18.83563042,5.53649235,5.30897665,18.06160164,5.53649235,18.06160164,0.02582033,-,-,-,291.19815063,0.0573246,29.31732368,2099.5,3.79009247,856.87475586,41.77845383,14.11501789,275.79998779,22,-,-,-,48.16867447,0,51.83132553,-,-,-,22.4927063,4.94533396,-,-,-,-,0.14134541,0.9761343000000001,0.28077042,0.05762313,-,-,33,5.73799992,34,358,28.90999985,19.77451706,19.88387871,6.72899532,8.89963913
