GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated), Timing Advance(°),Hybrid Battery Charge (%)(%),Engine Load(%),Kilometers Per Litre(Instant)(kpl),Kilometers Per Litre(Long Term Average)(kpl),Litres Per 100 Kilometer(Instant)(l/100km),Litres Per 100 Kilometer(Long Term Average)(l/100km),Trip average KPL(kpl),Trip average Litres/100 KM(l/100km),Fuel used (trip)(l),Turbo Pressure Control(bar),Actual engine % torque(%),Drivers demand engine % torque(%),CO₂ in g/km (Average)(g/km),Trip Distance(miles),Trip distance (stored in vehicle profile)(miles),Engine RPM(rpm),GPS Accuracy(m),GPS Altitude(m),GPS Latitude(°),GPS Longitude(°),GPS Bearing(°),GPS Satellites,NOx Post SCR(ppm),NOx Pre SCR(ppm),O2 Sensor1 Equivalence Ratio,Percentage of Idle driving(%),Percentage of Highway driving(%),Percentage of City driving(%),Throttle Position(Manifold)(%),Absolute Throttle Position B(%),Relative Accelerator Pedal Position(%),Torque(Nm),Engine kW (At the wheels)(kW),0-100kph Time(s),0-200kph Time(s),100-0kph Time(s),80-120kph Time(s),Acceleration Sensor(X axis)(g),Acceleration Sensor(Y axis)(g),Acceleration Sensor(Z axis)(g),Acceleration Sensor(Total)(g),Ambient air temp(°C),Engine Oil Temperature(°C),Engine Coolant Temperature(°C),Trip time(whilst stationary)(s),Trip Time(Since journey start)(s),Run time since engine start(s),Trip time(whilst moving)(s),Speed (GPS)(mph),Speed (OBD)(mph),Average trip speed(whilst stopped or moving)(mph),Average trip speed(whilst moving only)(mph)
Thu Dec 26 17:50:34 GMT+01:00 2019,26-dic-2019 17:50:34.183,14.11121897,41.78024904,10.37,3.7900925,852.6881103515625,310.1,2.81190825,8.93388939,3.59881544,0.04114587,-,-,0,181.2480011,8.64816475,0,11.56290722,8.64816475,11.56290722,0.06884267,-,-,-,212.23971558,0.29600632,29.55600548,1510,3.79009247,852.68811035,41.78025055,14.11121941,310.10000610000003,21,-,-,-,22.15481186,0,77.84519196,-,-,-,-,-,-,-,-,-,0.25611347,0.88480812,0.36721277,0.0331971,-,-,36,5.73799992,81,406,76.18199921,23.19702721,21.74799156,13.41910648,14.92687225
Thu Dec 26 17:50:35 GMT+01:00 2019,26-dic-2019 17:50:35.025,14.11112685,41.78031057,9.93,3.7900925,853.027587890625,311.0,2.32562613,9.14229584,2.56157327,0.0300466,-,-,40,181.2480011,8.65736485,0,11.55061913,8.65736485,11.55061913,0.06884267,-,-,-,208.9744873,0.30080554,29.56080627,1402.5,3.79009247,853.02758789,41.78031158,14.1111269,311.0,22,-,-,-,21.92967606,0,78.07032013,-,-,-,-,-,-,-,-,-,0.30202073,0.89872688,0.27490991,0.01989917,-,-,36,5.73799992,82,406,77.02300262,22.21277809,19.88387871,13.48375511,14.98194981
Thu Dec 26 17:50:36 GMT+01:00 2019,26-dic-2019 17:50:35.743,14.11105869,41.7803689,9.03,3.7900925,852.303955078125,317.3,3.4491055,8.90035248,4.03239727,0.02605686,-,-,33.72549057,16.25745201,8.73736572,6.1508975,11.4448595,8.73736572,11.4448595,0.06959073,-,-,-,208.27322388,0.30478784,29.56478882,1370.5,3.79009247,852.30395508,41.7803688,14.11105824,317.29998779,22,-,-,-,21.74053574,0,78.25946045,-,-,-,-,-,-,-,-,-,0.21045044,0.94023865,0.19872345,0.00909325,-,-,36,5.73799992,83,407,77.74299622,20.19953346,19.88387871,13.54712296,15.03581715
Thu Dec 26 17:50:37 GMT+01:00 2019,26-dic-2019 17:50:36.464,14.11099174,41.78043531,9.1,3.7900925,852.6865234375,324.6,3.94736505,9.43214893,3.92220497,0.06756302,-,-,55.68627548,25.61857033,8.91321087,3.90333724,11.21906757,8.91321087,11.21906757,0.07015387,-,-,-,206.70561218,0.30875909,29.56875801,1371.5,3.79009247,852.68652344,41.78043365,14.11099148,324.60000610000003,22,-,-,-,21.55463219,0,78.44536591,-,-,-,-,-,-,-,-,-,0.24292737,0.89335471,0.12644397,-0.04658826,-,-,36,5.73799992,84,408,78.46299744,20.35612106,19.88387871,13.60924721,15.08851337
Thu Dec 26 17:50:38 GMT+01:00 2019,26-dic-2019 17:50:37.410,14.11094712,41.78051016,8.86,3.7900925,852.2684326171875,332.0,2.27532101,8.88598061,2.31723452,0.02159048,-,-,68.23529816,12.71934414,8.9524498,7.86187696,11.16989422,8.9524498,11.16989422,0.07106376,-,-,-,206.72386169,0.31413871,29.57413864,1401.5,3.79009247,852.26843262,41.78050995,14.11094666,332.0,22,-,-,-,21.31490326,0,78.68509674,-,-,-,-,-,-,-,-,-,0.26172981,0.94878536,0.17430471,0.02208249,-,-,36,5.73799992,85,409,79.41000366,19.81925392,20.50524902,13.67619896,15.14675808
Thu Dec 26 17:50:38 GMT+01:00 2019,26-dic-2019 17:50:38.098,14.11094712,41.78051016,8.86,3.7900925,852.2684326171875,332.0,3.04906058,7.33370972,1.212919,0.03321121,-,-,59.2156868,7.97628355,8.94248867,12.53690624,11.18233681,8.94248867,11.18233681,0.07214572,-,-,-,208.53367615,0.31817469,29.57817268,1447,3.79009247,852.26843262,41.78050995,14.11094666,332.0,22,-,-,-,21.14380836,0,78.85619354,-,-,-,29.21990776,4.42777348,-,-,-,-,0.23926455,0.96832025,0.13572308,0.02526819,-,-,36,5.73799992,85,410,80.09899902,19.81925392,21.12662125,13.74783802,15.21037388
Thu Dec 26 17:50:39 GMT+01:00 2019,26-dic-2019 17:50:38.780,14.11090107,41.78059229,9.71,3.7900925,851.930419921875,335.9,1.87527609,9.0943861,4.439628599999999,0.02752309,-,-,57.25490189,9.92832565,8.94248867,10.07198238,11.18233681,8.94248867,11.18233681,0.07306489,-,-,-,209.36038208,0.32226452,29.58226395,1505,3.79009247,851.93041992,41.78059387,14.11090088,335.89999389999997,22,-,-,-,20.97738075,0,79.02262115,-,-,-,29.21990776,4.42777348,-,-,-,-,0.26685774,0.93755263,0.26831684,0.04240935,-,-,36,5.73799992,86,410,80.77999878,21.72064972,22.36936378,13.82994747,15.28573132
Thu Dec 26 17:50:40 GMT+01:00 2019,26-dic-2019 17:50:39.742,14.11086121,41.78067897,9.84,3.7900925,852.2247314453125,337.3,2.34239435,8.95305252,4.6192894,0.04134685,-,-,49.80392075,11.58845234,8.96921539,8.62909985,11.14901447,8.96921539,11.14901447,0.07417671,-,-,-,209.626297,0.32814875,29.58814812,1563.5,3.79009247,852.22473145,41.7806778,14.11086082,337.29998779,22,-,-,-,20.74693108,0,79.25306702,-,-,-,45.43028259,7.43842983,-,-,-,-,0.28126478,0.93828523,0.28443322,0.05263225,-,-,37,5.73799992,87,411,81.74099731,22.01145363,22.9907341,13.91637039,15.36599159
Thu Dec 26 17:50:41 GMT+01:00 2019,26-dic-2019 17:50:40.464,14.11082013,41.78076037,9.63,3.7900925,852.2274169921875,337.3,2.62027001,8.86681557,4.24799013,0.028434300000000003,-,-,0,14.96606541,9.02918434,6.68164396,11.07496738,9.02918434,11.07496738,0.07492983,-,-,-,209.16938782,0.3327916,29.5927906,1549,3.79009247,852.22741699,41.78076172,14.11081982,337.29998779,22,-,-,-,20.57709694,0,79.42290497,-,-,-,45.43028259,7.43842983,-,-,-,-,0.05856588,0.95440161,0.16795585,-0.00662862,-,-,37,5.73799992,88,412,82.46299744,21.54169655,22.9907341,14.00117779,15.4445982
Thu Dec 26 17:50:41 GMT+01:00 2019,26-dic-2019 17:50:41.184,14.11082013,41.78076037,9.63,3.7900925,852.2274169921875,337.3,2.32323074,8.48114395,3.86710906,0.00425006,-,-,29.01960754,181.2480011,9.03812408,0,11.06401253,9.03812408,11.06401253,0.07492983,-,-,-,206.30406189,0.33732131,29.59732056,1539,3.79009247,852.22741699,41.78076172,14.11081982,337.29998779,22,-,-,-,20.4104805,0,79.58951569,-,-,-,45.43028259,7.43842983,-,-,-,-,0.18188052,0.92656428,0.23242131,0.0013943,-,-,37,5.73799992,88,413,83.18299866,21.54169655,22.36936378,14.07866001,15.51525784
Thu Dec 26 17:50:42 GMT+01:00 2019,26-dic-2019 17:50:42.141,14.11076331,41.78085388,10.73,3.7900925,851.2999267578125,337.2,1.41055334,9.50401306,2.41065812,0.07814756,-,-,33.33333206,24.43568802,9.18908024,4.09228992,10.88225555,9.18908024,10.88225555,0.0759582,-,-,-,204.97888184,0.34329271,29.60329247,1515.5,3.79009247,851.29992676,41.78085327,14.11076355,337.20001221,21,-,-,-,20.19292831,0,79.8070755,-,-,-,45.43028259,7.43842983,-,-,-,-,0.27052054,0.98712265,0.31813106,0.10601152,-,-,37,5.73799992,89,414,84.14099884,24.00232506,22.36936378,14.15472126,15.58449173
Thu Dec 26 17:50:43 GMT+01:00 2019,26-dic-2019 17:50:42.861,14.11072148,41.78093717,10.07,3.7900925,850.916015625,337.1,1.62854183,9.10875893,3.68265724,0.03312521,-,-,32.15686417,27.51597786,9.36701202,3.63417649,10.67554092,9.36701202,10.67554092,0.07655583,-,-,-,203.52748108,0.34769216,29.60769081,1507.5,3.79009247,850.91601562,41.78093719,14.11072159,337.10000610000003,21,-,-,-,20.03267288,0,79.96733093,-,-,-,-,-,-,-,-,-,0.21802025,0.9285177,0.24731673,0.0153871,-,-,37,5.73799992,90,414,84.86000061,22.52594757,21.74799156,14.22375107,15.64612675
Thu Dec 26 17:50:44 GMT+01:00 2019,26-dic-2019 17:50:43.593,14.11068202,41.78102111,10.12,3.7900925,850.56982421875,337.6,2.54601002,9.20936966,3.29219437,0.03453067,-,-,58.03921509,27.15987778,9.53809643,3.68182516,10.48405361,9.53809643,10.48405361,0.07716776,-,-,-,202.13085938,0.35202363,29.61202431,1524,3.79009247,850.56982422,41.78102112,14.11068249,337.60000610000003,21,-,-,-,19.87211037,0,80.12789154,-,-,-,-,-,-,-,-,-,0.23438081,0.90800601,0.23779343,-0.00290793,-,-,37,5.73799992,91,415,85.59200287,22.63779449,21.74799156,14.29153728,15.70654106
Thu Dec 26 17:50:45 GMT+01:00 2019,26-dic-2019 17:50:44.543,14.11063423,41.78110196,10.08,3.7900925,850.5936279296875,337.1,2.4549818,8.869211199999999,3.37124491,0.05006559,-,-,49.01960754,14.7020874,9.58727741,6.80161381,10.4302721,9.58727741,10.4302721,0.07805197,-,-,-,201.84217834,0.35796109,29.61796188,1543,3.79009247,850.59362793,41.78110123,14.11063385,337.10000610000003,21,-,-,-,19.66774368,0,80.33226013,-,-,-,14.25768471,2.30384302,-,-,-,-,0.27467173,0.94145966,0.26001447,0.04505841,-,-,37,5.73799992,92,416,86.54100037,22.54831696,22.36936378,14.36366081,15.77186298
Thu Dec 26 17:50:46 GMT+01:00 2019,26-dic-2019 17:50:45.262,14.11059074,41.78118982,10.25,3.7900925,850.199462890625,337.8,2.37593126,9.18541431,3.3257307999999997,0.03624102,-,-,58.8235321,18.28290939,9.66931248,5.46947527,10.34178257,9.66931248,10.34178257,0.07865153,-,-,-,201.10917664,0.36239147,29.62239265,1553,3.79009247,850.19946289,41.78118896,14.11059093,337.79998779,21,-,-,-,19.51547432,0,80.48452759,-,-,-,14.25768471,2.30384302,-,-,-,-,0.16136879,0.93535501,0.18626989,-0.00825861,-,-,37,5.73799992,92,417,87.26100159,22.9285965,22.36936378,14.43450832,15.83591652
Thu Dec 26 17:50:46 GMT+01:00 2019,26-dic-2019 17:50:45.992,14.11059074,41.78118982,10.25,3.7900925,850.199462890625,337.8,1.89683545,9.319561,3.19637513,0.02280167,-,-,49.80392075,12.7273922,9.69789219,7.85690546,10.31130409,9.69789219,10.31130409,0.07939084,-,-,-,201.19406128,0.36697158,29.6269722,1567.5,3.79009247,850.19946289,41.78118896,14.11059093,337.79998779,21,-,-,-,19.36347771,0,80.63652039,-,-,-,16.89727211,2.77371669,-,-,-,-,0.25391579,0.91459912,0.31617758,0.0367751,-,-,37,5.73799992,93,417,87.99099731,22.9285965,22.9907341,14.50956249,15.90471268
Thu Dec 26 17:50:47 GMT+01:00 2019,26-dic-2019 17:50:46.975,14.11054343,41.78128247,10.64,3.7900925,854.374267578125,338.1,1.42732167,9.5974369,2.90173125,0.04903847,-,-,67.05882263,15.99168015,9.75616837,6.25312138,10.24971294,9.75616837,10.24971294,0.08033384,-,-,-,200.74656677,0.37332121,29.63332176,1594.5,3.79009247,854.37426758,41.78128433,14.11054325,338.10000610000003,21,-,-,-,19.16270638,0,80.83729553,-,-,-,16.89727211,2.77371669,-,-,-,-,0.24512506,0.96734351,0.20165369,0.04286978,-,-,37,5.73799992,94,418,88.97299957,23.8010025,23.61210442,14.5887146,15.97811604
Thu Dec 26 17:50:48 GMT+01:00 2019,26-dic-2019 17:50:47.696,14.11050396,41.78136929,10.18,3.7900925,853.254150390625,338.6,1.47523129,9.68127823,2.53043222,0.05327547,-,-,58.8235321,9.40848351,9.75297832,10.62848473,10.25306511,9.75297832,10.25306511,0.08131843,-,-,-,201.73887634,0.37803707,29.63803673,1630.5,3.79009247,853.25415039,41.78136826,14.11050415,338.60000610000003,21,-,-,-,19.01773071,0,80.98226929,-,-,-,14.12498951,2.41183114,-,-,-,-,0.15941529,0.96368074,0.28077042,0.0487283,-,-,37,5.73799992,95,419,89.69499969,22.7720108,23.61210442,14.66650295,16.05013466
Thu Dec 26 17:50:49 GMT+01:00 2019,26-dic-2019 17:50:48.412,14.11045795,41.78146696,11.37,3.7900925,851.435546875,338.1,2.78555799,9.64774132,3.42634106,0.0438476,-,-,46.27450943,11.2020874,9.76615238,8.92672253,10.23923492,9.76615238,10.23923492,0.08221628,-,-,-,202.15805054,0.38281497,29.64281464,1663,3.79009247,851.43554688,41.78146744,14.11045837,338.10000610000003,21,-,-,-,18.87610817,0,81.12389374,-,-,-,14.12498951,2.41183114,-,-,-,-,0.24317156,0.93364567,0.26440987,0.03167243,-,-,37,5.73799992,96,420,90.41100311,25.43396568,24.23347664,14.74827194,16.12661552
Thu Dec 26 17:50:50 GMT+01:00 2019,26-dic-2019 17:50:49.392,14.11041367,41.78156335,11.02,3.7900925,850.731201171875,338.4,2.33760357,8.14817238,3.07899666,0.03854969,-,-,0,21.4844265,9.87172222,4.65443754,10.12973404,9.87172222,10.12973404,0.08301082,-,-,-,201.20565796,0.38917446,29.64917374,1652,3.79009247,850.73120117,41.78156281,14.11041355,338.39999389999997,21,-,-,-,18.6885376,0,81.3114624,-,-,-,14.12498951,2.41183114,-,-,-,-,0.21948536,0.90605247,0.25610748,-0.00170245,-,-,37,5.73799992,97,421,91.37599945,24.65103912,23.61210442,14.82338905,16.19592476
Thu Dec 26 17:50:50 GMT+01:00 2019,26-dic-2019 17:50:50.123,14.11041367,41.78156335,11.02,3.7900925,850.731201171875,338.4,2.55319643,9.56629562,2.90891767,0.01998502,-,-,29.41176605,181.2480011,9.88053608,0,10.12069798,9.88053608,10.12069798,0.08301082,-,-,-,198.81036377,0.39401597,29.65401459,1588,3.79009247,850.73120117,41.78156281,14.11041355,338.39999389999997,21,-,-,-,18.54607201,0,81.45392609,-,-,-,14.12498951,2.41183114,-,-,-,-,0.11765923,0.9751575000000001,0.1161881,0.00608367,-,-,37,5.73799992,97,422,92.12200165,24.65103912,22.9907341,14.89202213,16.25826263
Thu Dec 26 17:50:51 GMT+01:00 2019,26-dic-2019 17:50:50.842,14.11036571,41.781651000000004,10.49,3.7900925,850.46826171875,338.8,2.10284662,9.11115456,3.27063513,0.0434128,-,-,45.49019623,20.93708801,9.97838211,4.77611399,10.02145672,9.97838211,10.02145672,0.08393705,-,-,-,197.95762634,0.39862686,29.65862656,1579.5,3.79009247,850.46826172,41.78165054,14.11036587,338.79998779,21,-,-,-,18.41061401,0,81.58938599,-,-,-,-,-,-,-,-,-,0.16845022,0.98541343,0.18089777,0.03877599,-,-,37,5.73799992,98,422,92.84200287,23.46546173,22.9907341,14.95951176,16.31946564
Thu Dec 26 17:50:52 GMT+01:00 2019,26-dic-2019 17:50:51.826,14.11032482,41.78174182,10.44,3.7900925,850.11865234375,339.3,1.58781874,9.453707699999999,3.46466875,0.04306158,-,-,51.76470566,16.31143379,10.03393459,6.13054132,9.9659729,10.03393459,9.9659729,0.08494954,-,-,-,197.54129028,0.40496358,29.66496277,1596,3.79009247,850.11865234,41.7817421,14.11032486,339.29998779,21,-,-,-,18.2293911,0,81.77060699,-,-,-,-,-,-,-,-,-,0.19408989,0.9287619,0.30421242,0.0316899,-,-,37,5.73799992,99,423,93.8219986,23.3536129,23.61210442,15.03102016,16.38516617
Thu Dec 26 17:50:53 GMT+01:00 2019,26-dic-2019 17:50:52.542,14.11027918,41.78183154,10.58,3.7900925,850.582275390625,339.1,1.88964903,8.984193800000002,3.90783215,-0.00168508,-,-,58.03921509,16.19280624,10.08749008,6.17545319,9.9130621,10.08749008,9.9130621,0.08565269,-,-,-,197.1481781,0.40969256,29.66969299,1615.5,3.79009247,850.58227539,41.78182983,14.11027908,339.10000610000003,21,-,-,-,18.09868622,0,81.90131378,-,-,-,14.2645216,2.41324902,-,-,-,-,0.20507832,0.89677334,0.21020027,-0.02885232,-,-,37,5.73799992,100,424,94.54100037,23.66678429,23.61210442,15.10135651,16.44969368
Thu Dec 26 17:50:54 GMT+01:00 2019,26-dic-2019 17:50:53.249,14.11024076,41.78191672,10.47,3.7900925,850.725341796875,339.2,2.5388236,9.36268044,3.01910973,0.04909924,-,-,54.90196228,12.71790314,10.11016655,7.8627677,9.89082813,10.11016655,9.89082813,0.08642743,-,-,-,197.27114868,0.41439533,29.67439461,1621.5,3.79009247,850.7253417999999,41.78191757,14.11024094,339.20001221,20,-,-,-,17.97179794,0,82.02819824,-,-,-,14.2645216,2.41324902,-,-,-,-,0.18676426,0.96245974,0.20409557,0.02684165,-,-,37,5.73799992,100,425,95.24900055,23.42072296,23.61210442,15.17055035,16.51307678
Thu Dec 26 17:50:54 GMT+01:00 2019,26-dic-2019 17:50:54.231,14.11024076,41.78191672,10.47,3.7900925,850.725341796875,339.2,1.66686952,9.19260025,3.54371977,0.02768984,-,-,28.62745094,15.25332451,10.15412521,6.55581141,9.84801006,10.15412521,9.84801006,0.08732752,-,-,-,197.00294495,0.42064595,29.68064499,1641.5,3.79009247,850.7253417999999,41.78191757,14.11024094,339.20001221,20,-,-,-,17.80186272,0,82.19813538,-,-,-,14.2645216,2.41324902,-,-,-,-,0.22485748,0.93120372,0.39041054,0.07656639,-,-,38,5.73799992,101,426,96.21299744,23.42072296,23.61210442,15.23862648,16.5753479
Thu Dec 26 17:50:55 GMT+01:00 2019,26-dic-2019 17:50:54.962,14.11019657,41.78201065,10.56,3.7900925,850.998291015625,339.5,2.93168211,9.30997944,3.56288338,0.04541931,-,-,22.35294151,23.23708534,10.26499748,4.3033762,9.74164104,10.26499748,9.74164104,0.08822368,-,-,-,196.07873535,0.42542276,29.68542099,1608.5,3.79009247,850.99829102,41.78200912,14.11019611,339.5,20,-,-,-,17.67254829,0,82.32745361,-,-,-,14.2645216,2.41324902,-,-,-,-,0.23193893,0.95049459,0.32252645,0.06608649,-,-,38,5.73799992,102,426,96.95899963,23.62204742,22.9907341,15.30064487,16.63113403
Thu Dec 26 17:50:56 GMT+01:00 2019,26-dic-2019 17:50:55.694,14.11014571,41.78210555,10.57,3.7900925,851.076904296875,340.1,2.1818974,9.45849895,3.52695131,0.029700900000000002,-,-,63.13725662,38.44409943,10.27362347,2.60112524,9.73346138,10.27362347,9.73346138,0.08888506,-,-,-,194.68006897,0.43014225,29.69014168,1622,3.79009247,851.0769042999999,41.78210449,14.11014557,340.10000610000003,21,-,-,-,17.547472,0,82.45252991,-,-,-,-,-,-,-,-,-,0.29933468,0.90702921,0.31495667,0.04174538,-,-,38,5.73799992,103,427,97.69100189,23.6444149,22.9907341,15.36167622,16.68595886
Thu Dec 26 17:50:57 GMT+01:00 2019,26-dic-2019 17:50:56.652,14.11009608,41.78219219,10.45,3.7900925,851.364990234375,340.2,1.95911789,9.19978714,3.3137536,0.03151675,-,-,31.37254906,13.16022015,10.29767799,7.5984993,9.71072483,10.29767799,9.71072483,0.0897864,-,-,-,194.74855042,0.4362731,29.6962738,1574.5,3.79009247,851.36499023,41.78219223,14.11009598,340.20001221,21,-,-,-,17.38609886,0,82.61389923,-,-,-,-,-,-,-,-,-,0.16014785,0.94854116,0.26709592,0.02998136,-,-,38,5.73799992,104,428,98.65100098,23.37598419,22.9907341,15.42174816,16.73984528
Thu Dec 26 17:50:58 GMT+01:00 2019,26-dic-2019 17:50:57.382,14.11005056,41.78227692,10.35,3.7900925,851.5889892578125,339.6,1.80820274,9.20218277,4.32704115,0.03924204,-,-,22.74509811,28.85169792,10.45101738,3.46592855,9.5682478,10.45101738,9.5682478,0.09040713,-,-,-,193.64021301,0.44081542,29.7008152,1556,3.79009247,851.58898926,41.78227615,14.110050199999998,339.60000610000003,21,-,-,-,17.26535988,0,82.73464203,-,-,-,-,-,-,-,-,-,0.33693954,0.99884361,0.26099125,0.11462098,-,-,38,5.73799992,105,429,99.3809967,23.15229225,22.36936378,15.47602654,16.78755379
Thu Dec 26 17:50:58 GMT+01:00 2019,26-dic-2019 17:50:58.095,14.11005056,41.78227692,10.35,3.7900925,851.5889892578125,339.6,3.3173542,9.45849895,3.80003572,0.05614802,-,-,0.78431374,32.97644043,10.63565159,3.03240514,9.40214252,10.63565159,9.40214252,0.09114567,-,-,-,192.43348694,0.4452762,29.70527649,1506.5,3.79009247,851.58898926,41.78227615,14.110050199999998,339.60000610000003,21,-,-,-,17.1495266,0,82.8504715,-,-,-,-,-,-,-,-,-,0.33449766,0.94707596,0.2866309,0.07662275,-,-,38,5.73799992,105,430,100.09100342,23.15229225,21.74799156,15.52464676,16.82923889
Thu Dec 26 17:50:59 GMT+01:00 2019,26-dic-2019 17:50:59.053,14.11001516,41.78235979,9.61,3.7900925,851.67578125,339.8,2.77837157,8.7997427,3.44071388,0.02948344,-,-,0,181.2480011,10.64429855,0,9.3945055,10.64429855,9.3945055,0.09114567,-,-,-,190.40786743,0.450863,29.71086311,1440.5,3.79009247,851.67578125,41.78236008,14.11001492,339.79998779,21,-,-,-,16.99519539,0,83.00480652,-,-,-,-,-,-,-,-,-,0.24707855,0.91435492,0.18700245,-0.00998364,-,-,38,5.73799992,106,431,101.05200195,21.49695587,20.50524902,15.56295872,16.85987091
Thu Dec 26 17:51:00 GMT+01:00 2019,26-dic-2019 17:50:59.800,14.10997506,41.78244,9.58,3.7900925,851.783935546875,341.0,1.72196555,9.21176529,3.6155839,0.03342325,-,-,16.86274529,181.2480011,10.65288258,0,9.38693523,10.65288258,9.38693523,0.09114567,-,-,-,188.42445374,0.45487949,29.71487808,1370.5,3.79009247,851.78393555,41.78244019,14.10997486,341.0,21,-,-,-,16.87698174,0,83.12301636,-,-,-,-,-,-,-,-,-,0.19384569,0.9426806000000001,0.21654913,0.01347305,-,-,38,5.73799992,107,431,101.80000305,21.42984962,19.88387871,15.59594345,16.8848629
Thu Dec 26 17:51:01 GMT+01:00 2019,26-dic-2019 17:51:00.644,14.10992437,41.7825252,8.85,3.7900925,852.392333984375,341.3,1.89443994,8.66080475,3.07181025,0.01444966,-,-,14.11764717,39.02590179,10.66140556,2.56234741,9.37943172,10.66140556,9.37943172,0.09190957,-,-,-,187.18063354,0.45894638,29.71894646,1320,3.79009247,852.39233398,41.78252411,14.10992432,341.29998779,20,-,-,-,16.74571037,0,83.25428772,-,-,-,-,-,-,-,-,-,0.20214808,0.93364567,0.35500336,0.05846644,-,-,38,5.73799992,108,432,102.64299774,19.79688644,19.26250648,15.62372017,16.90435219
Thu Dec 26 17:51:02 GMT+01:00 2019,26-dic-2019 17:51:01.486,14.10989304,41.78258786,8.67,3.7900925,852.651611328125,340.3,1.63093734,8.93628502,3.33052182,0.02917244,-,-,50.58823776,59.49641037,10.66986656,1.68073869,9.37199306,10.66986656,9.37199306,0.09264138,-,-,-,185.72425842,0.46400544,29.72400665,1319.5,3.79009247,852.65161133,41.78258896,14.10989285,340.29998779,20,-,-,-,16.6166153,0,83.3833847,-,-,-,-,-,-,-,-,-,0.14867105,0.94707596,0.36086389,0.06406044,-,-,38,5.73799992,109,433,103.48500061,19.39423752,18.64113617,15.64640617,16.91847229
Thu Dec 26 17:51:02 GMT+01:00 2019,26-dic-2019 17:51:02.214,14.10989304,41.78258786,8.67,3.7900925,852.651611328125,340.3,1.45606732,8.68236351,3.03587818,0.07204639,-,-,58.4313736,18.50481606,10.7315588,5.40388632,9.31811619,10.7315588,9.31811619,0.09312601,-,-,-,185.29202271,0.46774924,29.72774887,1297.5,3.79009247,852.65161133,41.78258896,14.10989285,340.29998779,20,-,-,-,16.50794601,0,83.4920578,-,-,-,-,-,-,-,-,-,0.14061286,1.00152969,0.31568924,0.09382277,-,-,38,5.73799992,109,434,104.20400238,19.39423752,18.64113617,15.66875553,16.93236542
Thu Dec 26 17:51:03 GMT+01:00 2019,26-dic-2019 17:51:03.052,14.10985085,41.78264028,7.15,3.914566,852.77685546875,338.2,1.45127654,8.55540371,4.24799013,0.03193928,-,-,45.49019623,15.42007446,10.76818848,6.48491812,9.28641987,10.76818848,9.28641987,0.09371808,-,-,-,185.15435791,0.47220293,29.73220253,1299.5,3.91456604,852.77685547,41.78263855,14.10985088,338.20001221,20,-,-,-,16.38173866,0,83.61826324,-,-,-,-,-,-,-,-,-,0.09348468,0.83914506,0.29908445,-0.06577932,-,-,38,5.73799992,110,435,105.0510025,15.99409389,19.26250648,15.6953764,16.95100594
Thu Dec 26 17:51:04 GMT+01:00 2019,26-dic-2019 17:51:03.884,14.10981997,41.78269203,6.6,3.9893906,853.021728515625,335.1,0.62962723,9.494431500000001,4.00365162,0.04828065,-,-,30.98039246,20.5852356,10.84428978,4.85774994,9.22125149,10.84428978,9.22125149,0.09430519,-,-,-,184.59329224,0.4766092,29.73660851,1308,3.98939061,853.02172852,41.78269196,14.10982037,335.10000610000003,20,-,-,-,16.2596302,0,83.7403717,-,-,-,-,-,-,-,-,-,0.071752,0.95562255,0.37209648,0.06865232,-,-,38,5.73799992,111,435,105.88300323,14.76377869,18.64113617,15.71703529,16.96442032
Thu Dec 26 17:51:05 GMT+01:00 2019,26-dic-2019 17:51:04.600,14.10976554,41.78277456,8.41,3.819128,852.80029296875,329.1,1.66207862,10.02383232,5.05526638,0.05074403,-,-,32.54901886,30.75554657,10.99745274,3.25137854,9.09282589,10.99745274,9.09282589,0.09477731,-,-,-,183.62667847,0.48028564,29.74028587,1290,3.81912804,852.80029297,41.78277588,14.10976601,329.10000610000003,20,-,-,-,16.15599632,0,83.84400177,-,-,-,-,-,-,-,-,-,0.14842683,0.97662264,0.33131719,0.07826288,-,-,38,5.73799992,112,436,106.59899902,18.81263351,18.64113617,15.73837948,16.97762108
Thu Dec 26 17:51:06 GMT+01:00 2019,26-dic-2019 17:51:05.462,14.10969696,41.78286269,9.12,3.7900925,851.7745361328125,322.9,1.30754769,8.80213737,4.59533501,0.03991824,-,-,50.98039246,29.92057419,11.14190388,3.3421123,8.9749403,11.14190388,8.9749403,0.09532391,-,-,-,182.70214844,0.48474914,29.74474907,1293,3.79009247,851.77453613,41.78286362,14.10969734,322.89999389999997,20,-,-,-,16.03310966,0,83.96688843,-,-,-,-,-,-,-,-,-,0.14622916,0.96905285,0.24756092,0.04018453,-,-,38,5.73799992,113,437,107.45999908,20.40085793,18.64113617,15.75941372,16.99061775
