GPS Time,Device Time,Longitude,Latitude,GPS Speed (Meters/second),Horizontal Dilution of Precision,Altitude,Bearing,G(x),G(y),G(z),G(calibrated),Timing Advance(°),Fuel Remaining (Calculated from vehicle profile)(%),Engine Load(%),Engine Load(Absolute)(%),Kilometers Per Litre(Instant)(kpl),Kilometers Per Litre(Long Term Average)(kpl),Litres Per 100 Kilometer(Instant)(l/100km),Litres Per 100 Kilometer(Long Term Average)(l/100km),Trip average KPL(kpl),Trip average Litres/100 KM(l/100km),Distance to empty (Estimated)(km),Fuel used (trip)(l),Turbo Pressure Control(psi),Actual engine % torque(%),Drivers demand engine % torque(%),Engine reference torque(Nm),Fuel cost (trip)(cost),CO₂ in g/km (Instantaneous)(g/km),CO₂ in g/km (Average)(g/km),GPS vs OBD Speed difference(km/h),Trip Distance(km),Trip distance (stored in vehicle profile)(km),Distance travelled with MIL/CEL lit(km),Distance travelled since codes cleared(km),Volumetric Efficiency (Calculated)(%),EGR Commanded(%),EGR Error(%),Fuel Rate (direct from ECU)(L/m),Fuel flow rate/minute(cc/min),Fuel flow rate/hour(l/hr),Engine RPM(rpm),GPS Accuracy(m),GPS Altitude(m),GPS Latitude(°),GPS Longitude(°),GPS Bearing(°),GPS Satellites,Fuel Level (From Engine ECU)(%),NOx Post SCR(ppm),NOx Pre SCR(ppm),O2 Sensor1 Equivalence Ratio,O2 Sensor1 Equivalence Ratio(alternate),O2 Sensor2 Equivalence Ratio,O2 Sensor3 Equivalence Ratio,O2 Sensor4 Equivalence Ratio,O2 Sensor5 Equivalence Ratio,O2 Sensor6 Equivalence Ratio,O2 Sensor7 Equivalence Ratio,O2 Sensor8 Equivalence Ratio,O2 Volts Bank 1 sensor 1(V),O2 Volts Bank 1 sensor 2(V),O2 Volts Bank 1 sensor 3(V),O2 Volts Bank 1 sensor 4(V),O2 Volts Bank 2 sensor 1(V),O2 Volts Bank 2 sensor 2(V),Percentage of Idle driving(%),Percentage of Highway driving(%),Percentage of City driving(%),Throttle Position(Manifold)(%),Absolute Throttle Position B(%),Relative Throttle Position(%),Relative Accelerator Pedal Position(%),Fuel pressure(psi),Intake Manifold Pressure(psi),Fuel Rail Pressure(psi),Exhaust Pressure(psi),Turbo Boost & Vacuum Gauge,Driver
Sun Oct 06 16:12:48 GMT+02:00 2019,06-ott-2019 16:12:47.222,14.24716156,41.59929712,0.0,4.288,517.77783203125,0.0,-0.70262146,8.34204102,4.19868469,-0.02631265,-9.91887951,82.35294342,-,0,16.53913879,-,6.04613829,4.94635344,20.2164917,-,-,-,-,495.37573242,3,0.00464903,284.32543945,1123,4.28800011,517.77783203,41.59929657,14.24716187,0.0,18,61.16207123,0,38.83792877,-,-,18.8235302,18.03921509,-,-,8.62745094,24,21.0720005,36,108,15.12199974,0.0,3,4.55555534,10.25,,,,,,,,,,,,,,,,,,,,,,,,,Angelo
Sun Oct 06 16:12:49 GMT+02:00 2019,06-ott-2019 16:12:48.588,14.24715363,41.59928239,2.47,3.216,518.0225219726561,195.2,1.15048218,7.920654300000001,5.77166748,-0.01260681,-9.92159557,5.88235283,-,1.74216056,16.53774643,57.3987999,6.04664755,4.5458293,21.99772835,-,-,-,-,495.37573242,9,0.00693069,284.32772827,1086.5,3.21600008,518.02252197,41.59928131,14.24715328,195.19999695,18,59.73963928,0,40.26036072,-,-,7.84313726,7.84313726,-,-,0,24,21.0720005,37,109,16.49099922,8.8920002,9,5,10,,,,,,,,,,,,,,,,,,,,,,,,,Angelo
Sun Oct 06 16:12:50 GMT+02:00 2019,06-ott-2019 16:12:49.952,14.24714816,41.59925827,2.27,3.216,518.1156616210939,174.4,0.95176697,8.16487122,5.29762268,-0.02463835,-9.92238998,25.09803963,-,105.61827087,16.53790092,0.94678617,6.04659081,6.06201744,16.49581528,-,-,-,-,495.37573242,1.17199993,0.00999069,284.33078003,779.5,3.21600008,518.11566162,41.59925842,14.24714851,174.3999939,18,57.64932632,0,42.35067368,-,-,7.84313726,7.84313726,-,-,0,24,21.0720005,38,111,17.85300064,8.17199993,7,5.18181801,9.5,,,,,,,,,,,,,,,,,,,,,,,,,Angelo
Sun Oct 06 16:12:53 GMT+02:00 2019,06-ott-2019 16:12:52.647,14.24717196,41.59920066,2.95,3.216,517.8383178710939,137.5,0.28617859,8.46174622,5.41972351,0.01256353,-9.92327309,97.2549057,-,20.32641792,16.5382576,4.91960382,6.04646015,7.4884572,13.35360718,-,-,-,-,495.37573242,1.87599993,0.01445069,284.33523560000003,1134,3.21600008,517.83831787,41.5992012,14.24717236,137.5,18,57.80255127,0,42.19744873,-,-,7.84313726,7.84313726,-,-,11.76470566,24,21.0720005,41,114,20.54899979,10.61999989,5,5.16666651,8.85714245,,,,,,,,,,,,,,,,,,,,,,,,,Angelo
Sun Oct 06 16:12:55 GMT+02:00 2019,06-ott-2019 16:12:54.160,14.24723431,41.59914006,4.6,3.216,516.0947265625,138.2,0.26702881,8.53117371,4.19628906,-0.0166356,-9.93277359,31.76470566,-,1.62837267,16.5368557,61.40972519,6.04697323,6.95572233,14.37635326,-,-,-,-,495.37573242,0.3039999,0.01851069,284.33929443,1170,3.21600008,516.09472656,41.59914017,14.24723434,138.19999695,19,56.681503299999996,0,43.3184967,-,-,16.86274529,16.47058868,-,-,6.66666698,24,21.0720005,43,115,22.06200027,16.55999947,16,6,9.75,,,,,,,,,,,,,,,,,,,,,,,,,Angelo
Sun Oct 06 16:12:56 GMT+02:00 2019,06-ott-2019 16:12:55.498,14.24725512,41.59911432,5.45,3.216,514.0790405273439,146.6,2.40026855,8.96931458,2.19473267,-0.008442100000000001,-9.93443012,100,-,23.02742386,16.53746605,4.34255791,6.04675007,8.29503059,12.05515957,-,-,-,114.86057281,305.11816406,3.44000053,0.02599069,284.34677124,1207.5,3.21600008,514.07904053,41.59911346,14.24725533,146.6000061,19,54.97740173,0,45.02259827,-,-,23.92156982,23.13725471,-,-,14.11764717,24,21.0720005,44,116,23.39900017,19.61999893,20,7,10.88888931,,,,,,,,,,,,,,,,,,,,,,,,,Angelo
Sun Oct 06 16:12:57 GMT+02:00 2019,06-ott-2019 16:12:56.677,14.2472859,41.59905381,6.6,9.648000999999999,514.9957885742189,160.0,2.01719666,8.2127533,3.51873779,-0.028299599999999998,-9.94147205,99.60784149,-,4.07975388,16.53629303,24.5107708,6.04717827,7.97077894,12.54556465,-,-,-,648.30944824,419.51525879,7.38000107,0.03445722,284.35525513,1564.5,9.64800072,514.99578857,41.59905243,14.24728584,160.0,19,53.55515671,0,46.44484329,-,-,23.92156982,18.4313736,-,-,14.11764717,24,21.0720005,45,118,24.57999992,23.75999832,27,8.33333302,12.5,,,,,,,,,,,,,,,,,,,,,,,,,Angelo
Sun Oct 06 16:12:59 GMT+02:00 2019,06-ott-2019 16:12:58.650,14.24726141,41.59888999,9.04,9.648000999999999,513.0388793945311,198.0,3.08979797,9.23268127,2.24023438,0.09873148,-9.94773388,55.29411697,-,5.86393213,16.53528976,17.05304909,6.04754543,7.82028961,12.78698349,-,-,-,451.05282593,427.3996582,4.25200081,0.04441389,284.36520386,1676.5,9.64800072,513.03887939,41.59888839999999,14.24726105,198.0,20,51.34187317,0,48.65812683,-,-,23.52941132,22.74509811,-,-,13.72549057,24,21.0720005,47,119,26.54800034,32.54399872,31,9.75,14.18181801,,,,,,,,,,,,,,,,,,,,,,,,,Angelo
Sun Oct 06 16:13:02 GMT+02:00 2019,06-ott-2019 16:13:01.618,14.24702956,41.59870414,9.5,9.648000999999999,514.7540893554689,243.5,-0.08731079,8.3611908,3.6599884,-0.03030114,-9.95560646,87.05882263,-,11.44142246,16.53481102,8.73999023,6.04772091,8.06169891,12.40407562,-,-,-,231.1725769,388.15423584,11.88800049,0.07647639,284.39724731,1563.5,9.64800072,514.75408936,41.59870529,14.247029300000001,243.5,19,48.32868958,0,51.67131042,-,-,30.58823586,29.80392265,-,-,21.56862831,24,21.0720005,50,123,29.5170002,34.20000076,44,11.76470566,16.66666603,,,,,,,,,,,,,,,,,,,,,,,,,Angelo
Sun Oct 06 16:13:03 GMT+02:00 2019,06-ott-2019 16:13:02.990,14.24686634,41.59865748,12.13,9.648000999999999,513.2329711914061,246.7,-0.55178833,9.47210693,4.70385742,0.10964560000000001,-9.98047638,84.70588684,-,4.97168779,16.53372383,20.1134758,6.04811859,7.86857319,12.70851994,-,-,-,532.0010376,412.12869263,11.33200073,0.10176264,284.42254639,2029.5,9.64800072,513.23297119,41.5986557,14.24686623,246.69999695,19,47.05259705,0,52.94740295,-,-,30.58823586,29.80392265,-,-,21.56862831,24,21.0720005,51,124,30.88899994,43.66799927,55,14.16666698,19.61538506,,,,,,,,,,,,,,,,,,,,,,,,,Angelo
Sun Oct 06 16:13:05 GMT+02:00 2019,06-ott-2019 16:13:04.035,14.24649705,41.59852286,15.86,9.648000999999999,511.11767578125,245.7,-0.42729187,7.72912598,3.31521606,-0.04766421,-9.99575901,7.84313726,-,5.84543419,16.53271866,17.1070137,6.04848623,7.74956465,12.90368176,-,-,-,452.48019409,417.89318848,9.42000198,0.12287791,284.44366455,2148.5,9.64800072,511.11767578,41.59852219,14.24649715,245.69999695,18,46.12322617,0,53.87677383,-,-,21.56862831,26.27450943,-,-,0,24,21.0720005,53,125,31.93600082,57.09599686,60,16.57894707,22.5,,,,,,,,,,,,,,,,,,,,,,,,,Angelo
Sun Oct 06 16:13:06 GMT+02:00 2019,06-ott-2019 16:13:05.280,14.24630595,41.59846615,16.26,9.648000999999999,511.2510986328125,246.0,-0.00350952,8.28936768,5.34550476,0.00737624,-9.99575901,99.60784149,-,181.2480011,16.53287506,0,6.04842901,8.32936668,12.00546551,-,-,-,0,365.65655518,2.90400314,0.14044458,284.46124268,1653,9.64800072,511.25109863,41.59846497,14.24630642,246.0,18,45.06395721,0,54.93604279,-,-,29.01960754,28.23529434,-,-,20,23,21.0720005,54,126,33.18199921,58.5359993,60,18.75,25,,,,,,,,,,,,,,,,,,,,,,,,,Angelo
Sun Oct 06 16:13:07 GMT+02:00 2019,06-ott-2019 16:13:06.650,14.24611629,41.59840493,16.94,9.648000999999999,510.26361083984375,246.2,0.18562317,8.08825684,4.18432617,-0.06955306,-10.00601196,87.84313965,-,8.18044662,16.53208923,12.22401619,6.04871655,8.32152843,12.01677322,-,-,-,323.32501221,360.95303345,4.4640007,0.16241375,284.48318481,1710,9.64800072,510.26361084,41.59840393,14.24611664,246.19999695,18,43.95404816,0,56.04595184,-,-,29.01960754,28.23529434,-,-,20,23,21.0720005,55,128,34.55199814,60.98400116,63,20.8571434,27.375,,,,,,,,,,,,,,,,,,,,,,,,,Angelo
Sun Oct 06 16:13:09 GMT+02:00 2019,06-ott-2019 16:13:08.167,14.24570621,41.59827223,18.34,9.648000999999999,509.8299560546875,248.1,0.33166504,8.44020081,4.55541992,-0.04004429,-10.01822662,85.09803772,-,8.43956757,16.5313282,11.84870243,6.04899454,8.32743073,12.00825691,-,-,-,313.39794922,356.19754028,2.78400421,0.18694167,284.50772095,1795.5,9.64800072,509.82995605,41.59827042,14.24570656,248.10000609999997,15,42.78788757,0,57.21211243,-,-,29.01960754,28.62745094,-,-,20,23,21.0720005,57,129,36.06800079,66.02400208,66,22.90909004,29.64705849,,,,,,,,,,,,,,,,,,,,,,,,,Angelo
Sun Oct 06 16:13:10 GMT+02:00 2019,06-ott-2019 16:13:09.538,14.24549414,41.59821813,18.43,9.648000999999999,510.47491455078125,251.6,0.56390381,8.18881226,3.33677673,-0.04604701,-10.0325985,84.70588684,-,8.17145443,16.53054237,12.23746967,6.04928207,8.32000256,12.01897621,-,-,-,323.68084717,353.2414856,2.97599792,0.21538542,284.53616333,1898,9.64800072,510.47491455,41.59821701,14.24549389,251.60000609999997,15,41.78459167,0,58.21540833,-,-,29.01960754,27.84313774,-,-,19.6078434,23,21.0720005,58,130,37.43999863,66.34799957,69,24.91304398,31.83333397,,,,,,,,,,,,,,,,,,,,,,,,,Angelo
Sun Oct 06 16:13:11 GMT+02:00 2019,06-ott-2019 16:13:10.912,14.24527952,41.5981643,18.8,9.648000999999999,511.7205810546875,252.9,-0.03463745,8.15768433,4.30403137,-0.00924289,-10.0463438,82.35294342,-,8.03576469,16.5297451,12.44410801,6.04957438,8.30708313,12.03766918,-,-,-,329.14642334,351.23355103,5.65200043,0.24221459,284.56298828,1977.5,9.64800072,511.72058105,41.5981636,14.24527931,252.89999390000003,15,40.82726669,0,59.17273331,-,-,25.49019623,24.70588303,-,-,16.47058868,23,21.0720005,59,132,38.81200027,67.67999268,72,26.875,33.94736862,,,,,,,,,,,,,,,,,,,,,,,,,Angelo
Sun Oct 06 16:13:12 GMT+02:00 2019,06-ott-2019 16:13:12.022,14.24505653,41.59811723,19.2,9.648000999999999,512.284423828125,254.7,0.64770508,7.57350159,4.895401000000001,-0.05937409,-10.05612469,9.01960754,-,11.79853344,16.52930069,8.47545338,6.04973698,8.45888519,11.82164288,-,-,-,224.17558289,341.45986938,4.87999725,0.26973152,284.59051514,2011,9.64800072,512.28442383,41.59811783,14.24505615,254.69999695,16,40.08361435,0,59.91638565,-,-,7.84313726,7.84313726,-,-,0,23,21.0720005,60,133,39.92300034,69.12000275,74,28.76000023,35.95000076,,,,,,,,,,,,,,,,,,,,,,,,,Angelo
Sun Oct 06 16:13:14 GMT+02:00 2019,06-ott-2019 16:13:13.586,14.24463379,41.59804834,18.87,9.648000999999999,511.4420166015625,254.5,-0.11843872,8.72271729,7.16989136,0.08485115,-10.0588913,0,-,138.15681458,16.52945518,0.72380012,6.04968023,8.86402416,11.28132248,-,-,-,19.14450073,318.43734741,2.49199677,0.29367667,284.61447144,1957,9.64800072,511.44201660000004,41.59804916,14.24463367,254.5,17,39.08275604,0,60.91724396,-,-,7.84313726,7.84313726,-,-,0,22,21.0720005,62,134,41.48500061,67.93199921,71,30.38461494,37.61904907,,,,,,,,,,,,,,,,,,,,,,,,,Angelo
Sun Oct 06 16:13:15 GMT+02:00 2019,06-ott-2019 16:13:14.950,14.244411,41.59799887,18.24,9.648000999999999,513.0758666992189,253.3,1.43299866,7.37716675,5.33592224,-0.04147595,-10.0588913,0,-,181.2480011,16.52961159,0,6.04962349,9.23675919,10.82608223,-,-,-,0,297.20819092,0.66399384,0.32193446,284.64273071,1802.5,9.64800072,513.0758666999999,41.59799957,14.24441147,253.30000305,17,38.24638367,0,61.75361633,-,-,7.84313726,7.84313726,-,-,0,22,21.0720005,63,136,42.85300064,65.66399384,65,31.66666603,38.86363602,,,,,,,,,,,,,,,,,,,,,,,,,Angelo
Sun Oct 06 16:13:17 GMT+02:00 2019,06-ott-2019 16:13:16.474,14.24403619,41.59793326,15.66,9.648000999999999,513.3038940429689,256.8,0.79374695,6.57991028,6.57852173,-0.01115471,-10.0588913,3.92156863,-,181.2480011,16.52976608,0,6.04956675,9.58082962,10.43729305,-,-,-,0,278.63265991,4.67599869,0.34533864,284.6661377,1029.5,9.64800072,513.30389404,41.59793472,14.24403572,256.79998779,17,37.35808563,0,62.64191437,-,-,7.84313726,7.84313726,-,-,0,22,21.0720005,65,137,44.3730011,56.37599945,58,32.6071434,39.69565201,,,,,,,,,,,,,,,,,,,,,,,,,Angelo
Sun Oct 06 16:13:18 GMT+02:00 2019,06-ott-2019 16:13:17.839,14.24386367,41.59790612,14.44,9.648000999999999,513.7764282226561,255.7,0.31011963,7.26225281,6.08531189,0.00316573,-10.0588913,0,-,181.2480011,16.52992058,0,6.04951,9.89941883,10.10139275,-,-,-,0,262.24252319,8.37599945,0.36767226,284.68844604,1903.5,9.64800072,513.77642822,41.59790802,14.24386406,255.69999695,17,36.59262848,0,63.40737152,-,-,7.84313726,7.84313726,-,-,0,22,21.0720005,66,139,45.74200058,51.98399734,48,33.13793182,40.04166794,,,,,,,,,,,,,,,,,,,,,,,,,Angelo
Sun Oct 06 16:13:20 GMT+02:00 2019,06-ott-2019 16:13:19.212,14.24355698,41.59784057,12.47,10.72,514.0263061523439,252.7,2.22787476,7.55673218,5.21861267,-0.01711383,-10.0588913,3.52941179,-,181.2480011,16.53007698,0,6.04945278,10.19525814,9.80827808,-,-,-,0,247.67347717,7.51199722,0.38422644,284.70501709,859,10.72000027,514.02630615,41.59783936,14.24355698,252.69999695,17,35.85686111,0,64.1431427,-,-,7.84313726,7.84313726,-,-,0,22,21.0720005,68,140,47.11299896,44.89199829,39,33.33333206,40,,,,,,,,,,,,,,,,,,,,,,,,,Angelo
Sun Oct 06 16:13:21 GMT+02:00 2019,06-ott-2019 16:13:20.575,14.24348328,41.59782599,9.0,10.72,514.7760620117189,261.1,3.25978088,8.22711182,4.20108032,0.02065778,-10.0588913,0,-,181.2480011,16.53023148,0,6.04939604,10.47070026,9.5502615,-,-,-,0,234.63803101,13.89199829,0.39756534,284.71835327,1833.5,10.72000027,514.77606201,41.597824100000004,14.24348354,261.1000061,18,35.15363312,0,64.84636688,-,-,11.76470566,11.37254906,-,-,0,22,21.0720005,69,141,48.47700119,32.39999771,31,33.25806427,39.65384674,,,,,,,,,,,,,,,,,,,,,,,,,Angelo
Sun Oct 06 16:13:22 GMT+02:00 2019,06-ott-2019 16:13:21.891,14.24341595,41.59781721,6.94,10.72,514.2994995117189,277.6,0.16407776,7.79136658,5.26649475,-0.03098869,-10.0588913,6.27450991,-,181.2480011,16.53038788,0,6.04933929,10.72778511,9.32139492,-,-,-,0,222.90612793,4.39999771,0.40872616,284.72952271,1683,10.72000027,514.29949951,41.59781647,14.24341583,277.60000610000003,16,34.50081253,0,65.49919128,-,-,11.76470566,11.76470566,-,-,0.78431374,22,21.0720005,70,143,49.79299927,24.98399925,28,33.09375,39.22222137,,,,,,,,,,,,,,,,,,,,,,,,,Angelo
Sun Oct 06 16:13:24 GMT+02:00 2019,06-ott-2019 16:13:23.389,14.24324846,41.59784049,6.87,10.72,514.344970703125,275.9,-3.07049561,6.43385315,7.21777344,0.05313689,-10.06052876,12.94117641,-,144.37799072,16.53054237,0.69261193,6.04928255,10.96828938,9.11700249,-,-,-,18.31957245,213.16392517,3.31999969,0.41870114,284.73947144,1547,10.72000027,514.3449707,41.59783936,14.24324799,275.89999389999997,16,33.78800583,0,66.21199799,-,-,13.33333397,12.94117641,-,-,1.96078432,22,21.0720005,72,144,51.287998200000004,24.73199844,26,32.87878799,38.75,,,,,,,,,,,,,,,,,,,,,,,,,Angelo
Sun Oct 06 16:13:25 GMT+02:00 2019,06-ott-2019 16:13:24.757,14.24316707,41.59782859,6.3,10.72,515.2824096679689,248.9,-2.77120972,7.31971741,5.78843689,0.03410429,-10.06208992,52.15686417,-,84.55787659,16.53069687,1.1825974,6.04922581,11.1937685,8.93335629,-,-,-,31.27968025,204.89645386,0.26800156,0.42918447,284.74996948,1463,10.72000027,515.28240967,41.59782791,14.24316692,248.89999390000003,16,33.16017914,0,66.83982086,-,-,18.8235302,18.8235302,-,-,8.62745094,22,21.0720005,73,146,52.65800095,22.68000031,25,32.64706039,38.27586365,,,,,,,,,,,,,,,,,,,,,,,,,Angelo
Sun Oct 06 16:13:26 GMT+02:00 2019,06-ott-2019 16:13:25.944,14.24311732,41.59778489,5.69,10.72,516.1528930664061,217.5,1.9836731,8.82806396,3.17875671,-0.00339389,-10.06449127,99.21569061,-,16.45187378,16.53068924,6.07820845,6.04922867,11.35310459,8.80798054,-,-,-,160.76849365,202.97784424,5.51600075,0.43876821,284.759552,1611,10.72000027,516.15289307,41.59778595,14.24311733,217.5,16,32.63434601,0,67.36565399,-,-,22.35294151,21.56862831,-,-,12.15686321,22,21.0720005,74,147,53.84600067,20.48399925,26,32.45714188,37.86666489,,,,,,,,,,,,,,,,,,,,,,,,,Angelo
