GPS Time,Device Time,Longitude,Latitude,GPS Speed (Meters/second),Horizontal Dilution of Precision,Altitude,Bearing,G(x),G(y),G(z),G(calibrated),Timing Advance(°),Fuel Remaining (Calculated from vehicle profile)(%),Engine Load(%),Engine Load(Absolute)(%),Kilometers Per Litre(Instant)(kpl),Kilometers Per Litre(Long Term Average)(kpl),Litres Per 100 Kilometer(Instant)(l/100km),Litres Per 100 Kilometer(Long Term Average)(l/100km),Trip average KPL(kpl),Trip average Litres/100 KM(l/100km),Distance to empty (Estimated)(km),Fuel used (trip)(l),Turbo Pressure Control(psi),Actual engine % torque(%),Drivers demand engine % torque(%),Engine reference torque(Nm),Fuel cost (trip)(cost),CO₂ in g/km (Instantaneous)(g/km),CO₂ in g/km (Average)(g/km),GPS vs OBD Speed difference(km/h),Trip Distance(km),Trip distance (stored in vehicle profile)(km),Distance travelled with MIL/CEL lit(km),Distance travelled since codes cleared(km),Volumetric Efficiency (Calculated)(%),EGR Commanded(%),EGR Error(%),Fuel Rate (direct from ECU)(L/m),Fuel flow rate/minute(cc/min),Fuel flow rate/hour(l/hr),Engine RPM(rpm),GPS Accuracy(m),GPS Altitude(m),GPS Latitude(°),GPS Longitude(°),GPS Bearing(°),GPS Satellites,Fuel Level (From Engine ECU)(%),NOx Post SCR(ppm),NOx Pre SCR(ppm),O2 Sensor1 Equivalence Ratio,O2 Sensor1 Equivalence Ratio(alternate),O2 Sensor2 Equivalence Ratio,O2 Sensor3 Equivalence Ratio,O2 Sensor4 Equivalence Ratio,O2 Sensor5 Equivalence Ratio,O2 Sensor6 Equivalence Ratio,O2 Sensor7 Equivalence Ratio,O2 Sensor8 Equivalence Ratio,O2 Volts Bank 1 sensor 1(V),O2 Volts Bank 1 sensor 2(V),O2 Volts Bank 1 sensor 3(V),O2 Volts Bank 1 sensor 4(V),O2 Volts Bank 2 sensor 1(V),O2 Volts Bank 2 sensor 2(V),Percentage of Idle driving(%),Percentage of Highway driving(%),Percentage of City driving(%),Throttle Position(Manifold)(%),Absolute Throttle Position B(%),Relative Throttle Position(%),Relative Accelerator Pedal Position(%),Fuel pressure(psi),Intake Manifold Pressure(psi),Fuel Rail Pressure(psi),Exhaust Pressure(psi),Turbo Boost & Vacuum Gauge,Driver
Sun Oct 06 16:12:12 GMT+02:00 2019,06-ott-2019 16:12:11.188,14.24784753,41.59968994,0.48,10.72,530.23828125,306.1,-1.37539673,8.30133057,4.72062683,-0.02373203,-,-,-,-,19.86474037,-,5.03400135,-,-,-,-,-,-,-,-,-,284.32080078,-,10.72000027,530.23828125,41.59968948,14.24784756,306.10000610000003,12,0.0,0,100.0,-,-,-,-,-,-,-,-,0.0,0,-,0.028999999999999998,1.72799993,7,-,-,,,,,,,,,,,,,,,,,,,,,,,,,Angelo
Sun Oct 06 16:12:12 GMT+02:00 2019,06-ott-2019 16:12:11.626,14.24784753,41.59968994,0.48,10.72,530.23828125,306.1,-0.8127594,8.13613892,4.41177368,-0.01928539,-,-,-,-,19.86474037,-,5.03400135,-,-,-,-,-,-,-,-,-,284.32080078,-,10.72000027,530.23828125,41.59968948,14.24784756,306.10000610000003,12,0.0,0,100.0,-,-,-,-,-,-,-,24,0.0,0,-,0.60100001,1.72799993,7,-,-,,,,,,,,,,,,,,,,,,,,,,,,,Angelo
Sun Oct 06 16:12:12 GMT+02:00 2019,06-ott-2019 16:12:11.949,14.24784753,41.59968994,0.48,10.72,530.23828125,306.1,-0.8127594,8.13613892,4.41177368,-0.01928539,-,-,-,-,19.86474037,-,5.03400135,-,-,-,-,-,-,-,8.27200031,0.00182514,284.32260132,-,10.72000027,530.23828125,41.59968948,14.24784756,306.10000610000003,12,0.0,0,100.0,-,-,-,-,-,-,-,24,0.0,0,-,0.77399999,1.72799993,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,Angelo
Sun Oct 06 16:12:20 GMT+02:00 2019,06-ott-2019 16:12:19.692,14.24735214,41.59937311,4.08,4.288,528.44482421875,239.7,-0.00830078,8.78974915,3.41816711,-0.03277342,-,78.4313736,-,0,16.54063797,-,6.0455904,-,-,-,-,-,-,-,5.94400024,0.00464903,284.32543945,1491.5,4.28800011,528.44482422,41.59937286,14.247352599999997,239.69999695,16,0.0,0,100.0,-,-,22.74509811,21.56862831,-,-,13.33333397,24,0.0,8,79,8.01200008,14.68799973,13,11.5,11.5,,,,,,,,,,,,,,,,,,,,,,,,,Angelo
Sun Oct 06 16:12:28 GMT+02:00 2019,06-ott-2019 16:12:27.295,14.24715209,41.59928079,0.0,4.288,527.7467041015625,0.0,0.43701172,7.83924866,4.27529907,-0.03010231,-,63.92156982,-,5.33926678,16.53958321,18.72877502,6.04597569,5.33926678,18.72877502,-,-,-,495.37573242,495.37573242,0.01200008,0.00464903,284.32543945,1694,4.28800011,527.7467041,41.59928131,14.24715233,0.0,15,12.18216991,0,87.81783295,-,-,7.84313726,7.84313726,-,-,0,23,1.95000005,16,87,14.05700016,0.0,15,12.66666698,12.66666698,,,,,,,,,,,,,,,,,,,,,,,,,Angelo
Sun Oct 06 16:12:34 GMT+02:00 2019,06-ott-2019 16:12:33.804,14.24716208,41.59929311,0.0,4.288,523.2387084960939,0.0,0.67404175,9.07466125,4.69429016,-0.02484467,-,25.09803963,-,0,16.53950882,-,6.04600286,5.21214151,19.18557358,-,-,-,-,495.37573242,0,0.00464903,284.32543945,785,4.28800011,523.2387085,41.59929276,14.24716187,0.0,16,36.13937759,0,63.86062241,-,-,7.84313726,7.84313726,-,-,0,23,7.95499992,22,93,14.05700016,0.0,0,9.5,12.66666698,,,,,,,,,,,,,,,,,,,,,,,,,Angelo
Sun Oct 06 16:12:36 GMT+02:00 2019,06-ott-2019 16:12:35.181,14.24716539,41.59929781,0.0,4.288,521.9000244140625,0.0,0.00845337,7.44181824,4.04785156,-0.030443,-,49.80392075,-,0,16.53943443,-,6.04603004,5.12940884,19.49501801,-,-,-,-,495.37573242,0,0.00464903,284.32543945,764,4.28800011,521.90002441,41.59929657,14.24716568,0.0,16,41.80018997,0,58.19981003,-,-,7.84313726,7.84313726,-,-,0,24,10.09599972,24,96,14.05700016,0.0,0,7.5999999,12.66666698,,,,,,,,,,,,,,,,,,,,,,,,,Angelo
Sun Oct 06 16:12:37 GMT+02:00 2019,06-ott-2019 16:12:36.553,14.24716795,41.59930153,0.0,4.288,520.9633178710939,0.0,1.09303284,8.772995,4.9576416,0.05223078,-9.91504288,33.72549057,-,0,16.53936005,-,6.04605722,5.06834459,19.72989845,-,-,-,-,495.37573242,0,0.00464903,284.32543945,781,4.28800011,520.96331787,41.59930038,14.24716759,0.0,16,44.93497467,0,55.06502533,-,-,10.98039246,10.98039246,-,-,0,24,11.47099972,25,97,14.05700016,0.0,0,6.33333349,12.66666698,,,,,,,,,,,,,,,,,,,,,,,,,Angelo
Sun Oct 06 16:12:43 GMT+02:00 2019,06-ott-2019 16:12:42.973,14.24714176,41.59928994,0.21,4.288,519.7056274414061,249.7,1.10739136,8.31809998,4.77807617,-0.02266167,-9.91608238,27.05882454,-,0,16.53928566,-,6.046084400000001,5.02007437,19.91960907,-,-,-,-,495.37573242,0.75599998,0.00464903,284.32543945,1104,4.28800011,519.70562744,41.59928894,14.24714184,249.69999695,17,55.99899673,0,44.00100327,-,-,7.84313726,7.84313726,-,-,0,24,17.88999939,31,104,14.05700016,0.75599998,0,5.42857122,12.66666698,,,,,,,,,,,,,,,,,,,,,,,,,Angelo
Sun Oct 06 16:12:46 GMT+02:00 2019,06-ott-2019 16:12:45.850,14.24715363,41.59928904,0.0,4.288,518.310302734375,0.0,-0.18547058,8.74665833,4.05503845,-0.02315982,-9.91608238,26.27450943,-,0,16.53921127,-,6.04611158,4.98023272,20.07896614,-,-,-,-,495.37573242,0,0.00464903,284.32543945,769.5,4.28800011,518.31030273,41.59928894,14.24715328,0.0,17,59.63299942,0,40.36700058,-,-,18.03921509,18.8235302,-,-,6.27450991,24,20.76600075,34,107,14.05700016,0.0,0,4.75,12.66666698,,,,,,,,,,,,,,,,,,,,,,,,,Angelo
