GPS Time,Device Time,Longitude,Latitude,GPS Speed (Meters/second),Altitude,G(x),G(y),G(z),Kilometers Per Litre(Instant)(kpl),Litres Per 100 Kilometer(Instant)(l/100km),Actual engine % torque(%),Trip Distance(km),Engine RPM(rpm),GPS Accuracy(m),GPS Altitude(m),GPS Latitude(°),GPS Longitude(°),Acceleration Sensor(X axis)(g),Acceleration Sensor(Y axis)(g),Acceleration Sensor(Z axis)(g),Acceleration Sensor(Total)(g),Run time since engine start(s)
Sat Nov 23 19:05:36 GMT+01:00 2019,23-nov-2019 19:05:37.082,9.17848098,45.4407136,0.0,172.0,-6.57345581,-5.15434265,5.50856018,0.0,-,-,0.33035934,804.0,25.78899956,-,-,-,-0.67007703,-0.52541715,0.46152499,0.02033702,945
Sat Nov 23 19:05:39 GMT+01:00 2019,23-nov-2019 19:05:39.272,9.17849112,45.44065827,0.0,172.0,-6.56507874,-5.27996826,5.67726135,0.0,-,-,0.33035934,796.0,16.68700027,172,45.44065857,9.17849159,-0.66922307,-0.53822303,0.47872183,0.03595145,947
Sat Nov 23 19:05:41 GMT+01:00 2019,23-nov-2019 19:05:41.501,9.178532,45.44066931,0.0,172.0,-6.60575867,-5.31706238,5.56240845,0.0,-,-,0.33035934,801.5,16.68700027,172,45.44067001,9.17853165,-0.67019832,-0.53407627,0.47213614,0.030761200000000002,950
Sat Nov 23 19:05:43 GMT+01:00 2019,23-nov-2019 19:05:43.694,9.17855062,45.44066105,0.0,171.0,-6.55311584,-5.33021545,5.56001282,0.0,-,-,0.33035934,804.5,15.17000008,171,45.44066238,9.17855072,-0.6609295000000001,-0.53822303,0.47225747,0.02699113,952
Sat Nov 23 19:05:45 GMT+01:00 2019,23-nov-2019 19:05:45.904,9.17854311,45.44065954,0.0,171.0,-6.34494019,-4.83370972,6.40228271,0.0,-,-,0.33035934,797.5,16.68700027,171,45.44065857,9.17854309,-0.64068401,-0.491025,0.55335927,0.038844,954
Sat Nov 23 19:05:47 GMT+01:00 2019,23-nov-2019 19:05:48.024,9.1785407,45.44065816,0.0,171.0,-6.67515564,-5.49293518,6.03738403,0.0,-,-,0.33035934,987.5,16.68700027,171,45.44065857,9.17854023,-0.64068401,-0.53614962,0.51482189,0.03762886,956
Sat Nov 23 19:05:50 GMT+01:00 2019,23-nov-2019 19:05:50.526,9.1785379,45.44065793,0.0,171.0,-5.91423035,-4.34437561,6.14146423,2.57646489,38.81206131,-,0.33452046,1119.5,15.17000008,171,45.44065857,9.17853832,-0.66153926,-0.44407117,0.54287255,0.02412635,958
Sat Nov 23 19:05:52 GMT+01:00 2019,23-nov-2019 19:05:52.629,9.17853703,45.44065702,0.0,171.0,-6.43347168,-4.60758972,6.45611572,3.40030122,29.40854645,-,0.34353739,1617.0,15.17000008,171,45.44065857,9.17853737,-0.63141519,-0.48419511,0.5925079000000001,0.05520502,958
Sat Nov 23 19:05:54 GMT+01:00 2019,23-nov-2019 19:05:54.814,9.17854658,45.44065081,0.0,172.0,-6.47175598,-4.63870239,5.92730713,1.79945719,55.57115936,-,0.3499074,1860.0,15.17000008,172,45.44065094,9.17854691,-0.65971005,-0.51139337,0.55213976,0.05961958,963
Sat Nov 23 19:05:56 GMT+01:00 2019,23-nov-2019 19:05:56.967,9.17854518,45.44065169,0.0,172.0,-6.83306885,-5.26441956,5.7442627,181.24800109999998,0,-,0.35995406,1194.5,16.68700027,172,45.44065094,9.178545,-0.70203024,-0.53822303,0.48616147,0.06154855,965
Sat Nov 23 19:05:58 GMT+01:00 2019,23-nov-2019 19:05:59.218,9.17860073,45.44055163,4.48,173.0,-6.45021057,-5.06103516,5.95004272,8.68570995,11.51292419,-,0.37133822,1318.0,18.20399857,173,45.44055176,9.17860031,-0.66970992,-0.56273663,0.50116205,0.06176723,967
Sat Nov 23 19:06:01 GMT+01:00 2019,23-nov-2019 19:06:01.465,9.17846907,45.4404258,4.87,168.0,-6.64523315,-5.07897949,5.35183716,17.38681602,5.75136471,-,0.38357446,1297.0,21.23799896,168,45.44042587,9.1784687,-0.66178346,-0.50456351,0.3854239,-0.03625089,970
