GPS Time,Device Time,Longitude,Latitude,GPS Speed (Meters/second),Altitude,G(x),G(y),G(z),Kilometers Per Litre(Instant)(kpl),Litres Per 100 Kilometer(Instant)(l/100km),Actual engine % torque(%),Trip Distance(km),Engine RPM(rpm),GPS Accuracy(m),GPS Altitude(m),GPS Latitude(°),GPS Longitude(°),Acceleration Sensor(X axis)(g),Acceleration Sensor(Y axis)(g),Acceleration Sensor(Z axis)(g),Acceleration Sensor(Total)(g),Run time since engine start(s)
Mon Dec 16 15:23:12 GMT+01:00 2019,16-dic-2019 15:23:06.694,13.92012044,42.04998545,0.0,427.0,-0.15589905,8.98724365,3.46868896,-,-,-,-,-,34.89099884,-,-,-,-0.03528342,0.89149433,0.22577903,-0.0498655,-
Mon Dec 16 15:23:13 GMT+01:00 2019,16-dic-2019 15:23:07.215,13.92007824,42.04995233,0.0,441.0,-0.20495605,8.94178772,3.47346497,-,-,-,-,-,33.37400055,-,-,-,-0.02491647,0.91052037,0.24334142,-0.02624486,-
Mon Dec 16 15:23:15 GMT+01:00 2019,16-dic-2019 15:23:10.101,13.92006768,42.04995232,0.0,460.0,-0.34254456,8.91426086,3.04515076,0,-,-,-,802.5,21.23799896,460,42.04995346,13.92006779,-0.03747813,0.91466713,0.23907331,-0.02345375,-
Mon Dec 16 15:23:18 GMT+01:00 2019,16-dic-2019 15:23:12.957,13.92007349,42.04993833,0.0,474.0,-0.22529602,9.01475525,3.28085327,0,-,-,-,801,15.17000008,474,42.0499382,13.92007351,-0.04089386,0.90808147,0.21236499,-0.03849732,-
Mon Dec 16 15:23:21 GMT+01:00 2019,16-dic-2019 15:23:15.526,13.92006964,42.04989983,0.0,484.0,-0.38322449,8.77906799,3.29998779,0,-,-,-,798.5,15.17000008,484,42.04990005,13.92006969,-0.03906468,0.89491004,0.23639019,-0.04283016,-
Mon Dec 16 15:23:23 GMT+01:00 2019,16-dic-2019 15:23:17.654,13.92006097,42.04987707,0.0,494.0,-0.48371887,8.92024231,2.60247803,0,-,-,-,799,13.65299988,494,42.04987717,13.92006111,-0.01906182,0.92113155,0.19797413,-0.03135354,-
Mon Dec 16 15:23:26 GMT+01:00 2019,16-dic-2019 15:23:20.176,13.92010001,42.04985388,3.26,485.0,-0.44422913,9.77449036,-0.04876709,0,-,-,-,1035.5,10.61899948,485,42.04985428,13.92010021,-0.05760232,0.98808509,-0.09265369,-0.00987193,-
Mon Dec 16 15:23:28 GMT+01:00 2019,16-dic-2019 15:23:22.396,13.92020828,42.04980763,6.87,455.0,-1.91223145,9.10688782,-0.28565979,0.09850863,1015.11834717,-,0.00808514,2707.5,7.58500004,455,42.0498085,13.92020798,-0.1516313,0.97223216,-0.06094465,-0.01490335,-
Mon Dec 16 15:23:30 GMT+01:00 2019,16-dic-2019 15:23:24.534,13.92023817,42.04962185,11.55,453.0,-0.01950073,8.99441528,2.76399231,33.89256287,2.9504385,-,0.02564431,2199,6.06799984,453,42.04962158,13.92023849,-0.04235753,0.94576645,0.24748820000000002,0.00881684,-
Mon Dec 16 15:23:32 GMT+01:00 2019,16-dic-2019 15:23:26.796,13.92028891,42.04938229,14.03,450.0,-0.70146179,8.93460083,2.57855225,3.45822835,28.91593933,-,0.05019847,2035,6.06799984,450,42.04938126,13.92028904,-0.09370078,0.83112645,0.15492132,-0.12532383,-
Mon Dec 16 15:23:34 GMT+01:00 2019,16-dic-2019 15:23:28.945,13.920392000000001,42.04909971,16.63,443.0,-0.85340881,9.91326904,2.92192078,4.82574272,20.72176933,-,0.08424847,2522.5,4.55099964,443,42.04909897,13.92039204,-0.08699376,1.0105269000000001,0.19785126,0.05745521,-
Mon Dec 16 15:23:37 GMT+01:00 2019,16-dic-2019 15:23:31.296,13.92049593,42.04862806,17.8,437.0,-1.43844604,4.6550293,-7.80032349,28.5175457,3.50654006,-,0.12456514,2645.5,4.55099964,437,42.04862976,13.92049599,-0.11223998,1.11919093,0.95460314,0.54240024,-
Mon Dec 16 15:23:39 GMT+01:00 2019,16-dic-2019 15:23:33.435,13.92059868,42.04830588,19.37,439.0,-1.68730164,10.15135193,1.89421082,5.19803286,19.2376461,-,0.16229472,2721.5,4.55099964,439,42.04830551,13.92059898,-0.17431572,0.96491385,0.33615249,0.07352719,-
Mon Dec 16 15:23:41 GMT+01:00 2019,16-dic-2019 15:23:35.703,13.92078461,42.04798678,19.38,440.0,-1.55690002,8.29692078,2.6993866,7.17548704,13.9360466,-,0.20141888,2395,4.55099964,440,42.04798508,13.92078495,-0.18114562,0.89100748,0.26419663,-0.02020264,-
