GPS Time,Device Time,Longitude,Latitude,GPS Speed (Meters/second),Altitude,G(x),G(y),G(z),Kilometers Per Litre(Instant)(kpl),Litres Per 100 Kilometer(Instant)(l/100km),Actual engine % torque(%),Trip Distance(km),Engine RPM(rpm),GPS Accuracy(m),GPS Altitude(m),GPS Latitude(°),GPS Longitude(°),Acceleration Sensor(X axis)(g),Acceleration Sensor(Y axis)(g),Acceleration Sensor(Z axis)(g),Acceleration Sensor(Total)(g),Run time since engine start(s)
Wed Feb 12 18:27:53 GMT+01:00 2020,12-feb-2020 18:27:52.077,13.92287819,42.04155704,1.68,453.0,3.54820251,8.42253113,2.38832092,0.0,-,-,-,1012.0,16.68700027,453,42.04155731,13.92287827,0.35022729999999996,0.88576257,0.09540582,-0.02734177,-
Wed Feb 12 18:27:55 GMT+01:00 2020,12-feb-2020 18:27:54.827,13.9228828,42.04156014,1.34,446.0,3.40463257,8.69293213,2.88482666,2.15231323,46.46067429,-,0.00583722,1531.5,16.68700027,446,42.04156113,13.92288303,0.36035004,0.87393349,0.16638641,-0.01753739,-
Wed Feb 12 18:27:58 GMT+01:00 2020,12-feb-2020 18:27:57.488,13.92281475,42.04147693,3.19,442.0,2.28837585,8.85682678,1.72192383,6.35791922,15.72808933,-,0.01473056,1266.0,15.17000008,442,42.0414772,13.92281437,0.24119619,0.89405614,0.07516187,-0.05723778,-
Wed Feb 12 18:28:00 GMT+01:00 2020,12-feb-2020 18:27:59.615,13.92273313,42.04147215,3.56,441.0,1.30014038,8.2933197,4.10517883,44.35232925,2.25462627,-,0.02254306,833.0,15.17000008,441,42.04147339,13.92273331,0.18912032,0.87759185,0.31115046,-0.01225261,-
Wed Feb 12 18:28:03 GMT+01:00 2020,12-feb-2020 18:28:02.216,13.92268675,42.04146168,0.59,443.0,1.46763611,8.84367371,2.55821228,9.41065121,10.62603569,-,0.02791556,808.5,13.65299988,443,42.04146194,13.92268658,0.15509523,0.87429905,0.18480273,-0.06717624,-
Wed Feb 12 18:28:05 GMT+01:00 2020,12-feb-2020 18:28:04.732,13.922669400000002,42.04144806,0.51,443.0,1.64709473,8.57566833,3.66848755,4.92489815,20.30456543,-,0.03008222,855.5,13.65299988,443,42.04144669,13.92266941,0.16216779,0.88942248,0.29944274,-0.01126704,-
Wed Feb 12 18:28:08 GMT+01:00 2020,12-feb-2020 18:28:07.036,13.92263682,42.04143944,0.0,444.0,1.53582764,9.07458496,2.21723938,0.68504691,145.97236633,-,0.03008222,1188.5,13.65299988,444,42.04143906,13.92263699,0.15009452,0.93723023,0.18248513,-0.009345200000000001,-
Wed Feb 12 18:28:10 GMT+01:00 2020,12-feb-2020 18:28:09.274,13.92262612,42.04144385,0.0,446.0,2.60064697,8.59602356,3.33708191,0.0,-,-,0.03008222,958.5,13.65299988,446,42.04144287,13.9226265,0.27339363,0.81295437,0.20248488,-0.09021917,-
Wed Feb 12 18:28:12 GMT+01:00 2020,12-feb-2020 18:28:11.536,13.92262058,42.04147493,1.56,447.0,1.45446777,8.64147949,3.22821045,5.12878752,19.4973793,-,0.03381722,983.5,13.65299988,447,42.04147339,13.92262077,0.13509394,0.89369059,0.25114813,-0.03000993,-
Wed Feb 12 18:28:14 GMT+01:00 2020,12-feb-2020 18:28:13.785,13.92262844,42.04153282,2.99,445.0,2.49415588,8.42253113,3.32989502,5.21088076,19.19021606,-,0.03917458,1330.5,13.65299988,445,42.04153442,13.9226284,0.25424626,0.85856581,0.23943883,-0.04207423,-
Wed Feb 12 18:28:17 GMT+01:00 2020,12-feb-2020 18:28:16.035,13.92264272,42.04164314,3.68,443.0,1.56335449,8.45722961,3.51893616,7.29109049,13.71508408,-,0.04604958,1562.0,13.65299988,443,42.04164124,13.92264271,0.11301925,0.88454312,0.30871156,-0.01872914,-
Wed Feb 12 18:28:19 GMT+01:00 2020,12-feb-2020 18:28:18.186,13.92266816,42.04170712,3.15,444.0,1.51071167,8.41773987,3.7665862999999997,8.33912086,11.9914217,-,0.05382736,1728.0,13.65299988,444,42.04170609,13.92266846,0.16802244,0.89076328,0.26883185,-0.02103008,-
Wed Feb 12 18:28:21 GMT+01:00 2020,12-feb-2020 18:28:20.437,13.92268994,42.04178206,3.78,443.0,1.27023315,8.52662659,3.94007874,12.35807896,8.09170437,-,0.06162014,1738.0,13.65299988,443,42.04178238,13.92269039,0.1271659,0.88661647,0.31444332,-0.01273669,-
Wed Feb 12 18:28:23 GMT+01:00 2020,12-feb-2020 18:28:22.693,13.92270736,42.04185887,3.73,445.0,1.75836182,8.06719971,1.76499939,12.32392502,8.11412907,-,0.06970542,1743.0,13.65299988,445,42.04185867,13.92270756,0.17924176,0.82234448,0.07991838,-0.13903841,-
