GPS Time,Device Time,Longitude,Latitude,GPS Speed (Meters/second),Altitude,G(x),G(y),G(z),Kilometers Per Litre(Instant)(kpl),Litres Per 100 Kilometer(Instant)(l/100km),Actual engine % torque(%),Trip Distance(km),Engine RPM(rpm),GPS Accuracy(m),GPS Altitude(m),GPS Latitude(°),GPS Longitude(°),Acceleration Sensor(X axis)(g),Acceleration Sensor(Y axis)(g),Acceleration Sensor(Z axis)(g),Acceleration Sensor(Total)(g),Run time since engine start(s)
Mon Nov 04 14:32:54 GMT+01:00 2019,04-nov-2019 14:32:54.961,13.91210702,42.08257079,26.46,408.0,0.38847351,7.22970581,6.22640991,-,-,-,-,-,15.17000008,-,-,-,-0.06882165,0.77856064,0.48067236,-0.02597676,-
Mon Nov 04 14:32:54 GMT+01:00 2019,04-nov-2019 14:32:55.482,13.91210702,42.08257079,26.46,408.0,0.21020508,7.92243958,5.49778748,-,-,-,-,-,15.17000008,-,-,-,0.02142763,0.8075880999999999,0.46042684,-0.016436799999999998,-
Mon Nov 04 14:32:57 GMT+01:00 2019,04-nov-2019 14:32:58.467,13.91156257,42.08315669,26.3,406.0,0.48060608,8.28494263,6.25392151,0,-,-,0.05566555,1806.5,7.58500004,406,42.08315659,13.91156292,-0.00393835,0.77734119,0.48786777,-0.02505773,-
Mon Nov 04 14:33:00 GMT+01:00 2019,04-nov-2019 14:33:01.226,13.91102461,42.08375063,25.32,408.0,-0.38441467,8.87358093,4.71653748,24.80062675,4.03207207,-,0.11644055,1798,9.10199928,408,42.08375168,13.91102505,-0.10357933,0.86795753,0.29566148,-0.04017912,-
Mon Nov 04 14:33:03 GMT+01:00 2019,04-nov-2019 14:33:03.991,13.91051562,42.08432767,25.65,408.0,0.84310913,8.03010559,3.19232178,9.67310524,10.33772659,-,0.18812388,1799,12.13599968,408,42.0843277,13.91051579,-0.12797162,0.69355625,0.00979173,-0.28599766,-
Mon Nov 04 14:33:05 GMT+01:00 2019,04-nov-2019 14:33:06.508,13.91015611,42.08471729,26.65,409.0,-0.39398193,9.21813965,2.18733215,16.79598045,5.95368195,-,0.24713388,1829,7.58500004,409,42.0847168,13.91015625,-0.02869772,0.946132,0.09613843,-0.03299524,-
Mon Nov 04 14:33:07 GMT+01:00 2019,04-nov-2019 14:33:08.715,13.90978201,42.08512063,27.07,407.0,-1.81890869,9.42871094,1.00048828,13.50967216,7.40195036,-,0.31510723,1861,6.06799984,407,42.08512115,13.90978241,0.03386798,1.0100385,0.32005376,0.09480059,-
Mon Nov 04 14:33:10 GMT+01:00 2019,04-nov-2019 14:33:10.860,13.9092453,42.08573811,27.39,404.0,-0.67155457,9.20977783,2.62640381,13.82423878,7.23352098,-,0.37441972,1884.5,4.55099964,404,42.08573914,13.90924549,-0.07955413,0.85990816,0.09747921,-0.11382549,-
Mon Nov 04 14:33:12 GMT+01:00 2019,04-nov-2019 14:33:13.319,13.90886451,42.08614657,27.94,404.0,-0.46456909,10.28056335,2.93986511,13.33369446,7.49964094,-,0.43324611,1922,4.55099964,404,42.08614731,13.90886497,-0.04735668,1.04796767,0.19968043,0.09137556,-
Mon Nov 04 14:33:14 GMT+01:00 2019,04-nov-2019 14:33:15.574,13.90848149,42.08656741,28.11,404.0,-1.04602051,8.46440125,2.63838196,13.97654343,7.15469599,-,0.50182945,1943.5,4.55099964,404,42.08656693,13.9084816,-0.08235857,0.83832186,0.11223716,-0.13101968,-
Mon Nov 04 14:33:16 GMT+01:00 2019,04-nov-2019 14:33:17.839,13.90809529,42.08699177,28.45,405.0,-1.46476746,9.13798523,2.66828918,14.10399246,7.09004354,-,0.56495678,1963,4.55099964,405,42.08699036,13.90809536,-0.14931370000000002,0.93149692,0.17199686,-0.01784821,-
