GPS Time,Device Time,Longitude,Latitude,GPS Speed (Meters/second),Altitude,G(x),G(y),G(z),Kilometers Per Litre(Instant)(kpl),Litres Per 100 Kilometer(Instant)(l/100km),Actual engine % torque(%),Trip Distance(km),Engine RPM(rpm),GPS Accuracy(m),GPS Altitude(m),GPS Latitude(°),GPS Longitude(°),Acceleration Sensor(X axis)(g),Acceleration Sensor(Y axis)(g),Acceleration Sensor(Z axis)(g),Acceleration Sensor(Total)(g),Run time since engine start(s)
Wed Dec 18 18:09:51 GMT+01:00 2019,18-dic-2019 18:09:42.289,13.92288344,42.04153267,0.0,457.0,2.18548584,8.25582886,3.85632324,-,-,-,-,-,24.27199936,-,-,-,0.23074834,0.82884932,0.30200297,-0.05002178,-
Wed Dec 18 18:09:51 GMT+01:00 2019,18-dic-2019 18:09:42.807,13.92288344,42.04153267,0.0,457.0,2.53085327,8.87358093,2.90078735,-,-,-,-,-,24.27199936,-,-,-,0.25798708,0.90454441,0.19569698,-0.01366388,-
Wed Dec 18 18:09:54 GMT+01:00 2019,18-dic-2019 18:09:45.766,13.92271273,42.0414889,3.98,446.0,2.04629517,8.87078857,4.92829895,0,-,-,0.00851694,904,12.13599968,446,42.04148865,13.92271233,0.17119241,0.90218633,0.34940478,0.022705200000000002,-
Wed Dec 18 18:09:57 GMT+01:00 2019,18-dic-2019 18:09:48.531,13.92265641,42.04146995,0.2,445.0,0.85946655,8.71525574,3.72590637,34.15966797,2.92736816,-,0.01351472,799.5,6.06799984,445,42.04146957,13.92265606,0.08102401,0.89661634,0.28188035,-0.0217506,-
Wed Dec 18 18:09:59 GMT+01:00 2019,18-dic-2019 18:09:51.186,13.92264957,42.04146587,0.74,444.0,2.21420288,8.91386414,3.18832397,2.31063151,43.27730942,-,0.01630403,1176.5,6.06799984,444,42.04146576,13.92264938,0.22379711,0.88982844,0.22155137,-0.02741528,-
Wed Dec 18 18:10:02 GMT+01:00 2019,18-dic-2019 18:09:53.405,13.9226109,42.04148719,2.17,446.0,1.05088806,8.56330872,4.02261353,1.44859827,69.03081512,-,0.02140167,1664,9.10199928,446,42.04148865,13.92261124,0.11147315,0.87519342,0.3601777,-0.00459561,-
Wed Dec 18 18:10:04 GMT+01:00 2019,18-dic-2019 18:09:55.606,13.92259984,42.04154402,2.95,442.0,0.9172821,8.37866211,4.25431824,7.6127634,13.13556099,-,0.0309643,1166,12.13599968,442,42.04154587,13.92259979,0.12009180000000001,0.87641287,0.33220792,-0.01512051,-
Wed Dec 18 18:10:06 GMT+01:00 2019,18-dic-2019 18:09:57.756,13.92268767,42.04172812,5.83,441.0,1.06803894,8.24386597,3.80566406,11.4543314,8.73014069,-,0.04311986,1449,10.61899948,441,42.04172897,13.92268753,0.10887247,0.84035325,0.28793719,-0.06772555,-
Wed Dec 18 18:10:08 GMT+01:00 2019,18-dic-2019 18:10:00.021,13.92274013,42.04189723,7.66,441.0,1.26304626,7.9120636,3.62620544,24.73159599,4.04332638,-,0.05782666,1778,12.13599968,441,42.04189682,13.92273998,0.17615268,0.85218388,0.27098611,-0.05369697,-
Wed Dec 18 18:10:11 GMT+01:00 2019,18-dic-2019 18:10:02.340,13.92284273,42.04209351,8.92,440.0,1.29176331,8.63389587,3.91494751,8.53108311,11.72159672,-,0.08025333,2047.5,16.68700027,440,42.04209518,13.92284298,0.14574398,0.81031168,0.34115165,-0.06562465,-
