GPS Time,Device Time,Longitude,Latitude,GPS Speed (Meters/second),Altitude,G(x),G(y),G(z),Kilometers Per Litre(Instant)(kpl),Litres Per 100 Kilometer(Instant)(l/100km),Actual engine % torque(%),Trip Distance(km),Engine RPM(rpm),GPS Accuracy(m),GPS Altitude(m),GPS Latitude(°),GPS Longitude(°),Acceleration Sensor(X axis)(g),Acceleration Sensor(Y axis)(g),Acceleration Sensor(Z axis)(g),Acceleration Sensor(Total)(g),Run time since engine start(s)
Mon Dec 16 13:00:08 GMT+01:00 2019,16-dic-2019 13:00:02.485,13.92633838,42.0445937,0.81,442.0,-0.27075195,9.8079834,0.48841858,-,-,-,-,-,27.30599976,-,-,-,-0.009793000000000001,0.98235333,-0.04850431,-0.01591302,-
Mon Dec 16 13:00:11 GMT+01:00 2019,16-dic-2019 13:00:05.412,13.92642744,42.04461116,3.16,460.0,-0.47773743,9.22293091,1.55680847,0,-,-,0.0033775,1202,16.68700027,460,42.04461288,13.92642784,-0.04869902,0.94015604,0.05869607,-0.04497528,-
Mon Dec 16 13:00:14 GMT+01:00 2019,16-dic-2019 13:00:08.398,13.92651464,42.04467852,4.09,461.0,0.28437805,9.48135376,3.67686462,1.83664131,54.44607925,-,0.01156639,1697.5,9.10199928,461,42.04467773,13.92651463,0.03057513,0.97430551,0.28102642,0.04696506,-
Mon Dec 16 13:00:17 GMT+01:00 2019,16-dic-2019 13:00:11.166,13.926623999999999,42.04474277,3.76,462.0,0.5607605,9.30189514,-0.86592102,14.48185158,6.90505075,-,0.02052972,826.5,7.58500004,462,42.04474258,13.9266243,0.11789709,0.89393479,0.09625975,-0.0768971,-
Mon Dec 16 13:00:19 GMT+01:00 2019,16-dic-2019 13:00:13.295,13.9267563,42.04478753,5.44,467.0,-0.74334717,9.059021000000001,0.14025879,4.05362892,24.66873932,-,0.0293925,1139,7.58500004,467,42.04478836,13.92675591,-0.01808812,0.86527443,-0.00057522,-0.12854668,-
Mon Dec 16 13:00:21 GMT+01:00 2019,16-dic-2019 13:00:15.525,13.92689735,42.04485378,6.97,466.0,-1.98521423,9.84028625,0.85931396,4.1729207,23.96353149,-,0.0413425,1517.5,7.58500004,466,42.04485321,13.92689705,-0.13284945,1.018332,0.06747804,0.04088328,-
Mon Dec 16 13:00:23 GMT+01:00 2019,16-dic-2019 13:00:18.035,13.92698187,42.04496955,7.28,464.0,-0.65000916,9.3449707,2.19210815,5.32636976,18.77412224,-,0.05674528,1802,7.58500004,464,42.04496765,13.92698193,-0.06625985,0.95259637,0.12345649,-0.01896979,-
Mon Dec 16 13:00:26 GMT+01:00 2019,16-dic-2019 13:00:20.284,13.92707569,42.04512361,7.12,465.0,-1.57484436,9.88934326,2.26269531,5.03268528,19.86969566,-,0.07529528,1760.5,6.06799984,465,42.04512405,13.92707539,-0.07918860000000001,0.89198273,0.10674804,-0.08063830000000001,-
Mon Dec 16 13:00:28 GMT+01:00 2019,16-dic-2019 13:00:22.465,13.92706903,42.04521985,6.69,461.0,-1.32121277,9.50289917,1.26130676,181.2480011,0,-,0.09148028,1696.5,6.06799984,461,42.04521942,13.92706871,-0.16090012,0.88112891,3.451e-05,-0.09842411,-
Mon Dec 16 13:00:30 GMT+01:00 2019,16-dic-2019 13:00:24.744,13.9270286,42.04536029,7.82,460.0,0.09056091,9.37129211,1.15481567,7.53044796,13.27914619,-,0.10819416,1893,6.06799984,460,42.04536057,13.92702866,0.00923149,0.95527947,0.01771821,-0.03712156,-
Mon Dec 16 13:00:32 GMT+01:00 2019,16-dic-2019 13:00:26.862,13.92697181,42.04553322,9.38,459.0,-0.07574463,9.14396667,1.88822937,6.67489386,14.98120022,-,0.12832792,2192,6.06799984,459,42.04553223,13.92697144,0.0005724,0.95637763,0.06430651,-0.02927936,-
Mon Dec 16 13:00:34 GMT+01:00 2019,16-dic-2019 13:00:29.081,13.92692346,42.04569764,9.51,457.0,1.09555054,9.51367188,1.02920532,13.08465195,7.64238262,-,0.14794403,1027.5,6.06799984,457,42.04569626,13.92692375,0.17338867,0.99125665,0.07260007,0.02135033,-
Mon Dec 16 13:00:37 GMT+01:00 2019,16-dic-2019 13:00:31.232,13.92697326,42.04593914,9.85,459.0,2.19865417,9.75773621,1.80566406,181.2480011,0,-,0.16879737,1448,6.06799984,459,42.0459404,13.92697334,0.22412376,0.99467236,0.08406361,0.03644467,-
Mon Dec 16 13:00:39 GMT+01:00 2019,16-dic-2019 13:00:33.388,13.92712798,42.04610054,11.26,458.0,0.7749176,9.08654785,1.54006958,12.07064819,8.28438663,-,0.19050737,1592,4.55099964,458,42.04610062,13.92712784,0.19802360000000002,0.93552238,0.10516305,-0.02165395,-
Mon Dec 16 13:00:41 GMT+01:00 2019,16-dic-2019 13:00:35.633,13.92732609,42.046263700000004,12.01,457.0,-0.50524902,9.383255,1.73867798,13.97292614,7.1565485,-,0.21441847,1762,4.55099964,457,42.04626465,13.9273262,-0.05150346,0.95649892,0.07723527,-0.02552388,-
Mon Dec 16 13:00:43 GMT+01:00 2019,16-dic-2019 13:00:37.891,13.92753202,42.04642773,12.63,456.0,0.33822632,10.17527771,3.65892029,102.67823792,0.97389597,-,0.24099486,1864,4.55099964,456,42.04642868,13.9275322,-0.02247755,0.85112619,0.13345791,-0.11684869,-
Mon Dec 16 13:00:45 GMT+01:00 2019,16-dic-2019 13:00:39.955,13.92774197,42.04661562,13.08,456.0,-0.17025757,9.82592773,2.7101592999999995,10.25717926,9.74906635,-,0.26923236,1967.5,4.55099964,456,42.0466156,13.927742,-0.01723419,0.93478978,0.04808647,-0.05307291,-
Mon Dec 16 13:00:47 GMT+01:00 2019,16-dic-2019 13:00:42.086,13.92796265,42.04678578,12.91,457.0,-0.31980896,8.64506531,1.31394958,181.2480011,0,-,0.29528111,1915.5,4.55099964,457,42.04678726,13.9279623,-0.02272175,0.9440586,0.04820779,-0.04378199,-
Mon Dec 16 13:00:50 GMT+01:00 2019,16-dic-2019 13:00:44.328,13.92828252,42.04703034,12.35,455.0,0.83831787,8.95613098,2.23757935,181.2480011,0,-,0.3215979,1910.5,4.55099964,455,42.0470314,13.92828274,-0.12370351,0.97320741,0.03393981,-0.00952281,-
Mon Dec 16 13:00:52 GMT+01:00 2019,16-dic-2019 13:00:46.498,13.92849382,42.04718198,11.93,455.0,-0.63804626,8.78265381,1.64894104,181.2480011,0,-,0.34835345,1808.5,6.06799984,455,42.04718018,13.9284935,-0.02942877,0.94540095,0.18553378,-0.01164501,-
