GPS Time,Device Time,Longitude,Latitude,GPS Speed (Meters/second),Altitude,G(x),G(y),G(z),Kilometers Per Litre(Instant)(kpl),Litres Per 100 Kilometer(Instant)(l/100km),Actual engine % torque(%),Trip Distance(km),Engine RPM(rpm),GPS Accuracy(m),GPS Altitude(m),GPS Latitude(°),GPS Longitude(°),Acceleration Sensor(X axis)(g),Acceleration Sensor(Y axis)(g),Acceleration Sensor(Z axis)(g),Acceleration Sensor(Total)(g),Run time since engine start(s)
Thu Feb 13 08:19:43 GMT+01:00 2020,13-feb-2020 08:19:42.126,13.92266847,42.04154573,0.0,488.0,2.17431641,8.80657959,3.83996582,-,-,-,-,-,21.23799896,-,-,-,0.22164285,0.8977145000000001,0.29143381,0.00445321,-
Thu Feb 13 08:19:43 GMT+01:00 2020,13-feb-2020 08:19:42.652,13.92266847,42.04154573,0.0,488.0,1.92227173,8.54417419,3.39729309,-,-,-,-,-,21.23799896,-,-,-,0.21257779,0.87848622,0.25671658,-0.027981799999999998,-
Thu Feb 13 08:19:46 GMT+01:00 2020,13-feb-2020 08:19:45.449,13.92259998,42.04152996,1.41,468.0,2.93962097,8.34356689,2.88244629,0,-,-,0.00374833,1615.5,7.58500004,468,42.04153061,13.92259979,0.18537951,0.90295786,0.11878086,-0.05227808,-
Thu Feb 13 08:19:49 GMT+01:00 2020,13-feb-2020 08:19:48.128,13.92264136,42.04163741,4.27,461.0,4.4251709,9.38883972,2.93228149,1.01233602,98.77937317,-,0.01663639,1902.5,9.10199928,461,42.04163742,13.92264175,0.27697113,0.83921468,0.18407013,-0.07141022,-
Thu Feb 13 08:19:51 GMT+01:00 2020,13-feb-2020 08:19:50.884,13.92281874,42.04187627,12.03,457.0,2.61140442,8.46160889,3.41444397,4.65467739,21.48331833,-,0.04575916,1942.5,10.61899948,457,42.04187775,13.92281914,0.21534179,0.83010918,0.23704036,-0.07824636,-
Thu Feb 13 08:19:54 GMT+01:00 2020,13-feb-2020 08:19:53.452,13.92289965,42.04229015,12.94,453.0,1.24391174,9.00160217,3.2389679,63.63422775,1.57144868,-,0.07413416,1884,15.17000008,453,42.04228973,13.92289925,0.12680037,0.91759449,0.23017001,-0.01626677,-
Thu Feb 13 08:19:56 GMT+01:00 2020,13-feb-2020 08:19:55.651,13.9231196,42.04245197,13.06,447.0,2.05148315,9.108077999999999,1.66329956,15.07216167,6.63461065,-,0.10625917,1948,9.10199928,447,42.04245377,13.92311954,0.20912161,0.92844826,0.06955143,-0.03297653,-
Thu Feb 13 08:19:58 GMT+01:00 2020,13-feb-2020 08:19:57.851,13.923251800000001,42.04265478,12.87,446.0,2.48338318,8.62472534,2.1550293,13.55554962,7.37689877,-,0.13422972,1951,6.06799984,446,42.04265594,13.92325211,0.25314811,0.87917686,0.11967679,-0.05877804,-
Thu Feb 13 08:20:01 GMT+01:00 2020,13-feb-2020 08:20:00.112,13.92356185,42.04291018,13.55,445.0,1.28219604,9.90608215,4.75840759,20.03941154,4.99006271,-,0.16280138,1973.5,4.55099964,445,42.04291153,13.92356205,0.12253227,0.93539953,0.50067365,0.11877163,-
Thu Feb 13 08:20:03 GMT+01:00 2020,13-feb-2020 08:20:02.632,13.92378686,42.04305903,12.19,447.0,-0.17982483,8.87716675,4.91992188,12.08519936,8.27441216,-,0.20183027,1966,4.55099964,447,42.0430603,13.92378712,-0.03747813,0.89198273,0.44262183,0.04509428,-
