GPS Time,Device Time,Longitude,Latitude,GPS Speed (Meters/second),Horizontal Dilution of Precision,Altitude,Bearing,G(x),G(y),G(z),G(calibrated),Timing Advance(°),Fuel Remaining (Calculated from vehicle profile)(%),Engine Load(%),Engine Load(Absolute)(%),Kilometers Per Litre(Instant)(kpl),Kilometers Per Litre(Long Term Average)(kpl),Litres Per 100 Kilometer(Instant)(l/100km),Litres Per 100 Kilometer(Long Term Average)(l/100km),Trip average KPL(kpl),Trip average Litres/100 KM(l/100km),Distance to empty (Estimated)(km),Fuel used (trip)(l),Turbo Pressure Control(psi),Actual engine % torque(%),Drivers demand engine % torque(%),Engine reference torque(Nm),Fuel cost (trip)(cost),CO₂ in g/km (Instantaneous)(g/km),CO₂ in g/km (Average)(g/km),GPS vs OBD Speed difference(km/h),Trip Distance(km),Trip distance (stored in vehicle profile)(km),Distance travelled with MIL/CEL lit(km),Distance travelled since codes cleared(km),Volumetric Efficiency (Calculated)(%),EGR Commanded(%),EGR Error(%),Fuel Rate (direct from ECU)(L/m),Fuel flow rate/minute(cc/min),Fuel flow rate/hour(l/hr),Engine RPM(rpm),GPS Accuracy(m),GPS Altitude(m),GPS Latitude(°),GPS Longitude(°),GPS Bearing(°),GPS Satellites,Fuel Level (From Engine ECU)(%),NOx Post SCR(ppm),NOx Pre SCR(ppm),O2 Sensor1 Equivalence Ratio,O2 Sensor1 Equivalence Ratio(alternate),O2 Sensor2 Equivalence Ratio,O2 Sensor3 Equivalence Ratio,O2 Sensor4 Equivalence Ratio,O2 Sensor5 Equivalence Ratio,O2 Sensor6 Equivalence Ratio,O2 Sensor7 Equivalence Ratio,O2 Sensor8 Equivalence Ratio,O2 Volts Bank 1 sensor 1(V),O2 Volts Bank 1 sensor 2(V),O2 Volts Bank 1 sensor 3(V),O2 Volts Bank 1 sensor 4(V),O2 Volts Bank 2 sensor 1(V),O2 Volts Bank 2 sensor 2(V),Percentage of Idle driving(%),Percentage of Highway driving(%),Percentage of City driving(%),Throttle Position(Manifold)(%),Absolute Throttle Position B(%),Relative Throttle Position(%),Relative Accelerator Pedal Position(%),Fuel pressure(psi),Intake Manifold Pressure(psi),Fuel Rail Pressure(psi),Exhaust Pressure(psi),Turbo Boost & Vacuum Gaugeacuum Gauge(psi),Evap System Vapour Pressure(Pa),Air Fuel Ratio(Commanded)(:1),Air Fuel Ratio(Measured)(:1),Commanded Equivalence Ratio(lambda),Torque(Nm),Engine kW (At the wheels)(kW),Acceleration Sensor(X axis)(g),Acceleration Sensor(Y axis)(g),Acceleration Sensor(Z axis)(g),Acceleration Sensor(Total)(g),Run time since engine start(s),Trip time(whilst moving)(s),Voltage (OBD Adapter)(V),Speed (GPS)(km/h),Speed (OBD)(km/h),Average trip speed(whilst stopped or moving)(km/h),Average trip speed(whilst moving only)(km/h)
Thu Feb 20 19:20:25 GMT+01:00 2020,20-feb-2020 19:20:26.364,13.92743073,42.04697872,0.0,94.054,455.0,0.0,0.30831909,8.51705933,2.92431641,0.01294724,-,0,25.09803963,-,7.50470304,14.04741096,13.32470036,7.1186018,10.31376171,9.69558239,0,0.03891051,-,-,-,-,0.05680934,352.43807983,267.17254639,45,0.29360875,3782.47460938,-,-,85,0,-53.90625,-,123.18562317,7.39113712,1944.5,94.05400085,-,-,-,-,16,53.72549057,-,-,-,1.99996948,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,100,-,-,-,-,-,20.01520729,7964.02197266,-,5.94654655,-,-,28.9995575,-,45.47058868,9.25926399,0.03142906,0.86820173,0.19809546,-0.08119675,-,36.94900131,12.5,-,45,28.76470566,28.76470566
Thu Feb 20 19:20:27 GMT+01:00 2020,20-feb-2020 19:20:28.570,13.92727493,42.04683071,0.0,86.468994,454.0,0.0,1.77391052,9.79960632,2.87167358,0.02545269,-,0,69.41176605,-,16.90420914,14.04743385,5.91556358,7.11858988,10.75312424,9.29942894,0,0.04365832,-,-,-,-,0.06374115,156.46655273,259.79214478,45,0.32012126,3782.5012207,-,-,89,1.17647064,-4.6875,-,134.37210083,8.06232643,1907.5,86.46899414,454,42.04682922,13.9272747,0,16,53.72549057,-,-,-,1.99996948,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,100,-,-,-,-,-,20.01520729,13314.46386719,-,5.94654655,-,-,28.9995575,-,45.47058868,9.25926399,0.18082675,0.99894047,0.1927292,0.05689807,-,39.01900101,12.5,0,45,29.66666603,29.66666603
Thu Feb 20 19:20:30 GMT+01:00 2020,20-feb-2020 19:20:30.882,13.92702579,42.0466121,0.0,81.918,453.0,0.0,1.27023315,10.35354614,3.41723633,0.02772396,-,0,52.94117737,-,6.696033,14.04737377,14.93390465,7.11861992,10.49955654,9.52401447,0,0.04807245,-,-,-,-,0.07018578,395.00152588,268.24273682,46,0.34804055,3782.52905273,-,-,90,29.80392075,0,-,120.38531494,7.22311926,1945.5,81.91799927,453,42.04661179,13.92702579,0,16,53.72549057,-,-,-,1.99996948,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,100,-,-,5.88235283,-,-,19.43505669,6829.82714844,-,5.36639595,-,-,28.9995575,-,11.82984161,2.4101727,0.02593994,1.10016644,0.22273038,0.14721087,-,41.64400101,12.5,0,46,30.52631569,30.52631569
Thu Feb 20 19:20:32 GMT+01:00 2020,20-feb-2020 19:20:32.893,13.9267453,42.04647634,0.0,75.85,452.0,0.0,0.51887512,8.86401367,3.68283081,-0.02325268,-,0,26.27450943,-,10.3817625,14.04734421,9.63207531,7.11863518,10.49262714,9.530303,0,0.05300133,-,-,-,-,0.07738194,254.76823425,267.45013428,47,0.38601553,3782.56713867,-,-,82,0,0,-,105.31785583,6.31907129,1974.5,75.84999847,452,42.04647446,13.92674541,0,17,53.72549057,-,-,-,1.99996948,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,100,-,-,5.88235283,-,-,25.96175575,5942.19628906,-,11.89309502,-,-,28.9995575,-,11.82984161,2.4101727,-0.02564907,0.80222183,0.26236746,-0.11905852,-,43.64400101,12.69999981,0,47,31.35000038,31.35000038
Thu Feb 20 19:20:34 GMT+01:00 2020,20-feb-2020 19:20:34.986,13.92654897,42.04632837,0.0,71.298996,451.0,0.0,-1.23625183,8.37348938,4.1913147,-0.01819223,-,0,0,-,25.57083702,14.04743767,3.91062355,7.11858749,11.3303051,8.82570362,0,0.05523743,-,-,-,-,0.08064666,103.43592072,258.33822632,42,0.40306151,3782.58422852,-,-,82,0,0,-,88.67571259,5.32054281,1819,71.29899597,451,42.0463295,13.92654896,0,17,53.72549057,-,-,-,1.99996948,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,100,-,-,5.88235283,-,-,16.09918976,5765.25,-,2.03052902,-,-,28.9995575,-,-,-,-0.17248653,0.78831786,0.24334142,-0.12272837,-,45.64400101,14.10000038,0,42,31.8571434,31.8571434
Thu Feb 20 19:20:36 GMT+01:00 2020,20-feb-2020 19:20:37.169,13.92643026,42.04618921,0.0,71.298996,450.0,0.0,-2.22090149,8.75274658,4.03697205,0.02729923,-,0,0,-,181.2480011,14.04744911,0,7.11858177,11.54724598,8.65989304,0,0.05523743,-,-,-,-,0.08064666,0,244.74147034,34,0.42512262,3782.60620117,-,-,79,0,0,-,0,0,1498.5,71.29899597,450,42.04618835,13.9264307,0,17,52.94117737,-,-,-,1.99996948,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,100,-,-,5.88235283,-,-,15.37400055,4559.98632812,-,1.30533981,-,-,28.9995575,-,-,-,-0.25310147,0.92979062,0.3517628,0.06462885,-,47.64199829,14.10000038,0,34,31.95454597,31.95454597
Thu Feb 20 19:20:38 GMT+01:00 2020,20-feb-2020 19:20:39.211,13.92641466,42.04605238,0.0,78.883995,448.0,0.0,3.42137146,9.73381042,2.89680481,0.01943427,-,0,78.03921509,-,181.2480011,14.04746056,0,7.11857605,11.74249363,8.51590157,0,0.05523743,-,-,-,-,0.08064666,0,232.50440979,27,0.44367677,3782.62475586,0,3195,75,3.52941179,1.5625,-,0,0,1187.5,78.88399506,448,42.04605103,13.92641449,0,17,52.94117737,-,-,-,1.80822754,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,100,-,-,18.4313736,-,-,15.2289629,6509.29345703,-,1.16030216,-,-,26.21929932,-,-,-,0.30229822,0.86490732,-0.06557828,-0.08282598,-,50.0890007,14.10000038,0,27,31.73913002,31.73913002
Thu Feb 20 19:20:40 GMT+01:00 2020,20-feb-2020 19:20:41.261,13.92644098,42.04585356,0.0,77.367,447.0,0.0,0.79525757,8.24067688,4.08602905,0.00338383,-,0,80,-,5.77144337,14.0473938,17.32632828,7.11861038,11.45815754,8.72722435,0,0.05802059,-,-,-,-,0.08471006,458.28106689,243.25567627,29,0.45962122,3782.640625,0,3195,81,0,4.6875,-,81.85751343,4.91145086,1222,77.36699677,447,42.04585266,13.92644119,0,18,52.94117737,-,-,-,1.65240479,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,100,-,-,5.88235283,-,-,17.69460487,10903.9375,-,3.62594414,-,-,23.95986938,-,25.58889198,3.27461791,0.09594527,0.89564109,0.30932128,-0.01025691,-,52.13000107,12.69999981,0,29,31.625,31.625
Thu Feb 20 19:20:42 GMT+01:00 2020,20-feb-2020 19:20:43.312,13.92644707,42.04571964,0.0,74.333,445.0,0.0,-1.27574158,8.20478821,2.67066956,-0.02185205,-,0,0,-,6.66227531,14.04733372,15.00957489,7.1186409,11.24016285,8.89648247,0,0.0607952,-,-,-,-,0.08876099,397.00299072,250.2441864,32,0.4769215,3782.65795898,0,3195,85,0,0,-,81.16840363,4.87010431,1361.5,74.33300018,445,42.04571915,13.92644691,0,19,52.94117737,-,-,-,1.99996948,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,100,-,-,5.49019623,-,-,16.82437706,4419.29980469,-,2.75571632,-,-,28.9995575,-,38.16330719,5.44128656,0.04716225,0.81539327,0.25102526,-0.11070298,-,54.18000031,13.30000019,0,32,31.63999939,31.63999939
Thu Feb 20 19:20:44 GMT+01:00 2020,20-feb-2020 19:20:45.465,13.92648038,42.04560729,0.0,78.883995,443.0,0.0,-0.36288452,8.59481812,3.15641785,-0.01767335,-,0,6.27450991,-,181.2480011,14.04734516,0,7.11863518,11.4232893,8.75386333,0,0.0607952,-,-,-,-,0.08876099,0,239.36399841,28,0.4939965,3782.67504883,0,3195,83,0,-13.28125,-,0,0,1204.5,78.88399506,443,42.04560852,13.92648029,0,20,52.94117737,-,-,-,1.99996948,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,100,-,-,52.15686417,-,-,15.2289629,4063.95751953,-,1.16030216,-,-,28.9995575,-,38.16330719,5.44128656,0.01069515,0.89454454,0.25346416,-0.03776639,109,56.04899979,14.10000038,0,28,31.5,31.5
