GPS Time,Device Time,Longitude,Latitude,GPS Speed (Meters/second),Horizontal Dilution of Precision,Altitude,Bearing,G(x),G(y),G(z),G(calibrated),Timing Advance(°),Fuel Remaining (Calculated from vehicle profile)(%),Engine Load(%),Engine Load(Absolute)(%),Kilometers Per Litre(Instant)(kpl),Kilometers Per Litre(Long Term Average)(kpl),Litres Per 100 Kilometer(Instant)(l/100km),Litres Per 100 Kilometer(Long Term Average)(l/100km),Trip average KPL(kpl),Trip average Litres/100 KM(l/100km),Distance to empty (Estimated)(km),Fuel used (trip)(l),Turbo Pressure Control(psi),Actual engine % torque(%),Drivers demand engine % torque(%),Engine reference torque(Nm),Fuel cost (trip)(cost),CO₂ in g/km (Instantaneous)(g/km),CO₂ in g/km (Average)(g/km),GPS vs OBD Speed difference(km/h),Trip Distance(km),Trip distance (stored in vehicle profile)(km),Distance travelled with MIL/CEL lit(km),Distance travelled since codes cleared(km),Volumetric Efficiency (Calculated)(%),EGR Commanded(%),EGR Error(%),Fuel Rate (direct from ECU)(L/m),Fuel flow rate/minute(cc/min),Fuel flow rate/hour(l/hr),Engine RPM(rpm),GPS Accuracy(m),GPS Altitude(m),GPS Latitude(°),GPS Longitude(°),GPS Bearing(°),GPS Satellites,Fuel Level (From Engine ECU)(%),NOx Post SCR(ppm),NOx Pre SCR(ppm),O2 Sensor1 Equivalence Ratio,O2 Sensor1 Equivalence Ratio(alternate),O2 Sensor2 Equivalence Ratio,O2 Sensor3 Equivalence Ratio,O2 Sensor4 Equivalence Ratio,O2 Sensor5 Equivalence Ratio,O2 Sensor6 Equivalence Ratio,O2 Sensor7 Equivalence Ratio,O2 Sensor8 Equivalence Ratio,O2 Volts Bank 1 sensor 1(V),O2 Volts Bank 1 sensor 2(V),O2 Volts Bank 1 sensor 3(V),O2 Volts Bank 1 sensor 4(V),O2 Volts Bank 2 sensor 1(V),O2 Volts Bank 2 sensor 2(V),Percentage of Idle driving(%),Percentage of Highway driving(%),Percentage of City driving(%),Throttle Position(Manifold)(%),Absolute Throttle Position B(%),Relative Throttle Position(%),Relative Accelerator Pedal Position(%),Fuel pressure(psi),Intake Manifold Pressure(psi),Fuel Rail Pressure(psi),Exhaust Pressure(psi),Turbo Boost & Vacuum Gaugeacuum Gauge(psi),Evap System Vapour Pressure(Pa),Air Fuel Ratio(Commanded)(:1),Air Fuel Ratio(Measured)(:1),Commanded Equivalence Ratio(lambda),Torque(Nm),Engine kW (At the wheels)(kW),Acceleration Sensor(X axis)(g),Acceleration Sensor(Y axis)(g),Acceleration Sensor(Z axis)(g),Acceleration Sensor(Total)(g),Run time since engine start(s),Trip time(whilst moving)(s),Voltage (OBD Adapter)(V),Speed (GPS)(km/h),Speed (OBD)(km/h),Average trip speed(whilst stopped or moving)(km/h),Average trip speed(whilst moving only)(km/h)
Thu Dec 19 12:53:57 GMT+01:00 2019,19-dic-2019 12:53:49.477,13.92432722,42.05637468,7.21,13.653,436.0,136.7,0.66723633,9.74816895,2.65991211,0.09229718,-,-,73.72549438,-,0,13.70771503,-,7.29501009,-,-,-,-,-,-,-,-,-,-,-,31,0.01737,1432.97583008,-,-,-,-,-,-,-,-,2018.5,13.65299988,436,42.0563736,13.9243269,136.69999695,15,58.03921509,-,-,-,1.99996948,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,100,-,-,-,-,-,17.83964157,-,-,3.13964176,-,-,28.9995575,-,45.20342636,9.55516243,0.14070283,0.92393595,-0.07533551,-0.06476708,-,2.78399992,-,25.95599937,31,27.33333397,27.33333397
Thu Dec 19 12:54:00 GMT+01:00 2019,19-dic-2019 12:53:52.174,13.92451408,42.05616273,10.15,7.585,443.0,144.0,1.7930603,9.1355896,4.54545593,-0.02627839,-,0,74.11764526,-,4.41262007,13.70751667,22.66180229,7.29511595,4.41262007,22.66180229,0,0.00493334,-,-,-,-,0.00720268,599.40423584,599.40423584,4.55200005,0.03947903,1432.9979248,-,-,97,-,-,-,-,-,2187.5,7.58500004,443,42.05616379,13.92451382,144,17,58.03921509,-,-,-,1.96261597,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,100,-,-,-,-,-,17.25949097,-,-,3.19083023,-,-,28.45793152,-,21.03459549,4.81859207,0.16753402,0.76880497,0.32578555,-0.1050313,-,5.78499985,-,36.5399971,34,29,29
Thu Dec 19 12:54:03 GMT+01:00 2019,19-dic-2019 12:53:54.907,13.92471089,42.05593047,9.33,6.068,435.0,142.0,0.77012634,8.90229797,4.32531738,-0.03558914,-,0,0,-,4.89309502,13.70732784,20.4365387,7.29521608,4.6528573,21.49172211,0,0.01015979,-,-,-,-,0.01483329,540.54608154,569.97515869,3.43999863,0.06448792,1433.02294922,-,-,93,-,-,-,118.33457947,7.10007477,2329.5,6.06799984,435,42.05593109,13.92471123,142,18,58.03921509,-,-,-,1.99996948,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,100,-,-,-,-,-,16.82437706,-,-,2.75571632,-,-,28.9995575,-,21.03459549,4.81859207,0.03276984,0.82539314,0.34798309,-0.05997871,-,8.78499985,-,33.58799744,34,30,30
Thu Dec 19 12:54:05 GMT+01:00 2019,19-dic-2019 12:53:57.409,13.92484889,42.05579454,8.39,4.5509996,438.0,141.0,0.34660339,7.95474243,3.37057495,-0.03120085,-,0,0,-,181.2480011,13.70735741,0,7.29520035,8.12792492,12.30300713,0,0.01015979,-,-,-,-,0.01483329,0,379.98342896,1.58799744,0.08527792,1433.04382324,-,-,87,9.8039217,0,-,0,0,2167.5,4.55099964,438,42.05579376,13.92484856,141,18,58.03921509,-,-,-,1.99996948,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,100,-,-,-,-,-,15.66407585,5765.25,-,1.59541512,-,-,28.9995575,-,-,-,0.14326462,0.93710738,0.28249007,0.02259854,-,10.9090004,13.89999962,30.20400047,32,30.33333397,30.33333397
Thu Dec 19 12:54:08 GMT+01:00 2019,19-dic-2019 12:54:00.041,13.92499162,42.05567049,4.99,4.5509996,442.0,140.0,2.02276611,7.78604126,5.33747864,0.00595732,-,0,0,-,181.2480011,13.70738697,0,7.29518461,9.86546707,10.13615608,0,0.01015979,-,-,-,-,0.01483329,0,284.98757935,6.2159996,0.10376167,1433.06225586,-,-,76,0,-46.09375,-,0,0,1557.5,4.55099964,442,42.05567169,13.92499161,140,19,58.03921509,-,-,-,1.99996948,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,100,-,-,-,-,-,14.93888664,3533.11938477,-,0.87022591,-,-,28.9995575,-,-,-,0.21509759,0.80539185,0.42347443,-0.01531192,-,13.78600025,13.60000038,17.96399879,21,29,29
Thu Dec 19 12:54:10 GMT+01:00 2019,19-dic-2019 12:54:02.191,13.9249932,42.05566781,0.0,4.5509996,444.0,0.0,0.97590637,8.65104675,3.66967773,-0.0139538,-,0,100,-,181.2480011,13.70741558,0,7.29516935,10.90799904,9.16739368,0,0.01015979,-,-,-,-,0.01483329,0,227.99006653,17.96399879,0.10376167,1433.06225586,-,-,62,1.96078432,-57.03125,-,0,0,802,4.55099964,444,42.05566788,13.92499352,0,19,58.03921509,-,-,-,1.99996948,-,-,-,-,-,-,-,-,-,-,-,-,-,7.1840353,0,92.81596375,-,-,-,-,-,13.92362309,5659.37255859,-,-0.14503765,-,-,28.9995575,-,-,-,0.09948077,0.88185996,0.27407521,-0.0366,-,14.65100002,13.39999962,0,0,25.375,29
Thu Dec 19 12:54:12 GMT+01:00 2019,19-dic-2019 12:54:04.528,13.92500488,42.05567286,0.0,4.5509996,445.0,0.0,1.43891907,8.26341248,4.48204041,-0.01002007,-,0,100,-,0,13.70740223,-,7.29517651,10.82142735,9.24073315,0,0.01088805,-,-,-,-,0.01589655,-,227.99006653,0,0.10376167,1433.06225586,-,-,59,0,-7.03125,-,20.4090004,1.22454,960,4.55099964,445,42.05567169,13.92500496,0,19,58.03921509,-,-,-,1.99996948,-,-,-,-,-,-,-,-,-,-,-,-,-,17.61695862,0,82.38304138,-,-,-,-,-,14.35873604,7324.40576172,-,0.2900753,-,-,28.9995575,-,-,-,0.15046005,0.86173737,0.34859127,-0.01657532,-,14.65100002,13.30000019,0,0,22.55555534,29
Thu Dec 19 12:54:15 GMT+01:00 2019,19-dic-2019 12:54:06.899,13.92503056,42.05566146,1.21,6.068,444.0,132.1,-0.90126038,9.56031799,3.50695801,0.02515564,-,0,99.60784149,-,0,13.70738792,-,7.29518414,10.74781227,9.30402565,0,0.01198019,-,-,-,-,0.01749107,-,227.99006653,1,0.10376167,1433.06225586,-,-,57,0,-3.125,-,23.89798164,1.4338789,935,6.06799984,444,42.05566025,13.92503071,132.1000061,18,58.03921509,-,-,-,1.78381348,-,-,-,-,-,-,-,-,-,-,-,-,-,29.51166725,0,70.48833466,-,-,-,-,-,13.92362309,10903.9375,-,-0.14503765,-,-,25.86529732,-,-,-,-0.06991978,0.95796257,0.20273064,0.0074324,-,15.64999962,13.30000019,4.35599995,1,20.39999962,25.5
Thu Dec 19 12:54:17 GMT+01:00 2019,19-dic-2019 12:54:09.460,13.92511836,42.05564988,4.44,6.068,444.0,93.1,-0.1164093,7.29193115,3.8993988,-0.08725233,-,0,69.01960754,-,0.1479715,13.70709896,675.79174805,7.29533815,9.42283249,10.61229992,0,0.01500162,-,-,-,-,0.02190236,-,227.99006653,7.64400005,0.10705139,1433.06555176,-,-,79,0,-18.75,-,92.11684418,5.52701092,1533.5,6.06799984,444,42.0556488,13.92511845,93.09999847,18,58.03921509,-,-,-,1.99996948,-,-,-,-,-,-,-,-,-,-,-,-,-,30.10181618,0,69.89818573,-,-,-,-,-,17.11445236,15405.90820312,-,3.04579163,-,-,25.86529732,-,52.21437454,8.38516903,0.05386928,0.87161589,0.25785515,-0.05592101,-,17.65099907,13.30000019,15.98400021,12,19.63636398,24
Thu Dec 19 12:54:20 GMT+01:00 2019,19-dic-2019 12:54:11.710,13.92529922,42.05573066,6.66,4.5509996,441.0,73.0,0.30831909,9.43231201,2.46250916,-0.01430442,-,0,58.4313736,-,2.98162365,13.70687008,33.53807831,7.29545975,8.70714283,11.48458576,0,0.01847111,-,-,-,-,0.02696782,-,227.99006653,0.56800079,0.11803056,1433.07653809,-,-,79,0,6.25,-,81.31621552,4.87897301,1268,4.55099964,441,42.05572891,13.92529964,73,18,58.03921509,-,-,-,1.99996948,-,-,-,-,-,-,-,-,-,-,-,-,-,26.60176849,0,73.39823151,-,-,-,-,-,17.11445236,11861.18652344,-,3.04579163,-,-,28.9995575,-,52.21437454,8.38516903,0.04228286,0.92430151,0.20321749,-0.02598262,-,20.64900017,13.30000019,23.97599792,19,19.58333397,23.5
