GPS Time,Device Time,Longitude,Latitude,GPS Speed (Meters/second),Horizontal Dilution of Precision,Altitude,Bearing,G(x),G(y),G(z),G(calibrated),Timing Advance(°),Fuel Remaining (Calculated from vehicle profile)(%),Engine Load(%),Engine Load(Absolute)(%),Kilometers Per Litre(Instant)(kpl),Kilometers Per Litre(Long Term Average)(kpl),Litres Per 100 Kilometer(Instant)(l/100km),Litres Per 100 Kilometer(Long Term Average)(l/100km),Trip average KPL(kpl),Trip average Litres/100 KM(l/100km),Distance to empty (Estimated)(km),Fuel used (trip)(l),Turbo Pressure Control(psi),Actual engine % torque(%),Drivers demand engine % torque(%),Engine reference torque(Nm),Fuel cost (trip)(cost),CO₂ in g/km (Instantaneous)(g/km),CO₂ in g/km (Average)(g/km),GPS vs OBD Speed difference(km/h),Trip Distance(km),Trip distance (stored in vehicle profile)(km),Distance travelled with MIL/CEL lit(km),Distance travelled since codes cleared(km),Volumetric Efficiency (Calculated)(%),EGR Commanded(%),EGR Error(%),Fuel Rate (direct from ECU)(L/m),Fuel flow rate/minute(cc/min),Fuel flow rate/hour(l/hr),Engine RPM(rpm),GPS Accuracy(m),GPS Altitude(m),GPS Latitude(°),GPS Longitude(°),GPS Bearing(°),GPS Satellites,Fuel Level (From Engine ECU)(%),NOx Post SCR(ppm),NOx Pre SCR(ppm),O2 Sensor1 Equivalence Ratio,O2 Sensor1 Equivalence Ratio(alternate),O2 Sensor2 Equivalence Ratio,O2 Sensor3 Equivalence Ratio,O2 Sensor4 Equivalence Ratio,O2 Sensor5 Equivalence Ratio,O2 Sensor6 Equivalence Ratio,O2 Sensor7 Equivalence Ratio,O2 Sensor8 Equivalence Ratio,O2 Volts Bank 1 sensor 1(V),O2 Volts Bank 1 sensor 2(V),O2 Volts Bank 1 sensor 3(V),O2 Volts Bank 1 sensor 4(V),O2 Volts Bank 2 sensor 1(V),O2 Volts Bank 2 sensor 2(V),Percentage of Idle driving(%),Percentage of Highway driving(%),Percentage of City driving(%),Throttle Position(Manifold)(%),Absolute Throttle Position B(%),Relative Throttle Position(%),Relative Accelerator Pedal Position(%),Fuel pressure(psi),Intake Manifold Pressure(psi),Fuel Rail Pressure(psi),Exhaust Pressure(psi),Turbo Boost & Vacuum Gaugeacuum Gauge(psi),Evap System Vapour Pressure(Pa),Air Fuel Ratio(Commanded)(:1),Air Fuel Ratio(Measured)(:1),Commanded Equivalence Ratio(lambda),Torque(Nm),Engine kW (At the wheels)(kW),Acceleration Sensor(X axis)(g),Acceleration Sensor(Y axis)(g),Acceleration Sensor(Z axis)(g),Acceleration Sensor(Total)(g),Run time since engine start(s),Trip time(whilst moving)(s),Voltage (OBD Adapter)(V),Speed (GPS)(km/h),Speed (OBD)(km/h),Average trip speed(whilst stopped or moving)(km/h),Average trip speed(whilst moving only)(km/h)
Thu Dec 19 10:02:01 GMT+01:00 2019,19-dic-2019 10:01:52.684,13.9240257,42.04343876,0.0,43.993,461.0,0.0,2.10891724,7.99182129,8.43977356,0.00860384,-,0,11.76470566,-,181.2480011,13.72311783,0,7.28682232,11.19511986,8.93227768,0,0.06107203,-,-,-,-,0.08916516,0,209.34938049,26,0.26203391,1431.41149902,-,-,69,10.98039246,-20.3125,-,0,0,1156.5,43.99300003,-,-,-,-,25,58.82352829,-,-,-,1.00045776,-,-,-,-,-,-,-,-,-,-,-,-,-,16.00921059,0,83.99079132,-,-,64.70588684,-,-,14.06866074,3815.94287109,-,0,-,-,14.50663757,-,-,-,0.3527891,0.77843928,0.39725298,-0.01088093,-,46.46699905,13.60000038,-,26,20.72727203,20.72727203
Thu Dec 19 10:02:03 GMT+01:00 2019,19-dic-2019 10:01:54.945,13.9240923,42.04354774,6.19,21.237999,457.0,26.0,0.86703491,8.72402954,3.56439209,-0.01529372,-,0,77.2549057,-,94.33708954,13.72314739,1.06000638,7.28680658,11.39013577,8.77934456,0,0.06322195,-,-,-,-,0.09230405,28.03715134,196.39851379,22,0.27689391,1431.42626953,-,-,65,0,7.8125,-,57.58727264,3.45523643,960,21.23799896,457,42.04354858,13.92409229,26,25,58.82352829,-,-,-,1.00045776,-,-,-,-,-,-,-,-,-,-,-,-,-,15.09261703,0,84.90738678,-,-,45.09804153,-,-,13.92362309,5482.42626953,-,-0.14503765,-,-,14.50663757,-,-,-,0.01057383,0.88344651,0.36578813,-0.00088546,-,49.28900146,13.5,22.2840004,22,20.78260803,20.78260803
Thu Dec 19 10:02:05 GMT+01:00 2019,19-dic-2019 10:01:57.184,13.92413782,42.04367193,5.14,16.687,452.0,9.7,-0.24205017,8.29930115,3.56918335,-0.02116616,-,0,87.05882263,-,7.31339884,13.72301006,13.67324924,7.28687954,11.19600487,8.93157101,0,0.06687939,-,-,-,-,0.0976439,361.65719604,207.41575623,0.7159996,0.2912814,1431.44067383,-,-,73,0,45.3125,-,96.16395569,5.76983738,989.5,16.68700027,452,42.04367065,13.92413807,9.69999981,22,58.82352829,-,-,-,1.00045776,-,-,-,-,-,-,-,-,-,-,-,-,-,14.50408459,0,85.49591827,-,-,5.88235283,-,-,14.93888664,8990.88964844,-,0.87022591,-,-,14.50663757,-,11.15491486,1.15589941,-0.02430674,0.83941847,0.37981346,-0.03249064,-,51.28900146,13.5,18.50399971,23,20.875,20.875
Thu Dec 19 10:02:07 GMT+01:00 2019,19-dic-2019 10:01:59.209,13.92412498,42.04383764,8.02,12.136,449.0,352.7,0.95079041,8.49551392,4.55502319,0.00639874,-,0,58.8235321,-,4.84563541,13.72281933,20.63669777,7.28698063,10.90735149,9.16793728,0,0.07183692,-,-,-,-,0.1048819,545.84033203,228.56729126,3.88000107,0.30704892,1431.4564209,0,47100,83,4.70588255,-9.375,-,133.50617981,8.01037025,1197,12.13599968,449,42.0438385,13.92412472,352.70001221,24,58.82352829,-,-,-,1.00045776,-,-,-,-,-,-,-,-,-,-,-,-,-,13.84231758,0,86.15768433,-,-,5.49019623,-,-,17.25949097,7572.42041016,-,3.19083023,-,-,14.50663757,-,58.04462051,7.27602339,0.08935957,0.88820148,0.37212962,0.01019319,-,53.74100113,13.5,28.87200165,28,21.15999985,21.15999985
Thu Dec 19 10:02:09 GMT+01:00 2019,19-dic-2019 10:02:01.307,13.92411068,42.04400068,8.8,10.6189995,447.0,351.6,1.01898193,8.69172668,4.43537903,-0.01757727,-,0,69.01960754,-,11.38657093,13.72276974,8.78209209,7.28700733,10.92818737,9.15045834,0,0.07536328,-,-,-,-,0.11003039,232.28617859,228.78605652,1.44400024,0.32351154,1431.47290039,0,47101,81,8.62745094,-3.90625,-,104.7434082,6.28460455,1319.5,10.61899948,447,42.04400253,13.92411041,351.6000061,25,58.82352829,-,-,-,1.00045776,-,-,-,-,-,-,-,-,-,-,-,-,-,13.32032204,0,86.67967987,-,-,5.88235283,-,-,16.38926506,6332.34765625,-,2.32060432,-,-,14.50663757,-,38.75483322,5.35516977,0.12558092,0.85771191,0.30115059,-0.04449721,-,55.84700012,13.5,31.68000031,31,21.53846169,21.53846169
Thu Dec 19 10:02:11 GMT+01:00 2019,19-dic-2019 10:02:03.441,13.92408337,42.04420883,9.69,12.136,447.0,353.2,1.75717163,8.62712097,4.34205627,0.0274755,-,0,68.23529816,-,10.63057327,13.72270298,9.40663433,7.28704214,10.91578674,9.16085339,0,0.07905761,-,-,-,-,0.11542411,248.80531311,229.89823914,0.23999786,0.34225821,1431.49169922,0,47101,79,10.1960783,0.78125,-,105.05202484,6.30312157,1413.5,12.13599968,447,42.04420853,13.92408371,353.20001221,25,58.82352829,-,-,-,1.00045776,-,-,-,-,-,-,-,-,-,-,-,-,-,12.92031384,0,87.07968903,-,-,5.88235283,-,-,16.09918976,7041.58203125,-,2.03052902,-,-,14.50663757,-,24.45759392,3.62032485,0.03008672,0.91856974,0.39981475,0.04653636,-,57.57600021,13.80000019,34.88399887,33,21.9629631,21.9629631
Thu Dec 19 10:02:14 GMT+01:00 2019,19-dic-2019 10:02:05.797,13.92404214,42.04448527,10.16,10.6189995,442.0,352.7,1.01539612,8.4691925,5.26449585,0.04077679,-,0,66.66666412,-,11.26823044,13.72265053,8.87432289,7.28707027,10.92988491,9.14903736,0,0.08316865,-,-,-,-,0.12142622,234.72569275,230.15231323,1.08000183,0.36438614,1431.51379395,0,47101,76,10.5882349,0,-,106.78025055,6.40681505,1508,10.61899948,442,42.044487,13.92404175,352.70001221,25,58.82352829,-,-,-,1.00045776,-,-,-,-,-,-,-,-,-,-,-,-,-,12.33910561,0,87.6608963,-,-,5.88235283,-,-,16.38926506,6651.43066406,-,2.32060432,-,-,14.50663757,-,34.26561356,5.41125298,0.07167587,0.81783217,0.37127569,-0.05305751,86,60.2879982,13.80000019,36.57600021,36,22.4642849,22.4642849
Thu Dec 19 10:02:16 GMT+01:00 2019,19-dic-2019 10:02:07.919,13.92399769,42.04468113,10.77,10.6189995,442.0,350.9,0.66963196,8.91784668,4.61843872,0.01125556,-,0,71.37255096,-,11.76748753,13.72260857,8.49781418,7.28709269,10.96210003,9.12214947,0,0.08730478,-,-,-,-,0.12746498,224.76702881,229.88304138,0.42399979,0.38638753,1431.5357666,0,47101,73,10.1960783,-3.125,-,114.31043243,6.85862589,1584,10.61899948,442,42.04468155,13.92399788,350.8999939,25,58.82352829,-,-,-,1.00045776,-,-,-,-,-,-,-,-,-,-,-,-,-,11.94291019,0,88.05709076,-,-,5.88235283,-,-,16.38926506,6793.56787109,-,2.32060432,-,-,14.50663757,-,11.8969698,1.97346544,0.06826013,0.90905672,0.37078884,0.02635523,89,62.2879982,13.80000019,38.77199936,37,22.96551704,22.96551704
Thu Dec 19 10:02:18 GMT+01:00 2019,19-dic-2019 10:02:10.097,13.92392957,42.0448731,11.24,9.101999,441.0,343.9,2.27999878,9.35932922,7.63339233,-0.04875431,-,0,69.01960754,-,9.98266506,13.72252846,10.0171566,7.28713512,10.92582512,9.15243626,0,0.09185629,-,-,-,-,0.13411018,264.95361328,231.55307007,0.22800064,0.40865976,1431.55810547,0,47101,72,11.76470566,-3.90625,-,128.87698364,7.73261881,1657.5,9.10199928,441,42.04487228,13.92392921,343.8999939,25,58.82352829,-,-,-,1.00045776,-,-,-,-,-,-,-,-,-,-,-,-,-,11.57136631,0,88.42863464,-,-,5.88235283,-,-,17.40452766,6970.51367188,-,3.33586693,-,-,14.50663757,-,24.64942169,4.27856636,0.23631835,0.66892135,0.30761343,-0.18152073,91,64.28800201,13.5,40.46399689,39,23.5,23.5
Thu Dec 19 10:02:20 GMT+01:00 2019,19-dic-2019 10:02:12.248,13.92384257,42.04506289,11.32,10.6189995,440.0,342.3,1.48439026,8.26820374,4.35043335,0.01044247,-,0,61.56863022,-,11.72718143,13.72248554,8.52702045,7.28715801,10.95444489,9.12852478,0,0.09622912,-,-,-,-,0.14049453,225.53953552,231.27972412,0.7519989,0.43267795,1431.58215332,0,47101,69,24.70588303,14.84375,-,119.80374908,7.18822527,1727.5,10.61899948,440,42.04506302,13.92384243,342.29998779,26,58.82352829,-,-,-,1.00045776,-,-,-,-,-,-,-,-,-,-,-,-,-,11.19185162,0,88.80815125,-,-,77.64705658,-,-,16.67934036,4738.3828125,-,2.61067963,-,-,14.50663757,-,11.68546295,2.1139853,0.09570107,0.84368813,0.34676209,-0.04021157,93,66.46800232,13.80000019,40.7519989,40,24.03225899,24.03225899
