GPS Time,Device Time,Longitude,Latitude,GPS Speed (Meters/second),Horizontal Dilution of Precision,Altitude,Bearing,G(x),G(y),G(z),G(calibrated),Timing Advance(°),Fuel Remaining (Calculated from vehicle profile)(%),Engine Load(%),Engine Load(Absolute)(%),Kilometers Per Litre(Instant)(kpl),Kilometers Per Litre(Long Term Average)(kpl),Litres Per 100 Kilometer(Instant)(l/100km),Litres Per 100 Kilometer(Long Term Average)(l/100km),Trip average KPL(kpl),Trip average Litres/100 KM(l/100km),Distance to empty (Estimated)(km),Fuel used (trip)(l),Turbo Pressure Control(psi),Actual engine % torque(%),Drivers demand engine % torque(%),Engine reference torque(Nm),Fuel cost (trip)(cost),CO₂ in g/km (Instantaneous)(g/km),CO₂ in g/km (Average)(g/km),GPS vs OBD Speed difference(km/h),Trip Distance(km),Trip distance (stored in vehicle profile)(km),Distance travelled with MIL/CEL lit(km),Distance travelled since codes cleared(km),Volumetric Efficiency (Calculated)(%),EGR Commanded(%),EGR Error(%),Fuel Rate (direct from ECU)(L/m),Fuel flow rate/minute(cc/min),Fuel flow rate/hour(l/hr),Engine RPM(rpm),GPS Accuracy(m),GPS Altitude(m),GPS Latitude(°),GPS Longitude(°),GPS Bearing(°),GPS Satellites,Fuel Level (From Engine ECU)(%),NOx Post SCR(ppm),NOx Pre SCR(ppm),O2 Sensor1 Equivalence Ratio,O2 Sensor1 Equivalence Ratio(alternate),O2 Sensor2 Equivalence Ratio,O2 Sensor3 Equivalence Ratio,O2 Sensor4 Equivalence Ratio,O2 Sensor5 Equivalence Ratio,O2 Sensor6 Equivalence Ratio,O2 Sensor7 Equivalence Ratio,O2 Sensor8 Equivalence Ratio,O2 Volts Bank 1 sensor 1(V),O2 Volts Bank 1 sensor 2(V),O2 Volts Bank 1 sensor 3(V),O2 Volts Bank 1 sensor 4(V),O2 Volts Bank 2 sensor 1(V),O2 Volts Bank 2 sensor 2(V),Percentage of Idle driving(%),Percentage of Highway driving(%),Percentage of City driving(%),Throttle Position(Manifold)(%),Absolute Throttle Position B(%),Relative Throttle Position(%),Relative Accelerator Pedal Position(%),Fuel pressure(psi),Intake Manifold Pressure(psi),Fuel Rail Pressure(psi),Exhaust Pressure(psi),Turbo Boost & Vacuum Gaugeacuum Gauge(psi),Evap System Vapour Pressure(Pa),Air Fuel Ratio(Commanded)(:1),Air Fuel Ratio(Measured)(:1),Commanded Equivalence Ratio(lambda),Torque(Nm),Engine kW (At the wheels)(kW),Acceleration Sensor(X axis)(g),Acceleration Sensor(Y axis)(g),Acceleration Sensor(Z axis)(g),Acceleration Sensor(Total)(g),Run time since engine start(s),Trip time(whilst moving)(s),Voltage (OBD Adapter)(V),Speed (GPS)(km/h),Speed (OBD)(km/h),Average trip speed(whilst stopped or moving)(km/h),Average trip speed(whilst moving only)(km/h)
Fri Feb 14 21:51:48 GMT+01:00 2020,14-feb-2020 21:51:46.078,14.13799131,42.40251415,0.0,24.272,57.0,0.0,0.978302,9.43948364,3.36817932,-0.00602803,-,-,-,-,-,16.84946442,-,5.93485498,-,-,-,-,-,-,-,-,-,-,-,-,-,3642.88745117,-,-,-,-,-,-,-,-,-,24.27199936,-,-,-,-,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.07691923,0.90844697,0.21273051,-0.03582798,-,-,-,-,-,-,-
Fri Feb 14 21:51:49 GMT+01:00 2020,14-feb-2020 21:51:46.595,14.13789143,42.40245206,0.0,10.6189995,60.0,0.0,0.76654053,8.81137085,3.2389679,-0.01108296,-,-,-,-,-,16.84946442,-,5.93485498,-,-,-,-,-,-,-,-,-,-,-,0,-,3642.88745117,-,-,-,-,-,-,-,-,-,10.61899948,-,-,-,-,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.09289507,0.90978932,0.22456113,-0.02926343,-,0,-,-,0,0,-
Fri Feb 14 21:51:52 GMT+01:00 2020,14-feb-2020 21:51:49.432,14.13787806,42.40242791,0.0,4.5509996,66.0,0.0,1.07041931,8.97886658,3.14086914,-0.01164751,-,-,36.86274719,-,0,14.02998543,-,7.12744284,-,-,-,-,-,-,-,-,-,-,-,0,-,3642.88745117,-,-,-,-,-,-,-,-,802.5,4.55099964,66,42.40242767,14.13787842,0,17,12.94117641,-,-,-,1.99996948,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14.21369839,-,-,-0.48630142,-,-,28.9995575,-,-,-,0.08179861,0.91308063,0.20858373,-0.03238928,-,0,-,0,0,0,-
Fri Feb 14 21:51:54 GMT+01:00 2020,14-feb-2020 21:51:51.997,14.13787892,42.40242359,0.0,4.5509996,65.0,0.0,0.74620056,8.87716675,3.20547485,-0.01486576,-,0,35.68627548,-,0,14.02997971,-,7.1274457,-,-,0,0.00073242,-,-,-,-,0.00106934,-,-,0,-,3642.88745117,-,-,47,-,-,-,-,-,791.5,4.55099964,65,42.40242386,14.13787937,0,18,12.94117641,-,-,-,1.99996948,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14.35873604,-,-,-0.43511295,-,-,28.9995575,-,-,-,0.07448031,0.90978932,0.21370576,-0.03443702,-,0,-,0,0,0,-
Fri Feb 14 21:51:57 GMT+01:00 2020,14-feb-2020 21:51:54.648,14.13785796,42.40242794,0.0,4.5509996,65.0,0.0,0.87062073,8.95373535,3.19709778,-0.01454795,-,0,35.29411697,-,0,14.02997398,-,7.12744856,-,-,0,0.00160732,-,-,-,-,0.00234669,-,-,0,-,3642.88745117,-,-,48,-,-,-,19.8841095,1.19304657,792,4.55099964,65,42.40242767,14.13785839,0,18,12.94117641,-,-,-,1.99996948,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14.21369839,-,-,-0.5801506,-,-,28.9995575,-,-,-,0.09045615,0.91515553,0.22834083,-0.02319331,-,0,-,0,0,0,-
Fri Feb 14 21:51:59 GMT+01:00 2020,14-feb-2020 21:51:56.864,14.13786165,42.40243184,0.0,4.5509996,65.0,0.0,0.84790039,8.94656372,3.16479492,-0.01687519,-,0,35.29411697,-,0,14.02996826,-,7.12745142,-,-,0,0.00227399,-,-,-,-,0.00332003,-,-,0,-,3642.88745117,-,-,47,11.76470566,-2.34375,-,18.58731842,1.11523914,802.5,4.55099964,65,42.40243149,14.13786125,0,18,12.94117641,-,-,-,1.99996948,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14.35873604,3604.18774414,-,-0.43511295,-,-,28.9995575,-,-,-,0.08643225,0.91198403,0.22260906,-0.02845144,-,0,13.60000038,0,0,0,-
Fri Feb 14 21:52:01 GMT+01:00 2020,14-feb-2020 21:51:59.024,14.13786265,42.4024349,0.0,4.5509996,63.0,0.0,0.67321777,8.81735229,2.88124084,-0.01777965,-,0,38.4313736,-,0,14.02996254,-,7.12745428,-,-,0,0.00300332,-,-,-,-,0.00438485,-,-,0,-,3642.88745117,-,-,48,11.37254906,-0.78125,-,19.54447365,1.17266846,807,4.55099964,63,42.4024353,14.13786221,0,18,12.94117641,-,-,-,1.99996948,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14.35873604,3567.9284668,-,-0.43511295,-,-,28.9995575,-,-,-,0.07045641,0.90417886,0.19175395,-0.04698154,-,0,13.60000038,0,0,0,-
Fri Feb 14 21:52:04 GMT+01:00 2020,14-feb-2020 21:52:01.588,14.13786348,42.40243491,0.0,4.5509996,63.0,0.0,0.84909058,8.96331787,3.23658752,-0.01473845,-,0,38.03921509,-,0,14.02995682,-,7.12745714,-,-,0,0.0037092,-,-,-,-,0.00541543,-,-,0,-,3642.88745117,-,-,48,11.76470566,-2.34375,-,19.69885445,1.18193126,794.5,4.55099964,63,42.4024353,14.13786316,0,19,12.94117641,-,-,-,1.99996948,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14.21369839,3673.8059082,-,-0.5801506,-,-,28.9995575,-,-,-,0.06582122,0.90234971,0.19711864,-0.04738962,-,0,13.60000038,0,0,0,-
Fri Feb 14 21:52:06 GMT+01:00 2020,14-feb-2020 21:52:03.787,14.13786338,42.40243501,0.0,4.5509996,63.0,0.0,0.77731323,8.7288208,3.16120911,-0.01707333,-,0,40,-,0,14.0299511,-,7.12746048,-,-,0,0.00456384,-,-,-,-,0.00666321,-,-,0,-,3642.88745117,-,-,49,10.98039246,-6.25,-,20.03848839,1.20230925,807,4.55099964,63,42.4024353,14.13786316,0,20,12.94117641,-,-,-,1.99996948,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14.21369839,3567.9284668,-,-0.5801506,-,-,28.9995575,-,-,-,0.09191981,0.91893524,0.23163368,-0.0184043,-,0,13.5,0,0,0,-
Fri Feb 14 21:52:08 GMT+01:00 2020,14-feb-2020 21:52:05.924,14.13786174,42.40243541,0.0,4.5509996,63.0,0.0,0.79525757,8.92263794,3.01882935,-0.0122149,-,0,35.68627548,-,0,14.02994537,-,7.12746334,-,-,0,0.00524229,-,-,-,-,0.00765374,-,-,0,-,3642.88745117,-,-,48,12.54901981,3.90625,-,18.49468994,1.10968137,793.5,4.55099964,63,42.4024353,14.13786221,0,20,12.94117641,-,-,-,1.99996948,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14.21369839,3638.99682617,-,-0.5801506,-,-,28.9995575,-,-,-,0.08411466,0.90356916,0.22285326,-0.03647484,-,0,13.5,0,0,0,-
