GPS Time,Device Time,Longitude,Latitude,GPS Speed (Meters/second),Horizontal Dilution of Precision,Altitude,Bearing,G(x),G(y),G(z),G(calibrated),Timing Advance(°),Fuel Remaining (Calculated from vehicle profile)(%),Engine Load(%),Engine Load(Absolute)(%),Kilometers Per Litre(Instant)(kpl),Kilometers Per Litre(Long Term Average)(kpl),Litres Per 100 Kilometer(Instant)(l/100km),Litres Per 100 Kilometer(Long Term Average)(l/100km),Trip average KPL(kpl),Trip average Litres/100 KM(l/100km),Distance to empty (Estimated)(km),Fuel used (trip)(l),Turbo Pressure Control(psi),Actual engine % torque(%),Drivers demand engine % torque(%),Engine reference torque(Nm),Fuel cost (trip)(cost),CO₂ in g/km (Instantaneous)(g/km),CO₂ in g/km (Average)(g/km),GPS vs OBD Speed difference(km/h),Trip Distance(km),Trip distance (stored in vehicle profile)(km),Distance travelled with MIL/CEL lit(km),Distance travelled since codes cleared(km),Volumetric Efficiency (Calculated)(%),EGR Commanded(%),EGR Error(%),Fuel Rate (direct from ECU)(L/m),Fuel flow rate/minute(cc/min),Fuel flow rate/hour(l/hr),Engine RPM(rpm),GPS Accuracy(m),GPS Altitude(m),GPS Latitude(°),GPS Longitude(°),GPS Bearing(°),GPS Satellites,Fuel Level (From Engine ECU)(%),NOx Post SCR(ppm),NOx Pre SCR(ppm),O2 Sensor1 Equivalence Ratio,O2 Sensor1 Equivalence Ratio(alternate),O2 Sensor2 Equivalence Ratio,O2 Sensor3 Equivalence Ratio,O2 Sensor4 Equivalence Ratio,O2 Sensor5 Equivalence Ratio,O2 Sensor6 Equivalence Ratio,O2 Sensor7 Equivalence Ratio,O2 Sensor8 Equivalence Ratio,O2 Volts Bank 1 sensor 1(V),O2 Volts Bank 1 sensor 2(V),O2 Volts Bank 1 sensor 3(V),O2 Volts Bank 1 sensor 4(V),O2 Volts Bank 2 sensor 1(V),O2 Volts Bank 2 sensor 2(V),Percentage of Idle driving(%),Percentage of Highway driving(%),Percentage of City driving(%),Throttle Position(Manifold)(%),Absolute Throttle Position B(%),Relative Throttle Position(%),Relative Accelerator Pedal Position(%),Fuel pressure(psi),Intake Manifold Pressure(psi),Fuel Rail Pressure(psi),Exhaust Pressure(psi),Turbo Boost & Vacuum Gaugeacuum Gauge(psi),Evap System Vapour Pressure(Pa),Air Fuel Ratio(Commanded)(:1),Air Fuel Ratio(Measured)(:1),Commanded Equivalence Ratio(lambda),Torque(Nm),Engine kW (At the wheels)(kW),Acceleration Sensor(X axis)(g),Acceleration Sensor(Y axis)(g),Acceleration Sensor(Z axis)(g),Acceleration Sensor(Total)(g),Run time since engine start(s),Trip time(whilst moving)(s),Voltage (OBD Adapter)(V),Speed (GPS)(km/h),Speed (OBD)(km/h),Average trip speed(whilst stopped or moving)(km/h),Average trip speed(whilst moving only)(km/h)
Wed Feb 19 20:50:06 GMT+01:00 2020,19-feb-2020 20:50:01.170,13.8810313,42.11385576,0.0,156.25099,336.0,0.0,-3.51780701,8.12342834,3.88742065,0.00456113,-,0,62.35294342,-,7.3118372,14.04541969,13.67616844,7.11961079,11.75755978,8.50498867,0,0.03966874,-,-,-,-,0.05791636,361.73443604,217.21983337,32,0.2560218,3772.25097656,-,-,84,4.70588255,-16.40625,-,110.43965149,6.62637901,1342.5,156.25099182,-,-,-,-,23,60,-,-,-,1.99996948,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,100,-,-,-,-,-,18.41979218,7041.58203125,-,4.20609379,-,-,28.9995575,-,36.58906174,5.14403057,-0.36993617,0.83271146,0.32371214,0.00522789,-,39.6780014,12.80000019,-,32,23.22222137,23.22222137
Wed Feb 19 20:50:08 GMT+01:00 2020,19-feb-2020 20:50:03.420,13.88103763,42.11398106,0.0,160.802,336.0,0.0,-1.64543152,8.82333374,5.70956421,0.08956629,-,0,54.11764908,-,12.8590126,14.04541016,7.77648497,7.11961555,11.82640076,8.45548248,0,0.04146498,-,-,-,-,0.06053887,205.68789673,216.39613342,34,0.27582181,3772.27075195,-,-,80,47.05882263,23.4375,-,49.8955307,2.99373174,1424.5,160.80200195,336,42.11397934,13.88103771,0,23,60,-,-,-,1.99996948,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,100,-,-,-,-,-,15.2289629,8140.96826172,-,1.01526451,-,-,28.9995575,-,24.42534828,3.64368844,-0.15711886,0.90430021,0.4181082,0.05434362,-,42.74700165,12.80000019,0,34,23.78947449,23.78947449
Wed Feb 19 20:50:10 GMT+01:00 2020,19-feb-2020 20:50:05.681,13.88103761,42.11416712,0.0,166.87,337.0,0.0,-5.80775452,6.70448303,3.17796326,0.06062912,-,0,0,-,12.25374985,14.0453949,8.1605978,7.11962318,11.85153866,8.43754768,0,0.04387182,-,-,-,-,0.06405286,215.84765625,216.35955811,32,0.29634598,3772.29125977,-,-,82,0,0,-,64.46897125,3.86813831,1383,166.86999512,337,42.11416626,13.88103771,0,23,60,-,-,-,1.99996948,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,100,-,-,-,-,-,14.79384899,4275.71240234,-,0.5801506,-,-,28.9995575,-,24.42534828,3.64368844,-0.57848543,0.90881252,0.40859517,0.19173172,-,44.74499893,13,0,32,24.20000076,24.20000076
Wed Feb 19 20:50:12 GMT+01:00 2020,19-feb-2020 20:50:08.030,13.88100921,42.11433502,0.0,166.87,338.0,0.0,-3.53814697,8.99801636,3.27366638,-0.00165352,-,0,67.84313965,-,181.2480011,14.04540634,0,7.11961746,12.05144978,8.29758453,0,0.04387182,-,-,-,-,0.06405286,0,202.83709717,27,0.31494737,3772.30981445,-,-,78,0.78431374,32.03125,-,0,0,1179,166.86999512,338,42.11433411,13.8810091,0,23,60,-,-,-,1.62478638,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,100,-,-,-,-,-,14.79384899,4275.71240234,-,0.5801506,-,-,28.9995575,-,-,-,-0.36066735,0.91722894,0.23370707,0.04090834,-,46.74700165,13,0,27,24.33333397,24.33333397
Wed Feb 19 20:50:15 GMT+01:00 2020,19-feb-2020 20:50:10.181,13.88082408,42.11446497,0.0,172.93799,338.0,0.0,-2.10127258,8.03729248,3.49620056,0.01627757,-,0,52.54901886,-,5.34537649,14.04533577,18.70736694,7.11965322,11.69849873,8.54792786,0,0.04748672,-,-,-,-,0.0693306,494.80950928,220.01193237,34,0.33477238,3772.32958984,-,-,87,7.05882359,-13.28125,-,92.68958282,5.56137514,1407,172.93798828,338,42.11446381,13.88082409,0,23,60,-,-,-,1.99996948,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,100,-,-,-,-,-,19.72513199,7289.59667969,-,5.5114336,-,-,28.9995575,-,79.89419556,11.7719202,-0.24139217,0.84283417,0.25541466,-0.05365396,-,49.7480011,13.10000038,0,34,24.77272797,24.77272797
Wed Feb 19 20:50:17 GMT+01:00 2020,19-feb-2020 20:50:12.330,13.88062494,42.11457939,0.0,183.55699,338.0,0.0,-0.69548035,8.70967102,3.96759033,0.02091894,-,0,0,-,10.63552856,14.04530811,9.4022522,7.11966753,11.64535046,8.58693981,0,0.05023056,-,-,-,-,0.07333662,248.68940735,221.60513306,38,0.35626239,3772.35107422,-,-,89,0,0,-,76.57234192,4.5943408,1623,183.55699158,338,42.11457825,13.88062477,0,23,60,-,-,-,1.99996948,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,100,-,-,-,-,-,16.09918976,4773.19189453,-,1.88549137,-,-,28.9995575,-,48.14321899,8.18260574,0.00020687,0.80917311,0.3399322,-0.07865256,-,51.74700165,13,0,38,25.347826,25.347826
Wed Feb 19 20:50:19 GMT+01:00 2020,19-feb-2020 20:50:14.480,13.88032793,42.11473821,0.0,165.353,337.0,0.0,1.28817749,8.05763245,2.55342102,-0.02557496,-,0,57.64706039,-,181.2480011,14.04531956,0,7.11966181,11.82651615,8.45539951,0,0.05023056,-,-,-,-,0.07333662,0,209.94169617,37,0.37866864,3772.37353516,-,-,88,7.84313726,-9.375,-,0,0,1582.5,165.35299683,337,42.11473846,13.88032818,0,23,60,-,-,-,1.73397827,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,100,-,-,-,-,-,15.2289629,6970.51367188,-,1.01526451,-,-,25.14268494,-,48.14321899,8.18260574,0.13131268,0.82136923,0.16028756,-0.12812892,-,53.74700165,13.30000019,0,37,25.83333397,25.83333397
Wed Feb 19 20:50:21 GMT+01:00 2020,19-feb-2020 20:50:16.947,13.88010215,42.11485722,0.0,165.353,336.0,0.0,0.87661743,8.8711853,3.173172,-0.01644194,-,0,80.39215851,-,12.25979614,14.0453043,8.15657234,7.11966896,11.84621048,8.44134235,0,0.05297009,-,-,-,-,0.07733633,215.74119568,210.23167419,41,0.40228531,3772.3972168,-,-,83,6.27450991,2.34375,-,75.74736023,4.54484129,1713.5,165.35299683,336,42.11485672,13.88010216,0,23,60,-,-,-,1.70025635,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,100,-,-,-,-,-,16.96941566,10338.29003906,-,2.75571728,-,-,24.65371704,-,48.5234108,8.70709705,0.09728605,0.93954629,0.23931751,0.00401024,-,55.82899857,13.10000038,0,41,26.44000053,26.44000053
Wed Feb 19 20:50:24 GMT+01:00 2020,19-feb-2020 20:50:19.181,13.87967325,42.11494873,0.0,169.90399,335.0,0.0,2.37811279,7.34815979,3.81445312,-0.09117675,-,0,0,-,7.1283989,14.04524803,14.02810383,7.11969757,11.64108849,8.59008312,0,0.05723691,-,-,-,-,0.0835659,371.04309082,217.88935852,45,0.43165669,3772.42651367,-,-,81,0,0,-,103.68963623,6.22137785,1903.5,169.9039917,335,42.11494827,13.879673,0,23,60,-,-,-,1.99996948,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,100,-,-,-,-,-,19.43505669,5232.96142578,-,5.2213583,-,-,28.9995575,-,42.48474884,8.46883869,0.0765537,0.78404975,0.36225107,-0.08630385,-,58.74700165,12.89999962,0,45,27.15384674,27.15384674
Wed Feb 19 20:50:26 GMT+01:00 2020,19-feb-2020 20:50:21.637,13.8793904,42.1150074,0.0,177.489,336.0,0.0,0.2963562,8.43928528,4.8182373,0.01931287,-,0,32.94117737,-,181.2480011,14.04525948,0,7.11969185,11.79978371,8.47455502,0,0.05723691,-,-,-,-,0.0835659,0,207.98530579,44,0.45896238,3772.45385742,-,-,76,10.98039246,47.65625,-,0,0,1864,177.48899841,336,42.11500549,13.87939072,0,23,60,-,-,-,1.99996948,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,100,-,-,-,-,-,16.09918976,5163.34326172,-,1.88549137,-,-,28.9995575,-,42.48474884,8.46883869,0.04191734,0.88856858,0.37566668,0.00909136,-,60.7480011,13.30000019,0,44,27.77777863,27.77777863
