GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated), Timing Advance(°),Fuel Remaining (Calculated from vehicle profile)(%),Engine Load(%),Engine Load(Absolute)(%),Kilometers Per Litre(Instant)(kpl),Kilometers Per Litre(Long Term Average)(kpl),Litres Per 100 Kilometer(Instant)(l/100km),Litres Per 100 Kilometer(Long Term Average)(l/100km),Trip average KPL(kpl),Trip average Litres/100 KM(l/100km),Distance to empty (Estimated)(km),Fuel used (trip)(l),Turbo Pressure Control(psi),Actual engine % torque(%),Drivers demand engine % torque(%),Engine reference torque(Nm),Fuel cost (trip)(cost),CO₂ in g/km (Instantaneous)(g/km),CO₂ in g/km (Average)(g/km),GPS vs OBD Speed difference(km/h),Trip Distance(km),Trip distance (stored in vehicle profile)(km),Distance travelled with MIL/CEL lit(km),Distance travelled since codes cleared(km),Volumetric Efficiency (Calculated)(%),EGR Commanded(%),EGR Error(%),Fuel Rate (direct from ECU)(L/m),Fuel flow rate/minute(cc/min),Fuel flow rate/hour(l/hr),Engine RPM(rpm),GPS Accuracy(m),GPS Altitude(m),GPS Latitude(°),GPS Longitude(°),GPS Bearing(°),GPS Satellites,Fuel Level (From Engine ECU)(%),NOx Post SCR(ppm),NOx Pre SCR(ppm),O2 Sensor1 Equivalence Ratio,O2 Sensor1 Equivalence Ratio(alternate),O2 Sensor2 Equivalence Ratio,O2 Sensor3 Equivalence Ratio,O2 Sensor4 Equivalence Ratio,O2 Sensor5 Equivalence Ratio,O2 Sensor6 Equivalence Ratio,O2 Sensor7 Equivalence Ratio,O2 Sensor8 Equivalence Ratio,O2 Volts Bank 1 sensor 1(V),O2 Volts Bank 1 sensor 2(V),O2 Volts Bank 1 sensor 3(V),O2 Volts Bank 1 sensor 4(V),O2 Volts Bank 2 sensor 1(V),O2 Volts Bank 2 sensor 2(V),Percentage of Idle driving(%),Percentage of Highway driving(%),Percentage of City driving(%),Throttle Position(Manifold)(%),Absolute Throttle Position B(%),Relative Throttle Position(%),Relative Accelerator Pedal Position(%),Fuel pressure(psi),Intake Manifold Pressure(psi),Fuel Rail Pressure(psi),Exhaust Pressure(psi),Turbo Boost & Vacuum Gauge(psi),Evap System Vapour Pressure(Pa),Air Fuel Ratio(Commanded)(:1),Air Fuel Ratio(Measured)(:1),Commanded Equivalence Ratio(lambda),Torque(Nm),Engine kW (At the wheels)(kW),Acceleration Sensor(X axis)(g),Acceleration Sensor(Y axis)(g),Acceleration Sensor(Z axis)(g),Acceleration Sensor(Total)(g),Run time since engine start(s),Trip time(whilst moving)(s),Voltage (OBD Adapter)(V),Speed (GPS)(km/h),Speed (OBD)(km/h),Average trip speed(whilst stopped or moving)(km/h),Average trip speed(whilst moving only)(km/h)
Tue Dec 31 12:52:14 GMT+01:00 2019,31-dic-2019 12:52:13.394,13.93178737,42.04893218,8.36,9.101999,436.0,226.7,-0.28271484,0.30249023,9.6672821,0.04722063,-,43.54157257,71.76470947,-,63.00517654,15.63668346,1.58713818,6.39508486,14.97253132,6.67875814,1083.30041504,0.02241926,-,-,-,-,0.00403547,41.97977829,132.04905701,29,0.25078055,492.33410645,0,-,49,14.50980377,-,-,20.67992783,1.24079573,1106,9.10199928,-,-,-,-,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11.51751423,0,88.48248291,-,-,-,5.49019623,-,14.50377369,-,-,0.43511295,-,-,-,-,12.91054153,1.49533176,0.02472048,0.06327497,0.92826039,0.03085398,81,48.47399902,14.60000038,-,29,19.33333397,19.33333397
Tue Dec 31 12:52:16 GMT+01:00 2019,31-dic-2019 12:52:15.547,13.93144237,42.04889014,9.39,15.17,455.0,229.2,1.01898193,-0.1126709,9.3107605,0.02352489,-,43.54060364,99.60784149,-,14.92884922,15.63660717,6.69830084,6.39511633,14.9703474,6.6797328,1083.28820801,0.02396096,-,-,-,-,0.00431297,177.16993713,135.51989746,33,0.26842472,492.35174561,0,-,52,14.50980377,-,0.75,45.05702972,2.70342183,1225,15.17000008,455,42.04888916,13.93144226,229.19999695,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10.97546577,0,89.02453613,-,-,-,7.05882359,-,14.50377369,-,-,0.43511295,-,-,-,-,54.2211647,6.95573282,-0.03967441,-0.03380265,0.79032463,-0.1078463,83,50.86800003,14.69999981,33.80400085,33,19.95454597,19.95454597
Tue Dec 31 12:52:18 GMT+01:00 2019,31-dic-2019 12:52:17.765,13.93122544,42.04875057,9.55,10.6189995,454.0,230.2,-0.88450623,-0.22631836,9.14685059,-0.00262452,-,43.53913116,2.74509811,-,11.91001129,15.6362009,8.39612293,6.39528227,14.82461739,6.74539661,1083.24609375,0.02630545,-,-,-,-,0.00473498,222.07731628,141.70256042,0.19599915,0.28850612,492.37182617,0,-,53,13.33333302,-,0,65.1246109,3.90747666,1267.5,10.61899948,454,42.04875183,13.93122578,230.19999695,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10.56026363,0,89.43973541,-,-,-,0,-,14.35873604,-,-,0.2900753,-,-,-,-,12.81631565,1.70117545,-0.0389418,-0.02075258,0.86520779,-0.03345397,84,52.86800003,14.69999981,34.38000107,34,20.56521797,20.56521797
Tue Dec 31 12:52:20 GMT+01:00 2019,31-dic-2019 12:52:19.924,13.93106336,42.04861707,8.6,9.101999,452.0,225.3,0.05587769,-1.70748901,9.88145447,0.05081374,-,43.53913116,1.56862748,-,181.2480011,15.63637066,0,6.39521265,14.93258095,6.69662666,1083.24609375,0.02630545,-,-,-,-,0.00473498,0,132.25572205,2.38000107,0.30858111,492.39190674,0,-,52,12.15686321,-,0.30000001,0,0,1206,9.10199928,452,42.04861832,13.93106365,225.30000305,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10.17533016,0,89.82466888,-,-,-,0,-,14.35873604,-,-,0.2900753,-,-,-,-,12.81631565,1.70117545,0.01533034,-0.13478442,0.93143034,0.04066809,87,54.86800003,14.89999962,30.96000099,32,21.04166603,21.04166603
Tue Dec 31 12:52:22 GMT+01:00 2019,31-dic-2019 12:52:22.062,13.93094664,42.04850412,6.5,7.585,452.0,226.2,-0.09487915,-1.70629883,10.27746582,0.03738008,-,43.53913116,0.39215687,-,181.2480011,15.63654137,0,6.39514303,15.03116512,6.65270615,1083.24609375,0.02630545,-,-,-,-,0.00473498,0,123.98974609,2.89999962,0.32567319,492.40899658,0,-,49,17.64705849,-,0.25,0,0,1168.5,7.58500004,452,42.04850388,13.93094635,226.19999695,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9.81747246,0,90.18252563,-,-,-,0,-,14.35873604,-,-,0.2900753,-,-,-,-,-,-,-0.02125809,-0.12893131,0.91703945,0.02574996,89,56.86800003,14.69999981,23.39999962,25,21.20000076,21.20000076
Tue Dec 31 12:52:24 GMT+01:00 2019,31-dic-2019 12:52:24.216,13.93089938,42.04843711,3.47,6.068,453.0,224.5,-0.10923767,-0.93460083,9.89700317,0.02916255,-,43.53913116,21.17647171,-,181.2480011,15.63671207,0,6.39507341,15.12154102,6.61294508,1083.24609375,0.02630545,-,-,-,-,0.00473498,0,116.69622803,4.28000069,0.33697292,492.42028809,0,-,45,8.23529434,-,0.45000002,0,0,855.5,6.06799984,453,42.04843521,13.93089962,224.5,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9.46335316,0,90.53664398,-,-,-,0,-,14.35873604,-,-,0.2900753,-,-,-,-,-,-,-0.01650158,-0.08831899,0.89581871,0.00020528,91,58.99599838,14.60000038,12.49199963,13,20.88461494,20.88461494
Tue Dec 31 12:52:27 GMT+01:00 2019,31-dic-2019 12:52:26.360,13.93085394,42.04842058,0.34,6.068,452.0,231.4,-0.34732056,-0.51824951,9.89581299,0.03995739,-,43.53882217,27.45098114,-,43.73706818,15.63688183,2.28634238,6.3950038,15.20469475,6.57677937,1083.24572754,0.02679599,-,-,-,-,0.00482328,-,116.69622803,3.29999971,0.34177291,492.42507935,0,-,44,12.15686321,-,0.40000001,13.60727406,0.81643641,797.5,6.06799984,452,42.04841995,13.93085384,231.3999939,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11.74416924,0,88.25582886,-,-,-,0,-,14.50377369,-,-,0.43511295,-,-,-,-,-,-,-0.01711131,-0.11051501,0.92338252,0.02982644,93,61.86899948,14.89999962,1.22399998,3,20.22222137,20.22222137
Tue Dec 31 12:52:29 GMT+01:00 2019,31-dic-2019 12:52:28.418,13.93085526,42.04841481,0.48,6.068,453.0,231.9,-3.03207397,2.03608704,9.96040344,0.05903117,-,43.53849792,20.7843132,-,7.59510469,15.63600636,13.16610146,6.3953619,14.91201782,6.70586109,1083.24938965,0.02731292,-,-,-,-,0.00491633,-,116.69622803,1.22399998,0.34177291,492.42507935,0,-,44,11.37254906,-,3.95000005,14.51373005,0.8708238,777,6.06799984,453,42.04841614,13.9308548,231.8999939,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14.50514317,0,85.49485779,-,-,-,7.05882359,-,14.35873604,-,-,0.2900753,-,-,-,-,-,-,-0.26151633,0.17047691,0.86740255,0.01687117,95,62.32600021,14.89999962,1.72799993,0,19.5,20.22222137
Tue Dec 31 12:52:31 GMT+01:00 2019,31-dic-2019 12:52:30.563,13.93085304,42.04837969,2.88,6.068,452.0,210.9,-2.42907715,-0.75514221,8.66828918,0.08473261,-,43.53769302,92.15686798,-,0,15.63592529,-,6.39539528,14.88571835,6.71770859,1083.16882324,0.02858996,-,-,-,-,0.00514619,-,116.69622803,10.27200031,0.34177291,492.42507935,0,-,64,5.88235283,-,0,37.19547653,2.23172855,1271,6.06799984,452,42.04837799,13.93085289,210.8999939,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14.85068893,0,85.14931488,-,-,-,8.23529434,-,14.93888664,-,-,0.87022591,-,-,-,-,56.73286819,7.55124044,-0.2293189,-0.15185994,0.96789742,0.10312486,97,63.81000137,14.69999981,10.36800003,12,19.24137878,19.9285717
Tue Dec 31 12:52:33 GMT+01:00 2019,31-dic-2019 12:52:32.825,13.93100448,42.04829776,5.69,6.068,453.0,115.6,0.40283203,-1.66322327,10.15423584,0.04067406,-,43.53640747,98.03921509,-,5.33982563,15.63480377,18.72681427,6.395854,14.54479408,6.87516928,1083.13122559,0.03063927,-,-,-,-,0.00551507,-,116.69622803,7.63199997,0.35068959,492.434021,0,-,59,16.07843208,-,1.25,57.48395538,3.44903731,1344,6.06799984,453,42.04829788,13.93100452,115.59999847,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14.41306019,0,85.58693695,-,-,-,14.50980377,-,14.79384899,-,-,0.72518826,-,-,-,-,38.73429871,5.45171213,-0.00052418,-0.13734621,0.90911299,0.01876494,99,65.80999756,14.89999962,20.48399925,18,19.20000076,19.86206818
