GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated), Fuel Remaining (Calculated from vehicle profile)(%),Engine Load(%),Engine Load(Absolute)(%),Kilometers Per Litre(Instant)(kpl),Kilometers Per Litre(Long Term Average)(kpl),Litres Per 100 Kilometer(Instant)(l/100km),Litres Per 100 Kilometer(Long Term Average)(l/100km),Trip average KPL(kpl),Trip average Litres/100 KM(l/100km),Actual engine % torque(%),Drivers demand engine % torque(%),Engine reference torque(Nm),CO₂ in g/km (Instantaneous)(g/km),CO₂ in g/km (Average)(g/km),GPS vs OBD Speed difference(km/h),Trip Distance(km),Trip distance (stored in vehicle profile)(km),Engine RPM(rpm),GPS Accuracy(m),GPS Altitude(m),GPS Latitude(°),GPS Longitude(°),GPS Bearing(°),GPS Satellites,Percentage of Idle driving(%),Percentage of Highway driving(%),Percentage of City driving(%),Throttle Position(Manifold)(%),Absolute Throttle Position B(%),Accelerator PedalPosition D(%),Accelerator PedalPosition E(%),Accelerator PedalPosition F(%),Relative Throttle Position(%),Relative Accelerator Pedal Position(%),Ambient air temp(°C),Trip time(whilst stationary)(s),Trip Time(Since journey start)(s),Run time since engine start(s),Trip time(whilst moving)(s),Speed (GPS)(km/h),Speed (OBD)(km/h),Average trip speed(whilst stopped or moving)(km/h),Average trip speed(whilst moving only)(km/h)
Wed Oct 09 19:23:05 GMT+02:00 2019,09-ott-2019 19:23:04.129,13.93093132,42.04803105,0.0,10.72,461.6170654296875,0.0,1.56707764,7.86080933,5.04623413,-0.01945603,99.99191284,67.05882263,-,0.87980521,0.3726677,113.6591568,268.32998657,0.3726677,268.32998657,-,-,-,-,-,0,-,-,790,10.72000027,461.61706543,42.04803085,13.93093109,0,10,100,0,0,-,-,16.07843208,16.07843208,-,-,5.49019623,21,2.73200011,8,78,5.47599983,0,0,0.30000001,1.5
Wed Oct 09 19:23:06 GMT+02:00 2019,09-ott-2019 19:23:05.088,13.93093172,42.04802823,0.0,9.648001,462.1195068359375,0.0,0.50405884,8.0978241,3.99757385,-0.02961523,99.9905777,36.86274719,-,0,0.37044945,-,269.93676758,0.37044945,269.93676758,-,-,-,-,-,1,-,-,1207.5,9.64800072,462.11950684,42.04802704,13.93093204,0,10,100,0,0,-,-,7.84313726,7.84313726,-,-,0,21,2.97399998,9,79,6.19299984,0,1,0.36363637,1.33333337
Wed Oct 09 19:23:07 GMT+02:00 2019,09-ott-2019 19:23:06.171,13.9309329,42.04802718,0.0,9.648001,461.930419921875,0.0,0.80093384,8.09542847,4.58415222,-0.02844707,99.9896698,32.15686417,-,0.46063873,0.38047048,217.08534241,262.82702637,0.38047048,262.82702637,-,-,-,-,-,2,0.00040042,0.00040042,800.5,9.64800072,461.93041992,42.04802704,13.930933,0,10,100,0,0,-,-,9.8039217,13.33333397,-,-,0,20,2.97399998,10,80,7.27400017,0,2,0.5,1.5
Wed Oct 09 19:23:08 GMT+02:00 2019,09-ott-2019 19:23:07.131,13.93093375,42.04802497,0.0,9.648001,461.6873779296875,0.0,0.49447632,9.03396606,2.7286377,-0.01769722,99.98851013,74.50980377,-,0.81192708,0.42361614,123.16120911,236.05786133,0.42361614,236.05786133,-,-,-,-,-,0,0.00040042,0.00040042,975,9.64800072,461.68737793,42.04802322,13.93093395,0,10,100,0,0,-,-,18.8235302,20.3921566,-,-,7.05882359,20,3.69499993,11,81,7.51399994,0,0,0.46153846,1.5
Wed Oct 09 19:23:09 GMT+02:00 2019,09-ott-2019 19:23:08.088,13.93093319,42.04801988,0.0,9.648001,461.6383056640625,0.0,0.87754822,9.15846252,2.38627625,-0.00102292,99.98638153,100,-,0,0.42178228,-,237.084198,0.42178228,237.084198,-,-,-,-,-,5,0.00040042,0.00040042,1234.5,9.64800072,461.63830566,42.04801941,13.930933,0,10,100,0,0,-,-,21.17647171,20.3921566,-,-,11.37254906,20,3.93400002,12,82,8.2329998,0,5,0.78571427,2.20000005
Wed Oct 09 19:23:10 GMT+02:00 2019,09-ott-2019 19:23:09.171,13.93093196,42.04801214,0.0,9.648001,461.71875,0.0,0.91825867,8.3611908,3.97602844,-0.0173271,99.98405457,87.05882263,-,0.8959378,0.46129525,111.61257172,216.77638245,0.46129525,216.77638245,-,-,-,-,-,12,0.00267181,0.00267181,1406,9.64800072,461.71875,42.04801178,13.93093204,0,10,93.68961334,0,6.31038666,-,-,16.07843208,7.84313726,-,-,12.94117641,20,3.93400002,13,83,9.31400013,0,12,1.5333333,3.83333325
Wed Oct 09 19:23:11 GMT+02:00 2019,09-ott-2019 19:23:10.129,13.9309298,42.04800866,0.0,9.648001,461.5028076171875,0.0,2.03634644,7.98051453,4.91694641,-0.02024057,99.98175049,16.47058868,-,2.43758941,0.61331791,41.02328491,163.04418945,0.61331791,163.04418945,-,-,-,-,-,15,0.00670681,0.00670681,1208.5,9.64800072,461.50280762,42.04800797,13.93093014,0,10,87.35923767,0,12.64076614,-,-,7.84313726,7.84313726,-,-,0,20,3.93400002,14,84,10.27400017,0,15,2.375,5.42857122
Wed Oct 09 19:23:12 GMT+02:00 2019,09-ott-2019 19:23:11.092,13.93092799,42.04800512,0.0,9.648001,461.39227294921875,0.0,1.93339539,6.82650757,7.08369446,0.03645693,99.98086548,29.01960754,-,7.07636404,1.07496405,14.13125801,93.02443695,1.07496405,93.02443695,-,-,-,373.77151489,373.77151489,13,0.01045181,0.01045181,764.5,9.64800072,461.39227295,42.04800415,13.93092823,0,11,81.81398773,0,18.18601227,-,-,7.84313726,7.84313726,-,-,0,20,3.93400002,15,85,11.23700047,0,13,3,6.375
Wed Oct 09 19:23:13 GMT+02:00 2019,09-ott-2019 19:23:12.170,13.93092261,42.0480024,2.03,9.648001,461.89190673828125,20.2,1.87593079,7.77461243,5.44366455,0.00041845,99.97992706,23.92156982,-,5.74644947,1.38639641,17.40168762,72.12794495,1.38639641,72.12794495,-,-,-,-,373.77151489,7,0.01310736,0.01310736,848.5,9.64800072,461.89190674,42.04800415,13.93092251,20.20000076,12,76.39093781,0,23.60906029,-,-,7.84313726,7.84313726,-,-,0,20,3.93400002,16,86,12.31400013,7.30799961,7,3.22222233,6.44444466
Wed Oct 09 19:23:14 GMT+02:00 2019,09-ott-2019 19:23:13.130,13.93092234,42.04800783,1.5,9.648001,460.51397705078125,19.6,2.34280396,7.55435181,5.61126709,-0.01396475,99.97892761,36.07843018,-,3.28531027,1.50507855,30.43789291,66.44033813,1.50507855,66.44033813,-,-,-,-,373.77151489,7.30799961,0.01310736,0.01310736,769,9.64800072,460.51397705,42.04800797,13.93092251,19.60000038,12,76.32053375,0,23.67947006,-,-,19.6078434,21.56862831,-,-,7.05882359,20,4.65600014,17,87,12.55300045,5.39999962,0,3.05263162,6.44444466
Wed Oct 09 19:23:15 GMT+02:00 2019,09-ott-2019 19:23:14.088,13.93092039,42.04800892,0.99,10.72,459.964599609375,19.3,0.8057251,8.3899231,4.37345886,-0.01304507,99.97705078,98.8235321,-,0,1.5008626,-,66.62696838,1.5008626,66.62696838,-,-,-,-,373.77151489,4.39999962,0.01310736,0.01310736,1434,10.72000027,459.96459961,42.04800797,13.9309206,19.29999924,12,77.5692215,0,22.43078041,-,-,7.84313726,7.84313726,-,-,8.23529434,20,4.89499998,18,88,13.27200031,3.56399989,1,2.95000005,5.9000001
Wed Oct 09 19:23:16 GMT+02:00 2019,09-ott-2019 19:23:15.169,13.93091165,42.04800781,1.06,10.72,461.4849853515625,10.5,1.99325562,8.36598206,3.72462463,-0.02564204,99.97570801,12.94117641,-,0.30882552,1.43463838,323.8006897,69.70252991,1.43463838,69.70252991,-,-,-,-,373.77151489,1.43600011,0.01390819,0.01390819,1109,10.72000027,461.48498535,42.04800797,13.93091202,10.5,12,78.82897186,0,21.17103004,-,-,7.84313726,7.84313726,-,-,0,20,4.89499998,19,89,14.35299969,3.81599975,5,3.0476191,5.81818199
Wed Oct 09 19:23:17 GMT+02:00 2019,09-ott-2019 19:23:16.129,13.93090771,42.04800723,0.54,10.72,461.6798095703125,347.7,1.63172913,7.84883118,4.08854675,-0.02208977,99.97476196,32.94117737,-,2.47843671,1.48957503,40.3471756,67.13184357,1.48957503,67.13184357,-,-,-,-,373.77151489,1.18400025,0.01540819,0.01540819,770.5,10.72000027,461.67980957,42.04800797,13.93090725,347.70001221,12,79.8347168,0,20.1652813,-,-,7.84313726,7.84313726,-,-,0,20,4.89499998,20,90,15.31299973,1.94400001,5,3.13636374,5.75
Wed Oct 09 19:23:18 GMT+02:00 2019,09-ott-2019 19:23:17.088,13.93090813,42.04801032,0.98,10.72,461.5635986328125,333.8,1.25582886,8.54075623,3.81800842,-0.03082493,99.97384644,31.37254906,-,2.29162002,1.52967727,43.63634491,65.37190247,1.52967727,65.37190247,-,-,-,-,373.77151489,2.05599999,0.01660695,0.01660695,779.5,10.72000027,461.56359863,42.04801178,13.9309082,333.79998779,10,80.74833679,0,19.25166512,-,-,7.84313726,7.84313726,-,-,0,20,4.89499998,21,91,16.27199936,3.52799988,4,3.173913,5.61538458
Wed Oct 09 19:23:19 GMT+02:00 2019,09-ott-2019 19:23:18.170,13.93090325,42.0480161,0.9,10.72,461.0693359375,326.1,1.35877991,7.87037659,4.58415222,-0.03080585,99.97294617,31.76470566,-,1.84255493,1.54457629,54.2713356,64.74133301,1.54457629,64.74133301,-,-,-,-,373.77151489,1.52799988,0.01740695,0.01740694,782,10.72000027,461.06933594,42.04801559,13.93090343,326.1000061,11,81.68374634,0,18.31625366,-,-,7.84313726,7.84313726,-,-,0,20,4.89499998,22,92,17.35300064,3.23999977,2,3.125,5.35714293
Wed Oct 09 19:23:20 GMT+02:00 2019,09-ott-2019 19:23:19.129,13.93090281,42.0480175,0.65,10.72,461.719970703125,320.1,1.00444031,8.21754456,3.79406738,-0.02971399,99.97192383,34.11764908,-,0.91664797,1.51603401,109.09086609,65.96020508,1.51603401,65.96020508,-,-,-,-,373.77151489,2.23999977,0.01785695,0.01785694,780,10.72000027,461.7199707,42.04801559,13.93090248,320.1000061,11,82.44139862,0,17.55860138,-,-,7.84313726,7.84313726,-,-,0,20,4.89499998,23,93,18.31299973,2.33999991,1,3.03999996,5.0666666
Wed Oct 09 19:23:21 GMT+02:00 2019,09-ott-2019 19:23:20.089,13.93090515,42.04801829,0.67,10.72,461.0478515625,315.5,1.07148743,7.95178223,4.43331909,-0.0291911,99.97101593,34.50980377,-,0.46063873,1.47014725,217.08534241,68.01898193,1.47014725,68.01898193,-,-,-,-,373.77151489,2.33999991,0.01785695,0.01785694,777.5,10.72000027,461.04785156,42.04801941,13.93090534,315.5,12,83.13886261,0,16.8611393,-,-,7.84313726,7.84313726,-,-,0,20,5.61499977,24,94,18.5529995,2.41199994,0,2.92307687,5.0666666
Wed Oct 09 19:23:22 GMT+02:00 2019,09-ott-2019 19:23:21.172,13.93090639,42.04802194,0.83,10.72,461.7071533203125,314.4,0.47053528,8.39710999,4.29444885,-0.02957842,99.97011566,54.11764908,-,0,1.46723032,-,68.15420532,1.46723032,68.15420532,-,-,-,-,373.77151489,2.41199994,0.01785695,0.01785694,775,10.72000027,461.70715332,42.04802322,13.9309063,314.3999939,12,83.86074829,0,16.13925362,-,-,16.47058868,15.68627453,-,-,5.88235283,20,6.6960001,25,95,18.5529995,2.98799992,0,2.81481481,5.0666666
Wed Oct 09 19:23:23 GMT+02:00 2019,09-ott-2019 19:23:22.130,13.93091371,42.04801287,0.0,10.72,461.46221923828125,0.0,0.73629761,7.66687012,4.46205139,-0.07363123,99.96867371,97.64706421,-,0,1.46443558,-,68.28427124,1.46443558,68.28427124,-,-,-,-,373.77151489,1.98799992,0.01785695,0.01785694,1145,10.72000027,461.46221924,42.04801178,13.93091393,0,12,84.4513092,0,15.54868698,-,-,7.84313726,7.84313726,-,-,2.35294127,20,6.93499994,26,96,19.27300072,0,1,2.75,4.8125
Wed Oct 09 19:23:24 GMT+02:00 2019,09-ott-2019 19:23:23.152,13.93092024,42.04801047,1.05,10.72,460.9598388671875,295.8,2.41941833,7.51364136,5.71421814,0.00482352,99.96746063,15.29411793,-,0.34460881,1.42136538,290.17807007,70.35342407,1.42136538,70.35342407,-,-,-,-,373.77151489,4,0.01852361,0.01852361,1194,10.72000027,460.95983887,42.04801178,13.9309206,295.79998779,12,85.0343399,0,14.965662,-,-,7.84313726,7.84313726,-,-,0,20,6.93499994,27,97,20.29400063,3.77999973,4,2.79310346,4.76470566
Wed Oct 09 19:23:25 GMT+02:00 2019,09-ott-2019 19:23:24.234,13.93091689,42.04800148,0.0,10.72,458.064697265625,0.0,1.45695496,7.91586304,4.80201721,-0.02650303,99.96656036,29.01960754,-,1.96142948,1.44136775,50.98216248,69.37710571,1.44136775,69.37710571,-,-,-,-,373.77151489,2.77999973,0.01923056,0.01923056,778,10.72000027,458.06469727,42.04800034,13.93091679,0,12,85.60528564,0,14.39471531,-,-,7.84313726,7.84313726,-,-,0,20,6.93499994,28,98,21.37400055,0,1,2.73333335,4.55555534
Wed Oct 09 19:23:26 GMT+02:00 2019,09-ott-2019 19:23:25.202,13.93091646,42.04799437,0.4,10.72,458.61712646484375,287.8,1.70355225,7.49688721,5.55619812,-0.011113,99.96556854,90.98039246,-,0.47668889,1.40691495,209.77606201,71.07602692,1.40691495,71.07602692,-,-,-,-,373.77151489,0,0.01923056,0.01923056,762.5,10.72000027,458.61712646,42.04799271,13.93091679,287.79998779,11,86.08217621,0,13.91782475,-,-,21.17647171,20.3921566,-,-,10.98039246,20,7.65500021,29,99,21.62400055,1.43999994,0,2.64516139,4.55555534
Wed Oct 09 19:23:27 GMT+02:00 2019,09-ott-2019 19:23:26.162,13.93090847,42.04799002,0.41,10.72,457.955810546875,285.5,1.51679993,7.43702698,5.11087036,-0.04823071,99.96375275,59.60784531,-,0,1.40460467,-,71.1929245,1.40460467,71.1929245,-,-,-,-,373.77151489,0.43999994,0.01923056,0.01923056,1448.5,10.72000027,457.95581055,42.04798889,13.9309082,285.5,12,86.52446747,0,13.47552872,-,-,14.90196133,14.11764717,-,-,4.31372547,20,7.89599991,30,100,22.34399986,1.47599995,1,2.59375,4.36842108
Wed Oct 09 19:23:28 GMT+02:00 2019,09-ott-2019 19:23:27.246,13.93089894,42.04798879,0.45,10.72,455.193603515625,276.8,1.38990784,8.55033875,3.9520874,-0.01040792,99.96246338,16.47058868,-,0.32228437,1.36852741,310.27853394,73.06972504,1.36852741,73.06972504,-,-,-,-,373.77151489,0.52400005,0.01963014,0.01963014,1037.5,10.72000027,455.19360352,42.04798889,13.93089867,276.79998779,12,86.98956299,0,13.01043987,-,-,7.84313726,7.84313726,-,-,0,20,7.89599991,31,101,23.42499924,1.61999989,2,2.5757575,4.25
Wed Oct 09 19:23:29 GMT+02:00 2019,09-ott-2019 19:23:28.209,13.93088959,42.04798723,0.28,10.72,455.4495849609375,271.4,2.06747437,7.71235657,6.39656067,-0.01197954,99.96148682,33.33333206,-,0.97200501,1.35573637,102.87799072,73.75912476,1.35573637,73.75912476,-,-,-,-,373.77151489,1.61999989,0.01963014,0.01963014,768,10.72000027,455.44958496,42.04798889,13.93088913,271.3999939,12,87.37921143,0,12.62078762,-,-,7.84313726,7.84313726,-,-,0,20,8.61499977,32,102,23.67300034,1.00800002,0,2.5,4.25
Wed Oct 09 19:23:30 GMT+02:00 2019,09-ott-2019 19:23:29.169,13.93087903,42.04797934,0.0,9.648001,456.782958984375,0.0,1.24386597,8.19360352,4.22262573,-0.02865743,99.96056366,30.98039246,-,0,1.35371888,-,73.86904907,1.35371888,73.86904907,-,-,-,-,373.77151489,1.00800002,0.01963014,0.01963014,788.5,9.64800072,456.78295898,42.04797745,13.93087864,0,12,87.74325562,0,12.25674534,-,-,7.84313726,7.84313726,-,-,0,20,9.57400036,33,103,23.67300034,0,0,2.42857146,4.25
Wed Oct 09 19:23:31 GMT+02:00 2019,09-ott-2019 19:23:30.253,13.93087541,42.0479725,0.0,9.648001,456.5223388671875,0.0,1.44737244,7.75546265,5.11805725,-0.02903245,99.95967102,32.15686417,-,0,1.35176539,-,73.97579193,1.35176539,73.97579193,-,-,-,-,373.77151489,0,0.01963014,0.01963014,781.5,9.64800072,456.52233887,42.04797363,13.93087578,0,12,88.12991333,0,11.87008476,-,-,7.84313726,7.84313726,-,-,0,20,10.65699959,34,104,23.67300034,0,0,2.36111116,4.25
Wed Oct 09 19:23:32 GMT+02:00 2019,09-ott-2019 19:23:31.212,13.93087289,42.04797027,0.0,9.648001,456.18194580078125,0.0,1.40666199,8.09303284,4.56739807,-0.01534796,99.95867157,32.15686417,-,0,1.34987223,-,74.07954407,1.34987223,74.07954407,-,-,-,-,373.77151489,0,0.01963014,0.01963014,778,9.64800072,456.1819458,42.04796982,13.93087292,0,12,88.45281982,0,11.54718018,-,-,7.84313726,7.84313726,-,-,0,20,11.61699963,35,105,23.67300034,0,0,2.29729724,4.25
Wed Oct 09 19:23:33 GMT+02:00 2019,09-ott-2019 19:23:32.171,13.93087189,42.04796962,0.0,9.648001,456.09429931640625,0.0,1.37554932,8.09303284,4.97680664,-0.02590226,99.9577713,31.37254906,-,0,1.34803569,-,74.18047333,1.34803569,74.18047333,-,-,-,-,373.77151489,0,0.01963014,0.01963014,780,9.64800072,456.09429932,42.04796982,13.93087196,0,12,88.75800323,0,11.24199963,-,-,7.84313726,7.84313726,-,-,0,20,12.57499981,36,106,23.67300034,0,0,2.23684216,4.25
Wed Oct 09 19:23:34 GMT+02:00 2019,09-ott-2019 19:23:33.255,13.93087247,42.04796587,0.0,9.648001,456.742431640625,0.0,1.42582703,8.12895203,4.92173767,-0.02049001,99.95688629,29.41176605,-,0,1.34625256,-,74.27872467,1.34625256,74.27872467,-,-,-,-,373.77151489,0,0.01963014,0.01963014,780.5,9.64800072,456.74243164,42.047966,13.93087292,0,12,89.08384705,0,10.91615295,-,-,7.84313726,7.84313726,-,-,0,20,13.65699959,37,107,23.67300034,0,0,2.17948723,4.25
Wed Oct 09 19:23:35 GMT+02:00 2019,09-ott-2019 19:23:34.230,13.93087354,42.04796388,0.0,9.648001,457.54022216796875,0.0,1.35160828,7.76502991,4.49795532,-0.05593193,99.95586395,29.80392265,-,0,1.34451985,-,74.37444305,1.34451985,74.37444305,-,-,-,-,373.77151489,0,0.01963014,0.01963014,777.5,9.64800072,457.54022217,42.04796219,13.93087387,0,12,89.36253357,0,10.63746452,-,-,7.84313726,7.84313726,-,-,0,20,14.63500023,38,108,23.67300034,0,0,2.125,4.25
Wed Oct 09 19:23:36 GMT+02:00 2019,09-ott-2019 19:23:35.191,13.93087229,42.04796168,0.0,9.648001,457.1287841796875,0.0,1.61735535,7.84164429,5.23298645,-0.02735731,99.95496368,36.07843018,-,0,1.34283507,-,74.46775818,1.34283507,74.46775818,-,-,-,-,373.77151489,0,0.01963014,0.01963014,774,9.64800072,457.12878418,42.04796219,13.93087196,0,11,89.62232971,0,10.37767124,-,-,8.23529434,7.84313726,-,-,0,20,15.59399986,39,109,23.67300034,0,0,2.07317066,4.25
Wed Oct 09 19:23:37 GMT+02:00 2019,09-ott-2019 19:23:36.272,13.93086898,42.0479602,0.0,9.648001,456.57275390625,0.0,0.51602173,8.32287598,3.93292236,-0.0292074,99.95405579,54.50980377,-,0,1.34119546,-,74.55879974,1.34119546,74.55879974,-,-,-,-,373.77151489,0,0.01963014,0.01963014,785,9.64800072,456.57275391,42.04795837,13.9308691,0,11,89.90011597,0,10.09988308,-,-,15.29411793,14.90196133,-,-,4.70588255,20,16.67399979,40,110,23.67300034,0,0,2.02380943,4.25
Wed Oct 09 19:23:38 GMT+02:00 2019,09-ott-2019 19:23:37.232,13.93086968,42.04795808,0.0,9.648001,457.740966796875,0.0,-0.6978302,8.2414856,4.84512329,-0.04197739,99.95250702,75.6862793,-,0,1.33959877,-,74.64766693,1.33959877,74.64766693,-,-,-,-,373.77151489,2,0.01963014,0.01963014,1123,9.64800072,457.7409668,42.04795837,13.93087006,0,11,90.13484192,0,9.86515617,-,-,14.50980377,14.11764717,-,-,3.92156863,20,16.91399956,41,111,24.39299965,0,2,2.02325583,4.14285707
Wed Oct 09 19:23:39 GMT+02:00 2019,09-ott-2019 19:23:38.192,13.93087239,42.04795785,0.0,9.648001,458.4754638671875,0.0,-0.24772644,8.2702179,4.44767761,-0.02268829,99.95119476,92.94117737,-,0.63411218,1.32239175,157.69752502,75.61898041,1.32239175,75.61898041,-,-,-,-,373.77151489,6,0.0206957,0.0206957,1103,9.64800072,458.47546387,42.04795837,13.93087196,0,11,88.65544891,0,11.34454823,-,-,16.07843208,16.86274529,-,-,4.70588255,20,16.91399956,42,112,25.35300064,0,6,2.11363626,4.22727251
Wed Oct 09 19:23:40 GMT+02:00 2019,09-ott-2019 19:23:39.273,13.93087384,42.0479563,0.0,9.648001,458.5966796875,0.0,0.00366211,8.51681519,4.37106323,-0.02388014,99.94963074,74.50980377,-,1.59855545,1.32896709,62.5551796,75.24484253,1.32896709,75.24484253,-,-,-,-,373.77151489,11,0.02296236,0.02296236,1265,9.64800072,458.59667969,42.04795456,13.93087387,0,11,86.44458771,0,13.55541229,-,-,23.92156982,23.13725471,-,-,14.11764717,20,16.91399956,43,113,26.43400002,0,11,2.31111121,4.52173901
Wed Oct 09 19:23:41 GMT+02:00 2019,09-ott-2019 19:23:40.233,13.93087556,42.04795581,0.0,9.648001,458.95147705078125,0.0,0.86798096,8.25105286,4.74456787,-0.02733878,99.94732666,70.58823395,-,2.23944473,1.35014105,44.65299988,74.06479645,1.35014105,74.06479645,-,-,-,-,373.77151489,15,0.02684792,0.02684792,1700,9.64800072,458.95147705,42.04795456,13.93087578,0,11,84.57163239,0,15.42836475,-,-,22.35294151,20.3921566,-,-,12.94117641,20,16.91399956,44,114,27.3939991,0,15,2.5869565,4.95833349
