GPS Time,Device Time,Longitude,Latitude,GPS Speed (Meters/second),Horizontal Dilution of Precision,Altitude,Bearing,G(x),G(y),G(z),G(calibrated),Timing Advance(°),Fuel Remaining (Calculated from vehicle profile)(%),Engine Load(%),Engine Load(Absolute)(%),Kilometers Per Litre(Instant)(kpl),Kilometers Per Litre(Long Term Average)(kpl),Litres Per 100 Kilometer(Instant)(l/100km),Litres Per 100 Kilometer(Long Term Average)(l/100km),Trip average KPL(kpl),Trip average Litres/100 KM(l/100km),Distance to empty (Estimated)(km),Fuel used (trip)(l),Turbo Pressure Control(psi),Actual engine % torque(%),Drivers demand engine % torque(%),Engine reference torque(Nm),Fuel cost (trip)(cost),CO₂ in g/km (Instantaneous)(g/km),CO₂ in g/km (Average)(g/km),GPS vs OBD Speed difference(km/h),Trip Distance(km),Trip distance (stored in vehicle profile)(km),Distance travelled with MIL/CEL lit(km),Distance travelled since codes cleared(km),Volumetric Efficiency (Calculated)(%),EGR Commanded(%),EGR Error(%),Fuel Rate (direct from ECU)(L/m),Fuel flow rate/minute(cc/min),Fuel flow rate/hour(l/hr),Engine RPM(rpm),GPS Accuracy(m),GPS Altitude(m),GPS Latitude(°),GPS Longitude(°),GPS Bearing(°),GPS Satellites,Fuel Level (From Engine ECU)(%),NOx Post SCR(ppm),NOx Pre SCR(ppm),O2 Sensor1 Equivalence Ratio,O2 Sensor1 Equivalence Ratio(alternate),O2 Sensor2 Equivalence Ratio,O2 Sensor3 Equivalence Ratio,O2 Sensor4 Equivalence Ratio,O2 Sensor5 Equivalence Ratio,O2 Sensor6 Equivalence Ratio,O2 Sensor7 Equivalence Ratio,O2 Sensor8 Equivalence Ratio,O2 Volts Bank 1 sensor 1(V),O2 Volts Bank 1 sensor 2(V),O2 Volts Bank 1 sensor 3(V),O2 Volts Bank 1 sensor 4(V),O2 Volts Bank 2 sensor 1(V),O2 Volts Bank 2 sensor 2(V),Percentage of Idle driving(%),Percentage of Highway driving(%),Percentage of City driving(%),Throttle Position(Manifold)(%),Absolute Throttle Position B(%),Relative Throttle Position(%),Relative Accelerator Pedal Position(%),Fuel pressure(psi),Intake Manifold Pressure(psi),Fuel Rail Pressure(psi),Exhaust Pressure(psi),Turbo Boost & Vacuum Gaugeacuum Gauge(psi),Evap System Vapour Pressure(Pa),Air Fuel Ratio(Commanded)(:1),Air Fuel Ratio(Measured)(:1),Commanded Equivalence Ratio(lambda),Torque(Nm),Engine kW (At the wheels)(kW),Acceleration Sensor(X axis)(g),Acceleration Sensor(Y axis)(g),Acceleration Sensor(Z axis)(g),Acceleration Sensor(Total)(g),Run time since engine start(s),Trip time(whilst moving)(s),Voltage (OBD Adapter)(V),Speed (GPS)(km/h),Speed (OBD)(km/h),Average trip speed(whilst stopped or moving)(km/h),Average trip speed(whilst moving only)(km/h),Driver
Wed Feb 12 07:18:55 GMT+01:00 2020,12-feb-2020 07:18:53.170,13.92879843,42.04831537,0.0,28.823,434.0,0.0,-2.09408569,8.43449402,3.98672485,-0.00893059,-,-,-,-,-,16.833887100000002,-,5.94034672,-,-,-,-,-,-,-,-,-,-,-,-,-,3466.48925781,-,-,-,-,-,-,-,-,-,28.82299995,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.18675451,0.85771191,0.32090771,-0.02616332,-,-,-,-,-,-,-,Aniceto
Wed Feb 12 07:18:55 GMT+01:00 2020,12-feb-2020 07:18:53.693,13.92879843,42.04831537,0.0,28.823,434.0,0.0,-1.41931152,9.05303955,4.71653748,0.02027527,-,-,-,-,-,16.833887100000002,-,5.94034672,-,-,-,-,-,-,-,-,-,-,-,15,-,3466.48925781,-,-,-,-,-,-,-,-,-,28.82299995,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.19358441,0.98833084,0.44091395,0.14357062,-,-0.001,-,-,15,15,15,Aniceto
Wed Feb 12 07:18:58 GMT+01:00 2020,12-feb-2020 07:18:56.455,13.9286173,42.04814294,7.05,19.720999,443.0,204.7,-0.76727295,8.59242249,2.88363647,-0.02274331,-,-,73.33333588,-,0,14.017014499999998,-,7.13403845,-,-,-,-,-,-,-,-,-,-,-,6.39199829,0.00852597,3466.49755859,-,-,-,-,-,-,-,-,1073,19.72099876,443,42.04814148,13.92861748,204.69999695,9,40,-,-,-,1.00045776,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,100,-,-,-,-,-,14.06866074,-,-,-0.63133907,-,-,14.50663757,-,8.24433517,0.92638886,-0.0526016,0.91320348,0.16370329,-0.04770475,-,2.70700002,-,25.37999916,16,15.33333302,15.33333302,Aniceto
Wed Feb 12 07:19:01 GMT+01:00 2020,12-feb-2020 07:18:59.354,13.92852826,42.04798903,8.75,22.755,446.0,192.8,-0.87254333,9.04107666,2.9362793,-0.00636616,-,0,64.70588684,-,3.64633274,14.01692104,27.42424393,7.13408613,3.64633274,27.42424393,0,0.00533729,-,-,-,-,0.00779244,725.37072754,725.37072754,4.63199806,0.02009875,3466.50927734,-,-,122,-,-,-,-,-,1330.5,22.75499916,446,42.04798889,13.92852783,192.80000305,10,40,-,-,-,1.00045776,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,100,-,-,-,-,-,16.09918976,-,-,2.03052902,-,-,14.50663757,-,38.73060608,5.39643717,-0.01393978,0.89686054,0.20748560000000002,-0.05146691,-,5.70599985,-,31.5,21,16.75,16.75,Aniceto
Wed Feb 12 07:19:03 GMT+01:00 2020,12-feb-2020 07:19:01.911,13.92849064,42.04767829,12.5,22.755,442.0,191.9,0.07261658,8.91186523,3.0020752,0.00244479,-,0,72.54901886,-,4.97641993,14.01683998,20.09434891,7.13412762,4.31137657,23.19396591,0,0.01317676,-,-,-,-,0.01923807,531.49517822,628.4329834,21.77999878,0.03875875,3466.52783203,-,-,106,-,-,-,162.70101929,9.76206112,1816.5,22.75499916,442,42.0476799,13.92849064,191.8999939,10,40,-,-,-,1.00045776,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,100,-,-,-,-,-,19.43505669,-,-,5.36639595,-,-,14.50663757,-,38.73060608,5.39643717,0.04374653,0.94442409,0.2559031,0.01055189,-,7.70800018,-,45,27,18.79999924,18.79999924,Aniceto
Wed Feb 12 07:19:06 GMT+01:00 2020,12-feb-2020 07:19:04.130,13.92869671,42.04753578,7.62,16.687,445.0,176.8,1.13623047,9.23968506,2.63119507,-0.01549149,-,0,60.7843132,-,6.4631896,14.01677227,15.47191429,7.13416195,5.02864742,19.88564873,0,0.01829249,-,-,-,-,0.02670704,409.23187256,555.36590576,12.54399872,0.05546542,3466.54467773,-,-,91,10.5882349,-1.5625,-,142.7645874,8.56587505,1909,16.68700027,445,42.04753494,13.92869663,176.80000305,10,40,-,-,-,1.00045776,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,100,-,-,-,-,-,17.98468018,7608.6796875,-,3.91601944,-,-,14.50663757,-,15.62550831,3.12376285,0.11582369,0.94186389,0.1682156,-0.01352809,-,10.71100044,14.19999981,27.43199921,29,20.5,20.5,Aniceto
Wed Feb 12 07:19:08 GMT+01:00 2020,12-feb-2020 07:19:06.329,13.92871579,42.04744084,7.38,15.17,442.0,205.8,2.14601135,11.20898438,2.98413086,0.1201363,-,0,71.76470947,-,7.29272032,14.01671124,13.71201897,7.13419247,5.594666,17.87379646,0,0.02437898,-,-,-,-,0.03559331,362.68264771,507.19509888,1.56800079,0.07349375,3466.56274414,-,-,86,9.8039217,0,-,163.68858337,9.82131481,1898.5,15.17000008,442,42.04743958,13.92871571,205.80000305,10,40,-,-,-,1.00045776,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,100,-,-,-,-,-,17.25949097,9238.90429688,-,3.19083023,-,-,14.50663757,-,15.62550831,3.12376285,0.21875753,1.14260793,0.20419274,0.20288371,-,12.70899963,14.19999981,26.56799889,29,21.7142849,21.7142849,Aniceto
Wed Feb 12 07:19:10 GMT+01:00 2020,12-feb-2020 07:19:08.479,13.92867705,42.04730585,7.35,12.136,444.0,205.1,0.83354187,9.01356506,2.04136658,-0.01991386,-,0,67.05882263,-,5.02866507,14.01663017,19.88558006,7.13423395,5.48146582,18.24291611,0,0.03161591,-,-,-,-,0.04615922,525.97320557,510.95071411,3.43200111,0.09127569,3466.58032227,-,-,83,9.01960754,-1.5625,-,199.36428833,11.9618578,1988.5,12.13599968,444,42.04730606,13.92867661,205.1000061,12,40,-,-,-,1.00045776,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,100,-,-,-,-,-,19.72513199,11330.34765625,-,5.65647125,-,-,14.50663757,-,7.68040085,1.59936464,0.02886726,0.93625343,0.11431055,-0.03876966,-,14.70899963,14.19999981,26.45999908,30,22.75,22.75,Aniceto
Wed Feb 12 07:19:12 GMT+01:00 2020,12-feb-2020 07:19:10.621,13.92852226,42.04714958,8.44,9.101999000000001,439.0,209.4,1.25587463,8.64985657,3.36219788,-0.0263707,-,0,58.03921509,-,3.88912559,14.01653957,25.71218491,7.134280199999999,5.21607542,19.17110252,0,0.04193306,-,-,-,-,0.06122227,680.08685303,539.14007568,5.81999969,0.11016694,3466.59936523,-,-,84,9.01960754,-4.6875,-,286.45501709,17.18730164,2153,9.10199928,439,42.04714966,13.92852211,209.3999939,12,40,-,-,-,1.00045776,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,100,-,-,-,-,-,23.93122673,12854.69433594,-,9.86256599,-,-,14.50663757,-,23.52802467,5.30478096,0.14119123,0.86185867,0.32590842,-0.02800282,-,16.70999908,14.19999981,30.38399696,33,23.88888931,23.88888931,Aniceto
Wed Feb 12 07:19:14 GMT+01:00 2020,12-feb-2020 07:19:12.881,13.92850648,42.04700174,9.01,9.101999000000001,437.0,214.3,0.42077637,9.82232666,5.84236145,0.07810303,-,0,0,-,6.75461817,14.01647472,14.80437756,7.13431358,5.43586731,18.3959446,0,0.04942111,-,-,-,-,0.07215481,391.57553101,518.05944824,2.9600029,0.13026473,3466.61938477,-,-,82,0,-55.46875,-,211.02987671,12.66179276,1846,9.10199928,437,42.04700089,13.92850685,214.30000305,13,40,-,-,-,1.00045776,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,100,-,-,-,-,-,18.27475548,3462.05078125,-,4.20609474,-,-,14.50663757,-,19.68515205,3.80547118,0.13582499,0.89881265,0.43432826,0.05478861,-,18.71199989,14.19999981,32.43600082,35,25,25,Aniceto
