GPS Time,Device Time,Longitude,Latitude,GPS Speed (Meters/second),Horizontal Dilution of Precision,Altitude,Bearing,G(x),G(y),G(z),G(calibrated),Timing Advance(°),Fuel Remaining (Calculated from vehicle profile)(%),Engine Load(%),Engine Load(Absolute)(%),Kilometers Per Litre(Instant)(kpl),Kilometers Per Litre(Long Term Average)(kpl),Litres Per 100 Kilometer(Instant)(l/100km),Litres Per 100 Kilometer(Long Term Average)(l/100km),Trip average KPL(kpl),Trip average Litres/100 KM(l/100km),Distance to empty (Estimated)(km),Fuel used (trip)(l),Turbo Pressure Control(psi),Actual engine % torque(%),Drivers demand engine % torque(%),Engine reference torque(Nm),Fuel cost (trip)(cost),CO₂ in g/km (Instantaneous)(g/km),CO₂ in g/km (Average)(g/km),GPS vs OBD Speed difference(km/h),Trip Distance(km),Trip distance (stored in vehicle profile)(km),Distance travelled with MIL/CEL lit(km),Distance travelled since codes cleared(km),Volumetric Efficiency (Calculated)(%),EGR Commanded(%),EGR Error(%),Fuel Rate (direct from ECU)(L/m),Fuel flow rate/minute(cc/min),Fuel flow rate/hour(l/hr),Engine RPM(rpm),GPS Accuracy(m),GPS Altitude(m),GPS Latitude(°),GPS Longitude(°),GPS Bearing(°),GPS Satellites,Fuel Level (From Engine ECU)(%),NOx Post SCR(ppm),NOx Pre SCR(ppm),O2 Sensor1 Equivalence Ratio,O2 Sensor1 Equivalence Ratio(alternate),O2 Sensor2 Equivalence Ratio,O2 Sensor3 Equivalence Ratio,O2 Sensor4 Equivalence Ratio,O2 Sensor5 Equivalence Ratio,O2 Sensor6 Equivalence Ratio,O2 Sensor7 Equivalence Ratio,O2 Sensor8 Equivalence Ratio,O2 Volts Bank 1 sensor 1(V),O2 Volts Bank 1 sensor 2(V),O2 Volts Bank 1 sensor 3(V),O2 Volts Bank 1 sensor 4(V),O2 Volts Bank 2 sensor 1(V),O2 Volts Bank 2 sensor 2(V),Percentage of Idle driving(%),Percentage of Highway driving(%),Percentage of City driving(%),Throttle Position(Manifold)(%),Absolute Throttle Position B(%),Relative Throttle Position(%),Relative Accelerator Pedal Position(%),Fuel pressure(psi),Intake Manifold Pressure(psi),Fuel Rail Pressure(psi),Exhaust Pressure(psi),Turbo Boost & Vacuum Gaugeacuum Gauge(psi),Evap System Vapour Pressure(Pa),Air Fuel Ratio(Commanded)(:1),Air Fuel Ratio(Measured)(:1),Commanded Equivalence Ratio(lambda),Torque(Nm),Engine kW (At the wheels)(kW),Acceleration Sensor(X axis)(g),Acceleration Sensor(Y axis)(g),Acceleration Sensor(Z axis)(g),Acceleration Sensor(Total)(g),Run time since engine start(s),Trip time(whilst moving)(s),Voltage (OBD Adapter)(V),Speed (GPS)(km/h),Speed (OBD)(km/h),Average trip speed(whilst stopped or moving)(km/h),Average trip speed(whilst moving only)(km/h),Driver
Wed Feb 12 19:30:56 GMT+01:00 2020,12-feb-2020 23:06:08.454,13.88315475,42.11302952,0.0,4.5509996,346.0,0.0,1.61039734,8.68933105,3.30397034,-0.01925415,-,0,43.52941132,-,0.0,14.01037407,-,7.1374197,12.95107651,7.72120523,0,-,-,-,-,-,-,-,159.04019165,0.0,-,3568.34033203,0,2711,55,5.49019623,0.0,-,18.86520195,1.13191211,791.0,4.55099964,-,-,-,0.0,16,26.66666603,-,-,-,1.99996948,-,-,-,-,-,-,-,-,-,-,-,-,-,66.43350983,0.0,33.56648636,-,-,85.88235474,-,-,-,3533.11938477,-,-0.43511295,-,-,-,-,-,-,0.16314304,0.88722622,0.237325,-0.03656447,618,-,12.69999981,-,-,30.06106949,33.27887344,Aniceto
Wed Feb 12 19:30:56 GMT+01:00 2020,12-feb-2020 23:06:08.987,13.88315475,42.11302952,0.0,4.5509996,346.0,0.0,1.61039734,8.68933105,3.30397034,-0.01925415,-,0,43.52941132,-,0.0,14.01037407,-,7.1374197,12.95107651,7.72120523,0,-,-,-,-,-,-,-,159.04019165,0.0,-,3568.34033203,0,2711,55,5.49019623,0.0,-,18.86520195,1.13191211,791.0,4.55099964,-,-,-,0.0,16,26.66666603,-,-,-,1.99996948,-,-,-,-,-,-,-,-,-,-,-,-,-,66.43350983,0.0,33.56648636,-,-,85.88235474,-,-,-,3533.11938477,-,-0.43511295,-,-,-,-,-,-,0.16314304,0.88722622,0.237325,-0.03656447,618,0,12.69999981,-,0,0.0,-,Aniceto
Wed Feb 12 19:30:56 GMT+01:00 2020,12-feb-2020 23:06:11.746,13.88315475,42.11302952,0.0,4.5509996,346.0,0.0,1.61039734,8.68933105,3.30397034,-0.01925415,-,0,55.68627548,-,0.0,14.01036835,-,7.13742256,12.95107651,7.72120523,0,-,-,-,-,-,-,-,159.04019165,1.0,-,3568.34033203,0,2711,77,5.49019623,0.0,-,18.86520195,1.13191211,1332.0,4.55099964,-,-,-,0.0,16,26.66666603,-,-,-,1.00045776,-,-,-,-,-,-,-,-,-,-,-,-,-,100.0,0.0,0.0,-,-,85.88235474,-,-,13.92362309,3533.11938477,-,-0.14503765,-,-,14.50663757,-,0.40894234,0.05704325,0.16314304,0.88722622,0.237325,-0.03656447,618,0.111,12.69999981,-,1,0.33333334,1,Aniceto
Wed Feb 12 19:30:56 GMT+01:00 2020,12-feb-2020 23:06:14.936,13.88315475,42.11302952,0.0,4.5509996,346.0,0.0,1.61039734,8.68933105,3.30397034,-0.01925415,-,0,61.96078491,-,0.71906233,14.01025295,139.06710815,7.13748169,0.71906233,139.06710815,0,0.00223562,-,-,-,-,0.00326401,-,159.04019165,5.0,0.00178333,3568.34204102,0,2711,70,5.49019623,0.0,-,18.86520195,1.13191211,914.0,4.55099964,-,-,-,0.0,0,26.66666603,-,-,-,1.00045776,-,-,-,-,-,-,-,-,-,-,-,-,-,100.0,0.0,0.0,-,-,85.88235474,-,-,14.35873604,3533.11938477,-,0.2900753,-,-,14.50663757,-,11.30103779,1.08168912,0.16314304,0.88722622,0.237325,-0.03656447,618,2.97000003,12.69999981,-,5,1.5,3,Aniceto
Wed Feb 12 23:06:18 GMT+01:00 2020,12-feb-2020 23:06:17.807,13.88318407,42.11304711,0.45,6.068,346.0,43.1,1.26066589,8.93939209,2.84654236,-0.01696797,-,0,76.07843018,-,2.16307068,14.01014996,46.22961426,7.13753366,1.44106638,69.39160919,0,0.0074428,-,-,-,-,0.01086649,-,159.04019165,0.0,0.00178333,3568.34204102,0,2711,79,5.49019623,0.0,-,93.26298523,5.59577894,1178.0,6.06799984,346,42.11304855,13.88318443,43.09999847,14,26.66666603,-,-,-,1.00045776,-,-,-,-,-,-,-,-,-,-,-,-,-,100.0,0.0,0.0,-,-,85.88235474,-,-,13.92362309,3533.11938477,-,-0.14503765,-,-,14.50663757,-,-,-,0.13387293,0.89137298,0.30139479,-0.01295853,618,5.36000013,12.69999981,-,0,1.20000005,3,Aniceto
Wed Feb 12 23:06:21 GMT+01:00 2020,12-feb-2020 23:06:20.463,13.88311409,42.11307665,0.45,4.5509996,336.0,32.5,1.42695618,8.71325684,3.1073761,-0.01778816,-,0,41.17647171,-,0.0,14.01014423,-,7.137536999999999,1.41819239,70.51082611,0,0.0095411,-,-,-,-,0.01393,-,159.04019165,0.45599985,0.00178333,3568.34204102,0,2711,71,14.11764717,3.90625,-,54.50113678,3.27006817,1005.0,4.55099964,336,42.11307526,13.88311386,32.5,21,26.66666603,-,-,-,1.00045776,-,-,-,-,-,-,-,-,-,-,-,-,-,100.0,0.0,0.0,-,-,85.88235474,-,-,14.06866074,3604.18774414,-,0.0,-,-,14.50663757,-,4.30138254,0.45270169,0.13448422,0.92405885,0.21187659,-0.01516495,618,6.954,13.89999962,1.61999989,3,1.5,3,Aniceto
Wed Feb 12 23:06:23 GMT+01:00 2020,12-feb-2020 23:06:22.723,13.88310609,42.1130762,0.89,4.5509996,335.0,32.3,2.3218688999999997,8.68215942,3.14923096,-0.01886067,-,0,68.23529816,-,1.62566268,14.01003647,61.51209641,7.13759136,1.47005999,68.02302551,0,0.01457055,-,-,-,-,0.021273,-,159.04019165,1.0,0.00327222,3568.34350586,0,2711,83,18.03921509,-1.5625,-,113.44631195,6.80677843,1389.0,4.55099964,335,42.11307526,13.88310623,32.29999924,22,26.66666603,-,-,-,1.00045776,-,-,-,-,-,-,-,-,-,-,-,-,-,100.0,0.0,0.0,-,-,85.88235474,-,-,13.92362309,3356.17333984,-,-0.14503765,-,-,14.50663757,-,4.30138254,0.45270169,0.21900016,0.86039656,0.2715134,-0.03724428,618,9.03199959,13.80000019,3.20399976,1,1.42857146,2.5,Aniceto
Wed Feb 12 23:06:26 GMT+01:00 2020,12-feb-2020 23:06:24.973,13.88306531,42.11307797,0.66,4.5509996,335.0,275.1,1.79904175,8.40339661,2.80227661,-0.02237365,-,0,45.09804153,-,0.78242171,14.00992203,127.80565643,7.13765001,1.33253229,75.0435257,0,0.01631808,-,-,-,-,0.02382439,-,159.04019165,1.31200004,0.00420889,3568.34448242,0,2711,71,13.72549057,-0.78125,-,46.60063553,2.79603815,887.5,4.55099964,335,42.11307907,13.88306522,275.10000610000003,24,26.66666603,-,-,-,1.00045776,-,-,-,-,-,-,-,-,-,-,-,-,-,100.0,0.0,0.0,-,-,85.88235474,-,-,13.92362309,3462.05078125,-,-0.14503765,-,-,14.50663757,-,1.10744071,0.1029264,0.17607179,0.90844697,0.29127204,0.0050178,618,11.95199966,14.0,2.37599993,2,1.5,2.4000001,Aniceto
Wed Feb 12 23:06:28 GMT+01:00 2020,12-feb-2020 23:06:27.433,13.88304589,42.11308045,0.7,4.5509996,335.0,275.3,1.253479,8.74317932,2.13348389,-0.02205029,-,0,44.70588303,-,2.08924437,14.00981903,47.86319733,7.13770247,1.45865095,68.55506897,0,0.0183384,-,-,-,-,0.02677407,-,159.04019165,0.37599993,0.00546444,3568.34570312,0,2711,69,8.23529434,-18.75,-,53.63701629999999,3.21822119,996.5,4.55099964,335,42.11307907,13.88304615,275.29998779,24,26.66666603,-,-,-,1.00045776,-,-,-,-,-,-,-,-,-,-,-,-,-,100.0,0.0,0.0,-,-,85.88235474,-,-,14.06866074,6367.15673828,-,0.0,-,-,14.50663757,-,1.10744071,0.1029264,0.12777564,0.89125168,0.11748052,-0.07342555,618,13.95300007,14.0,2.51999998,2,1.55555558,2.33333325,Aniceto
Wed Feb 12 23:06:30 GMT+01:00 2020,12-feb-2020 23:06:29.573,13.88299576,42.11309182,2.08,4.5509996,336.0,271.2,1.19725037,9.08056641,2.59770203,-0.01052022,-,0,39.60784531,-,1.98680413,14.00971413,50.33103943,7.13775587,1.53410149,65.18338013,0,0.02067259,-,-,-,-,0.03018199,-,159.04019165,1.48400021,0.00887972,3568.34912109,0,2711,66,12.94117641,-0.78125,-,56.9083252,3.41449952,985.5,4.55099964,336,42.11309052,13.88299561,271.20001221,24,26.66666603,-,-,-,1.00045776,-,-,-,-,-,-,-,-,-,-,-,-,-,94.7869873,0.0,5.21301079,-,-,85.88235474,-,-,14.21369839,5232.96142578,-,0.14503765,-,-,14.50663757,-,21.89144325,2.25927424,0.03618557,0.88686067,0.23565914,-0.05072988,618,15.95300007,14.0,7.48799944,8,2.20000005,3.14285707,Aniceto
