GPS Time,Device Time,Longitude,Latitude,GPS Speed (Meters/second),Horizontal Dilution of Precision,Altitude,Bearing,G(x),G(y),G(z),G(calibrated),Timing Advance(°),Fuel Remaining (Calculated from vehicle profile)(%),Engine Load(%),Engine Load(Absolute)(%),Kilometers Per Litre(Instant)(kpl),Kilometers Per Litre(Long Term Average)(kpl),Litres Per 100 Kilometer(Instant)(l/100km),Litres Per 100 Kilometer(Long Term Average)(l/100km),Trip average KPL(kpl),Trip average Litres/100 KM(l/100km),Distance to empty (Estimated)(km),Fuel used (trip)(l),Turbo Pressure Control(psi),Actual engine % torque(%),Drivers demand engine % torque(%),Engine reference torque(Nm),Fuel cost (trip)(cost),CO₂ in g/km (Instantaneous)(g/km),CO₂ in g/km (Average)(g/km),GPS vs OBD Speed difference(km/h),Trip Distance(km),Trip distance (stored in vehicle profile)(km),Distance travelled with MIL/CEL lit(km),Distance travelled since codes cleared(km),Volumetric Efficiency (Calculated)(%),EGR Commanded(%),EGR Error(%),Fuel Rate (direct from ECU)(L/m),Fuel flow rate/minute(cc/min),Fuel flow rate/hour(l/hr),Engine RPM(rpm),GPS Accuracy(m),GPS Altitude(m),GPS Latitude(°),GPS Longitude(°),GPS Bearing(°),GPS Satellites,Fuel Level (From Engine ECU)(%),NOx Post SCR(ppm),NOx Pre SCR(ppm),O2 Sensor1 Equivalence Ratio,O2 Sensor1 Equivalence Ratio(alternate),O2 Sensor2 Equivalence Ratio,O2 Sensor3 Equivalence Ratio,O2 Sensor4 Equivalence Ratio,O2 Sensor5 Equivalence Ratio,O2 Sensor6 Equivalence Ratio,O2 Sensor7 Equivalence Ratio,O2 Sensor8 Equivalence Ratio,O2 Volts Bank 1 sensor 1(V),O2 Volts Bank 1 sensor 2(V),O2 Volts Bank 1 sensor 3(V),O2 Volts Bank 1 sensor 4(V),O2 Volts Bank 2 sensor 1(V),O2 Volts Bank 2 sensor 2(V),Percentage of Idle driving(%),Percentage of Highway driving(%),Percentage of City driving(%),Throttle Position(Manifold)(%),Absolute Throttle Position B(%),Relative Throttle Position(%),Relative Accelerator Pedal Position(%),Fuel pressure(psi),Intake Manifold Pressure(psi),Fuel Rail Pressure(psi),Exhaust Pressure(psi),Turbo Boost & Vacuum Gaugeacuum Gauge(psi),Evap System Vapour Pressure(Pa),Air Fuel Ratio(Commanded)(:1),Air Fuel Ratio(Measured)(:1),Commanded Equivalence Ratio(lambda),Torque(Nm),Engine kW (At the wheels)(kW),Acceleration Sensor(X axis)(g),Acceleration Sensor(Y axis)(g),Acceleration Sensor(Z axis)(g),Acceleration Sensor(Total)(g),Run time since engine start(s),Trip time(whilst moving)(s),Voltage (OBD Adapter)(V),Speed (GPS)(km/h),Speed (OBD)(km/h),Average trip speed(whilst stopped or moving)(km/h),Average trip speed(whilst moving only)(km/h),Driver
Wed Nov 20 15:38:43 GMT+01:00 2019,20-nov-2019 15:38:44.144,13.80733176,42.10067957,0.9,34.891,442.0,189.7,-5.01452637,2.83769226,6.92272949,-0.01325894,-,-,40.39215851,-,0.0,0.0,-,∞,0.0,∞,-,-,-,-,-,-,-,-,-,0.0,-,295.94534302,-,-,-,-,-,-,-,-,790.0,34.89099884,-,-,-,-,12,49.80392075,-,-,-,1.00045776,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13.63354778,-,-,-1.06645203,-,-,14.50663757,-,-,-,-0.50689662,0.65623677,0.54238409,0.04928557,-,0.0,-,-,0,0.0,-,Aniceto
Wed Nov 20 15:38:45 GMT+01:00 2019,20-nov-2019 15:38:46.782,13.80727971,42.10064176,0.92,39.441998,434.0,195.0,-1.25061035,6.37309265,7.27685547,0.0116846,-,52.99920273,37.25490189,-,0.0,0.0,-,∞,0.0,∞,0,0.00126895,-,-,-,-,0.00022841,-,-,6.33599997,-,295.94534302,-,-,48,-,-,-,-,-,800.5,39.44199753,434,42.10064316,13.80727959,195,12,49.80392075,-,-,-,1.00045776,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13.48850918,-,-,-0.43511391,-,-,14.50663757,-,-,-,-0.1341918,0.65257841,0.64031565,-0.00370128,-,0.0,-,3.31200004,0,0.0,-,Aniceto
Wed Nov 20 15:38:48 GMT+01:00 2019,20-nov-2019 15:38:49.649,13.80725763,42.1006389,0.2,39.441998,432.0,164.4,-1.12738037,6.63270569,6.94186401,0.00059507,-,52.99821091,38.82352829,-,0.0,0.0,-,∞,0.0,∞,0,0.0028437,-,-,-,-,0.00051187,-,-,1.22399998,-,295.94534302,-,-,48,-,-,-,34.74987793,2.08499265,795.5,39.44199753,432,42.10063934,13.80725765,164.3999939,12,49.80392075,-,-,-,1.00045776,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13.34347153,-,-,-0.58015156,-,-,14.50663757,-,-,-,-0.10809164,0.66953105,0.60628903,-0.02048221,-,0.0,-,0.71999997,0,0.0,-,Aniceto
Wed Nov 20 15:38:50 GMT+01:00 2019,20-nov-2019 15:38:51.780,13.80726719,42.1006259,1.1,22.755,450.0,272.5,-8.7975769,9.73500061,4.58972168,0.16139422,-,52.99734116,39.60784531,-,0.0,0.0,-,∞,0.0,∞,0,0.00422946,-,-,-,-,0.0007613,-,-,1.43999994,-,295.94534302,-,-,48,6.27450991,-1.5625,-,34.93504715,2.09610271,800.5,22.75499916,450,42.10062408,13.80726719,272.5,12,49.80392075,-,-,-,1.00045776,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13.34347153,3567.9284668,-,-0.58015156,-,-,14.50663757,-,-,-,-0.89679676,0.99235475,0.36786154,0.41749042,-,0.0,12.69999981,3.96000004,0,0.0,-,Aniceto
Wed Nov 20 15:38:53 GMT+01:00 2019,20-nov-2019 15:38:53.962,13.807271,42.10064523,0.47,13.652999999999999,457.0,293.4,0.94718933,8.83648682,2.99490356,-0.01333137,-,52.99657059,38.82352829,-,0.0,0.0,-,∞,0.0,∞,0,0.00545728,-,-,-,-,0.00098231,-,-,5.29199982,-,295.94534302,-,-,48,6.27450991,-1.5625,-,34.74987411,2.08499241,800.5,13.65299988,457,42.10064697,13.807271,293.3999939,13,49.80392075,-,-,-,1.00045776,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13.34347153,3638.99682617,-,-0.58015156,-,-,14.50663757,-,-,-,0.14436276,0.91076458,0.25187919,-0.012671600000000002,-,0.0,12.69999981,1.69199991,0,0.0,-,Aniceto
Wed Nov 20 15:38:55 GMT+01:00 2019,20-nov-2019 15:38:56.470,13.80738233,42.100601700000006,0.0,10.6189995,456.0,0.0,-0.30305481,8.81974792,3.30836487,-0.02027571,-,52.99578094,38.4313736,-,0.0,0.0,-,∞,0.0,∞,0,0.00671439,-,-,-,-,0.00120859,-,-,1.69199991,-,295.94534302,-,-,48,6.27450991,0,-,34.44126511,2.06647587,800.5,10.61899948,456,42.1006012,13.80738258,0,14,49.80392075,-,-,-,1.00045776,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13.48850918,3638.99682617,-,-0.43511391,-,-,14.50663757,-,-,-,-0.06065096,0.91576374,0.23236473,-0.02356814,-,0.0,12.69999981,0,0,0.0,-,Aniceto
Wed Nov 20 15:38:57 GMT+01:00 2019,20-nov-2019 15:38:58.600,13.807398999999998,42.10060096,0.0,7.585,455.0,0.0,-0.59259033,9.02671814,3.38493347,-0.01243923,-,52.9948349,39.60784531,-,0.0,0.0,-,∞,0.0,∞,0,0.00821796,-,-,-,-,0.00147923,-,-,0.0,-,295.94534302,-,-,48,6.66666651,0.78125,-,35.79916382,2.1479497,794.5,7.58500004,455,42.1006012,13.8073988,0,14,49.80392075,-,-,-,1.00045776,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13.34347153,3638.99682617,-,-0.58015156,-,-,14.50663757,-,-,-,-0.03577027,0.9008860000000001,0.21273051,-0.04538079,-,0.0,12.80000019,0,0,0.0,-,Aniceto
Wed Nov 20 15:39:00 GMT+01:00 2019,20-nov-2019 15:39:00.821,13.80738048,42.10060468,0.0,6.068,453.0,0.0,-0.3868103,8.94058228,3.55841064,-0.0091216,-,52.9940567,39.60784531,-,0.0,0.0,-,∞,0.0,∞,0,0.00945887,-,-,-,-,0.0017026,-,-,0.0,-,295.94534302,-,-,48,6.66666651,77.34375,-,35.12021255,2.10721278,802.0,6.06799984,453,42.10060501,13.80738068,0,15,49.80392075,-,-,-,1.00045776,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13.48850918,5021.20654297,-,-0.43511391,-,-,14.50663757,-,-,-,-0.0394302,0.91137433,0.26273298,-0.01796556,-,0.0,12.80000019,0,0,0.0,-,Aniceto
Wed Nov 20 15:39:02 GMT+01:00 2019,20-nov-2019 15:39:02.940,13.8073751,42.10059534,0.0,6.068,452.0,0.0,-0.4143219,8.78863525,3.14445496,-0.01517663,-,52.99224091,16.47058868,-,0.0,0.0,-,∞,0.0,∞,0,0.01234734,-,-,-,-,0.00222252,-,-,0.0,-,295.94534302,-,-,60,5.88235283,-7.8125,-,77.64715576,4.65882921,979.0,6.06799984,452,42.10059357,13.80737495,0,15,49.80392075,-,-,-,1.00045776,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15.08392429,3604.18774414,-,1.16030216,-,-,14.50663757,-,-,-,-0.04369831,0.89551979,0.20943767,-0.05119459,-,0.0,12.80000019,0,0,0.0,-,Aniceto
Wed Nov 20 15:39:04 GMT+01:00 2019,20-nov-2019 15:39:05.431,13.80737571,42.10059848,0.0,4.5509996,452.0,0.0,-0.66317749,8.99562073,3.21983337,-0.01232993,-,52.99137115,38.03921509,-,0.0,0.0,-,∞,0.0,∞,0,0.01372653,-,-,-,-,0.00247078,-,-,0.0,-,295.94534302,-,-,56,6.66666651,-1.5625,-,39.07046509,2.34422803,800.0,4.55099964,452,42.10059738,13.80737591,0,14,49.80392075,-,-,-,1.00045776,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13.63354778,3567.9284668,-,-0.2900753,-,-,14.50663757,-,-,-,-0.03418529,0.9013744,0.23419547,-0.03773004,-,0.0,12.89999962,0,0,0.0,-,Aniceto
