GPS Time,Device Time,Longitude,Latitude,GPS Speed (Meters/second),Horizontal Dilution of Precision,Altitude,Bearing,G(x),G(y),G(z),G(calibrated),Timing Advance(°),Fuel Remaining (Calculated from vehicle profile)(%),Engine Load(%),Engine Load(Absolute)(%),Kilometers Per Litre(Instant)(kpl),Kilometers Per Litre(Long Term Average)(kpl),Litres Per 100 Kilometer(Instant)(l/100km),Litres Per 100 Kilometer(Long Term Average)(l/100km),Trip average KPL(kpl),Trip average Litres/100 KM(l/100km),Distance to empty (Estimated)(km),Fuel used (trip)(l),Turbo Pressure Control(psi),Actual engine % torque(%),Drivers demand engine % torque(%),Engine reference torque(Nm),Fuel cost (trip)(cost),CO₂ in g/km (Instantaneous)(g/km),CO₂ in g/km (Average)(g/km),GPS vs OBD Speed difference(km/h),Trip Distance(km),Trip distance (stored in vehicle profile)(km),Distance travelled with MIL/CEL lit(km),Distance travelled since codes cleared(km),Volumetric Efficiency (Calculated)(%),EGR Commanded(%),EGR Error(%),Fuel Rate (direct from ECU)(L/m),Fuel flow rate/minute(cc/min),Fuel flow rate/hour(l/hr),Engine RPM(rpm),GPS Accuracy(m),GPS Altitude(m),GPS Latitude(°),GPS Longitude(°),GPS Bearing(°),GPS Satellites,Fuel Level (From Engine ECU)(%),NOx Post SCR(ppm),NOx Pre SCR(ppm),O2 Sensor1 Equivalence Ratio,O2 Sensor1 Equivalence Ratio(alternate),O2 Sensor2 Equivalence Ratio,O2 Sensor3 Equivalence Ratio,O2 Sensor4 Equivalence Ratio,O2 Sensor5 Equivalence Ratio,O2 Sensor6 Equivalence Ratio,O2 Sensor7 Equivalence Ratio,O2 Sensor8 Equivalence Ratio,O2 Volts Bank 1 sensor 1(V),O2 Volts Bank 1 sensor 2(V),O2 Volts Bank 1 sensor 3(V),O2 Volts Bank 1 sensor 4(V),O2 Volts Bank 2 sensor 1(V),O2 Volts Bank 2 sensor 2(V),Percentage of Idle driving(%),Percentage of Highway driving(%),Percentage of City driving(%),Throttle Position(Manifold)(%),Absolute Throttle Position B(%),Relative Throttle Position(%),Relative Accelerator Pedal Position(%),Fuel pressure(psi),Intake Manifold Pressure(psi),Fuel Rail Pressure(psi),Exhaust Pressure(psi),Turbo Boost & Vacuum Gaugeacuum Gauge(psi),Evap System Vapour Pressure(Pa),Air Fuel Ratio(Commanded)(:1),Air Fuel Ratio(Measured)(:1),Commanded Equivalence Ratio(lambda),Torque(Nm),Engine kW (At the wheels)(kW),Acceleration Sensor(X axis)(g),Acceleration Sensor(Y axis)(g),Acceleration Sensor(Z axis)(g),Acceleration Sensor(Total)(g),Run time since engine start(s),Trip time(whilst moving)(s),Voltage (OBD Adapter)(V),Speed (GPS)(km/h),Speed (OBD)(km/h),Average trip speed(whilst stopped or moving)(km/h),Average trip speed(whilst moving only)(km/h),Driver
Sat Dec 07 23:58:47 GMT+01:00 2019,07-dic-2019 23:58:48.445,13.88277449,42.11299096,0.0,25.789,333.0,0.0,-0.27793884,8.21556091,5.99430847,-0.00356831,-,-,-,-,-,17.16749954,-,5.82490921,-,-,-,-,-,-,-,-,-,-,-,-,-,859.24749756,-,-,-,-,-,-,-,-,-,25.78899956,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.01528212,0.84917569,0.49323401,0.03633628,-,-,-,-,-,-,-,Aniceto
Sat Dec 07 23:58:48 GMT+01:00 2019,07-dic-2019 23:58:48.969,13.88276096,42.11299661,0.0,18.203999,334.0,0.0,-0.39398193,8.46679688,4.54066467,-0.01624034,-,-,-,-,-,17.16749954,-,5.82490921,-,-,-,-,-,-,-,-,-,-,-,19,-,859.24749756,-,-,-,-,-,-,-,-,-,18.20399857,334,42.11299515,13.882761,0,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.04443092,0.84795624,0.45079249,0.01246049,-,-0.001,-,0,19,19,19,Aniceto
Sat Dec 07 23:58:51 GMT+01:00 2019,07-dic-2019 23:58:51.782,13.88255333,42.11306353,6.5,12.136,330.0,295.3,2.27999878,9.08773804,5.16400146,0.04001484,-,-,47.05882263,-,0,14.29477882,-,6.99541569,-,-,-,-,-,-,-,-,-,-,-,20,0.01096556,859.25842285,-,-,-,-,-,-,-,-,1339,12.13599968,330,42.11306381,13.8825531,295.29998779,14,31.76470566,-,-,-,1.00045776,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,100,-,-,-,-,-,14.64881134,-,-,-0.05118847,-,-,14.50663757,-,158.42727661,22.21511459,0.06082051,0.87649375,0.39957055,0.01104361,-,2.95499992,-,23.39999962,20,19.33333397,19.33333397,Aniceto
Sat Dec 07 23:58:53 GMT+01:00 2019,07-dic-2019 23:58:54.451,13.88233201,42.11310822,7.0,10.6189995,321.0,290.5,0.18627929999999998,8.41415405,4.84933472,0.00567185,-,0,0,-,14.42438221,14.29478455,6.93256187,6.99541283,14.42438221,6.93256187,0,0.00269241,-,-,-,-,0.00393091,183.36613464,183.36613464,0.05999947,0.02415944,859.27166748,-,-,59,-,-,-,-,-,1597.5,10.61899948,321,42.11310959,13.88233185,290.5,14,31.76470566,-,-,-,1.00045776,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,100,-,-,-,-,-,13.77858543,-,-,-0.43511295,-,-,14.50663757,-,30.74856567,5.14403296,0.08557831,0.8272239,0.33237123,-0.06236028,-,4.95499992,-,25.19999886,24,20.5,20.5,Aniceto
Sat Dec 07 23:58:56 GMT+01:00 2019,07-dic-2019 23:58:57.105,13.88204994,42.11320099,7.43,13.652999999999999,325.0,292.0,-0.33058167,8.47877502,3.50338745,-0.02393433,-,0,27.84313774,-,181.2480011,14.29484653,0,6.99538279,15.0743227,6.63365936,0,0.00269241,-,-,-,-,0.00393091,0,91.68306732,3.17199898,0.0421043,859.28961182,-,-,76,-,-,-,0,0,1561.5,13.65299988,325,42.11320114,13.88204956,292,14,31.76470566,-,-,-,1.00045776,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,100,-,-,-,-,-,13.92362309,-,-,-0.2900753,-,-,14.50663757,-,30.74856567,5.14403296,0.00374392,0.86746913,0.24419534,-0.06641424,-,7.95499992,-,26.74799919,23,21,21,Aniceto
Sat Dec 07 23:58:58 GMT+01:00 2019,07-dic-2019 23:58:59.319,13.88182728,42.11320908,7.93,12.136,320.0,280.4,0.32626343,8.596008300000001,5.1484375,0.04093462,-,0,72.94117737,-,22.26556396,14.29519176,4.49114704,6.99521351,17.47140312,5.7235198,0,0.00607719,-,-,-,-,0.0088727,118.79075623,100.71896362,2.1439991,0.05643097,859.30389404,-,-,70,18.03921509,-12.5,-,94.06538391,5.64392281,1640,12.13599968,320,42.11320877,13.88182735,280.3999939,15,31.76470566,-,-,-,1.00045776,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,100,-,-,-,-,-,14.79384899,4950.13818359,-,0.5801506,-,-,14.50663757,-,15.67240906,2.69164395,-0.02967298,0.85966396,0.36981204,-0.019549900000000002,-,10.52000046,13.89999962,28.54799843,25,21.66666603,21.66666603,Aniceto
Sat Dec 07 23:59:01 GMT+01:00 2019,07-dic-2019 23:59:01.529,13.88155483,42.11328783,7.8,6.068,322.0,269.7,-0.68232727,8.74316406,4.63398743,0.03008932,-,0,0,-,8.17775059,14.29492664,12.22804737,6.99534321,15.14799023,6.60139847,0,0.00992073,-,-,-,-,0.01448426,323.43164062,156.39712524,0.97200012,0.07260875,859.32006836,-,-,69,9.4117651,-46.09375,-,103.87929535,6.23275757,1798,6.06799984,322,42.11328888,13.8815546,269.70001221,15,31.76470566,-,-,-,1.00045776,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,100,-,-,-,-,-,14.35873604,5872.578125,-,0.14503765,-,-,14.50663757,-,14.81189919,2.78893495,-0.06955425,0.89125013,0.37237385,0.01143472,-,12.95499992,13.80000019,28.07999992,27,22.4285717,22.4285717,Aniceto
Sat Dec 07 23:59:03 GMT+01:00 2019,07-dic-2019 23:59:03.708,13.88132824,42.11328444,8.4,4.5509996,323.0,262.4,0.36454773,8.25982666,5.275253299999999,-0.00254042,-,0,60,-,181.2480011,14.29498863,0,6.99531317,15.2632761,6.55153704,0,0.00992073,-,-,-,-,0.01448426,0,125.1177063,0.92000008,0.08971986,859.33721924,-,-,66,23.13725471,3.90625,-,0,0,1888,4.55099964,323,42.11328506,13.88132858,262.3999939,15,31.76470566,-,-,-,1.00045776,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,100,-,-,-,-,-,14.93888664,5872.578125,-,0.72518826,-,-,14.50663757,-,15.43305111,3.05134797,0.04423493,0.79490358,0.30724791,-0.10544662,-,14.95600033,13.80000019,30.23999786,29,23.25,23.25,Aniceto
Sat Dec 07 23:59:05 GMT+01:00 2019,07-dic-2019 23:59:05.918,13.88112106,42.11326401,8.7,6.068,325.0,261.9,0.62057495,7.77886963,5.73348999,0.00609791,-,0,0,-,8.76754665,14.29474926,11.40546227,6.99542999,14.18065453,7.05171394,0,0.01491216,-,-,-,-,0.02177175,301.67428589,154.54380798,0.23999786,0.10759194,859.35510254,-,-,69,9.8039217,0,-,138.01194763,8.2807169,2022,6.06799984,325,42.11326218,13.88112068,261.8999939,15,31.76470566,-,-,-,1.00045776,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,100,-,-,-,-,-,13.77858543,5517.23535156,-,-0.43511295,-,-,14.50663757,-,7.51852322,1.59203148,0.06325942,0.79295301,0.48445359,-0.01256489,-,17.23600006,13.80000019,31.31999779,30,24,24,Aniceto
Sat Dec 07 23:59:07 GMT+01:00 2019,07-dic-2019 23:59:08.293,13.88093638,42.11326201,7.51,4.5509996,328.0,265.3,1.78230286,7.30987549,4.41624451,0.02316594,-,0,0,-,181.2480011,14.29481125,0,6.99539995,14.40116405,6.94373846,0,0.01491216,-,-,-,-,0.02177175,0,132.46611023,3.31999779,0.12546723,859.3729248,-,-,66,16.47058868,0,-,0,0,1865.5,4.55099964,328,42.11326218,13.88093662,265.29998779,15,31.76470566,-,-,-,1.00045776,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,100,-,-,-,-,-,13.92362309,5056.015625,-,-0.2900753,-,-,14.50663757,-,7.51852322,1.59203148,0.12753142,0.87307954,0.58043462,0.11461741,-,18.95499992,13.60000038,27.0359993,28,24.39999962,24.39999962,Aniceto
