GPS Time,Device Time,Longitude,Latitude,GPS Speed (Meters/second),Horizontal Dilution of Precision,Altitude,Bearing,G(x),G(y),G(z),G(calibrated),Timing Advance(°),Fuel Remaining (Calculated from vehicle profile)(%),Engine Load(%),Engine Load(Absolute)(%),Kilometers Per Litre(Instant)(kpl),Kilometers Per Litre(Long Term Average)(kpl),Litres Per 100 Kilometer(Instant)(l/100km),Litres Per 100 Kilometer(Long Term Average)(l/100km),Trip average KPL(kpl),Trip average Litres/100 KM(l/100km),Distance to empty (Estimated)(km),Fuel used (trip)(l),Turbo Pressure Control(psi),Actual engine % torque(%),Drivers demand engine % torque(%),Engine reference torque(Nm),Fuel cost (trip)(cost),CO₂ in g/km (Instantaneous)(g/km),CO₂ in g/km (Average)(g/km),GPS vs OBD Speed difference(km/h),Trip Distance(km),Trip distance (stored in vehicle profile)(km),Distance travelled with MIL/CEL lit(km),Distance travelled since codes cleared(km),Volumetric Efficiency (Calculated)(%),EGR Commanded(%),EGR Error(%),Fuel Rate (direct from ECU)(L/m),Fuel flow rate/minute(cc/min),Fuel flow rate/hour(l/hr),Engine RPM(rpm),GPS Accuracy(m),GPS Altitude(m),GPS Latitude(°),GPS Longitude(°),GPS Bearing(°),GPS Satellites,Fuel Level (From Engine ECU)(%),NOx Post SCR(ppm),NOx Pre SCR(ppm),O2 Sensor1 Equivalence Ratio,O2 Sensor1 Equivalence Ratio(alternate),O2 Sensor2 Equivalence Ratio,O2 Sensor3 Equivalence Ratio,O2 Sensor4 Equivalence Ratio,O2 Sensor5 Equivalence Ratio,O2 Sensor6 Equivalence Ratio,O2 Sensor7 Equivalence Ratio,O2 Sensor8 Equivalence Ratio,O2 Volts Bank 1 sensor 1(V),O2 Volts Bank 1 sensor 2(V),O2 Volts Bank 1 sensor 3(V),O2 Volts Bank 1 sensor 4(V),O2 Volts Bank 2 sensor 1(V),O2 Volts Bank 2 sensor 2(V),Percentage of Idle driving(%),Percentage of Highway driving(%),Percentage of City driving(%),Throttle Position(Manifold)(%),Absolute Throttle Position B(%),Relative Throttle Position(%),Relative Accelerator Pedal Position(%),Fuel pressure(psi),Intake Manifold Pressure(psi),Fuel Rail Pressure(psi),Exhaust Pressure(psi),Turbo Boost & Vacuum Gaugeacuum Gauge(psi),Evap System Vapour Pressure(Pa),Air Fuel Ratio(Commanded)(:1),Air Fuel Ratio(Measured)(:1),Commanded Equivalence Ratio(lambda),Torque(Nm),Engine kW (At the wheels)(kW),Acceleration Sensor(X axis)(g),Acceleration Sensor(Y axis)(g),Acceleration Sensor(Z axis)(g),Acceleration Sensor(Total)(g),Run time since engine start(s),Trip time(whilst moving)(s),Voltage (OBD Adapter)(V),Speed (GPS)(km/h),Speed (OBD)(km/h),Average trip speed(whilst stopped or moving)(km/h),Average trip speed(whilst moving only)(km/h),Driver
Thu Nov 28 12:59:28 GMT+01:00 2019,28-nov-2019 12:59:28.930,13.92262934,42.04141916,0.0,18.203999,445.0,0.0,-0.49449158,3.29710388,9.53569031,0.05316597,-,-,-,-,-,17.3704567,-,5.7568512,-,-,-,-,-,-,-,-,-,-,-,-,-,815.24005127,-,-,-,-,-,-,-,-,-,18.20399857,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.06113781,0.3254866,0.85581613,0.01191062,-,-,-,-,-,-,-,Aniceto
Thu Nov 28 12:59:29 GMT+01:00 2019,28-nov-2019 12:59:29.446,13.92262756,42.04142095,0.0,13.652999999999999,445.0,0.0,-0.06616211,3.50050354,9.08105469,0.0354766,-,-,-,-,-,17.3704567,-,5.7568512,-,-,-,-,-,-,-,-,-,-,-,0,-,815.24005127,-,-,-,-,-,-,-,-,-,13.65299988,-,-,-,-,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.04711404,0.34743842,0.87252456,0.03415066,-,0,-,-,0,0,-,Aniceto
Thu Nov 28 12:59:32 GMT+01:00 2019,28-nov-2019 12:59:32.311,13.92262705,42.0414223,0.0,6.068,446.0,0.0,-0.02308655,4.830902099999999,8.52471924,0.02979497,-,-,34.50980377,-,0,14.46376991,-,6.91368294,-,-,-,-,-,-,-,-,-,-,-,0,-,815.24005127,-,-,-,-,-,-,-,-,859,6.06799984,446,42.0414238,13.92262745,0,15,55.68627548,-,-,-,1.99996948,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13.34347153,-,-,-1.35652828,-,-,28.9995575,-,-,-,-0.01052561,0.47244537,0.83008307,0.04360608,-,0,-,0,0,0,-,Aniceto
Thu Nov 28 12:59:34 GMT+01:00 2019,28-nov-2019 12:59:34.860,13.92262641,42.04142178,0.0,4.5509996,446.0,0.0,-0.25639343,4.04367065,9.44116211,0.06182978,-,0,34.50980377,-,0,14.46373653,-,6.91369915,-,-,0,0.00136145,-,-,-,-,0.00198772,-,-,0,-,815.24005127,-,-,93,-,-,-,-,-,862,4.55099964,446,42.04141998,13.9226265,0,17,55.68627548,-,-,-,1.32437134,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13.34347153,-,-,-0.58015156,-,-,19.2033844,-,-,-,-0.08333538,0.43244433,0.84288889,0.04102471,-,0,-,0,0,0,-,Aniceto
Thu Nov 28 12:59:37 GMT+01:00 2019,28-nov-2019 12:59:37.637,13.92262589,42.04142068,0.0,4.5509996,446.0,0.0,-0.4143219,4.44207764,8.53787231,0.00930839,-,0,24.31372643,-,0,14.4637022,-,6.91371536,-,-,0,0.00353817,-,-,-,-,0.00516573,-,-,0,-,815.24005127,-,-,84,-,-,-,49.47083664,2.96825004,1184,4.55099964,446,42.04141998,13.92262554,0,17,55.68627548,-,-,-,1.99996948,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14.64881134,-,-,0.72518826,-,-,28.9995575,-,-,-,-0.01808656,0.43719929,0.85484087,0.050688,-,0,-,0,0,0,-,Aniceto
Thu Nov 28 12:59:39 GMT+01:00 2019,28-nov-2019 12:59:40.207,13.92262629,42.04142091,0.0,4.5509996,446.0,0.0,0.37530518,8.91546631,3.68164062,-0.01060829,-,0,27.05882454,-,0,14.46366882,-,6.91373158,-,-,0,0.00466619,-,-,-,-,0.00681264,-,-,0,-,815.24005127,-,-,74,11.37254906,-9.375,-,29.67178154,1.78030682,1103,4.55099964,446,42.04141998,13.9226265,0,18,55.68627548,-,-,-,1.99996948,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13.92362309,3356.17333984,-,0,-,-,28.9995575,-,-,-,0.06472308,0.89905685,0.24822080000000002,-0.03336246,-,0,13.80000019,0,0,0,-,Aniceto
Thu Nov 28 12:59:42 GMT+01:00 2019,28-nov-2019 12:59:42.515,13.92262595,42.04142132,0.0,4.5509996,446.0,0.0,0.92686462,8.82452393,3.58952332,-0.01064646,-,0,50.58823776,-,0,14.46363449,-,6.91374731,-,-,0,0.00558361,-,-,-,-,0.00815207,-,-,0,-,815.24005127,-,-,66,12.15686321,-0.78125,-,21.33527756,1.28011668,862,4.55099964,446,42.04141998,13.92262554,0,18,55.68627548,-,-,-,1.99996948,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13.48850918,3567.9284668,-,-0.43511391,-,-,28.9995575,-,-,-,0.09216402,0.89076328,0.24663426,-0.03940704,-,0,13.80000019,0,0,0,-,Aniceto
Thu Nov 28 12:59:44 GMT+01:00 2019,28-nov-2019 12:59:45.115,13.92262594,42.04142134,0.0,6.068,446.0,0.0,0.9017334000000001,8.79222107,3.50816345,-0.01167633,-,0,47.84313965,-,0,14.46360111,-,6.91376352,-,-,0,0.00639519,-,-,-,-,0.00933698,-,-,0,-,815.24005127,-,-,63,12.54901981,0.78125,-,21.18089867,1.270854,858.5,6.06799984,446,42.04141998,13.92262554,0,18,55.68627548,-,-,-,1.99996948,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13.48850918,3638.99682617,-,-0.43511391,-,-,28.9995575,-,-,-,0.08643225,0.90210551,0.24114670000000002,-0.03134802,-,0,13.80000019,0,0,0,-,Aniceto
Thu Nov 28 12:59:47 GMT+01:00 2019,28-nov-2019 12:59:47.675,13.92262603,42.04142138,0.0,7.585,446.0,0.0,1.0010376,8.81376648,3.02362061,-0.01556874,-,0,45.49019623,-,0,14.46356773,-,6.91377974,-,-,0,0.00733881,-,-,-,-,0.01071467,-,-,0,-,815.24005127,-,-,61,12.94117641,2.34375,-,21.76754189,1.30605257,859.5,7.58500004,446,42.04141998,13.9226265,0,18,55.68627548,-,-,-,1.99996948,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13.48850918,3567.9284668,-,-0.43511391,-,-,28.9995575,-,-,-,0.06765041,0.89686054,0.20272908,-0.05068668,-,0,13.80000019,0,0,0,-,Aniceto
Thu Nov 28 12:59:49 GMT+01:00 2019,28-nov-2019 12:59:49.936,13.92262605,42.04142141,0.0,9.101999000000001,446.0,0.0,0.53204346,8.9214325,3.14205933,-0.01081214,-,0,49.41176605,-,0,14.463533400000001,-,6.91379595,-,-,0,0.00825267,-,-,-,-,0.0120489,-,-,0,-,815.24005127,-,-,59,13.33333302,4.6875,-,21.33527756,1.28011668,862,9.10199928,446,42.04141998,13.9226265,0,18,55.68627548,-,-,-,1.99996948,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13.48850918,3567.9284668,-,-0.43511391,-,-,28.9995575,-,-,-,0.08850564,0.8975931999999999,0.20870505,-0.04636139,-,0,13.80000019,0,0,0,-,Aniceto
