GPS Time,Device Time,Longitude,Latitude,GPS Speed (Meters/second),Horizontal Dilution of Precision,Altitude,Bearing,G(x),G(y),G(z),G(calibrated),Timing Advance(°),Fuel Remaining (Calculated from vehicle profile)(%),Engine Load(%),Engine Load(Absolute)(%),Kilometers Per Litre(Instant)(kpl),Kilometers Per Litre(Long Term Average)(kpl),Litres Per 100 Kilometer(Instant)(l/100km),Litres Per 100 Kilometer(Long Term Average)(l/100km),Trip average KPL(kpl),Trip average Litres/100 KM(l/100km),Distance to empty (Estimated)(km),Fuel used (trip)(l),Turbo Pressure Control(psi),Actual engine % torque(%),Drivers demand engine % torque(%),Engine reference torque(Nm),Fuel cost (trip)(cost),CO₂ in g/km (Instantaneous)(g/km),CO₂ in g/km (Average)(g/km),GPS vs OBD Speed difference(km/h),Trip Distance(km),Trip distance (stored in vehicle profile)(km),Distance travelled with MIL/CEL lit(km),Distance travelled since codes cleared(km),Volumetric Efficiency (Calculated)(%),EGR Commanded(%),EGR Error(%),Fuel Rate (direct from ECU)(L/m),Fuel flow rate/minute(cc/min),Fuel flow rate/hour(l/hr),Engine RPM(rpm),GPS Accuracy(m),GPS Altitude(m),GPS Latitude(°),GPS Longitude(°),GPS Bearing(°),GPS Satellites,Fuel Level (From Engine ECU)(%),NOx Post SCR(ppm),NOx Pre SCR(ppm),O2 Sensor1 Equivalence Ratio,O2 Sensor1 Equivalence Ratio(alternate),O2 Sensor2 Equivalence Ratio,O2 Sensor3 Equivalence Ratio,O2 Sensor4 Equivalence Ratio,O2 Sensor5 Equivalence Ratio,O2 Sensor6 Equivalence Ratio,O2 Sensor7 Equivalence Ratio,O2 Sensor8 Equivalence Ratio,O2 Volts Bank 1 sensor 1(V),O2 Volts Bank 1 sensor 2(V),O2 Volts Bank 1 sensor 3(V),O2 Volts Bank 1 sensor 4(V),O2 Volts Bank 2 sensor 1(V),O2 Volts Bank 2 sensor 2(V),Percentage of Idle driving(%),Percentage of Highway driving(%),Percentage of City driving(%),Throttle Position(Manifold)(%),Absolute Throttle Position B(%),Relative Throttle Position(%),Relative Accelerator Pedal Position(%),Fuel pressure(psi),Intake Manifold Pressure(psi),Fuel Rail Pressure(psi),Exhaust Pressure(psi),Turbo Boost & Vacuum Gaugeacuum Gauge(psi),Evap System Vapour Pressure(Pa),Air Fuel Ratio(Commanded)(:1),Air Fuel Ratio(Measured)(:1),Commanded Equivalence Ratio(lambda),Torque(Nm),Engine kW (At the wheels)(kW),Acceleration Sensor(X axis)(g),Acceleration Sensor(Y axis)(g),Acceleration Sensor(Z axis)(g),Acceleration Sensor(Total)(g),Run time since engine start(s),Trip time(whilst moving)(s),Voltage (OBD Adapter)(V),Speed (GPS)(km/h),Speed (OBD)(km/h),Average trip speed(whilst stopped or moving)(km/h),Average trip speed(whilst moving only)(km/h),Driver
Sun Feb 16 14:28:01 GMT+01:00 2020,16-feb-2020 14:27:58.103,13.93642008,42.05244173,0.0,125.910995,518.0,0.0,0.34062195,9.20617676,2.67427063,-0.00314271,-,0,3.52941179,-,2.6397109,14.04423141,37.88214874,7.12021303,11.18667698,8.939019199999999,0,0.10296576,-,-,-,-,0.15033002,-,239.68589783,18.0,0.67207974,3720.26293945,0,2961,80,0.0,0.0,-,68.52109528,4.11126566,2432.0,125.91099548,518,42.05244064,13.93642044,0.0,25,89.01960754,-,-,-,1.99996948,-,-,-,-,-,-,-,-,-,-,-,-,-,12.05984592,0.0,87.94015503,-,-,5.88235283,-,-,16.53430176,5695.63183594,-,2.32060337,-,-,28.9995575,-,23.1293335,5.89066935,0.03472191,0.93844813,0.17260659,-0.02180865,129,96.53399658,13.19999981,0.0,18,24.21739197,24.75555611,Aniceto
Sun Feb 16 14:28:03 GMT+01:00 2020,16-feb-2020 14:28:00.281,13.93633045,42.05242918,0.0,130.46199,517.0,0.0,-0.17144775,8.767105099999998,3.74266052,-0.00801991,-,0,35.68627548,-,170.33924866,14.04424381,0.58705157,7.12020683,11.28354073,8.86228275,0,0.10407939999999999,-,-,-,-,0.15195592,15.52750301,233.09300232,19.0,0.68307185,3720.27392578,0,2961,66,10.196078300000002,-1.5625,-,31.36996078,1.88219774,1247.5,130.46199036,517,42.0524292,13.936330800000002,0.0,25,89.01960754,-,-,-,1.99996948,-,-,-,-,-,-,-,-,-,-,-,-,-,11.82152176,0.0,88.17848206,-,-,5.88235283,-,-,15.37400055,4419.29980469,-,1.16030216,-,-,28.9995575,-,7.86957216,1.02808642,0.00447653,0.85893291,0.30700371,-0.04918184,131,98.53500366,13.10000038,0.0,19,24.10638237,24.63043404,Aniceto
Sun Feb 16 14:28:05 GMT+01:00 2020,16-feb-2020 14:28:02.413,13.93624623,42.05245807,0.0,135.013,518.0,0.0,0.44590759,8.29452515,3.74266052,0.00451062,-,0,77.64705658,-,21.63425255,14.04430676,4.62220383,7.12017488,11.51355648,8.68523312,0,0.10521305,-,-,-,-,0.15361105,122.25720215,229.92626953,21.0,0.69518298,3720.28613281,0,2961,62,5.09803915,-3.125,-,31.21557808,1.8729346999999998,1400.0,135.01300049,518,42.05245972,13.93624592,0.0,25,89.01960754,-,-,-,1.93011475,-,-,-,-,-,-,-,-,-,-,-,-,-,11.57226181,0.0,88.42774200000001,-,-,5.88235283,-,-,14.79384899,7927.76269531,-,0.5801506,-,-,27.98666382,-,15.20245361,2.22884417,-0.16333903,0.90234971,0.28627133,-0.00461228,131,100.71600342,12.69999981,0.0,21,24.04166603,24.55319214,Aniceto
Sun Feb 16 14:28:07 GMT+01:00 2020,16-feb-2020 14:28:04.174,13.93602994,42.05247746,0.0,130.46199,513.0,0.0,-0.11880493,8.32443237,4.73448181,-0.00511385,-,0,54.50980377,-,8.1520977,14.04425812,12.26652718,7.12019968,11.44048119,8.7407093,0,0.10672162,-,-,-,-,0.15581356,324.44940186,232.55191040000003,25.0,0.70886159,3720.29980469,0,2961,61,7.84313726,-0.78125,-,42.4552536,2.54731512,1682.5,130.46199036,513,42.05247879,13.93603039,0.0,25,89.01960754,-,-,-,1.99996948,-,-,-,-,-,-,-,-,-,-,-,-,-,11.35878372,0.0,88.64121246,-,-,5.88235283,-,-,15.66407585,5482.42626953,-,1.45037746,-,-,28.9995575,-,30.66717911,5.40339661,-0.03747813,0.84368813,0.37225252,-0.03207618,136,102.66000366,12.39999962,0.0,25,24.06122398,24.5625,Aniceto
Sun Feb 16 14:28:08 GMT+01:00 2020,16-feb-2020 14:28:05.930,13.93558264,42.0523479,0.0,86.468994,452.0,0.0,-0.34014893,8.52542114,4.33488464,-0.01512024,-,0,29.80392265,-,14.18918705,14.04425907,7.04747343,7.1201992,11.49896431,8.69625473,0,0.10791352,-,-,-,-,0.15755373,186.4055481,231.30471802,25.0,0.72105604,3720.31201172,0,2961,58,8.23529434,0.78125,-,40.63274384,2.43796468,1687.0,86.46899414,452,42.05234909,13.93558311,0.0,25,89.01960754,-,-,-,1.99996948,-,-,-,-,-,-,-,-,-,-,-,-,-,11.17219353,0.0,88.82780457,-,-,5.88235283,-,-,14.93888664,5659.37255859,-,0.72518826,-,-,28.9995575,-,30.66717911,5.40339661,-0.02357568,0.85039514,0.34054193,-0.04165137,138,104.41999817,14.10000038,0.0,25,24.07999992,24.5714283,Aniceto
Sun Feb 16 14:28:10 GMT+01:00 2020,16-feb-2020 14:28:07.699,13.93547473,42.05238269,0.0,68.265,454.0,0.0,-0.83786011,8.80180359,4.06210327,-0.01031472,-,0,36.86274719,-,26.70059013,14.04436398,3.74515772,7.1201457999999995,11.81566429,8.46316528,0,0.10908210000000002,-,-,-,-,0.15925987,99.05935669,227.82456969999998,25.0,0.73320186,3720.32421875,0,2961,55,6.66666651,-2.34375,-,39.86084366,2.39165068,1683.5,68.26499939,454,42.05238342,13.9354744,0.0,24,89.01960754,-,-,-,1.99996948,-,-,-,-,-,-,-,-,-,-,-,-,-,10.99072647,0.0,89.00927734,-,-,5.88235283,-,-,15.08392429,7041.58203125,-,0.87022686,-,-,28.9995575,-,-,-,0.00606152,0.84063792,0.33298096,-0.05406533,139,106.18900299,14.10000038,0.0,25,24.09803963,24.57999992,Aniceto
Sun Feb 16 14:28:12 GMT+01:00 2020,16-feb-2020 14:28:09.460,13.93527731,42.05247652,0.0,62.196999999999996,448.0,0.0,-1.05918884,8.31964111,3.8886260999999998,-0.03865117,-,0,59.2156868,-,18.60601807,14.04440212,5.37449312,7.12012625,11.95424366,8.36505604,0,0.11044563,-,-,-,-,0.16125062,142.15524292,225.62792969,27.0,0.74605018,3720.33691406,0,2961,55,8.23529434,-2.34375,-,46.22129059,2.77327752,1793.0,62.1969986,448,42.05247498,13.93527699,0.0,24,89.01960754,-,-,-,1.99996948,-,-,-,-,-,-,-,-,-,-,-,-,-,10.81593895,0.0,89.18405914,-,-,5.88235283,-,-,15.66407585,7289.59667969,-,1.45037746,-,-,28.9995575,-,18.70001411,3.51123762,-0.04821062,0.91417873,0.28858894,-0.00515112,141,107.9489975,13.10000038,0.0,27,24.15384674,24.62745094,Aniceto
Sun Feb 16 14:28:14 GMT+01:00 2020,16-feb-2020 14:28:11.164,13.9351201,42.05252372,0.0,59.163000000000004,446.0,0.0,-0.97782898,8.21914673,4.07287598,-0.00716821,-,0,74.11764526,-,11.16064835,14.04437828,8.95986652,7.12013865,11.93837166,8.37617779,0,0.11194727,-,-,-,-,0.16344301,236.98831177,225.91192627,29.0,0.75957572,3720.35058594,0,2961,55,8.62745094,-1.5625,-,51.19231796,3.07153893,1930.5,59.162998200000004,446,42.05252457,13.93511963,0.0,24,89.01960754,-,-,-,1.99996948,-,-,-,-,-,-,-,-,-,-,-,-,-,10.652215,0.0,89.34778595,-,-,5.88235283,-,-,15.95415115,8387.53222656,-,1.74045277,-,-,28.9995575,-,19.09444809,3.86024499,-0.09967675,0.83783346,0.31517592,-0.05932168,143,109.65000153,12.69999981,0.0,29,24.24528313,24.71153831,Aniceto
Sun Feb 16 14:28:15 GMT+01:00 2020,16-feb-2020 14:28:12.871,13.93503498,42.05257754,0.0,57.646,448.0,0.0,-0.40356445,8.91426086,4.26907349,-0.00301291,-,0,73.72549438,-,8.90335655,14.04433537,11.23148537,7.1201601,11.87886143,8.41814041,0,0.11348050000000001,-,-,-,-,0.16568154,297.07260132,227.64755249,32.0,0.77388531,3720.36474609,0,2961,54,8.23529434,-1.5625,-,54.43429184,3.26605749,2090.5,57.64599991,448,42.05257797,13.93503475,0.0,24,89.01960754,-,-,-,1.99996948,-,-,-,-,-,-,-,-,-,-,-,-,-,10.49263668,0.0,89.50736237,-,-,5.88235283,-,-,16.38926506,8919.82128906,-,2.17556667,-,-,28.9995575,-,30.0318718,6.57461834,-0.01320873,0.84685808,0.29175889,-0.06650483,144,111.35900116,12.39999962,0.0,32,24.38888931,24.84905624,Aniceto
Sun Feb 16 14:28:17 GMT+01:00 2020,16-feb-2020 14:28:14.591,13.93483317,42.05265118,0.0,50.060997,447.0,0.0,-0.15710449,8.78504944,5.1711731,-0.010064100000000001,-,0,57.64706039,-,9.72539234,14.04429913,10.28214741,7.120178699999999,11.83744812,8.44759083,0,0.11507495,-,-,-,-,0.16800943,271.96261597,228.7026825,34.0,0.78975278,3720.38061523,0,2961,53,8.62745094,-0.78125,-,55.29881668,3.31792903,2231.5,50.06099701,447,42.05265045,13.93483353,0.0,24,89.01960754,-,-,-,1.99996948,-,-,-,-,-,-,-,-,-,-,-,-,-,10.33678722,0.0,89.66321564,-,-,5.88235283,-,-,16.38926506,8104.70898438,-,2.17556667,-,-,28.9995575,-,19.44519615,4.54409266,-0.00991588,0.85002959,0.32810313,-0.04787602,146,113.07900238,13.30000019,0.0,34,24.56363678,25.01851845,Aniceto
