GPS Time,Device Time,Longitude,Latitude,GPS Speed (Meters/second),Horizontal Dilution of Precision,Altitude,Bearing,G(x),G(y),G(z),G(calibrated),Timing Advance(°),Fuel Remaining (Calculated from vehicle profile)(%),Engine Load(%),Engine Load(Absolute)(%),Kilometers Per Litre(Instant)(kpl),Kilometers Per Litre(Long Term Average)(kpl),Litres Per 100 Kilometer(Instant)(l/100km),Litres Per 100 Kilometer(Long Term Average)(l/100km),Trip average KPL(kpl),Trip average Litres/100 KM(l/100km),Distance to empty (Estimated)(km),Fuel used (trip)(l),Turbo Pressure Control(psi),Actual engine % torque(%),Drivers demand engine % torque(%),Engine reference torque(Nm),Fuel cost (trip)(cost),CO₂ in g/km (Instantaneous)(g/km),CO₂ in g/km (Average)(g/km),GPS vs OBD Speed difference(km/h),Trip Distance(km),Trip distance (stored in vehicle profile)(km),Distance travelled with MIL/CEL lit(km),Distance travelled since codes cleared(km),Volumetric Efficiency (Calculated)(%),EGR Commanded(%),EGR Error(%),Fuel Rate (direct from ECU)(L/m),Fuel flow rate/minute(cc/min),Fuel flow rate/hour(l/hr),Engine RPM(rpm),GPS Accuracy(m),GPS Altitude(m),GPS Latitude(°),GPS Longitude(°),GPS Bearing(°),GPS Satellites,Fuel Level (From Engine ECU)(%),NOx Post SCR(ppm),NOx Pre SCR(ppm),O2 Sensor1 Equivalence Ratio,O2 Sensor1 Equivalence Ratio(alternate),O2 Sensor2 Equivalence Ratio,O2 Sensor3 Equivalence Ratio,O2 Sensor4 Equivalence Ratio,O2 Sensor5 Equivalence Ratio,O2 Sensor6 Equivalence Ratio,O2 Sensor7 Equivalence Ratio,O2 Sensor8 Equivalence Ratio,O2 Volts Bank 1 sensor 1(V),O2 Volts Bank 1 sensor 2(V),O2 Volts Bank 1 sensor 3(V),O2 Volts Bank 1 sensor 4(V),O2 Volts Bank 2 sensor 1(V),O2 Volts Bank 2 sensor 2(V),Percentage of Idle driving(%),Percentage of Highway driving(%),Percentage of City driving(%),Throttle Position(Manifold)(%),Absolute Throttle Position B(%),Relative Throttle Position(%),Relative Accelerator Pedal Position(%),Fuel pressure(psi),Intake Manifold Pressure(psi),Fuel Rail Pressure(psi),Exhaust Pressure(psi),Turbo Boost & Vacuum Gaugeacuum Gauge(psi),Evap System Vapour Pressure(Pa),Air Fuel Ratio(Commanded)(:1),Air Fuel Ratio(Measured)(:1),Commanded Equivalence Ratio(lambda),Torque(Nm),Engine kW (At the wheels)(kW),Acceleration Sensor(X axis)(g),Acceleration Sensor(Y axis)(g),Acceleration Sensor(Z axis)(g),Acceleration Sensor(Total)(g),Run time since engine start(s),Trip time(whilst moving)(s),Voltage (OBD Adapter)(V),Speed (GPS)(km/h),Speed (OBD)(km/h),Average trip speed(whilst stopped or moving)(km/h),Average trip speed(whilst moving only)(km/h),Driver
Thu Feb 13 08:19:43 GMT+01:00 2020,13-feb-2020 08:19:42.126,13.92266847,42.04154573,0.0,21.237999,488.0,0.0,2.17431641,8.80657959,3.83996582,0.00527517,-,-,-,-,-,16.82539558,-,5.94334507,-,-,-,-,-,-,-,-,-,-,-,-,-,3578.54931641,-,-,-,-,-,-,-,-,-,21.23799896,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.22164285,0.8977145000000001,0.29143381,0.00445321,-,-,-,-,-,-,-,Aniceto
Thu Feb 13 08:19:43 GMT+01:00 2020,13-feb-2020 08:19:42.652,13.92266847,42.04154573,0.0,21.237999,488.0,0.0,1.92227173,8.54417419,3.39729309,-0.01521808,-,-,-,-,-,16.82539558,-,5.94334507,-,-,-,-,-,-,-,-,-,-,-,3,-,3578.54931641,-,-,-,-,-,-,-,-,-,21.23799896,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.21257779,0.87848622,0.25671658,-0.027981799999999998,-,-0.001,-,-,3,3,3,Aniceto
Thu Feb 13 08:19:46 GMT+01:00 2020,13-feb-2020 08:19:45.449,13.92259998,42.04152996,1.41,7.585,468.0,11.6,2.93962097,8.34356689,2.88244629,-0.0215357,-,-,90.98039246,-,0,14.00994301,-,7.13763905,-,-,-,-,-,-,-,-,-,-,-,10.11999989,0.00374833,3578.55297852,-,-,-,-,-,-,-,-,1615.5,7.58500004,468,42.04153061,13.92259979,11.60000038,16,25.88235283,-,-,-,1.00045776,-,-,-,-,-,-,-,-,-,-,-,-,-,71.95627594,0,28.04372406,-,-,-,-,-,16.38926506,-,-,1.68926525,-,-,14.50663757,-,44.00665665,7.44497585,0.18537951,0.90295786,0.11878086,-0.05227808,-,2.65300012,-,5.07599974,13,6.33333349,6.33333349,Aniceto
Thu Feb 13 08:19:49 GMT+01:00 2020,13-feb-2020 08:19:48.128,13.92264136,42.04163741,4.27,9.101999000000001,461.0,30.0,4.4251709,9.38883972,2.93228149,0.11845689999999999,-,0,80,-,1.01233602,14.00983143,98.77937317,7.13769627,1.01233602,98.77937317,0,0.01234145,-,-,-,-,0.01801852,-,-,23.37599945,0.01663639,3578.56591797,-,-,147,-,-,-,-,-,1902.5,9.10199928,461,42.04163742,13.92264175,30,18,25.88235283,-,-,-,1.00045776,-,-,-,-,-,-,-,-,-,-,-,-,-,33.77565384,0,66.22434235,-,-,-,-,-,20.7403965,-,-,6.67173576,-,-,14.50663757,-,137.22750854,27.34033585,0.27697113,0.83921468,0.18407013,-0.07141022,-,5.65199995,-,15.37199974,30,12.25,12.25,Aniceto
Thu Feb 13 08:19:51 GMT+01:00 2020,13-feb-2020 08:19:50.884,13.92281874,42.04187627,12.03,10.6189995,457.0,33.6,2.61140442,8.46160889,3.41444397,-0.01353073,-,0,16.47058868,-,4.65467739,14.00975037,21.48331833,7.13773775,2.83350682,35.29122162,0,0.02143938,-,-,-,-,0.03130149,568.23339844,568.23339844,22.31200027,0.04575916,3578.5949706999995,-,-,108,-,-,-,198.50018311,11.91001129,1942.5,10.61899948,457,42.04187775,13.92281914,33.59999847,18,25.88235283,-,-,-,1.00045776,-,-,-,-,-,-,-,-,-,-,-,-,-,24.88269043,0,75.11730957,-,-,-,-,-,21.17551041,-,-,7.10684967,-,-,14.50663757,-,137.22750854,27.34033585,0.21534179,0.83010918,0.23704036,-0.07824636,-,7.67199993,-,43.30799866,46,19,19,Aniceto
Thu Feb 13 08:19:54 GMT+01:00 2020,13-feb-2020 08:19:53.452,13.92289965,42.04229015,12.94,15.17,453.0,23.2,1.24391174,9.00160217,3.2389679,-0.02664614,-,0,56.47058868,-,63.63422775,14.00976181,1.57144868,7.13773155,7.02591276,14.23272991,0,0.0256143,-,-,-,-,0.03739688,41.56478882,304.89910889,1.61199951,0.07413416,3578.62353516,-,-,91,16.47058868,-5.46875,-,109.86638641,6.59198332,1884,15.17000008,453,42.04228973,13.92289925,23.20000076,19,25.88235283,-,-,-,1.00045776,-,-,-,-,-,-,-,-,-,-,-,-,-,17.91647148,0,82.08352661,-,-,-,-,-,13.77858543,6084.33300781,-,-0.2900753,-,-,14.50663757,-,-,-,0.12680037,0.91759449,0.23017001,-0.01626677,-,10.65499973,14,46.58399582,44,23.16666603,23.16666603,Aniceto
Thu Feb 13 08:19:56 GMT+01:00 2020,13-feb-2020 08:19:55.651,13.9231196,42.04245197,13.06,9.101999000000001,447.0,27.6,2.05148315,9.108077999999999,1.66329956,0.00691562,-,0,61.56863022,-,15.07216167,14.00977135,6.63461065,7.13772678,9.03747463,11.06480694,0,0.03117155,-,-,-,-,0.04551046,175.48532104,261.76116943,0.51199722,0.10625917,3578.65551758,-,-,85,9.4117651,-6.25,-,129.74110413,7.78446627,1948,9.10199928,447,42.04245377,13.92311954,27.60000038,20,25.88235283,-,-,-,1.00045776,-,-,-,-,-,-,-,-,-,-,-,-,-,14.97372341,0,85.02627563,-,-,-,-,-,15.08392429,7750.81689453,-,1.01526451,-,-,14.50663757,-,-,-,0.20912161,0.92844826,0.06955143,-0.03297653,-,12.7489996,13.80000019,47.01599884,46,26.4285717,26.4285717,Aniceto
Thu Feb 13 08:19:58 GMT+01:00 2020,13-feb-2020 08:19:57.851,13.923251800000001,42.04265478,12.87,6.068,446.0,28.3,2.48338318,8.62472534,2.1550293,0.00839543,-,0,33.72549057,-,13.55554962,14.00976753,7.37689877,7.13772869,9.94108963,10.05904961,0,0.03620222,-,-,-,-,0.05285525,195.11883545,245.10058594,1.33999634,0.13422972,3578.68359375,-,-,79,11.76470566,3.90625,-,137.82678223,8.26960659,1951,6.06799984,446,42.04265594,13.92325211,28.29999924,21,25.88235283,-,-,-,1.00045776,-,-,-,-,-,-,-,-,-,-,-,-,-,12.85608482,0,87.14391327,-,-,-,-,-,16.09918976,7572.42041016,-,2.03052902,-,-,14.50663757,-,-,-,0.25314811,0.87917686,0.11967679,-0.05877804,-,14.84899998,13.80000019,46.33199692,46,28.875,28.875,Aniceto
Thu Feb 13 08:20:01 GMT+01:00 2020,13-feb-2020 08:20:00.112,13.92356185,42.04291018,13.55,4.5509996,445.0,48.0,1.28219604,9.90608215,4.75840759,0.04057889,-,0,74.11764526,-,20.03941154,14.00981998,4.99006271,7.13770199,11.6241436,8.60260582,0,0.04256107,-,-,-,-,0.06213916,131.98707581,222.47789001,0.38000107,0.16280138,3578.7121581999995,-,-,78,6.66666651,-4.6875,-,172.6383667,10.35830212,1973.5,4.55099964,445,42.04291153,13.92356205,48,21,25.88235283,-,-,-,1.00045776,-,-,-,-,-,-,-,-,-,-,-,-,-,10.80973911,0,89.19026184,-,-,-,-,-,17.11445236,11118.59277344,-,3.04579163,-,-,14.50663757,-,11.89936447,2.45922828,0.12253227,0.93539953,0.50067365,0.11877163,-,17.65999985,13.80000019,48.77999878,47,30.88888931,30.88888931,Aniceto
Thu Feb 13 08:20:03 GMT+01:00 2020,13-feb-2020 08:20:02.632,13.92378686,42.04305903,12.19,4.5509996,447.0,50.0,-0.17982483,8.87716675,4.91992188,0.02404932,-,0,0,-,12.08519936,14.00980282,8.27441216,7.13771057,11.69000912,8.55413532,0,0.04819771,-,-,-,-,0.07036865,218.85804749,221.87457275,2.11600113,0.20183027,3578.7512206999995,-,-,73,14.90196037,0,-,129.92625427,7.79557562,1966,4.55099964,447,42.0430603,13.92378712,50,23,25.88235283,-,-,-,1.00045776,-,-,-,-,-,-,-,-,-,-,-,-,-,9.67611122,0,90.32389069,-,-,-,-,-,15.95415115,5163.34326172,-,1.88549042,-,-,14.50663757,-,-,-,-0.03747813,0.89198273,0.44262183,0.04509428,-,19.72900009,13.80000019,43.88399887,44,32.20000076,32.20000076,Aniceto
Thu Feb 13 08:20:05 GMT+01:00 2020,13-feb-2020 08:20:04.782,13.92396025,42.04322228,10.51,6.068,445.0,36.3,0.95198059,7.54197693,2.73887634,-0.00964018,-,0,0,-,181.2480011,14.00981522,0,7.13770437,12.15510559,8.22682476,0,0.04819771,-,-,-,-,0.07036865,0,190.1782074,1.46399689,0.22196929,3578.77124023,-,-,66,21.1764698,0,-,0,0,1674.5,6.06799984,445,42.04322052,13.92396069,36.29999924,23,25.88235283,-,-,-,1.00045776,-,-,-,-,-,-,-,-,-,-,-,-,-,8.81348133,0,91.18651581,-,-,-,-,-,13.77858543,4844.26025391,-,-0.2900753,-,-,14.50663757,-,-,-,0.09704185,0.76880497,0.17919229,-0.17605212,-,21.65999985,13.80000019,37.83599854,39,32.81818008,32.81818008,Aniceto
Thu Feb 13 08:20:08 GMT+01:00 2020,13-feb-2020 08:20:07.072,13.92407488,42.04344749,6.91,7.585,443.0,22.4,2.5539856,7.69750977,3.97236633,0.00800568,-,0,0,-,181.2480011,14.00982761,0,7.13769817,12.51684856,7.98906517,0,0.04819771,-,-,-,-,0.07036865,0,166.40592957,2.99200058,0.24269734,3578.79199219,-,-,60,24.70588303,0,-,0,0,1436,7.58500004,443,42.04344559,13.92407513,22.39999962,23,25.88235283,-,-,-,1.00045776,-,-,-,-,-,-,-,-,-,-,-,-,-,7.74128151,0,92.2587204,-,-,-,-,-,13.77858543,4135.02587891,-,-0.2900753,-,-,14.50663757,-,-,-,0.18680428,0.89064193,0.33432329,0.00869741,-,24.65999985,13.60000038,24.87599945,32,32.75,32.75,Aniceto
Thu Feb 13 08:20:10 GMT+01:00 2020,13-feb-2020 08:20:09.210,13.92414273,42.04355601,6.34,7.585,443.0,23.1,-0.0841217,8.85803223,2.82261658,-0.03776663,-,0,21.96078491,-,181.2480011,14.00983906,0,7.13769197,12.80624485,7.80852795,0,0.04819771,-,-,-,-,0.07036865,0,147.91638184,0.12400055,0.26074734,3578.81005859,-,-,57,12.15686321,33.59375,-,0,0,1032.5,7.58500004,443,42.04355621,13.92414284,23.10000038,23,25.88235283,-,-,-,1.00045776,-,-,-,-,-,-,-,-,-,-,-,-,-,7.1605401,0,92.83946228,-,-,-,-,-,14.21369839,4667.31445312,-,0.14503765,-,-,14.50663757,-,-,-,0.09252954,0.93771708,0.24102382,0.00242634,-,26.65999985,13.60000038,22.8239994,25,32.15384674,32.15384674,Aniceto
