GPS Time,Device Time,Longitude,Latitude,GPS Speed (Meters/second),Horizontal Dilution of Precision,Altitude,Bearing,G(x),G(y),G(z),G(calibrated),Timing Advance(°),Fuel Remaining (Calculated from vehicle profile)(%),Engine Load(%),Engine Load(Absolute)(%),Kilometers Per Litre(Instant)(kpl),Kilometers Per Litre(Long Term Average)(kpl),Litres Per 100 Kilometer(Instant)(l/100km),Litres Per 100 Kilometer(Long Term Average)(l/100km),Trip average KPL(kpl),Trip average Litres/100 KM(l/100km),Distance to empty (Estimated)(km),Fuel used (trip)(l),Turbo Pressure Control(psi),Actual engine % torque(%),Drivers demand engine % torque(%),Engine reference torque(Nm),Fuel cost (trip)(cost),CO₂ in g/km (Instantaneous)(g/km),CO₂ in g/km (Average)(g/km),GPS vs OBD Speed difference(km/h),Trip Distance(km),Trip distance (stored in vehicle profile)(km),Distance travelled with MIL/CEL lit(km),Distance travelled since codes cleared(km),Volumetric Efficiency (Calculated)(%),EGR Commanded(%),EGR Error(%),Fuel Rate (direct from ECU)(L/m),Fuel flow rate/minute(cc/min),Fuel flow rate/hour(l/hr),Engine RPM(rpm),GPS Accuracy(m),GPS Altitude(m),GPS Latitude(°),GPS Longitude(°),GPS Bearing(°),GPS Satellites,Fuel Level (From Engine ECU)(%),NOx Post SCR(ppm),NOx Pre SCR(ppm),O2 Sensor1 Equivalence Ratio,O2 Sensor1 Equivalence Ratio(alternate),O2 Sensor2 Equivalence Ratio,O2 Sensor3 Equivalence Ratio,O2 Sensor4 Equivalence Ratio,O2 Sensor5 Equivalence Ratio,O2 Sensor6 Equivalence Ratio,O2 Sensor7 Equivalence Ratio,O2 Sensor8 Equivalence Ratio,O2 Volts Bank 1 sensor 1(V),O2 Volts Bank 1 sensor 2(V),O2 Volts Bank 1 sensor 3(V),O2 Volts Bank 1 sensor 4(V),O2 Volts Bank 2 sensor 1(V),O2 Volts Bank 2 sensor 2(V),Percentage of Idle driving(%),Percentage of Highway driving(%),Percentage of City driving(%),Throttle Position(Manifold)(%),Absolute Throttle Position B(%),Relative Throttle Position(%),Relative Accelerator Pedal Position(%),Fuel pressure(psi),Intake Manifold Pressure(psi),Fuel Rail Pressure(psi),Exhaust Pressure(psi),Turbo Boost & Vacuum Gauge(psi),Evap System Vapour Pressure(Pa),Air Fuel Ratio(Commanded)(:1),Air Fuel Ratio(Measured)(:1),Commanded Equivalence Ratio(lambda),Torque(Nm),Engine kW (At the wheels)(kW),Acceleration Sensor(X axis)(g),Acceleration Sensor(Y axis)(g),Acceleration Sensor(Z axis)(g),Acceleration Sensor(Total)(g),Run time since engine start(s),Trip time(whilst moving)(s),Voltage (OBD Adapter)(V),Speed (GPS)(km/h),Speed (OBD)(km/h),Average trip speed(whilst stopped or moving)(km/h),Average trip speed(whilst moving only)(km/h),Driver
Mon Nov 04 09:34:06 GMT+01:00 2019,04-nov-2019 09:34:06.993,13.92283412,42.04147116,0.0,9.101999000000001,451.0,0.0,4.35935974,1.19142151,8.69819641,0.01818445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aniceto
Mon Nov 04 09:34:16 GMT+01:00 2019,04-nov-2019 09:37:23.204,13.92284871,42.04148894,0.0,7.585,451.0,0.0,4.35935974,1.19142151,8.69819641,0.01818445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aniceto
Mon Nov 04 09:34:16 GMT+01:00 2019,04-nov-2019 09:37:23.693,13.92284871,42.04148894,0.0,7.585,451.0,0.0,4.35935974,1.19142151,8.69819641,0.01818445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aniceto
Mon Nov 04 09:34:16 GMT+01:00 2019,04-nov-2019 09:37:24.178,13.92284871,42.04148894,0.0,7.585,451.0,0.0,4.35935974,1.19142151,8.69819641,0.01818445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aniceto
Mon Nov 04 09:34:16 GMT+01:00 2019,04-nov-2019 09:37:24.670,13.92284871,42.04148894,0.0,7.585,451.0,0.0,4.35935974,1.19142151,8.69819641,0.01818445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aniceto
Mon Nov 04 09:34:16 GMT+01:00 2019,04-nov-2019 09:37:25.157,13.92284871,42.04148894,0.0,7.585,451.0,0.0,4.35935974,1.19142151,8.69819641,0.01818445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aniceto
Mon Nov 04 09:34:16 GMT+01:00 2019,04-nov-2019 09:37:25.644,13.92284871,42.04148894,0.0,7.585,451.0,0.0,4.35935974,1.19142151,8.69819641,0.01818445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aniceto
Mon Nov 04 09:34:16 GMT+01:00 2019,04-nov-2019 09:37:26.136,13.92284871,42.04148894,0.0,7.585,451.0,0.0,4.35935974,1.19142151,8.69819641,0.01818445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aniceto
Mon Nov 04 09:34:16 GMT+01:00 2019,04-nov-2019 09:37:26.624,13.92284871,42.04148894,0.0,7.585,451.0,0.0,4.35935974,1.19142151,8.69819641,0.01818445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aniceto
Mon Nov 04 09:34:16 GMT+01:00 2019,04-nov-2019 09:37:27.113,13.92284871,42.04148894,0.0,7.585,451.0,0.0,4.35935974,1.19142151,8.69819641,0.01818445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aniceto
Mon Nov 04 09:34:16 GMT+01:00 2019,04-nov-2019 09:37:27.598,13.92284871,42.04148894,0.0,7.585,451.0,0.0,4.35935974,1.19142151,8.69819641,0.01818445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aniceto
Mon Nov 04 09:34:16 GMT+01:00 2019,04-nov-2019 09:37:28.081,13.92284871,42.04148894,0.0,7.585,451.0,0.0,4.35935974,1.19142151,8.69819641,0.01818445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aniceto
Mon Nov 04 09:34:16 GMT+01:00 2019,04-nov-2019 09:37:28.627,13.92284871,42.04148894,0.0,7.585,451.0,0.0,4.35935974,1.19142151,8.69819641,0.01818445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aniceto
Mon Nov 04 09:34:16 GMT+01:00 2019,04-nov-2019 09:37:29.095,13.92284871,42.04148894,0.0,7.585,451.0,0.0,4.35935974,1.19142151,8.69819641,0.01818445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aniceto
Mon Nov 04 09:34:16 GMT+01:00 2019,04-nov-2019 09:37:29.562,13.92284871,42.04148894,0.0,7.585,451.0,0.0,4.35935974,1.19142151,8.69819641,0.01818445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aniceto
Mon Nov 04 09:34:16 GMT+01:00 2019,04-nov-2019 09:37:30.050,13.92284871,42.04148894,0.0,7.585,451.0,0.0,4.35935974,1.19142151,8.69819641,0.01818445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aniceto
Mon Nov 04 09:34:16 GMT+01:00 2019,04-nov-2019 09:37:30.535,13.92284871,42.04148894,0.0,7.585,451.0,0.0,4.35935974,1.19142151,8.69819641,0.01818445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aniceto
Mon Nov 04 09:34:16 GMT+01:00 2019,04-nov-2019 09:37:31.018,13.92284871,42.04148894,0.0,7.585,451.0,0.0,4.35935974,1.19142151,8.69819641,0.01818445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aniceto
Mon Nov 04 09:34:16 GMT+01:00 2019,04-nov-2019 09:37:31.504,13.92284871,42.04148894,0.0,7.585,451.0,0.0,4.35935974,1.19142151,8.69819641,0.01818445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aniceto
Mon Nov 04 09:37:31 GMT+01:00 2019,04-nov-2019 09:37:31.984,13.92284254,42.04148007,0.0,19.720999,452.0,0.0,4.35935974,1.19142151,8.69819641,0.01818445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aniceto
Mon Nov 04 09:37:31 GMT+01:00 2019,04-nov-2019 09:37:32.462,13.92284254,42.04148007,0.0,19.720999,452.0,0.0,4.35935974,1.19142151,8.69819641,0.01818445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aniceto
Mon Nov 04 09:37:32 GMT+01:00 2019,04-nov-2019 09:37:32.943,13.92284228,42.04147533,0.0,16.687,453.0,0.0,4.35935974,1.19142151,8.69819641,0.01818445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aniceto
Mon Nov 04 09:37:32 GMT+01:00 2019,04-nov-2019 09:37:33.421,13.92284228,42.04147533,0.0,16.687,453.0,0.0,4.35935974,1.19142151,8.69819641,0.01818445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aniceto
Mon Nov 04 09:37:32 GMT+01:00 2019,04-nov-2019 09:37:33.817,13.92284228,42.04147533,0.0,16.687,453.0,0.0,4.35935974,1.19142151,8.69819641,0.01818445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aniceto
Mon Nov 04 09:37:33 GMT+01:00 2019,04-nov-2019 09:37:33.971,13.92284606,42.04146795,0.0,15.17,454.0,0.0,4.35935974,1.19142151,8.69819641,0.01818445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aniceto
Mon Nov 04 09:37:33 GMT+01:00 2019,04-nov-2019 09:37:34.394,13.92284606,42.04146795,0.0,15.17,454.0,0.0,4.35935974,1.19142151,8.69819641,0.01818445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aniceto
Mon Nov 04 09:37:33 GMT+01:00 2019,04-nov-2019 09:37:34.547,13.92284606,42.04146795,0.0,15.17,454.0,0.0,4.35935974,1.19142151,8.69819641,0.01818445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aniceto
Mon Nov 04 09:37:34 GMT+01:00 2019,04-nov-2019 09:37:35.014,13.92285231,42.04146716,0.0,12.136,455.0,0.0,4.35935974,1.19142151,8.69819641,0.01818445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aniceto
Mon Nov 04 09:37:34 GMT+01:00 2019,04-nov-2019 09:37:35.495,13.92285231,42.04146716,0.0,12.136,455.0,0.0,4.35935974,1.19142151,8.69819641,0.01818445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aniceto
Mon Nov 04 09:37:35 GMT+01:00 2019,04-nov-2019 09:37:35.981,13.92285595,42.04146279,0.0,12.136,455.0,0.0,4.35935974,1.19142151,8.69819641,0.01818445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aniceto
Mon Nov 04 09:37:35 GMT+01:00 2019,04-nov-2019 09:37:36.464,13.92285595,42.04146279,0.0,12.136,455.0,0.0,4.35935974,1.19142151,8.69819641,0.01818445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aniceto
Mon Nov 04 09:37:36 GMT+01:00 2019,04-nov-2019 09:37:36.946,13.92285958,42.04145972,0.0,12.136,455.0,0.0,4.35935974,1.19142151,8.69819641,0.01818445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aniceto
Mon Nov 04 09:37:36 GMT+01:00 2019,04-nov-2019 09:37:37.429,13.92285958,42.04145972,0.0,12.136,455.0,0.0,4.35935974,1.19142151,8.69819641,0.01818445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aniceto
Mon Nov 04 09:37:37 GMT+01:00 2019,04-nov-2019 09:37:37.918,13.92288408,42.04144077,0.15,10.6189995,454.0,121.7,4.35935974,1.19142151,8.69819641,0.01818445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aniceto
