GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated), Timing Advance(°),Fuel Remaining (Calculated from vehicle profile)(%),Engine Load(%),Engine Load(Absolute)(%),Kilometers Per Litre(Instant)(kpl),Kilometers Per Litre(Long Term Average)(kpl),Litres Per 100 Kilometer(Instant)(l/100km),Litres Per 100 Kilometer(Long Term Average)(l/100km),Trip average KPL(kpl),Trip average Litres/100 KM(l/100km),Distance to empty (Estimated)(km),Fuel used (trip)(l),Turbo Pressure Control(psi),Actual engine % torque(%),Drivers demand engine % torque(%),Engine reference torque(Nm),Fuel cost (trip)(cost),CO₂ in g/km (Instantaneous)(g/km),CO₂ in g/km (Average)(g/km),GPS vs OBD Speed difference(km/h),Trip Distance(km),Trip distance (stored in vehicle profile)(km),Distance travelled with MIL/CEL lit(km),Distance travelled since codes cleared(km),Volumetric Efficiency (Calculated)(%),EGR Commanded(%),EGR Error(%),Fuel Rate (direct from ECU)(L/m),Fuel flow rate/minute(cc/min),Fuel flow rate/hour(l/hr),Engine RPM(rpm),GPS Accuracy(m),GPS Altitude(m),GPS Latitude(°),GPS Longitude(°),GPS Bearing(°),GPS Satellites,Fuel Level (From Engine ECU)(%),NOx Post SCR(ppm),NOx Pre SCR(ppm),O2 Sensor1 Equivalence Ratio,O2 Sensor1 Equivalence Ratio(alternate),O2 Sensor2 Equivalence Ratio,O2 Sensor3 Equivalence Ratio,O2 Sensor4 Equivalence Ratio,O2 Sensor5 Equivalence Ratio,O2 Sensor6 Equivalence Ratio,O2 Sensor7 Equivalence Ratio,O2 Sensor8 Equivalence Ratio,O2 Volts Bank 1 sensor 1(V),O2 Volts Bank 1 sensor 2(V),O2 Volts Bank 1 sensor 3(V),O2 Volts Bank 1 sensor 4(V),O2 Volts Bank 2 sensor 1(V),O2 Volts Bank 2 sensor 2(V),Percentage of Idle driving(%),Percentage of Highway driving(%),Percentage of City driving(%),Throttle Position(Manifold)(%),Absolute Throttle Position B(%),Relative Throttle Position(%),Relative Accelerator Pedal Position(%),Fuel pressure(psi),Intake Manifold Pressure(psi),Fuel Rail Pressure(psi),Exhaust Pressure(psi),Turbo Boost & Vacuum Gauge(psi),Evap System Vapour Pressure(Pa),Air Fuel Ratio(Commanded)(:1),Air Fuel Ratio(Measured)(:1),Commanded Equivalence Ratio(lambda),Torque(Nm),Engine kW (At the wheels)(kW),Acceleration Sensor(X axis)(g),Acceleration Sensor(Y axis)(g),Acceleration Sensor(Z axis)(g),Acceleration Sensor(Total)(g),Run time since engine start(s),Trip time(whilst moving)(s),Voltage (OBD Adapter)(V),Speed (GPS)(km/h),Speed (OBD)(km/h),Average trip speed(whilst stopped or moving)(km/h),Average trip speed(whilst moving only)(km/h)
Mon Dec 09 14:34:14 GMT+01:00 2019,09-dic-2019 14:34:14.791,13.92026488,42.05024643,0.55,21.237999,416.0,151.8,-0.46577454,9.62373352,1.54844666,0.00172105,-,-,-,-,-,17.15052032,-,5.83067608,-,-,-,-,-,-,-,-,-,-,-,-,-,866.90704346,-,-,-,-,-,-,-,-,-,21.23799896,-,-,-,-,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.07918860000000001,0.9690605999999999,0.04674568,-0.01636171,-,-,-,-,-,-,-
Mon Dec 09 14:34:14 GMT+01:00 2019,09-dic-2019 14:34:15.311,13.92026488,42.05024643,0.55,21.237999,416.0,151.8,-0.64523315,9.18225098,3.40766907,0.01955146,-,-,-,-,-,17.15052032,-,5.83067608,-,-,-,-,-,-,-,-,-,-,-,8,-,866.90704346,-,-,-,-,-,-,-,-,-,21.23799896,-,-,-,-,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.03162504,0.93649763,0.20529088,-0.01415304,-,-0.001,-,-,8,8,8
Mon Dec 09 14:34:17 GMT+01:00 2019,09-dic-2019 14:34:18.104,13.92030116,42.05013268,4.97,9.101999000000001,421.0,164.9,-0.31382751,9.12841797,4.0644989,-0.01286874,-,-,0,-,0,14.28064156,-,7.00234079,-,-,-,-,-,-,-,-,-,-,-,12.5,0.00722889,866.91424561,-,-,-,-,-,-,-,-,2100.5,9.10199928,421,42.05013275,13.92030144,164.8999939,17,78.03921509,-,-,-,1.99996948,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,100,-,-,-,-,-,18.99994278,-,-,4.29994297,-,-,28.9995575,-,39.67664719,8.72761631,-0.035162099999999995,0.90381336,0.30261427,-0.00960461,-,2.60100007,-,17.89199829,17,12,12
Mon Dec 09 14:34:20 GMT+01:00 2019,09-dic-2019 14:34:21.150,13.92028917,42.04990994,7.08,6.068,425.0,170.7,-0.54473877,9.08415222,2.31654358,0.00780734,-,-,90.19608307,-,181.2480011,14.28070259,0,7.00231075,15.7087059,6.36576462,-,0,-,-,-,-,0,0,0,1.42400169,0.01837514,866.92541504,-,-,46,-,-,-,-,-,1329.5,6.06799984,425,42.0499115,13.92028904,170.69999695,20,78.03921509,-,-,-,1.85757446,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,100,-,-,-,-,-,15.66407585,-,-,1.74045277,-,-,26.9348278,-,22.98537254,3.20020556,-0.05552892,0.92600936,0.13614103,-0.04241677,-,5.625,-,25.48799896,20,14,14
Mon Dec 09 14:34:23 GMT+01:00 2019,09-dic-2019 14:34:23.751,13.92032416,42.04964867,9.52,4.5509996,426.0,171.3,-0.78999329,8.7335968,3.57397461,-0.01570058,-,0,3.52941179,-,3.78769422,14.28025341,26.40073776,7.00253153,9.74819946,10.25809097,0,0.00388801,-,-,-,-,0.00567649,698.29907227,349.14953613,3.08399963,0.04067931,866.94769287,-,-,67,-,-,-,76.99029541,4.61941767,2190,4.55099964,426,42.04964828,13.92032433,171.30000305,20,78.03921509,-,-,-,1.99996948,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,100,-,-,-,-,-,17.83964157,-,-,3.91601849,-,-,28.9995575,-,-,3.20020556,-0.05930863,0.89832425,0.27761224,-0.02340069,-,8.60000038,-,34.27199936,33,17.79999924,17.79999924
Mon Dec 09 14:34:25 GMT+01:00 2019,09-dic-2019 14:34:25.949,13.92036649,42.04946779,10.19,4.5509996,426.0,170.1,-0.44662476,9.05064392,2.82501221,-0.01343602,-,0,98.4313736,-,181.2480011,14.28031445,0,7.00250149,11.73489285,8.52141762,0,0.00388801,-,-,-,-,0.00567649,0,232.76635742,0.72800064,0.06145708,866.96844482,-,-,54,3.52941179,-0.78125,-,0,0,1482,4.55099964,426,42.04946899,13.92036629,170.1000061,20,78.03921509,-,-,-,1.4526062,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,100,-,-,-,-,-,15.5190382,11401.41699219,-,1.59541512,-,-,21.06278992,-,23.72877121,3.68265843,-0.07357816,0.87125039,0.18041174,-0.08146974,-,10.79100037,12.69999981,36.68399811,35,20.66666603,20.66666603
Mon Dec 09 14:34:27 GMT+01:00 2019,09-dic-2019 14:34:28.149,13.92041746,42.04926568,11.77,4.5509996,427.0,171.1,-0.84742737,9.05184937,2.67306519,-0.01502109,-,0,80.39215851,-,8.69865704,14.28007507,11.49578857,7.00261879,10.97583389,9.11073589,0,0.00638975,-,-,-,-,0.00932903,304.06338501,250.59060669,4.31600189,0.0845632,866.99157715,-,-,54,7.84313726,5.46875,-,68.22927856,4.09375668,1726.5,4.55099964,427,42.04926682,13.92041779,171.1000061,20,78.03921509,-,-,-,1.66583252,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,100,-,-,-,-,-,18.41979218,9946.68847656,-,4.49616909,-,-,24.15457153,-,71.94011688,13.0069561,-0.10394641,0.92381465,0.11077349999999998,-0.04643574,-,12.63000011,12.69999981,42.37200165,41,23.5714283,23.5714283
Mon Dec 09 14:34:30 GMT+01:00 2019,09-dic-2019 14:34:30.710,13.92049886,42.04892544,12.21,4.5509996,428.0,169.9,0.6600647,8.18684387,3.41244507,-0.07436472,-,0,97.2549057,-,9.01309967,14.27984905,11.09473133,7.00272942,10.58328724,9.44866371,0,0.00945883,-,-,-,-,0.01380989,293.45544434,259.16357422,2.88000107,0.11082903,867.01782227,-,-,59,0,3.125,-,83.70207977,5.02212477,1894,4.55099964,428,42.04892731,13.92049885,169.8999939,20,78.03921509,-,-,-,1.79968262,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,100,-,-,-,-,-,15.5190382,14377.59082031,-,1.59541512,-,-,24.15457153,-,47.74393845,9.46969986,-0.00540357,0.89942235,0.17553391,-0.05898279,-,15.60000038,12.5,43.95599747,45,26.25,26.25
Mon Dec 09 14:34:32 GMT+01:00 2019,09-dic-2019 14:34:32.860,13.92054769,42.04867354,13.57,6.068,425.0,169.6,-1.87515259,9.31625366,3.76419067,0.02319579,-,0,0,-,7.37522078,14.27955341,13.55863476,7.00287437,10.04860878,9.95141888,0,0.0133728,-,-,-,-,0.01952429,358.62564087,275.74060059,6.04400253,0.14473875,867.05175781,-,-,62,0,-79.6875,-,91.4124527,5.48474741,2121,6.06799984,425,42.04867172,13.92054749,169.6000061,20,78.03921509,-,-,-,1.99996948,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,100,-,-,-,-,-,16.96941566,7964.02197266,-,3.04579258,-,-,28.9995575,-,47.74393845,9.46969986,-0.19114704,0.94966906,0.28370956,0.04229718,-,17.60400009,14,48.85199738,50,28.88888931,28.88888931
Mon Dec 09 14:34:34 GMT+01:00 2019,09-dic-2019 14:34:35.032,13.92062577,42.04842829,13.97,7.585,425.0,162.5,-1.51622009,9.25164795,1.87626648,0.01266089,-,0,46.27450943,-,181.2480011,14.27961445,0,7.00284433,10.85702324,9.21043587,0,0.0133728,-,-,-,-,0.01952429,0,236.34907532,2.14800262,0.17502472,867.08203125,-,-,66,0,0,-,0,0,2142,7.58500004,425,42.04842758,13.92062569,162.5,21,78.03921509,-,-,-,1.5852356,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,100,-,-,-,-,-,17.11445236,6899.4453125,-,3.19082928,-,-,22.98591614,-,12.18838692,2.73403239,-0.06150334,1.01650286,0.16589801,0.05286251,-,19.59799957,13.89999962,50.29199982,51,31.10000038,31.10000038
