GPS Time,Device Time,Longitude,Latitude,GPS Speed (Meters/second),Horizontal Dilution of Precision,Altitude,Bearing,G(x),G(y),G(z),G(calibrated),Timing Advance(°),Fuel Remaining (Calculated from vehicle profile)(%),Engine Load(%),Engine Load(Absolute)(%),Kilometers Per Litre(Instant)(kpl),Kilometers Per Litre(Long Term Average)(kpl),Litres Per 100 Kilometer(Instant)(l/100km),Litres Per 100 Kilometer(Long Term Average)(l/100km),Trip average KPL(kpl),Trip average Litres/100 KM(l/100km),Distance to empty (Estimated)(km),Fuel used (trip)(l),Turbo Pressure Control(psi),Actual engine % torque(%),Drivers demand engine % torque(%),Engine reference torque(Nm),Fuel cost (trip)(cost),CO₂ in g/km (Instantaneous)(g/km),CO₂ in g/km (Average)(g/km),GPS vs OBD Speed difference(km/h),Trip Distance(km),Trip distance (stored in vehicle profile)(km),Distance travelled with MIL/CEL lit(km),Distance travelled since codes cleared(km),Volumetric Efficiency (Calculated)(%),EGR Commanded(%),EGR Error(%),Fuel Rate (direct from ECU)(L/m),Fuel flow rate/minute(cc/min),Fuel flow rate/hour(l/hr),Engine RPM(rpm),GPS Accuracy(m),GPS Altitude(m),GPS Latitude(°),GPS Longitude(°),GPS Bearing(°),GPS Satellites,Fuel Level (From Engine ECU)(%),NOx Post SCR(ppm),NOx Pre SCR(ppm),O2 Sensor1 Equivalence Ratio,O2 Sensor1 Equivalence Ratio(alternate),O2 Sensor2 Equivalence Ratio,O2 Sensor3 Equivalence Ratio,O2 Sensor4 Equivalence Ratio,O2 Sensor5 Equivalence Ratio,O2 Sensor6 Equivalence Ratio,O2 Sensor7 Equivalence Ratio,O2 Sensor8 Equivalence Ratio,O2 Volts Bank 1 sensor 1(V),O2 Volts Bank 1 sensor 2(V),O2 Volts Bank 1 sensor 3(V),O2 Volts Bank 1 sensor 4(V),O2 Volts Bank 2 sensor 1(V),O2 Volts Bank 2 sensor 2(V),Percentage of Idle driving(%),Percentage of Highway driving(%),Percentage of City driving(%),Throttle Position(Manifold)(%),Absolute Throttle Position B(%),Relative Throttle Position(%),Relative Accelerator Pedal Position(%),Fuel pressure(psi),Intake Manifold Pressure(psi),Fuel Rail Pressure(psi),Exhaust Pressure(psi),Turbo Boost & Vacuum Gaugeacuum Gauge(psi),Evap System Vapour Pressure(Pa),Air Fuel Ratio(Commanded)(:1),Air Fuel Ratio(Measured)(:1),Commanded Equivalence Ratio(lambda),Torque(Nm),Engine kW (At the wheels)(kW),Acceleration Sensor(X axis)(g),Acceleration Sensor(Y axis)(g),Acceleration Sensor(Z axis)(g),Acceleration Sensor(Total)(g),Run time since engine start(s),Trip time(whilst moving)(s),Voltage (OBD Adapter)(V),Speed (GPS)(km/h),Speed (OBD)(km/h),Average trip speed(whilst stopped or moving)(km/h),Average trip speed(whilst moving only)(km/h),Driver
Mon Dec 16 15:23:12 GMT+01:00 2019,16-dic-2019 15:23:06.694,13.92012044,42.04998545,0.0,34.891,427.0,0.0,-0.15589905,8.98724365,3.46868896,-0.01425574,-,-,-,-,-,16.58171463,-,6.03068638,-,-,-,-,-,-,-,-,-,-,-,-,-,1229.70617676,-,-,-,-,-,-,-,-,-,34.89099884,-,-,-,-,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.03528342,0.89149433,0.22577903,-0.0498655,-,-,-,-,-,-,-,Aniceto
Mon Dec 16 15:23:13 GMT+01:00 2019,16-dic-2019 15:23:07.215,13.92007824,42.04995233,0.0,33.374,441.0,0.0,-0.20495605,8.94178772,3.47346497,-0.01443611,-,-,-,-,-,16.58171463,-,6.03068638,-,-,-,-,-,-,-,-,-,-,-,0,-,1229.70617676,-,-,-,-,-,-,-,-,-,33.37400055,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.02491647,0.91052037,0.24334142,-0.02624486,-,0,-,-,0,0,-,Aniceto
Mon Dec 16 15:23:15 GMT+01:00 2019,16-dic-2019 15:23:10.101,13.92006768,42.04995232,0.0,21.237999,460.0,0.0,-0.34254456,8.91426086,3.04515076,-0.01453863,-,-,41.96078491,-,0,13.80702782,-,7.2425375,-,-,-,-,-,-,-,-,-,-,-,0,-,1229.70617676,-,-,-,-,-,-,-,-,802.5,21.23799896,460,42.04995346,13.92006779,0,12,100,-,-,-,1.99996948,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13.63354778,-,-,-1.06645203,-,-,28.9995575,-,-,-,-0.03747813,0.91466713,0.23907331,-0.02345375,-,0,-,0,0,0,-,Aniceto
Mon Dec 16 15:23:18 GMT+01:00 2019,16-dic-2019 15:23:12.957,13.92007349,42.04993833,0.0,15.17,474.0,0.0,-0.22529602,9.01475525,3.28085327,-0.01335271,-,0,42.35294342,-,0,13.80701065,-,7.24254704,-,-,0,0.00068853,-,-,-,-,0.00100525,-,-,0,-,1229.70617676,-,-,48,-,-,-,-,-,801,15.17000008,474,42.0499382,13.92007351,0,12,100,-,-,-,1.99996948,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13.48850918,-,-,-0.58015156,-,-,28.9995575,-,-,-,-0.04089386,0.90808147,0.21236499,-0.03849732,-,0,-,0,0,0,-,Aniceto
Mon Dec 16 15:23:21 GMT+01:00 2019,16-dic-2019 15:23:15.526,13.92006964,42.04989983,0.0,15.17,484.0,0.0,-0.38322449,8.77906799,3.29998779,-0.01412533,-,0,42.74509811,-,0,13.80699348,-,7.2425561,-,-,0,0.00151992,-,-,-,-,0.00221908,-,-,0,-,1229.70617676,-,-,48,-,-,-,17.81542015,1.06892514,798.5,15.17000008,484,42.04990005,13.92006969,0,13,100,-,-,-,1.99996948,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13.48850918,-,-,-0.58015156,-,-,28.9995575,-,-,-,-0.03906468,0.89491004,0.23639019,-0.04283016,-,0,-,0,0,0,-,Aniceto
Mon Dec 16 15:23:23 GMT+01:00 2019,16-dic-2019 15:23:17.654,13.92006097,42.04987707,0.0,13.652999999999999,494.0,0.0,-0.48371887,8.92024231,2.60247803,-0.01846915,-,0,43.52941132,-,0,13.80697536,-,7.24256516,-,-,0,0.00215277,-,-,-,-,0.00314305,-,-,0,-,1229.70617676,-,-,48,5.88235283,-1.5625,-,17.66104126,1.05966246,799,13.65299988,494,42.04987717,13.92006111,0,14,100,-,-,-,1.99996948,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13.48850918,-,-,-0.58015156,-,-,28.9995575,-,-,-,-0.01906182,0.92113155,0.19797413,-0.03135354,-,0,-,0,0,0,-,Aniceto
Mon Dec 16 15:23:26 GMT+01:00 2019,16-dic-2019 15:23:20.176,13.92010001,42.04985388,3.26,10.6189995,485.0,168.3,-0.44422913,9.77449036,-0.04876709,0.01642108,-,0,100,-,0,13.806958199999999,-,7.24257421,-,-,0,0.00339794,-,-,-,-,0.00496099,-,-,1,-,1229.70617676,-,-,61,0,-27.34375,-,35.07507324,2.10450459,1035.5,10.61899948,485,42.04985428,13.92010021,168.30000305,15,100,-,-,-,1.37588501,-,-,-,-,-,-,-,-,-,-,-,-,-,100,0,0,-,-,-,-,-,13.05339622,13386.98339844,-,-1.01526451,-,-,28.9995575,-,0.49898487,0.05410974,-0.05760232,0.98808509,-0.09265369,-0.00987193,-,1.89100003,12.69999981,11.73600006,1,0.14285715,1,Aniceto
Mon Dec 16 15:23:28 GMT+01:00 2019,16-dic-2019 15:23:22.396,13.92020828,42.04980763,6.87,7.585,455.0,171.4,-1.91223145,9.10688782,-0.28565979,0.01584575,-,0,3.52941179,-,0.09850863,13.80659485,1015.11834717,7.24276495,0.09850863,1015.11834717,0,0.00860012,-,-,-,-,0.01255618,-,-,10.26399994,0.00808514,1229.7142334,-,-,77,0,-2.34375,-,122.88626099,7.37317562,2707.5,7.58500004,455,42.0498085,13.92020798,171.3999939,15,100,-,-,-,1.30993652,-,-,-,-,-,-,-,-,-,-,-,-,-,61.93167114,0,38.06832886,-,-,-,-,-,27.99228287,10232.41210938,-,13.92362213,-,-,18.99407959,-,0.49898487,0.05410974,-0.1516313,0.97223216,-0.06094465,-0.01490335,-,3.89299989,12.80000019,24.73199844,22,2.875,11.5,Aniceto
Mon Dec 16 15:23:30 GMT+01:00 2019,16-dic-2019 15:23:24.534,13.92023817,42.04962185,11.55,6.068,453.0,170.5,-0.01950073,8.99441528,2.76399231,-0.02182114,-,0,78.4313736,-,33.89256287,13.807127,2.9504385,7.24248552,16.9955368,5.88377571,0,0.01943661,-,-,-,-,0.02837745,78.03903961,78.03903961,10.26800156,0.02564431,1229.73181152,-,-,76,0,-4.6875,-,294.20330811,17.65219879,2199,6.06799984,453,42.04962158,13.92023849,170.5,15,100,-,-,-,1.99996948,-,-,-,-,-,-,-,-,-,-,-,-,-,40.85748291,0,59.14251709,-,-,-,-,-,28.71747208,19942.68945312,-,14.64881134,-,-,28.9995575,-,103.05690765,23.7323246,-0.04235753,0.94576645,0.24748820000000002,0.00881684,-,5.90100002,12.39999962,41.57999802,35,6.44444466,19.33333397,Aniceto
Mon Dec 16 15:23:32 GMT+01:00 2019,16-dic-2019 15:23:26.796,13.92028891,42.04938229,14.03,6.068,450.0,171.6,-0.70146179,8.93460083,2.57855225,-0.06369208,-,0,91.37255096,-,3.45822835,13.80685329,28.91593933,7.24262953,12.48309994,8.01066399,0,0.02511682,-,-,-,-,0.03667055,764.8260498,421.43255615,6.42000198,0.05019847,1229.75634766,-,-,81,0,0,-,159.25813293,9.55548859,2035,6.06799984,450,42.04938126,13.92028904,171.6000061,16,100,-,-,-,1.99996948,-,-,-,-,-,-,-,-,-,-,-,-,-,30.53444862,0,69.46555328,-,-,-,-,-,22.62588692,19694.67382812,-,8.55722618,-,-,28.9995575,-,159.10684204,33.90714645,-0.09370078,0.83112645,0.15492132,-0.12532383,-,7.89599991,13,50.50799942,48,10.60000038,26.5,Aniceto
