GPS Time,Device Time,Longitude,Latitude,GPS Speed (Meters/second),Altitude,G(x),G(y),G(z),Kilometers Per Litre(Instant)(kpl),Litres Per 100 Kilometer(Instant)(l/100km),Actual engine % torque(%),Trip Distance(km),Engine RPM(rpm),GPS Accuracy(m),GPS Altitude(m),GPS Latitude(°),GPS Longitude(°)
Fri Sep 27 08:48:48 GMT+02:00 2019,27-set-2019 08:48:47.720,13.92883637,42.05521713,0.0,436.344970703125,-0.59008789,7.41548157,5.97996521,15.79907513,6.32935286,-,42.05521774,7.84313726,-,-,0.0,17
Fri Sep 27 08:48:54 GMT+02:00 2019,27-set-2019 08:48:53.362,13.92883826,42.05521578,0.0,436.5553588867188,-0.97795105,7.40112305,5.92729187,15.79880619,6.32946014,-,42.05521393,7.84313726,-,-,0.0,17
Fri Sep 27 08:48:59 GMT+02:00 2019,27-set-2019 08:48:58.883,13.92883784,42.05521513,0.0,436.94189453125,-1.73213196,5.8568573,7.69900513,15.79853821,6.32956791,-,42.05521393,7.84313726,-,-,0.0,17
Fri Sep 27 08:49:01 GMT+02:00 2019,27-set-2019 08:49:00.801,13.92883793,42.05521496,0.0,436.734375,-2.92683411,5.210418700000001,8.16827393,15.79826927,6.32967567,-,42.05521393,7.84313726,-,-,0.0,17
Fri Sep 27 08:49:02 GMT+02:00 2019,27-set-2019 08:49:01.883,13.92883883,42.0552153,0.0,436.42279052734375,-1.9045105,6.66369629,6.82032776,15.79800034,6.32978344,-,42.05521393,7.84313726,-,-,0.0,17
Fri Sep 27 08:49:03 GMT+02:00 2019,27-set-2019 08:49:02.842,13.92883968,42.05521561,0.0,436.29180908203125,-2.27322388,6.56314087,5.89855957,15.79773235,6.32989073,-,42.05521393,7.84313726,-,-,0.0,17
Fri Sep 27 08:49:04 GMT+02:00 2019,27-set-2019 08:49:03.806,13.92883996,42.05521575,0.0,436.327392578125,-2.09605408,6.92227173,6.19065857,15.79746437,6.32999802,-,42.05521393,7.84313726,-,-,0.0,17
Fri Sep 27 08:49:05 GMT+02:00 2019,27-set-2019 08:49:04.911,13.928840099999999,42.0552158,0.0,436.3258666992188,-1.80155945,6.53201294,6.37261963,15.79719639,6.33010578,-,42.05521393,7.84313726,-,-,0.0,17
Fri Sep 27 08:49:06 GMT+02:00 2019,27-set-2019 08:49:05.883,13.92884022,42.05521585,0.0,436.3067626953125,-1.91888428,6.94142151,6.23374939,15.79692745,6.33021307,-,42.05521774,7.84313726,-,-,0.0,17
Fri Sep 27 08:49:07 GMT+02:00 2019,27-set-2019 08:49:06.844,13.92884025,42.05521587,0.0,436.3160400390625,-2.03619385,6.94142151,5.94166565,15.79665947,6.33032036,-,42.05521774,7.84313726,-,-,0.0,17
