GPS Time,Device Time,Longitude,Latitude,GPS Speed (Meters/second),Altitude,G(x),G(y),G(z),Kilometers Per Litre(Instant)(kpl),Litres Per 100 Kilometer(Instant)(l/100km),Actual engine % torque(%),Trip Distance(km),Engine RPM(rpm),GPS Accuracy(m),GPS Altitude(m),GPS Latitude(°),GPS Longitude(°)
Mon Sep 23 10:14:25 GMT+02:00 2019,23-set-2019 10:14:44.562,14.24218758,41.599041799999995,9.37,522.4810180664061,1.41145325,8.05473328,3.40141296,-,-,-,-,-,-,-,-,-
Mon Sep 23 10:14:25 GMT+02:00 2019,23-set-2019 10:14:44.900,14.24218758,41.599041799999995,9.37,522.4810180664061,1.41145325,8.05473328,3.40141296,-,-,-,-,-,-,-,-,-
Mon Sep 23 10:14:25 GMT+02:00 2019,23-set-2019 10:14:45.497,14.24218758,41.599041799999995,9.37,522.4810180664061,1.41145325,8.05473328,3.40141296,-,-,-,-,-,-,-,-,18
Mon Sep 23 10:14:53 GMT+02:00 2019,23-set-2019 10:14:53.275,14.24328717,41.59781082,2.45,522.7256469726561,1.41145325,8.05473328,3.40141296,0,∞,-,41.59781265,14.90196133,-,-,0,18
Mon Sep 23 10:14:59 GMT+02:00 2019,23-set-2019 10:14:59.332,14.24364044,41.59787052,6.16,520.5798950195311,-0.04182434,6.01487732,7.64154053,8.24555206,12.12749863,-,41.59786987,17.25490189,-,-,5.88235283,18
Mon Sep 23 10:15:07 GMT+02:00 2019,23-set-2019 10:15:06.891,14.24397264,41.5978968,0.35,523.6737670898439,-0.50151062,5.89755249,6.81794739,8.51276112,11.74682617,292.35003662,41.59789658,7.84313726,-,-,0,18
Mon Sep 23 10:15:10 GMT+02:00 2019,23-set-2019 10:15:10.523,14.24404774,41.59790164,2.45,525.206298828125,-0.46798706,6.63496399,6.75569153,8.72558022,11.46031761,292.35003662,41.59790039,20.3921566,-,-,4.70588255,18
Mon Sep 23 10:15:12 GMT+02:00 2019,23-set-2019 10:15:11.889,14.24414594,41.59787645,4.28,522.9207763671875,0.67164612,6.93424988,6.6048584,7.17725611,13.93261147,292.35003662,41.5978775,17.64705849,-,-,8.23529434,18
Mon Sep 23 10:15:13 GMT+02:00 2019,23-set-2019 10:15:13.261,14.24419977,41.59788971,4.4,522.4674072265625,-2.14393616,6.23513794,5.21621704,7.85711908,12.72704697,263.66085815,41.59788895,21.56862831,-,-,12.15686321,18
Mon Sep 23 10:15:15 GMT+02:00 2019,23-set-2019 10:15:14.623,14.24431804,41.59793923,5.16,524.65283203125,3.43215942,2.82579041,1.26579285,8.0214119,12.46637344,273.6567688,41.59793854,7.84313726,-,-,0,18
Mon Sep 23 10:15:16 GMT+02:00 2019,23-set-2019 10:15:15.988,14.24439441,41.59792448,5.28,523.1952514648439,-0.98274231,8.27978516,6.16671753,8.12167931,12.31246758,205.24258423,41.59792328,14.90196133,-,-,4.70588255,18
Mon Sep 23 10:15:18 GMT+02:00 2019,23-set-2019 10:15:18.240,14.24448191,41.59796982,5.7,518.5964965820311,0.62615967,6.39794922,7.2848053,8.21192074,12.17716599,174.62562561,41.59796906,13.72549057,-,-,3.52941179,18
