GPS Time,Device Time,Longitude,Latitude,GPS Speed (Meters/second),Altitude,G(x),G(y),G(z),Kilometers Per Litre(Instant)(kpl),Litres Per 100 Kilometer(Instant)(l/100km),Actual engine % torque(%),Trip Distance(km),Engine RPM(rpm),GPS Accuracy(m),GPS Altitude(m),GPS Latitude(°),GPS Longitude(°)
Tue Oct 08 13:00:04 GMT+02:00 2019,08-ott-2019 13:00:02.137,14.23249847,41.622265999999996,14.56,535.6441650390625,-0.88218689,7.11621094,6.14996338,-,-,-,41.62226486,-,-,-,-,-
Tue Oct 08 13:00:04 GMT+02:00 2019,08-ott-2019 13:00:02.886,14.23249847,41.622265999999996,14.56,535.6441650390625,-1.66508484,6.76904297,5.89855957,-,-,-,41.62226486,-,-,-,-,20
Tue Oct 08 13:00:11 GMT+02:00 2019,08-ott-2019 13:00:09.567,14.23150318,41.62305569,16.88,536.6986083984375,-0.86782837,6.23034668,6.36543274,8.20038128,12.19430065,322.53903198,41.623054499999995,7.84313726,-,-,7.84313726,20
Tue Oct 08 13:00:18 GMT+02:00 2019,08-ott-2019 13:00:16.455,14.23110375,41.62391036,14.81,530.449951171875,-1.13357544,6.51286316,6.84906006,7.2879405,13.72101212,368.69976807,41.623909000000005,22.35294151,-,-,12.94117641,20
Tue Oct 08 13:00:25 GMT+02:00 2019,08-ott-2019 13:00:23.766,14.23099002,41.62490422,14.75,529.0755615234375,-0.07772827,6.85044861,4.13642883,6.89666748,14.49945545,389.99847412,41.62490463,20.7843132,-,-,8.62745094,21
Tue Oct 08 13:00:27 GMT+02:00 2019,08-ott-2019 13:00:25.142,14.23094298,41.62515031,13.24,531.8106689453125,1.45933533,4.68849182,5.85546875,6.73545122,14.84650612,398.26605225,41.62514877,7.84313726,-,-,0,21
Tue Oct 08 13:00:28 GMT+02:00 2019,08-ott-2019 13:00:26.659,14.23094033,41.62527564,13.05,532.73828125,-0.33152771,7.13775635,5.71661377,6.61984062,15.10578918,404.52389526,41.62527466,7.84313726,-,-,0,20
Tue Oct 08 13:00:30 GMT+02:00 2019,08-ott-2019 13:00:28.006,14.23086214,41.62544618,12.35,531.537109375,9.57807922,4.82974243,7.06214905,6.59012556,15.17390251,405.53771973,41.62544632,7.84313726,-,-,0,20
Tue Oct 08 13:00:31 GMT+02:00 2019,08-ott-2019 13:00:29.359,14.23086767,41.62552294,10.37,530.196044921875,5.86946106,3.63024902,7.29438782,7.44172859,13.43745804,377.70800781,41.62552261,13.33333397,-,-,0.78431374,20
Tue Oct 08 13:00:36 GMT+02:00 2019,08-ott-2019 13:00:34.584,14.2311193,41.62576431,8.24,528.403076171875,0.22633362,8.24865723,3.89701843,7.38291216,13.54450893,377.92077637,41.62576294,21.17647171,-,-,0.78431374,20
