GPS Time,Device Time,Longitude,Latitude,GPS Speed (Meters/second),Altitude,G(x),G(y),G(z),Kilometers Per Litre(Instant)(kpl),Litres Per 100 Kilometer(Instant)(l/100km),Actual engine % torque(%),Trip Distance(km),Engine RPM(rpm),GPS Accuracy(m),GPS Altitude(m),GPS Latitude(°),GPS Longitude(°)
Fri Sep 27 09:14:07 GMT+02:00 2019,27-set-2019 09:14:05.962,13.82012984,42.18755842,15.21,459.719970703125,2.97247314,9.01959229,2.55625916,15.77322674,6.33972502,34.01150894,42.18755722,11.37254906,-,-,0.0,18
Fri Sep 27 09:14:15 GMT+02:00 2019,27-set-2019 09:14:13.978,13.819543900000001,42.18668182,13.52,446.59674072265625,3.00360107,9.38591003,2.17318726,15.77229404,6.34009981,118.19783783,42.18668365,26.66666794,-,-,18.03921509,18
Fri Sep 27 09:14:18 GMT+02:00 2019,27-set-2019 09:14:16.866,13.81889522,42.18655072,14.85,441.8394775390625,0.79853821,8.91424561,3.53070068,15.76922894,6.34133196,206.92852783,42.18655014,21.17647171,-,-,10.196078300000002,19
Fri Sep 27 09:14:20 GMT+02:00 2019,27-set-2019 09:14:19.237,13.81851922,42.18652746,14.65,433.287841796875,2.73306274,8.96452332,2.07023621,15.769013399999999,6.34141874,198.86294556,42.18652725,34.11764908,-,-,26.27450943,19
Fri Sep 27 09:14:22 GMT+02:00 2019,27-set-2019 09:14:21.072,13.81808389,42.18654706,14.73,446.1473388671875,0.90628052,8.72990417,2.46528625,15.7666111,6.34238482,219.23381042,42.18654633,34.11764908,-,-,26.66666794,19
Fri Sep 27 09:14:24 GMT+02:00 2019,27-set-2019 09:14:22.741,13.81771797,42.18660185,15.01,447.9840087890625,0.96134949,8.81848145,2.76695251,15.76427746,6.34332371,231.72779846,42.18660355,29.80392265,-,-,15.29411793,19
Fri Sep 27 09:14:32 GMT+02:00 2019,27-set-2019 09:14:30.554,13.81629658,42.18689982,15.7,457.0322265625,0.58546448,8.15049744,2.08938599,15.76482105,6.34310532,198.62382507,42.18690109,29.80392265,-,-,15.29411793,19
Fri Sep 27 09:14:33 GMT+02:00 2019,27-set-2019 09:14:31.516,13.81614075,42.18695192,16.13,459.3321533203125,0.09704589999999999,8.94776917,2.11811829,15.76482105,6.34310532,198.62382507,42.18695068,40.78431320000001,-,-,26.27450943,19
Fri Sep 27 09:14:39 GMT+02:00 2019,27-set-2019 09:14:37.515,13.81514939,42.18729362,14.83,466.6256103515625,1.35877991,8.74186707,2.54907227,15.76114368,6.34458494,238.86625671,42.18729401,32.94117737,-,-,26.27450943,19
Fri Sep 27 09:14:40 GMT+02:00 2019,27-set-2019 09:14:39.125,13.81498264,42.18736211,15.33,466.8546142578125,0.56152344,8.61497498,2.05827332,15.75883961,6.34551287,244.75318909,42.18736267,32.94117737,-,-,25.09803963,19
Fri Sep 27 09:14:42 GMT+02:00 2019,27-set-2019 09:14:41.267,13.81471911,42.18749413,15.32,470.52972412109375,0.82487488,8.59822083,2.52992249,15.75658226,6.3464222,249.04858398,42.18749237,32.15686417,-,-,24.31372643,19
Fri Sep 27 09:14:45 GMT+02:00 2019,27-set-2019 09:14:43.546,13.81428916,42.187682,14.63,474.8897705078125,0.62136841,8.9094696,2.34078979,15.75432873,6.34733009,252.54226685,42.18768311,33.72549057,-,-,25.88235283,19
