GPS Time,Device Time,Longitude,Latitude,GPS Speed (Meters/second),Altitude,G(x),G(y),G(z),Kilometers Per Litre(Instant)(kpl),Litres Per 100 Kilometer(Instant)(l/100km),Actual engine % torque(%),Engine RPM(rpm),GPS Accuracy(m),GPS Altitude(m),GPS Latitude(°),GPS Longitude(°),Acceleration Sensor(X axis)(g),Acceleration Sensor(Y axis)(g),Acceleration Sensor(Z axis)(g),Acceleration Sensor(Total)(g),Run time since engine start(s)
Thu Dec 26 18:03:45 GMT+01:00 2019,26-dic-2019 18:03:44.639,14.080167699999999,41.85277042,17.83,1270.134765625,1.54470015,8.92191219,3.46706414,45.29433441,2.20773578,-,1485.5,3.79009247,1270.13476562,41.85277176,14.08016777,0.16014785,0.95391321,0.28931698,0.043028500000000004,1196
Thu Dec 26 18:03:46 GMT+01:00 2019,26-dic-2019 18:03:45.482,14.08005614,41.85290387,17.71,1270.2169189453125,1.83694839,9.68367386,4.61210299,45.48826599,2.19832325,-,1480.5,3.79009247,1270.21691895,41.85290527,14.08005619,0.16161296,0.96612257,0.23681667,0.0361903,1197
Thu Dec 26 18:03:46 GMT+01:00 2019,26-dic-2019 18:03:46.324,14.08005614,41.85290387,17.71,1270.2169189453125,1.60698259,9.45849895,3.34010363,48.50840378,2.06145573,-,1473,3.79009247,1270.21691895,41.85290527,14.08005619,0.10276379999999999,0.9575761,0.29371232,0.04079849,1198
Thu Dec 26 18:03:47 GMT+01:00 2019,26-dic-2019 18:03:47.052,14.07994039,41.85303754,17.57,1270.446044921875,1.20214665,9.429753300000002,4.01323318,49.17958832,2.03332162,-,1458.5,3.79009247,1270.44604492,41.85303879,14.0799408,0.07810087,0.98663425,0.33522418,0.08155713,1198
Thu Dec 26 18:03:48 GMT+01:00 2019,26-dic-2019 18:03:47.897,14.07982616,41.85316785,17.37,1270.358154296875,0.46194381,9.98310852,3.07899666,48.71696091,2.05263042,-,1455.5,3.79009247,1270.3581543,41.85316849,14.07982635,0.13499653,0.93901783,0.30641009999999996,0.03241252,1199
Thu Dec 26 18:03:49 GMT+01:00 2019,26-dic-2019 18:03:48.744,14.07970927,41.85329494,17.28,1270.424072265625,2.2561574,9.12552834,3.7928492999999994,31.36964607,3.18772864,-,1452.5,3.79009247,1270.42407227,41.85329437,14.07970905,0.02364708,0.97979707,0.22216542,0.03202684,1200
Thu Dec 26 18:03:50 GMT+01:00 2019,26-dic-2019 18:03:49.465,14.07958384,41.85342155,17.45,1270.85302734375,2.16512918,9.44652176,4.13300705,20.69984818,4.83085299,-,1463.5,3.79009247,1270.85302734,41.85342026,14.07958412,0.24365994,0.84500569,0.08517629,-0.10097443,1201
Thu Dec 26 18:03:50 GMT+01:00 2019,26-dic-2019 18:03:50.314,14.07958384,41.85342155,17.45,1270.85302734375,1.0895591999999998,10.14121056,3.03827357,14.32286263,6.98169947,-,1468,3.79009247,1270.85302734,41.85342026,14.07958412,0.13279885,0.93584341,0.28321230000000003,0.02029456,1202
Thu Dec 26 18:03:51 GMT+01:00 2019,26-dic-2019 18:03:51.156,14.07944652,41.85353828,17.51,1271.1181640625,0.74461025,9.06564045,2.19985628,12.73673439,7.85114288,-,1483,3.79009247,1271.11816406,41.85353851,14.07944679,0.00264696,1.0071459999999999,-0.01835917,0.010798299999999999,1202
Thu Dec 26 18:03:52 GMT+01:00 2019,26-dic-2019 18:03:51.884,14.07929568,41.85364859,17.68,1271.6436767578125,1.95193148,9.89208031,3.73056674,12.11798668,8.2520237,-,1496,3.79009247,1271.64367676,41.85364914,14.07929611,0.12303135,1.03718114,0.31642178,0.12478995,1203
Thu Dec 26 18:03:53 GMT+01:00 2019,26-dic-2019 18:03:52.725,14.07913024,41.85375351,17.97,1271.648681640625,1.68363786,9.37944794,3.48622799,12.75766468,7.83826208,-,1514.5,3.79009247,1271.64868164,41.85375214,14.07913017,0.09958936,0.96685511,0.26782849,0.03959739,1204
Thu Dec 26 18:03:54 GMT+01:00 2019,26-dic-2019 18:03:53.564,14.07895618,41.85385231,18.21,1271.83251953125,0.82366109,10.35201263,3.18918848,12.85358334,7.7797699,-,1528,3.79009247,1271.83251953,41.85385132,14.0789566,0.11082198,0.89628506,0.26196799,-0.02671889,1205
Thu Dec 26 18:03:54 GMT+01:00 2019,26-dic-2019 18:03:54.269,14.07895618,41.85385231,18.21,1271.83251953125,0.68711877,10.14121056,5.15108585,13.44351578,7.43837595,-,1542.5,3.79009247,1271.83251953,41.85385132,14.0789566,0.12791511,0.95342481,0.22363056,0.01529398,1206
Thu Dec 26 18:03:55 GMT+01:00 2019,26-dic-2019 18:03:55.115,14.07876837,41.85394237,18.46,1271.9248046875,1.20933306,8.67278194,2.93526793,13.13368034,7.61385345,-,1553.5,3.79009247,1271.92480469,41.85394287,14.07876873,0.05172863,1.02936709,0.19335133,0.07196651,1206
Thu Dec 26 18:03:56 GMT+01:00 2019,26-dic-2019 18:03:55.957,14.07856681,41.85402102,18.54,1272.314453125,0.67274588,9.62857819,3.91262341,12.15385246,8.22767258,-,1561.5,3.79009247,1272.31445312,41.85401917,14.07856655,0.11301966,0.99127394,0.31617758,0.08138789,1207
Thu Dec 26 18:03:57 GMT+01:00 2019,26-dic-2019 18:03:56.687,14.07836046,41.85408954,18.63,1272.2562255859375,0.82126558,9.44412613,3.80003572,11.924366,8.38601589,-,1577,3.79009247,1272.25622559,41.85408783,14.07836056,0.05758913,0.9568435,0.25000279999999997,0.02082298,1208
Thu Dec 26 18:03:58 GMT+01:00 2019,26-dic-2019 18:03:57.535,14.07814715,41.85414727,18.83,1272.7596435546875,0.71825999,9.93040848,2.88735819,12.11593342,8.25342274,-,1589.5,3.79009247,1272.75964355,41.85414886,14.07814693,0.11594993,1.0349834,0.21557239,0.08859092,1209
Thu Dec 26 18:03:58 GMT+01:00 2019,26-dic-2019 18:03:58.382,14.07814715,41.85414727,18.83,1272.7596435546875,-0.04110671,9.35549355,4.02281523,13.89287186,7.19778633,-,1591,3.79009247,1272.75964355,41.85414886,14.07814693,0.08298462,0.97662264,0.29346818,0.05653101,1210
Thu Dec 26 18:03:59 GMT+01:00 2019,26-dic-2019 18:03:59.089,14.07792269,41.85418845,18.99,1273.3660888671875,-0.28544551,9.6621151,3.58444262,20.313097,4.9228301,-,1581,3.79009247,1273.36608887,41.85418701,14.07792282,0.11106617,0.8840756999999999,0.22363056,-0.05169816,1210
Thu Dec 26 18:04:00 GMT+01:00 2019,26-dic-2019 18:03:59.935,14.07769902,41.85420939,18.81,1273.7147216796875,0.29186481,9.56150436,3.28261232,20.99386787,4.76319647,-,1576,3.79009247,1273.71472168,41.8542099,14.07769871,0.00435627,0.93511075,0.30177054,0.01812502,1211
Thu Dec 26 18:04:01 GMT+01:00 2019,26-dic-2019 18:04:00.777,14.07746829,41.85422096,18.71,1274.312744140625,1.07039535,9.14229584,3.22033,14.86863995,6.72542477,-,1573,3.79009247,1274.31274414,41.85422134,14.07746792,0.06076356,0.98272729,0.23730505,0.04113406,1212
Thu Dec 26 18:04:02 GMT+01:00 2019,26-dic-2019 18:04:01.521,14.07724359,41.85421394,18.79,1274.537109375,1.81538916,9.89687157,3.71379852,12.15925026,8.22402,-,1580.5,3.79009247,1274.53710938,41.85421371,14.0772438,0.16967115,1.13143742,0.26392147,0.20098403,1213
Thu Dec 26 18:04:03 GMT+01:00 2019,26-dic-2019 18:04:02.595,14.07701413,41.85420411,18.9,1274.951904296875,1.18298292,9.28602409,2.14476013,11.63584518,8.59395409,-,1584,3.79009247,1274.9519043,41.85420227,14.07701397,0.14451985,0.92436653,0.21386306,-0.01282475,1214
Thu Dec 26 18:04:04 GMT+01:00 2019,26-dic-2019 18:04:03.450,14.07678939,41.85419232,19.03,1275.32080078125,1.38180757,8.89556122,4.15217113,12.63539886,7.91410875,-,1598,3.79009247,1275.32080078,41.85419083,14.07678986,0.08493812,1.09163487,0.38967803,0.19985364,1215
Thu Dec 26 18:04:04 GMT+01:00 2019,26-dic-2019 18:04:04.160,14.07678939,41.85419232,19.03,1275.32080078125,1.69561529,10.10288239,3.56048775,13.84048176,7.22503138,-,1606.5,3.79009247,1275.32080078,41.85419083,14.07678986,0.10203124,1.00470412,0.30518916,0.08849808,1215
Thu Dec 26 18:04:05 GMT+01:00 2019,26-dic-2019 18:04:04.969,14.07655979,41.85417837,19.12,1275.5411376953125,-0.05068862,9.74835205,1.62015021,13.68386936,7.30772209,-,1611,3.79009247,1275.5411377,41.85417938,14.07656002,0.26978800000000003,0.90702921,0.25928193,0.01255678,1216
Thu Dec 26 18:04:06 GMT+01:00 2019,26-dic-2019 18:04:05.805,14.07632969,41.8541632,19.17,1275.854248046875,2.03098226,10.01185417,3.40478182,14.24910069,7.01784086,-,1616.5,3.79009247,1275.85424805,41.85416412,14.07632923,0.23022963,0.93975031,0.26196799,0.03338594,1217
Thu Dec 26 18:04:07 GMT+01:00 2019,26-dic-2019 18:04:06.539,14.07609984,41.85414615,19.26,1276.35009765625,1.30275679,9.666905400000001,3.30896258,16.10407257,6.20948029,-,1617,3.79009247,1276.35009766,41.85414505,14.0760994,0.14598498,0.97686684,0.19799089,0.03203991,1218
Thu Dec 26 18:04:08 GMT+01:00 2019,26-dic-2019 18:04:07.380,14.07586967,41.85413211,19.25,1276.856201171875,1.47044027,9.11115456,3.73775339,16.05303764,6.22922134,-,1614.5,3.79009247,1276.85620117,41.85413361,14.07586956,0.16722926,0.96392488,0.22973526,0.03274901,1219
Thu Dec 26 18:04:08 GMT+01:00 2019,26-dic-2019 18:04:08.227,14.07586967,41.85413211,19.25,1276.856201171875,2.41186333,8.73266888,4.00604677,20.47134209,4.88477564,-,1608.5,3.79009247,1276.85620117,41.85413361,14.07586956,0.21606676,0.87577319,0.21874683,-0.04297938,1220
Thu Dec 26 18:04:09 GMT+01:00 2019,26-dic-2019 18:04:08.952,14.07564119,41.85411537,19.19,1277.2286376953125,1.51834989,8.804533000000001,3.48383236,22.20460892,4.50347567,-,1602,3.79009247,1277.2286377,41.85411453,14.07564163,0.19238058,0.85672665,0.26978195,-0.04692613,1220
Thu Dec 26 18:04:10 GMT+01:00 2019,26-dic-2019 18:04:09.813,14.07541453,41.85409795,19.08,1277.721923828125,1.85611224,8.58654499,3.01192331,27.39776421,3.64985704,-,1591.5,3.79009247,1277.72192383,41.85409927,14.07541466,0.15038034,0.89091289,0.28467742,-0.01766825,1221
Thu Dec 26 18:04:11 GMT+01:00 2019,26-dic-2019 18:04:10.662,14.07518848,41.85408279,18.97,1278.01806640625,2.1363833,8.6320591,3.30417156,27.52228355,3.6333437,-,1588.5,3.79009247,1278.01806641,41.85408401,14.07518864,0.08225206,0.88431978,0.22338639,-0.05449687,1222
Thu Dec 26 18:04:11 GMT+01:00 2019,26-dic-2019 18:04:11.368,14.07518848,41.85408279,18.97,1278.01806640625,2.16991997,8.77339172,3.32812643,27.22807312,3.67260361,-,1581.5,3.79009247,1278.01806641,41.85408401,14.07518864,0.17284559,0.93706429,0.25635168,0.01767327,1223
Thu Dec 26 18:04:12 GMT+01:00 2019,26-dic-2019 18:04:12.205,14.07496276,41.85407223,18.87,1278.378662109375,2.08607817,8.92909813,4.18331242,30.94484711,3.2314887,-,1540,3.79009247,1278.37866211,41.85407257,14.07496262,0.19408989999999998,0.95171559,0.23901437,0.02911976,1224
Thu Dec 26 18:04:13 GMT+01:00 2019,26-dic-2019 18:04:13.044,14.07473493,41.85405869,18.69,1278.5701904296875,2.24417973,8.65840912,4.81571865,181.2480011,0,-,1544.5,3.79009247,1278.57019043,41.85405731,14.07473469,0.234625,0.95269221,0.49712047,0.14896725,1224
Thu Dec 26 18:04:14 GMT+01:00 2019,26-dic-2019 18:04:13.764,14.0745176,41.8540451,18.36,1278.525146484375,1.41055334,9.89447594,2.4777317,181.2480011,0,-,1531.5,3.79009247,1278.52514648,41.85404587,14.07451725,0.12303135,0.8230288,0.27051452,-0.08875845,1225
Thu Dec 26 18:04:15 GMT+01:00 2019,26-dic-2019 18:04:14.580,14.07429464,41.85403416,18.22,1278.651611328125,1.48960412,9.43693924,2.24057913,60.35214996,1.65690732,-,1541,3.79009247,1278.65161133,41.85403442,14.07429504,0.15868272,0.99908781,0.21239795,0.05911058,1226
Thu Dec 26 18:04:16 GMT+01:00 2019,26-dic-2019 18:04:15.419,14.07407765,41.85402321,18.47,1278.3255615234375,1.0895591999999998,9.35309792,3.22033,14.16696358,7.0585289,-,1553,3.79009247,1278.32556152,41.85402298,14.07407761,0.16307808,0.91581994,0.19335133,-0.02428192,1227
Thu Dec 26 18:04:16 GMT+01:00 2019,26-dic-2019 18:04:16.146,14.07407765,41.85402321,18.47,1278.3255615234375,1.64531016,9.37226105,2.80830765,12.02131844,8.31838226,-,1574.5,3.79009247,1278.32556152,41.85402298,14.07407761,0.16722928,0.98297149,0.20678161,0.04357912,1227
Thu Dec 26 18:04:17 GMT+01:00 2019,26-dic-2019 18:04:16.986,14.07385204,41.85401157,18.9,1278.01708984375,1.46085835,10.32087135,2.76518917,12.56037903,7.96137762,-,1605,3.79009247,1278.01708984,41.85401154,14.07385159,0.20605509,0.97051793,0.28296807,0.06386149,1228
Thu Dec 26 18:04:18 GMT+01:00 2019,26-dic-2019 18:04:17.840,14.07362111,41.85399963,19.34,1277.933837890625,1.56625938,9.83219337,3.1005559,15.24839687,6.55792999,-,1638.5,3.79009247,1277.93383789,41.85400009,14.0736208,0.18774101,1.01080894,0.21825843,0.07659703,1229
Thu Dec 26 18:04:19 GMT+01:00 2019,26-dic-2019 18:04:18.565,14.07338551,41.85398573,19.67,1277.5301513671875,2.01181841,9.96873569,3.25147104,15.4867363,6.45700407,-,1653,3.79009247,1277.53015137,41.85398483,14.07338524,0.21313651,0.90263385,0.28077042,0.00291972,1230
Thu Dec 26 18:04:19 GMT+01:00 2019,26-dic-2019 18:04:19.405,14.07338551,41.85398573,19.67,1277.5301513671875,1.97109532,9.03928947,3.97969675,30.54892159,3.27336979,-,1657,3.79009247,1277.53015137,41.85398483,14.07338524,0.13988028,1.00519252,0.30470079,0.09296710000000001,1231
Thu Dec 26 18:04:20 GMT+01:00 2019,26-dic-2019 18:04:20.247,14.07314823,41.85397106,19.82,1277.1177978515625,2.09566021,8.47156239,3.37843132,181.2480011,0,-,1644.5,3.79009247,1277.11779785,41.85396957,14.07314777,0.16796184,0.91166884,0.26831684,-0.00215804,1232
Thu Dec 26 18:04:21 GMT+01:00 2019,26-dic-2019 18:04:20.975,14.07291301,41.85395629,19.59,1277.1636962890625,3.07062006,8.72787857,3.01192331,181.2480011,0,-,1624.5,3.79009247,1277.16369629,41.85395813,14.07291317,0.32546273,0.8997035,0.21142118,0.00651249,1232
Thu Dec 26 18:04:22 GMT+01:00 2019,26-dic-2019 18:04:21.818,14.07267692,41.85394871,19.31,1276.8209228515625,3.48024678,9.29321098,3.77847624,181.2480011,0,-,1605.5,3.79009247,1276.82092285,41.8539505,14.07267666,0.32326502,0.91362226,0.20897929,0.01753685,1233
Thu Dec 26 18:04:23 GMT+01:00 2019,26-dic-2019 18:04:22.543,14.07244893,41.853946,19.0,1276.5699462890625,3.24548984,8.63445473,3.30417156,181.2480011,0,-,1595,3.79009247,1276.56994629,41.85394669,14.07244873,0.26221818,0.89775008,0.22778174,-0.00862436,1234
Thu Dec 26 18:04:23 GMT+01:00 2019,26-dic-2019 18:04:23.265,14.07244893,41.853946,19.0,1276.5699462890625,2.46695948,8.64643192,3.26344872,181.2480011,0,-,1574.5,3.79009247,1276.56994629,41.85394669,14.07244873,0.31520686,0.95440161,0.20775838,0.0515266,1235
Thu Dec 26 18:04:24 GMT+01:00 2019,26-dic-2019 18:04:24.115,14.07222295,41.85395452,18.77,1276.515380859375,3.34849548,8.71590042,2.0848732,181.2480011,0,-,1555,3.79009247,1276.51538086,41.85395432,14.07222271,0.32228829999999997,0.94536662,0.25293303,0.05967746,1235
Thu Dec 26 18:04:25 GMT+01:00 2019,26-dic-2019 18:04:24.846,14.07199746,41.85397188,18.51,1276.79931640625,3.70063066,9.07043171,3.93178701,181.2480011,0,-,1572.5,3.79009247,1276.79931641,41.85397339,14.07199764,0.29567182,0.94902945,0.11154854,0.01663041,1236
Thu Dec 26 18:04:26 GMT+01:00 2019,26-dic-2019 18:04:25.576,14.07177892,41.8539967,18.34,1276.56298828125,2.37353563,9.40340328,2.60229635,51.99427795,1.92324853,-,1542,3.79009247,1276.56298828,41.85399628,14.07177925,0.3259511,0.86991268,0.18944433,-0.02664641,1237
Thu Dec 26 18:04:27 GMT+01:00 2019,26-dic-2019 18:04:26.420,14.07155923,41.85403289,18.55,1276.5389404296875,2.92928672,9.59504128,2.85142612,20.29722214,4.92668009,-,1549,3.79009247,1276.53894043,41.85403442,14.07155895,0.29933465,0.9004360999999999,0.13596727,-0.02187919,1238
Thu Dec 26 18:04:27 GMT+01:00 2019,26-dic-2019 18:04:27.264,14.07155923,41.85403289,18.55,1276.5389404296875,2.71608925,8.68475914,2.95203638,17.06294441,5.86053133,-,1570,3.79009247,1276.53894043,41.85403442,14.07155895,0.23462501,0.97222728,0.20458394,0.04584561,1239
Thu Dec 26 18:04:28 GMT+01:00 2019,26-dic-2019 18:04:27.984,14.07134038,41.85408045,18.68,1276.4832763671875,2.69692516,9.73876953,2.58792353,15.2432394,6.56014872,-,1586,3.79009247,1276.48327637,41.854080200000006,14.07134056,0.23267148,0.9424364,0.18138613,0.01103834,1239
Thu Dec 26 18:04:29 GMT+01:00 2019,26-dic-2019 18:04:28.828,14.07112236,41.85414041,19.06,1276.6435546875,3.18081188,9.99029541,3.19637513,16.08093071,6.21841621,-,1609,3.79009247,1276.64355469,41.85414124,14.07112217,0.2556251,0.99859953,0.15086271,0.0612476,1240
Thu Dec 26 18:04:30 GMT+01:00 2019,26-dic-2019 18:04:29.677,14.07090744,41.85421126,19.28,1276.673583984375,2.39030409,9.4824543,2.9688046000000003,16.88019371,5.92397928,-,1624.5,3.79009247,1276.67358398,41.8542099,14.07090759,0.19213639,0.9011687,0.09836242,-0.05714468,1241
Thu Dec 26 18:04:31 GMT+01:00 2019,26-dic-2019 18:04:30.398,14.07069944,41.85429108,19.49,1276.7318115234375,1.8776716,9.52557182,3.63953876,15.33427143,6.52120447,-,1635.5,3.79009247,1276.73181152,41.85429001,14.07069969,0.27174148,0.94732016,0.28272387,0.05759171,1242
Thu Dec 26 18:04:31 GMT+01:00 2019,26-dic-2019 18:04:31.254,14.07069944,41.85429108,19.49,1276.7318115234375,1.3530618,9.57587719,2.3962852999999997,14.42602253,6.93177366,-,1651.5,3.79009247,1276.73181152,41.85429001,14.07069969,0.19018289,0.89897108,0.21215373,-0.02922603,1243
Thu Dec 26 18:04:32 GMT+01:00 2019,26-dic-2019 18:04:32.125,14.07048956,41.85437554,19.73,1277.232177734375,1.77227056,9.32435226,3.5892334000000004,13.19966984,7.57578945,-,1667,3.79009247,1277.23217773,41.85437393,14.07048988,0.18554333,0.98687845,0.26416567,0.06852788,1243
Thu Dec 26 18:04:33 GMT+01:00 2019,26-dic-2019 18:04:32.855,14.07028267,41.85446335,19.95,1277.5960693359375,1.64531016,9.041685099999999,3.38561773,15.50291157,6.45026731,-,1681,3.79009247,1277.59606934,41.85446167,14.07028294,0.19115965,0.92656428,0.21288629999999997,-0.00318523,1244
Thu Dec 26 18:04:34 GMT+01:00 2019,26-dic-2019 18:04:33.696,14.07007182,41.85455048,19.99,1278.023193359375,1.7411293999999997,8.39730263,3.59402466,25.1342144,3.97855759,-,1662,3.79009247,1278.02319336,41.85454941,14.07007217,0.10618242,0.87504065,0.26172382,-0.04688123,1245
Thu Dec 26 18:04:35 GMT+01:00 2019,26-dic-2019 18:04:34.549,14.06986833,41.85463647,19.65,1278.1474609375,2.17231536,9.13510895,3.20835257,181.2480011,0,-,1643.5,3.79009247,1278.14746094,41.85463715,14.06986809,0.15038034,0.98126221,0.19554901,0.03613325,1246
Thu Dec 26 18:04:35 GMT+01:00 2019,26-dic-2019 18:04:35.264,14.06986833,41.85463647,19.65,1278.1474609375,1.86569428,9.56629562,2.80112123,181.2480011,0,-,1616.5,3.79009247,1278.14746094,41.85463715,14.06986809,0.20898533,0.91655254,0.23535155,-0.00155879,1247
Thu Dec 26 18:04:36 GMT+01:00 2019,26-dic-2019 18:04:36.108,14.06966689,41.85472031,19.21,1278.29296875,1.81299376,9.20218277,3.52934647,48.00411987,2.08311129,-,1615,3.79009247,1278.29296875,41.85472107,14.06966686,0.18847357,0.93877363,0.23364222,0.01431652,1247
Thu Dec 26 18:04:37 GMT+01:00 2019,26-dic-2019 18:04:36.964,14.069468300000002,41.85480555,19.16,1278.3297119140625,1.84892583,9.88249874,2.80830765,18.69646835,5.34849262,-,1614,3.79009247,1278.32971191,41.85480499,14.0694685,0.2170435,0.99566919,0.23999111,0.07463838,1248
Thu Dec 26 18:04:38 GMT+01:00 2019,26-dic-2019 18:04:37.676,14.06926505,41.85489262,19.27,1278.454345703125,1.92318559,8.6895504,3.94136906,23.21224785,4.30798101,-,1587,3.79009247,1278.4543457,41.85489273,14.06926537,0.17870609,0.88212204,0.24463068,-0.03590446,1249
Thu Dec 26 18:04:39 GMT+01:00 2019,26-dic-2019 18:04:38.524,14.06906457,41.85497786,19.01,1278.47314453125,1.24286985,9.15906429,3.62037468,181.2480011,0,-,1590,3.79009247,1278.47314453,41.85497665,14.06906414,0.22681101,0.87772679,0.28247973,-0.01572366,1250
Thu Dec 26 18:04:39 GMT+01:00 2019,26-dic-2019 18:04:39.369,14.06906457,41.85497786,19.01,1278.47314453125,1.82976198,9.12552738,3.34249926,181.2480011,0,-,1564.5,3.79009247,1278.47314453,41.85497665,14.06906414,0.23609014,0.93901783,0.24853767,0.02941499,1251
Thu Dec 26 18:04:40 GMT+01:00 2019,26-dic-2019 18:04:40.095,14.06886798,41.85506788,18.97,1278.954345703125,1.06560445,9.52557182,3.6610980000000004,181.2480011,0,-,1551,3.79009247,1278.9543457,41.85506821,14.06886768,0.23438081,0.88773847,0.24878187,-0.017491999999999997,1251
Thu Dec 26 18:04:41 GMT+01:00 2019,26-dic-2019 18:04:40.943,14.06867138,41.85515601,18.63,1279.6832275390625,1.79622531,8.85962868,3.90543675,181.2480011,0,-,1530.5,3.79009247,1279.68322754,41.85515594,14.06867123,0.20996206,0.86112201,0.1569674,-0.07683731,1252
Thu Dec 26 18:04:42 GMT+01:00 2019,26-dic-2019 18:04:41.663,14.0684799,41.85524406,18.4,1280.4454345703125,1.91839468,8.909935,3.37364054,40.12182999,2.49235702,-,1528.5,3.79009247,1280.44543457,41.85524368,14.06847954,0.13695003,0.96026212,0.19164202,0.01322002,1253
Thu Dec 26 18:04:42 GMT+01:00 2019,26-dic-2019 18:04:42.388,14.0684799,41.85524406,18.4,1280.4454345703125,1.95911789,9.06085014,2.91610408,19.5590229,5.11262369,-,1537,3.79009247,1280.44543457,41.85524368,14.06847954,0.12547323,0.9019013000000001,0.24072367,-0.0274219,1254
Thu Dec 26 18:04:43 GMT+01:00 2019,26-dic-2019 18:04:43.364,14.06828959,41.85532805,18.29,1280.3790283203125,1.33868885,8.73985481,3.63953876,17.26222801,5.79287481,-,1552.5,3.79009247,1280.37902832,41.85532761,14.06828976,0.18652008,1.00983214,0.18089777,0.0650018,1255
Thu Dec 26 18:04:44 GMT+01:00 2019,26-dic-2019 18:04:44.082,14.0680989,41.85541653,18.73,1280.33056640625,1.62375093,9.19739151,3.6251656999999997,18.49593163,5.40648174,-,1562.5,3.79009247,1280.33056641,41.85541534,14.06809902,0.14769427,0.9299829,0.21581656,-0.00647298,1255
Thu Dec 26 18:04:45 GMT+01:00 2019,26-dic-2019 18:04:44.799,14.06790456,41.85550576,18.81,1280.889892578125,1.52793181,9.1470871,3.3999907999999994,20.57061768,4.86120176,-,1576,3.79009247,1280.88989258,41.855506899999995,14.06790447,0.17186883,0.93877363,0.18700245,-0.00306269,1256
Thu Dec 26 18:04:46 GMT+01:00 2019,26-dic-2019 18:04:45.764,14.06771374,41.85559322,18.81,1281.029541015625,1.25724268,9.42017174,3.13888359,23.71552849,4.21655846,-,1585.5,3.79009247,1281.02954102,41.85559464,14.06771374,0.22559007,0.84793591,0.23242131,-0.06138839,1257
Thu Dec 26 18:04:47 GMT+01:00 2019,26-dic-2019 18:04:46.487,14.06751602,41.85567862,19.03,1280.6666259765625,1.7411293999999997,9.22374153,3.65391159,22.21519279,4.50133038,-,1594,3.79009247,1280.66662598,41.85567856,14.06751633,0.15257803,0.98321563,0.22802593,0.04801911,1258
Thu Dec 26 18:04:47 GMT+01:00 2019,26-dic-2019 18:04:47.214,14.06751602,41.85567862,19.03,1280.6666259765625,1.48002219,8.9267025,2.93766356,21.5971508,4.63014412,-,1601.5,3.79009247,1280.66662598,41.85567856,14.06751633,0.15819435,0.97808778,0.2539098,0.05246841,1259
Thu Dec 26 18:04:48 GMT+01:00 2019,26-dic-2019 18:04:48.166,14.06731605,41.8557636,19.18,1280.336669921875,2.62985182,9.46808052,2.74842072,22.03003883,4.53916216,-,1618,3.79009247,1280.33666992,41.85576248,14.06731606,0.24903207,0.91777354,0.24658418,0.01249488,1259
Thu Dec 26 18:04:49 GMT+01:00 2019,26-dic-2019 18:04:48.895,14.06711477,41.85585182,19.4,1280.484130859375,2.1339879,9.34591198,2.81788969,22.18509483,4.50743723,-,1627,3.79009247,1280.48413086,41.85585022,14.06711483,0.2656368,0.94072706,0.18163033,0.01762132,1260
Thu Dec 26 18:04:50 GMT+01:00 2019,26-dic-2019 18:04:49.624,14.06691318,41.85594656,19.52,1280.3885498046875,2.10045099,9.69804764,2.9688046000000003,21.63904762,4.62117958,-,1636.5,3.79009247,1280.3885498,41.85594559,14.0669136,0.32912552,0.8830988999999999,0.27954948,0.01634168,1261
Thu Dec 26 18:04:51 GMT+01:00 2019,26-dic-2019 18:04:50.583,14.06672143,41.85604774,19.68,1280.213134765625,1.86808968,9.70283699,3.20595694,18.9040966,5.28974867,-,1647,3.79009247,1280.21313477,41.85604858,14.06672096,0.19946201,0.90873855,0.22704919,-0.013482599999999999,1262
Thu Dec 26 18:04:51 GMT+01:00 2019,26-dic-2019 18:04:51.305,14.06672143,41.85604774,19.68,1280.213134765625,1.42732167,9.68846512,3.31614923,17.82092667,5.61126375,-,1664.5,3.79009247,1280.21313477,41.85604858,14.06672096,0.19457826,0.94316888,0.24487488,0.02327024,1263
Thu Dec 26 18:04:52 GMT+01:00 2019,26-dic-2019 18:04:52.025,14.06653007,41.85615196,19.82,1280.3037109375,1.73394299,9.56150436,3.65151596,19.55749702,5.11302233,-,1675,3.79009247,1280.30371094,41.85615158,14.06653023,0.20117132,0.96392494,0.27808434,0.0551442,1263
Thu Dec 26 18:04:53 GMT+01:00 2019,26-dic-2019 18:04:52.996,14.06633958,41.85626067,19.97,1280.3349609375,2.33760357,8.94826221,2.36753941,21.87997246,4.57029438,-,1677,3.79009247,1280.33496094,41.85626221,14.06633949,0.24903207,0.97247148,0.24463068,0.06172401,1264
Thu Dec 26 18:04:54 GMT+01:00 2019,26-dic-2019 18:04:53.725,14.0661546,41.85637856,20.01,1280.5706787109375,2.89814568,9.00335789,2.18548322,19.96681595,5.00820589,-,1680.5,3.79009247,1280.57067871,41.85638046,14.06615448,0.28688112,0.90531999,0.14622316,-0.01857824,1265
Thu Dec 26 18:04:55 GMT+01:00 2019,26-dic-2019 18:04:54.467,14.0659792,41.85649974,20.12,1280.5260009765625,2.19866562,9.27165222,3.77128983,16.85274887,5.93362665,-,1690.5,3.79009247,1280.52600098,41.85649872,14.065979,0.1628339,0.98028541,0.15306042,0.02578382,1266
