GPS Time,Device Time,Longitude,Latitude,GPS Speed (Meters/second),Altitude,G(x),G(y),G(z),Kilometers Per Litre(Instant)(kpl),Litres Per 100 Kilometer(Instant)(l/100km),Actual engine % torque(%),Engine RPM(rpm),GPS Accuracy(m),GPS Altitude(m),GPS Latitude(°),GPS Longitude(°),Acceleration Sensor(X axis)(g),Acceleration Sensor(Y axis)(g),Acceleration Sensor(Z axis)(g),Acceleration Sensor(Total)(g),Run time since engine start(s)
Thu Dec 26 18:14:17 GMT+01:00 2019,26-dic-2019 18:14:33.453,13.98143216,41.91423839,17.2,1319.1307373046875,1.67884684,8.64164066,3.51736927,26.84214592,3.72540689,-,1968.5,3.79009247,1319.1307373,41.91423798,13.98143196,0.18871777,0.93877363,0.2773518,0.02957691,1845
Thu Dec 26 18:14:17 GMT+01:00 2019,26-dic-2019 18:14:34.176,13.98143216,41.91423839,17.2,1319.1307373046875,1.47044027,8.27034187,4.14019394,24.66517067,4.05421591,-,1991,3.79009247,1319.1307373,41.91423798,13.98143196,0.22656681,0.91728514,0.23730505,0.00359705,1846
Thu Dec 26 18:14:17 GMT+01:00 2019,26-dic-2019 18:14:35.017,13.98143216,41.91423839,17.2,1319.1307373046875,2.32802153,7.88706541,3.60839748,49.40525818,2.02403402,-,1995.5,3.79009247,1319.1307373,41.91423798,13.98143196,0.25709024,0.85257548,0.33668929,-0.00785584,1846
Thu Dec 26 18:14:17 GMT+01:00 2019,26-dic-2019 18:14:35.856,13.98143216,41.91423839,17.2,1319.1307373046875,1.67884696,8.75662422,3.30656719,181.2480011,0,-,2000,3.79009247,1319.1307373,41.91423798,13.98143196,0.28248572,0.83474976,0.23754923,-0.0559908,1847
Thu Dec 26 18:14:17 GMT+01:00 2019,26-dic-2019 18:14:36.576,13.98143216,41.91423839,17.2,1319.1307373046875,2.27532101,8.06912231,3.68505287,181.2480011,0,-,1998,3.79009247,1319.1307373,41.91423798,13.98143196,0.22974125,0.82937765,0.26172382,-0.06614347,1848
Thu Dec 26 18:14:17 GMT+01:00 2019,26-dic-2019 18:14:37.295,13.98143216,41.91423839,17.2,1319.1307373046875,1.99504995,8.50030804,3.33770847,181.2480011,0,-,1998.5,3.79009247,1319.1307373,41.91423798,13.98143196,0.25269485,0.89970362,0.1801652,-0.02405727,1849
Thu Dec 26 18:14:17 GMT+01:00 2019,26-dic-2019 18:14:38.156,13.98143216,41.91423839,17.2,1319.1307373046875,2.11721945,9.90405846,4.01083755,181.2480011,0,-,1999.5,3.79009247,1319.1307373,41.91423798,13.98143196,0.25733441,0.89530826,0.26245636,-7.238e-05,1849
Thu Dec 26 18:14:17 GMT+01:00 2019,26-dic-2019 18:14:38.915,13.98143216,41.91423839,17.2,1319.1307373046875,1.77706146,9.97831726,3.16283846,181.2480011,0,-,2017,3.79009247,1319.1307373,41.91423798,13.98143196,0.22778775,0.99005294,0.31691015,0.0985127,1850
Thu Dec 26 18:14:17 GMT+01:00 2019,26-dic-2019 18:14:39.638,13.98143216,41.91423839,17.2,1319.1307373046875,2.02619123,8.41407013,3.86471367,36.1544838,2.76585102,-,2021.5,3.79009247,1319.1307373,41.91423798,13.98143196,0.17797352,0.93120372,0.27613086,0.02029419,1851
Thu Dec 26 18:14:17 GMT+01:00 2019,26-dic-2019 18:14:40.624,13.98143216,41.91423839,17.2,1319.1307373046875,2.45737743,8.04277134,3.74973083,32.11701202,3.11354995,-,2044,3.79009247,1319.1307373,41.91423798,13.98143196,0.16845021,0.89311063,0.15745577,-0.05505803,1852
Thu Dec 26 18:14:17 GMT+01:00 2019,26-dic-2019 18:14:41.324,13.98143216,41.91423839,17.2,1319.1307373046875,1.51834989,10.11965084,4.54263401,50.91280746,1.96410143,-,2086.5,3.79009247,1319.1307373,41.91423798,13.98143196,0.1396361,0.92045957,0.21630494,-0.01640782,1853
Thu Dec 26 18:14:17 GMT+01:00 2019,26-dic-2019 18:14:42.035,13.98143216,41.91423839,17.2,1319.1307373046875,1.90162635,8.52426243,3.53653312,181.2480011,0,-,2053.5,3.79009247,1319.1307373,41.91423798,13.98143196,0.20239227,0.9424364,0.25879356,0.02888516,1853
Thu Dec 26 18:14:17 GMT+01:00 2019,26-dic-2019 18:14:42.987,13.98143216,41.91423839,17.2,1319.1307373046875,1.3985758999999998,8.45718956,3.79045391,181.2480011,0,-,2049.5,3.79009247,1319.1307373,41.91423798,13.98143196,0.18603171,1.00836694,0.30128217,0.10148431,1854
Thu Dec 26 18:14:17 GMT+01:00 2019,26-dic-2019 18:14:43.717,13.98143216,41.91423839,17.2,1319.1307373046875,1.49199963,9.28602409,3.78805828,72.21004486,1.3848201,-,2080,3.79009247,1319.1307373,41.91423798,13.98143196,0.15868272,0.92338979,0.23925856,-0.00320319,1855
Thu Dec 26 18:14:17 GMT+01:00 2019,26-dic-2019 18:14:44.447,13.98143216,41.91423839,17.2,1319.1307373046875,1.60698259,9.70283794,3.86950445,39.90219498,2.50607562,-,2100,3.79009247,1319.1307373,41.91423798,13.98143196,0.17113626,0.9426806000000001,0.20165369,0.00479786,1856
Thu Dec 26 18:14:17 GMT+01:00 2019,26-dic-2019 18:14:45.417,13.98143216,41.91423839,17.2,1319.1307373046875,1.99984097,10.25379753,4.19768524,181.2480011,0,-,2074.5,3.79009247,1319.1307373,41.91423798,13.98143196,0.14525241,0.98687845,0.32252645,0.083678,1857
Thu Dec 26 18:14:17 GMT+01:00 2019,26-dic-2019 18:14:46.148,13.98143216,41.91423839,17.2,1319.1307373046875,1.61177349,8.4116745,3.64432955,181.2480011,0,-,2075,3.79009247,1319.1307373,41.91423798,13.98143196,0.19482245,0.92509902,0.31202638,0.03162812,1857
Thu Dec 26 18:14:17 GMT+01:00 2019,26-dic-2019 18:14:46.877,13.98143216,41.91423839,17.2,1319.1307373046875,2.09805584,9.85614777,3.85034084,181.2480011,0,-,2070,3.79009247,1319.1307373,41.91423798,13.98143196,0.15941529,0.97100633,0.27124712,0.05206791,1858
Thu Dec 26 18:14:17 GMT+01:00 2019,26-dic-2019 18:14:47.726,13.98143216,41.91423839,17.2,1319.1307373046875,2.1459651,9.49203587,3.84794521,181.2480011,0,-,2071,3.79009247,1319.1307373,41.91423798,13.98143196,0.17821771,1.03937876,0.39749202,0.16640356,1859
Thu Dec 26 18:14:17 GMT+01:00 2019,26-dic-2019 18:14:48.444,13.98143216,41.91423839,17.2,1319.1307373046875,0.65597755,6.49289703,1.34706569,181.2480011,0,-,2067.5,3.79009247,1319.1307373,41.91423798,13.98143196,0.19115964,0.90727341,0.25659585,-0.00625857,1860
Thu Dec 26 18:14:17 GMT+01:00 2019,26-dic-2019 18:14:49.186,13.98143216,41.91423839,17.2,1319.1307373046875,2.01421404,7.96611595,4.08509779,181.2480011,0,-,2057,3.79009247,1319.1307373,41.91423798,13.98143196,0.17235720000000002,0.87845933,0.32618928,-0.00818002,1861
Thu Dec 26 18:14:17 GMT+01:00 2019,26-dic-2019 18:14:50.036,13.98143216,41.91423839,17.2,1319.1307373046875,1.77466607,8.27992439,3.03827333,181.2480011,0,-,2066,3.79009247,1319.1307373,41.91423798,13.98143196,0.12181041,0.84695917,0.29957286,-0.05530662,1861
Thu Dec 26 18:14:17 GMT+01:00 2019,26-dic-2019 18:14:50.765,13.98143216,41.91423839,17.2,1319.1307373046875,1.98786366,9.86093903,4.13779831,181.2480011,0,-,2062.5,3.79009247,1319.1307373,41.91423798,13.98143196,0.19946201,0.9001918999999999,0.25293303,-0.01239765,1862
Thu Dec 26 18:14:17 GMT+01:00 2019,26-dic-2019 18:14:51.480,13.98143216,41.91423839,17.2,1319.1307373046875,2.07410097,9.70762825,4.04916573,181.2480011,0,-,2060.5,3.79009247,1319.1307373,41.91423798,13.98143196,0.17724095,0.93266892,0.33791026,0.04584802,1863
Thu Dec 26 18:14:17 GMT+01:00 2019,26-dic-2019 18:14:52.325,13.98143216,41.91423839,17.2,1319.1307373046875,1.79862082,9.76032925,4.14019346,181.2480011,0,-,2058.5,3.79009247,1319.1307373,41.91423798,13.98143196,0.18261307,0.92461073,0.30079377,0.02450234,1864
Thu Dec 26 18:14:17 GMT+01:00 2019,26-dic-2019 18:14:53.044,13.98143216,41.91423839,17.2,1319.1307373046875,2.05972815,8.67517757,3.58683825,181.2480011,0,-,2054,3.79009247,1319.1307373,41.91423798,13.98143196,0.14598498,0.83914518,0.26294473,-0.07382996,1864
Thu Dec 26 18:14:17 GMT+01:00 2019,26-dic-2019 18:14:53.763,13.98143216,41.91423839,17.2,1319.1307373046875,1.66207862,8.77339172,3.53413773,181.2480011,0,-,2060,3.79009247,1319.1307373,41.91423798,13.98143196,0.17479908,0.86551744,0.29737517,-0.03138092,1865
Thu Dec 26 18:14:17 GMT+01:00 2019,26-dic-2019 18:14:54.605,13.98143216,41.91423839,17.2,1319.1307373046875,2.34239435,9.18062401,3.76889467,181.2480011,0,-,2057,3.79009247,1319.1307373,41.91423798,13.98143196,0.24683438,0.9021455,0.27002618,0.00618313,1866
Thu Dec 26 18:14:17 GMT+01:00 2019,26-dic-2019 18:14:55.326,13.98143216,41.91423839,17.2,1319.1307373046875,2.0884738,9.55910873,4.53784275,181.2480011,0,-,2063,3.79009247,1319.1307373,41.91423798,13.98143196,0.20361321,0.89018035,0.22094451,-0.03174121,1867
Thu Dec 26 18:14:17 GMT+01:00 2019,26-dic-2019 18:14:56.044,13.98143216,41.91423839,17.2,1319.1307373046875,2.4933095,9.25248814,3.66588902,181.2480011,0,-,2064,3.79009247,1319.1307373,41.91423798,13.98143196,0.25538096,0.78298205,0.2363283,-0.11009107,1867
Thu Dec 26 18:14:17 GMT+01:00 2019,26-dic-2019 18:14:56.887,13.98143216,41.91423839,17.2,1319.1307373046875,1.9663043000000002,8.85483837,1.84772062,181.2480011,0,-,2064.5,3.79009247,1319.1307373,41.91423798,13.98143196,0.20019457,0.86454064,0.14402547,-0.07932869999999999,1868
Thu Dec 26 18:14:17 GMT+01:00 2019,26-dic-2019 18:14:57.616,13.98143216,41.91423839,17.2,1319.1307373046875,2.94605494,7.89425182,1.88365293,181.2480011,0,-,2068,3.79009247,1319.1307373,41.91423798,13.98143196,0.23853199,0.81545895,0.20604905,-0.0966207,1869
Thu Dec 26 18:14:17 GMT+01:00 2019,26-dic-2019 18:14:58.344,13.98143216,41.91423839,17.2,1319.1307373046875,1.72436094,9.6621151,4.68636274,181.2480011,0,-,2065,3.79009247,1319.1307373,41.91423798,13.98143196,0.19872944,0.85428476,0.15476972,-0.08634055,1870
Thu Dec 26 18:14:17 GMT+01:00 2019,26-dic-2019 18:14:59.199,13.98143216,41.91423839,17.2,1319.1307373046875,0.50027144,10.33524418,3.39519978,181.2480011,0,-,2079,3.79009247,1319.1307373,41.91423798,13.98143196,0.17895027,0.92558748,0.53545785,0.13728859999999998,1871
Thu Dec 26 18:14:17 GMT+01:00 2019,26-dic-2019 18:14:59.924,13.98143216,41.91423839,17.2,1319.1307373046875,2.26094818,8.6320591,3.58923388,181.2480011,0,-,2089,3.79009247,1319.1307373,41.91423798,13.98143196,0.23096219,0.86038935,0.20873514,-0.05684663,1871
Thu Dec 26 18:14:17 GMT+01:00 2019,26-dic-2019 18:15:00.645,13.98143216,41.91423839,17.2,1319.1307373046875,1.39618039,9.23811531,3.46466875,181.2480011,0,-,2106.5,3.79009247,1319.1307373,41.91423798,13.98143196,0.20605506,1.02961123,0.20458394,0.09368473,1872
Thu Dec 26 18:15:02 GMT+01:00 2019,26-dic-2019 18:15:01.480,13.98012742,41.92165511,19.19,1314.4041748046875,1.65010118,9.26925659,4.12342548,181.2480011,0,-,2129.5,29.35913658,1314.4041748,41.92165375,13.98012733,0.18652007,0.86722666,0.30641007,-0.02394078,1873
Thu Dec 26 18:15:02 GMT+01:00 2019,26-dic-2019 18:15:02.186,13.98012742,41.92165511,19.19,1314.4041748046875,2.34718537,8.48832989,4.42046452,181.2480011,0,-,2130,29.35913658,1314.4041748,41.92165375,13.98012733,0.23022963,0.92656428,0.25757259,0.01985068,1874
Thu Dec 26 18:15:03 GMT+01:00 2019,26-dic-2019 18:15:02.914,13.98012493,41.92183044,19.16,1310.9466552734375,1.61656451,8.98898506,3.6610980000000004,181.2480011,0,-,2101,20.96466446,1310.94665527,41.92182922,13.98012447,0.21557839,0.85037786,0.31715435,-0.02825974,1874
Thu Dec 26 18:15:04 GMT+01:00 2019,26-dic-2019 18:15:03.729,13.98006264,41.92204686,19.15,1304.615234375,2.11482382,9.72439766,3.81680417,181.2480011,0,-,2083.5,14.97871876,1304.61523438,41.92204666,13.98006248,0.10251961,0.77492386,0.27075872,-0.13455744,1875
Thu Dec 26 18:15:05 GMT+01:00 2019,26-dic-2019 18:15:04.533,13.98004579,41.92223828,19.26,1298.3397216796875,1.46325386,8.5625906,3.94376469,181.2480011,0,-,2086,9.99405098,1298.33972168,41.9222374,13.98004532,0.13646165,0.92632008,0.28199133,0.01158629,1876
Thu Dec 26 18:15:05 GMT+01:00 2019,26-dic-2019 18:15:05.250,13.98004579,41.92223828,19.26,1298.3397216796875,1.39138949,9.49443054,4.50191116,181.2480011,0,-,2081,9.99405098,1298.33972168,41.9222374,13.98004532,0.09641492,0.97344822,0.37966633,0.08985694,1876
Thu Dec 26 18:15:06 GMT+01:00 2019,26-dic-2019 18:15:06.100,13.98000523,41.92241235,19.15,1294.7861328125,2.44300461,9.45370865,4.00125599,181.2480011,0,-,2083,6.82920551,1294.78613281,41.92241287,13.98000526,0.12327555,1.0208205,0.43094566,0.15762253,1877
Thu Dec 26 18:15:07 GMT+01:00 2019,26-dic-2019 18:15:06.948,13.97997429,41.92257727,19.23,1291.9532470703125,2.55798769,8.86441994,3.75212622,181.2480011,0,-,2074.5,5.8225913,1291.95324707,41.922576899999996,13.97997475,0.18212472,0.81936604,0.35671267,-0.04410222,1878
Thu Dec 26 18:15:08 GMT+01:00 2019,26-dic-2019 18:15:07.689,13.97992847,41.92274817,19.03,1289.944580078125,1.85611224,8.852443699999998,4.36776447,181.2480011,0,-,2057.5,4.60403204,1289.94458008,41.92274857,13.97992802,0.17089209,0.84720337,0.29297978,-0.05025963,1879
Thu Dec 26 18:15:09 GMT+01:00 2019,26-dic-2019 18:15:08.530,13.97989587,41.92291527,18.7,1288.2579345703125,1.3099432,8.36855698,4.06353855,181.2480011,0,-,2017.5,3.96011496,1288.25793457,41.92291641,13.97989559,0.22363657,0.85990095,0.38772449,0.01391332,1880
Thu Dec 26 18:15:09 GMT+01:00 2019,26-dic-2019 18:15:09.260,13.97989587,41.92291527,18.7,1288.2579345703125,3.01312852,8.53863525,5.15108585,181.2480011,0,-,1996,3.96011496,1288.25793457,41.92291641,13.97989559,0.15990365,0.93999445,0.36281735,0.06024826,1881
Thu Dec 26 18:15:10 GMT+01:00 2019,26-dic-2019 18:15:09.990,13.97986602,41.92308189,18.45,1286.14208984375,2.20106125,9.36028481,3.79045391,181.2480011,0,-,2001.5,3.82957053,1286.14208984,41.92308044,13.97986603,0.23560175,0.87064528,0.31495667,-0.00682623,1881
Thu Dec 26 18:15:11 GMT+01:00 2019,26-dic-2019 18:15:10.839,13.97983574,41.92324768,18.47,1284.7281494140625,1.7890389,8.61529064,4.36536884,181.2480011,0,-,1976.5,3.79009247,1284.72814941,41.92324829,13.97983551,0.19457826,0.89262223,0.30836359,0.0010396,1882
Thu Dec 26 18:15:12 GMT+01:00 2019,26-dic-2019 18:15:11.557,13.979795600000001,41.92340464,18.06,1283.1649169921875,1.93995404,9.13031864,4.50430679,181.2480011,0,-,1947,3.79009247,1283.16491699,41.92340469,13.97979546,0.11961272,0.92509902,0.34181729,0.03249503,1883
Thu Dec 26 18:15:12 GMT+01:00 2019,26-dic-2019 18:15:12.280,13.979795600000001,41.92340464,18.06,1283.1649169921875,1.42492616,7.89904308,4.19768524,181.2480011,0,-,1920,3.79009247,1283.16491699,41.92340469,13.97979546,0.11619411,0.88798255,0.23144455,-0.04475513,1884
Thu Dec 26 18:15:13 GMT+01:00 2019,26-dic-2019 18:15:13.128,13.97975748,41.9235634,17.77,1280.7598876953125,1.19496024,8.44760704,3.76649904,181.2480011,0,-,1939,3.79009247,1280.7598877,41.92356491,13.97975731,0.14622916,0.89652914,0.29835188,-0.00777822,1884
Thu Dec 26 18:15:14 GMT+01:00 2019,26-dic-2019 18:15:13.839,13.97971744,41.92372035,17.93,1278.2847900390625,0.98415816,9.372262,3.15325642,181.2480011,0,-,1945.5,3.79009247,1278.28479004,41.92372131,13.97971725,0.20825276,0.91728514,0.36550343,0.04987016,1885
Thu Dec 26 18:15:15 GMT+01:00 2019,26-dic-2019 18:15:14.558,13.97965103,41.92387702,18.15,1277.00341796875,0.60327703,9.22853279,3.74254417,181.2480011,0,-,1965.5,3.79009247,1277.00341797,41.92387772,13.97965145,0.11570572,0.94365728,0.37087557,0.06130577,1886
Thu Dec 26 18:15:15 GMT+01:00 2019,26-dic-2019 18:15:15.401,13.97965103,41.92387702,18.15,1277.00341796875,1.51355886,9.32674789,3.53653312,181.2480011,0,-,1988,3.79009247,1277.00341797,41.92387772,13.97965145,0.17113626,0.98663425,0.34377074,0.09566741,1887
Thu Dec 26 18:15:16 GMT+01:00 2019,26-dic-2019 18:15:16.139,13.97957289,41.92402813,18.35,1275.95849609375,2.08607817,9.43454456,3.88866854,181.2480011,0,-,2008.5,3.79009247,1275.95849609,41.92402649,13.97957325,0.20019458,0.91630834,0.30641009999999996,0.02253708,1887
Thu Dec 26 18:15:17 GMT+01:00 2019,26-dic-2019 18:15:16.868,13.97947271,41.92418503,18.66,1274.9420166015625,1.75550222,9.57348251,4.6648035000000005,181.2480011,0,-,2026,3.79009247,1274.9420166,41.92418671,13.97947311,0.2517181,1.05402994,0.21923518,0.13009931,1888
Thu Dec 26 18:15:18 GMT+01:00 2019,26-dic-2019 18:15:17.727,13.97937135,41.92433909,18.71,1273.23876953125,2.0884738,8.57217216,4.76301813,181.2480011,0,-,2031,3.79009247,1273.23876953,41.92433929,13.97937107,0.22095051,0.75074929,0.25220048,-0.14151756,1889
Thu Dec 26 18:15:19 GMT+01:00 2019,26-dic-2019 18:15:18.468,13.97925907,41.92448895,18.84,1271.4012451171875,1.17579639,9.34830666,4.12582111,181.2480011,0,-,2033.5,3.79009247,1273.23876953,41.92433929,13.97937107,0.16796185,1.0034833,0.24853767,0.07585264,1890
Thu Dec 26 18:15:19 GMT+01:00 2019,26-dic-2019 18:15:19.195,13.97925907,41.92448895,18.84,1271.4012451171875,0.84282488,8.6320591,3.1843977000000003,181.2480011,0,-,2049.5,3.79009247,1271.40124512,41.92448807,13.97925949,0.1491594,0.83963352,0.35720107,-0.03206117,1890
Thu Dec 26 18:15:20 GMT+01:00 2019,26-dic-2019 18:15:20.040,13.97914001,41.92463236,18.74,1270.339111328125,1.79382992,8.72308731,5.06724358,181.2480011,0,-,2055,3.79009247,1270.33911133,41.92463303,13.97914028,0.1936015,0.84183121,0.30250311,-0.04669486,1891
Thu Dec 26 18:15:21 GMT+01:00 2019,26-dic-2019 18:15:20.768,13.97900708,41.92477141,18.97,1268.919921875,2.09326458,8.18410492,2.63343763,181.2480011,0,-,2044.5,3.79009247,1268.91992188,41.92477036,13.97900677,0.10960104,0.96954125,0.57892323,0.18908577,1892
Thu Dec 26 18:15:22 GMT+01:00 2019,26-dic-2019 18:15:21.486,13.97886991,41.92490641,18.74,1267.3668212890625,2.82388568,8.1050539,4.27673578,181.2480011,0,-,2027,3.79009247,1267.36682129,41.92490768,13.97886944,0.09739167,0.85770333,0.23095618,-0.07519938,1893
Thu Dec 26 18:15:22 GMT+01:00 2019,26-dic-2019 18:15:22.329,13.97886991,41.92490641,18.74,1267.3668212890625,2.47654128,8.19129181,4.46597862,181.2480011,0,-,1997.5,3.79009247,1267.36682129,41.92490768,13.97886944,0.24341573,0.90068042,0.32594505,0.02597487,1894
Thu Dec 26 18:15:23 GMT+01:00 2019,26-dic-2019 18:15:23.048,13.97873002,41.92503587,18.37,1265.9482421875,2.51966,8.90514374,3.95334625,181.2480011,0,-,1960.5,3.79009247,1265.94824219,41.92503738,13.9787302,0.22388075,0.86038947,0.36354998,0.00297464,1894
Thu Dec 26 18:15:24 GMT+01:00 2019,26-dic-2019 18:15:23.769,13.97859125,41.92515737,17.79,1264.6693115234375,2.45019102,9.63336945,3.56288338,181.2480011,0,-,1910.5,3.79009247,1264.66931152,41.92515564,13.97859097,0.0949498,1.00641358,0.39065474,0.1240501,1895
Thu Dec 26 18:15:25 GMT+01:00 2019,26-dic-2019 18:15:24.620,13.97845043,41.92527476,17.68,1263.4775390625,2.6035017999999996,9.5974369,3.89345932,181.2480011,0,-,1915.5,3.79009247,1263.47753906,41.9252739,13.97845078,0.21191557,0.91166884,0.24267717,-0.00292683,1896
Thu Dec 26 18:15:25 GMT+01:00 2019,26-dic-2019 18:15:25.350,13.97845043,41.92527476,17.68,1263.4775390625,2.74004388,9.08959579,3.4479002999999997,181.2480011,0,-,1935,3.79009247,1263.47753906,41.9252739,13.97845078,0.24707855,0.91704094,0.20263043,-0.00286607,1897
Thu Dec 26 18:15:26 GMT+01:00 2019,26-dic-2019 18:15:26.079,13.97830053,41.92538613,17.6,1262.35400390625,2.59631515,9.52796745,4.23122215,181.2480011,0,-,1952,3.79009247,1262.35400391,41.92538452,13.97830009,0.26881123,0.98419243,0.33717772,0.11034251,1897
Thu Dec 26 18:15:27 GMT+01:00 2019,26-dic-2019 18:15:26.930,13.978165300000002,41.92551286,18.18,1260.4296875,0.80928814,8.42844391,3.20595694,181.2480011,0,-,1989.5,3.79009247,1260.4296875,41.92551422,13.97816563,0.13328724,0.9746690999999998,0.34645683,0.08067879,1898
Thu Dec 26 18:15:28 GMT+01:00 2019,26-dic-2019 18:15:27.650,13.978018300000002,41.92564046,18.46,1259.0302734375,1.28359294,7.27861404,3.89345932,181.2480011,0,-,1995.5,3.79009247,1259.03027344,41.92564011,13.97801876,0.17357814,0.94390148,0.35866621,0.06406167,1899
Thu Dec 26 18:15:28 GMT+01:00 2019,26-dic-2019 18:15:28.380,13.978018300000002,41.92564046,18.46,1259.0302734375,1.75550222,9.75553799,4.88997841,181.2480011,0,-,1991.5,3.79009247,1259.03027344,41.92564011,13.97801876,0.25464839,0.84622657,0.34059635,-0.01220616,1900
Thu Dec 26 18:15:29 GMT+01:00 2019,26-dic-2019 18:15:29.227,13.97787202,41.9257675,18.4,1257.6138916015625,1.63812375,9.10396767,4.49232864,181.2480011,0,-,1960.5,3.79009247,1257.6138916,41.92576599,13.97787189,0.28761369,0.89066869,0.44462016,0.08324733,1900
Thu Dec 26 18:15:30 GMT+01:00 2019,26-dic-2019 18:15:29.949,13.97772663,41.9258893,18.09,1256.3455810546875,1.90162647,9.34112072,4.02521086,181.2480011,0,-,1950.5,3.79009247,1256.34558105,41.92588806,13.97772694,0.17333396,0.86844766,0.33522418,-0.01291768,1901
Thu Dec 26 18:15:31 GMT+01:00 2019,26-dic-2019 18:15:30.681,13.97758634,41.92601107,17.9,1254.7379150390625,1.48241758,9.35309792,3.64432979,181.2480011,0,-,1939,3.79009247,1254.73791504,41.92601013,13.97758675,0.21020627,0.86600578,0.41800374,0.031119099999999997,1902
Thu Dec 26 18:15:32 GMT+01:00 2019,26-dic-2019 18:15:31.528,13.97744756,41.92613088,17.86,1253.443115234375,1.98546815,8.52665806,4.19049835,181.2480011,0,-,1927.5,3.79009247,1253.44311523,41.926132200000005,13.97744751,0.15013616,1.01447165,0.33400327,0.11395682,1903
Thu Dec 26 18:15:32 GMT+01:00 2019,26-dic-2019 18:15:32.251,13.97744756,41.92613088,17.86,1253.443115234375,2.43821359,8.68715477,3.82399058,181.2480011,0,-,1922,3.79009247,1253.44311523,41.926132200000005,13.97744751,0.27662522,1.11849558,0.42410842,0.26622996,1903
Thu Dec 26 18:15:33 GMT+01:00 2019,26-dic-2019 18:15:32.979,13.97730956,41.92625276,17.9,1252.189453125,2.46695948,9.29560661,3.73296213,181.2480011,0,-,1943,3.79009247,1252.18945312,41.92625427,13.97730923,0.25025296,0.92143631,0.40506181,0.08053513,1904
Thu Dec 26 18:15:34 GMT+01:00 2019,26-dic-2019 18:15:33.826,13.97717396,41.92637948,18.05,1250.9638671875,2.62985182,8.58175468,3.59402466,181.2480011,0,-,1965.5,3.79009247,1250.96386719,41.92638016,13.97717381,0.22510169,0.92119211,0.250247,0.01125516,1905
Thu Dec 26 18:15:35 GMT+01:00 2019,26-dic-2019 18:15:34.548,13.97704232,41.92651034,18.39,1255.04833984375,1.17579651,7.81999207,1.68722367,181.2480011,0,-,1986.5,3.79009247,1255.04833984,41.92650986,13.9770422,0.27100894,0.83743584,0.28492162,-0.03899013,1906
Thu Dec 26 18:15:35 GMT+01:00 2019,26-dic-2019 18:15:35.269,13.97704232,41.92651034,18.39,1255.04833984375,2.89095902,8.43083858,4.25278139,181.2480011,0,-,1992,3.79009247,1255.04833984,41.92650986,13.9770422,0.19213639,0.83767998,0.15940928,-0.10196435,1907
Thu Dec 26 18:15:36 GMT+01:00 2019,26-dic-2019 18:15:36.118,13.97691667,41.92664684,18.58,1251.88427734375,2.74004388,9.01294041,4.68157196,181.2480011,0,-,2022.5,3.79009247,1251.88427734,41.92664719,13.97691631,0.27516009999999996,0.94438988,0.26294473,0.04884005,1907
Thu Dec 26 18:15:37 GMT+01:00 2019,26-dic-2019 18:15:36.838,13.97679869,41.92678802,18.79,1249.288330078125,3.51378345,8.40209293,3.11253333,181.2480011,0,-,2031.5,3.79009247,1249.28833008,41.92678833,13.97679901,0.19311313,1.00299489,0.30250311,0.09823667,1908
Thu Dec 26 18:15:38 GMT+01:00 2019,26-dic-2019 18:15:37.567,13.97668256,41.9269349,18.96,1247.625732421875,2.55559206,9.33872509,3.47185516,181.2480011,0,-,2048.5,3.79009247,1247.62573242,41.92693329,13.97668266,0.36404434,0.93218052,0.25415397,0.06192465,1909
Thu Dec 26 18:15:38 GMT+01:00 2019,26-dic-2019 18:15:38.409,13.97668256,41.9269349,18.96,1247.625732421875,2.73285747,8.96263504,3.58683825,181.2480011,0,-,2063,3.79009247,1247.62573242,41.92693329,13.97668266,0.2556251,0.9424364,0.24145623,0.03482082,1910
Thu Dec 26 18:15:39 GMT+01:00 2019,26-dic-2019 18:15:39.139,13.97657558,41.92708972,19.15,1246.3095703125,1.9615133999999999,8.63924599,3.54132414,181.2480011,0,-,2065,3.79009247,1246.30957031,41.92708969,13.97657585,0.28810203,1.00372744,0.32863116,0.12918858,1910
Thu Dec 26 18:15:40 GMT+01:00 2019,26-dic-2019 18:15:39.861,13.97647562,41.92724644,19.06,1244.915771484375,1.99744546,7.86071539,4.61449814,181.2480011,0,-,2064.5,3.79009247,1244.91577148,41.92724609,13.97647572,0.23267148,0.9460991,0.39553851,0.09344157,1911
Thu Dec 26 18:15:41 GMT+01:00 2019,26-dic-2019 18:15:40.689,13.976380599999999,41.92739739,18.61,1243.532958984375,2.50049591,9.13990021,3.9246006,181.2480011,0,-,2000,3.79009247,1243.53295898,41.92739868,13.97638035,0.23706688,1.00421584,0.44462016,0.16712961,1912
Thu Dec 26 18:15:41 GMT+01:00 2019,26-dic-2019 18:15:41.417,13.976380599999999,41.92739739,18.61,1243.532958984375,1.91120827,8.91712093,3.25865746,181.2480011,0,-,1975,3.79009247,1243.53295898,41.92739868,13.97638035,0.25245067,0.73805159,0.36037552,-0.09393282,1913
Thu Dec 26 18:15:42 GMT+01:00 2019,26-dic-2019 18:15:42.139,13.97629284,41.927546899999996,18.26,1242.0291748046875,2.46935463,9.10157299,4.50430632,181.2480011,0,-,1960,3.79009247,1242.0291748,41.92754745,13.97629261,0.20336899,0.99298316,0.23706087,0.06853368,1913
