GPS Time,Device Time,Longitude,Latitude,GPS Speed (Meters/second),Altitude,G(x),G(y),G(z),Kilometers Per Litre(Instant)(kpl),Litres Per 100 Kilometer(Instant)(l/100km),Actual engine % torque(%),Trip Distance(km),Engine RPM(rpm),GPS Accuracy(m),GPS Altitude(m),GPS Latitude(°),GPS Longitude(°)
Sat Sep 28 09:31:03 GMT+02:00 2019,28-set-2019 09:31:03.451,13.39527173,42.356506,8.55,710.130126953125,0.94459534,7.94219971,5.05580139,19.48316383,5.1325921999999995,-,42.35650635,-,-,-,-,-
Sat Sep 28 09:31:04 GMT+02:00 2019,28-set-2019 09:31:03.798,13.39539079,42.35650907,8.91,708.754150390625,1.91424561,7.84403992,4.23937988,19.48316383,5.1325921999999995,-,42.35651016,-,-,-,-,-
Sat Sep 28 09:31:04 GMT+02:00 2019,28-set-2019 09:31:04.257,13.39539079,42.35650907,8.91,708.754150390625,1.24865723,7.94219971,5.00312805,19.48316383,5.1325921999999995,-,42.35651016,-,-,-,-,18
Sat Sep 28 09:31:11 GMT+02:00 2019,28-set-2019 09:31:10.778,13.39630697,42.3565656,11.05,708.68994140625,0.70037842,0.53694153,11.05807495,16.22284126,6.16402006,-,42.35656738,32.15686417,-,-,16.47058868,18
Sat Sep 28 09:31:17 GMT+02:00 2019,28-set-2019 09:31:17.095,13.39791732,42.35649961,17.24,713.322509765625,-0.9324646000000001,5.52166748,7.44282532,16.22136688,6.16458035,319.31561279,42.35649872,18.03921509,-,-,10.98039246,18
Sat Sep 28 09:31:24 GMT+02:00 2019,28-set-2019 09:31:24.459,13.39902925,42.35697637,13.6,712.299560546875,-0.86064148,7.12817383,4.29444885,16.22138596,6.16457272,240.66323853,42.35697556,16.07843208,-,-,7.84313726,17
Sat Sep 28 09:31:27 GMT+02:00 2019,28-set-2019 09:31:26.879,13.39964413,42.35703257,14.12,711.786376953125,0.83206177,7.05874634,6.1643219,16.22168732,6.16445827,171.82176208,42.35703278,7.84313726,-,-,0,17
Sat Sep 28 09:31:30 GMT+02:00 2019,28-set-2019 09:31:29.990,13.40010551,42.35704682,13.41,714.503662109375,0.58546448,7.45378113,6.43008423,16.22271156,6.16406918,159.27571106,42.35704803,17.64705849,-,-,7.84313726,17
Sat Sep 28 09:31:31 GMT+02:00 2019,28-set-2019 09:31:31.361,13.400279999999999,42.357055100000004,13.68,717.566650390625,1.21992493,6.63258362,5.67350769,16.22301292,6.16395473,131.09541321,42.35705566,15.68627453,-,-,8.62745094,17
Sat Sep 28 09:31:33 GMT+02:00 2019,28-set-2019 09:31:32.727,13.40062988,42.35705303,13.85,719.760986328125,0.56869507,6.39555359,7.00708008,16.22339249,6.16381025,133.37130737,42.35705185,16.07843208,-,-,6.27450991,17
Sat Sep 28 09:31:34 GMT+02:00 2019,28-set-2019 09:31:34.246,13.40079674,42.35706037,13.95,719.214599609375,-0.89894104,7.19042969,7.31114197,16.22369385,6.16369629,121.90844727,42.35705948,18.8235302,-,-,9.01960754,17
Sat Sep 28 09:31:36 GMT+02:00 2019,28-set-2019 09:31:35.610,13.40107827,42.35708705,12.8,719.67138671875,-0.00590515,6.1537323,7.40692139,16.22383118,6.16364384,126.15559387,42.35708618,16.07843208,-,-,5.09803915,17
Sat Sep 28 09:31:37 GMT+02:00 2019,28-set-2019 09:31:36.987,13.4012179,42.35711137,12.79,719.984619140625,0.43223572,5.93347168,8.00067139,16.22413254,6.1635294,117.10482025,42.35711288,7.84313726,-,-,6.27450991,17
Sat Sep 28 09:31:38 GMT+02:00 2019,28-set-2019 09:31:38.360,13.40136534,42.357126,13.13,720.5230712890625,0.06591797,6.26387024,7.70379639,16.22646904,6.16264248,114.56970978,42.35712433,17.64705849,-,-,8.23529434,17
Sat Sep 28 09:31:40 GMT+02:00 2019,28-set-2019 09:31:39.681,13.40167379,42.35711415,12.47,721.576171875,-0.22378539999999997,6.72355652,5.60647583,16.22676849,6.16252804,105.81730652,42.35711288,16.86274529,-,-,6.66666698,17
Sat Sep 28 09:31:41 GMT+02:00 2019,28-set-2019 09:31:41.042,13.40182328,42.35712705,12.66,721.8719482421875,-0.21659851,6.26147461,7.08848572,16.22706985,6.16241407,102.97401428,42.35712814,10.1960783,-,-,0,17
Sat Sep 28 09:31:42 GMT+02:00 2019,28-set-2019 09:31:42.319,13.40199386,42.35710903,12.41,722.107421875,-0.89894104,7.302948,5.60647583,16.22736931,6.16229963,99.447052,42.35710907,7.84313726,-,-,5.88235283,17
Sat Sep 28 09:31:43 GMT+02:00 2019,28-set-2019 09:31:43.486,13.40216319,42.35711695,12.7,722.2177734375,0.75784302,7.70996094,4.96722412,16.22767067,6.16218567,97.40751648,42.3571167,7.84313726,-,-,0,17
Sat Sep 28 09:31:45 GMT+02:00 2019,28-set-2019 09:31:44.777,13.40253123,42.35710472,12.55,722.6671142578125,1.0403594999999999,7.86798096,5.1013031,16.22797012,6.1620717,90.91368103,42.35710526,14.50980377,-,-,4.31372547,17
Sat Sep 28 09:31:46 GMT+02:00 2019,28-set-2019 09:31:46.136,13.40268143,42.35709448,11.71,723.2451171875,1.41864014,7.74588013,5.12524414,16.22827148,6.16195774,86.56304932,42.35709381,7.84313726,-,-,0,17
Sat Sep 28 09:31:47 GMT+02:00 2019,28-set-2019 09:31:47.370,13.40283088,42.35708299,10.74,723.400146484375,1.08584595,7.62617493,5.72857666,16.22854042,6.1618557,90.27272034,42.35708237,7.84313726,-,-,0,17
Sat Sep 28 09:31:49 GMT+02:00 2019,28-set-2019 09:31:48.695,13.40309128,42.35717029,9.74,720.190185546875,0.82247925,7.40829468,6.62640381,16.22883987,6.16174173,85.25756836,42.3571701,7.84313726,-,-,0,17
Sat Sep 28 09:31:50 GMT+02:00 2019,28-set-2019 09:31:50.213,13.40316119,42.35718288,8.22,719.777099609375,0.92303467,7.686019900000001,5.58013916,16.22913933,6.16162777,81.95863342,42.35718155,7.84313726,-,-,0,17
Sat Sep 28 09:31:52 GMT+02:00 2019,28-set-2019 09:31:51.581,13.4033305,42.35721514,6.77,719.765380859375,1.51200867,8.30851746,4.06460571,16.22944069,6.16151381,79.06911469,42.35721588,19.2156868,-,-,6.66666698,17
Sat Sep 28 09:31:53 GMT+02:00 2019,28-set-2019 09:31:52.953,13.40337302,42.35725892,6.25,720.8876953125,1.55032349,7.73629761,7.58409119,16.22974014,6.16139984,78.69677734,42.35725784,20,-,-,10.98039246,17
Sat Sep 28 09:31:54 GMT+02:00 2019,28-set-2019 09:31:54.479,13.403442300000002,42.35729051,6.6,720.87158203125,2.23266602,7.99247742,5.83392334,16.22803497,6.16204739,92.27924347,42.35729218,15.29411793,-,-,8.62745094,17
