GPS Time,Device Time,Longitude,Latitude,GPS Speed (Meters/second),Altitude,G(x),G(y),G(z),Kilometers Per Litre(Instant)(kpl),Litres Per 100 Kilometer(Instant)(l/100km),Actual engine % torque(%),Trip Distance(km),Engine RPM(rpm),GPS Accuracy(m),GPS Altitude(m),GPS Latitude(°),GPS Longitude(°)
Sun Oct 06 16:12:12 GMT+02:00 2019,06-ott-2019 16:12:11.188,14.24784753,41.59968994,0.48,530.23828125,-1.37539673,8.30133057,4.72062683,19.86474037,5.03400135,-,41.59968948,-,-,-,-,-
Sun Oct 06 16:12:12 GMT+02:00 2019,06-ott-2019 16:12:11.626,14.24784753,41.59968994,0.48,530.23828125,-0.8127594,8.13613892,4.41177368,19.86474037,5.03400135,-,41.59968948,-,-,-,-,24
Sun Oct 06 16:12:12 GMT+02:00 2019,06-ott-2019 16:12:11.949,14.24784753,41.59968994,0.48,530.23828125,-0.8127594,8.13613892,4.41177368,19.86474037,5.03400135,-,41.59968948,-,-,-,-,24
Sun Oct 06 16:12:20 GMT+02:00 2019,06-ott-2019 16:12:19.692,14.24735214,41.59937311,4.08,528.44482421875,-0.00830078,8.78974915,3.41816711,16.54063797,6.0455904,-,41.59937286,21.56862831,-,-,13.33333397,24
Sun Oct 06 16:12:28 GMT+02:00 2019,06-ott-2019 16:12:27.295,14.24715209,41.59928079,0.0,527.7467041015625,0.43701172,7.83924866,4.27529907,16.53958321,6.04597569,495.37573242,41.59928131,7.84313726,-,-,0,23
Sun Oct 06 16:12:34 GMT+02:00 2019,06-ott-2019 16:12:33.804,14.24716208,41.59929311,0.0,523.2387084960939,0.67404175,9.07466125,4.69429016,16.53950882,6.04600286,495.37573242,41.59929276,7.84313726,-,-,0,23
Sun Oct 06 16:12:36 GMT+02:00 2019,06-ott-2019 16:12:35.181,14.24716539,41.59929781,0.0,521.9000244140625,0.00845337,7.44181824,4.04785156,16.53943443,6.04603004,495.37573242,41.59929657,7.84313726,-,-,0,24
Sun Oct 06 16:12:37 GMT+02:00 2019,06-ott-2019 16:12:36.553,14.24716795,41.59930153,0.0,520.9633178710939,1.09303284,8.772995,4.9576416,16.53936005,6.04605722,495.37573242,41.59930038,10.98039246,-,-,0,24
Sun Oct 06 16:12:43 GMT+02:00 2019,06-ott-2019 16:12:42.973,14.24714176,41.59928994,0.21,519.7056274414061,1.10739136,8.31809998,4.77807617,16.53928566,6.046084400000001,495.37573242,41.59928894,7.84313726,-,-,0,24
Sun Oct 06 16:12:46 GMT+02:00 2019,06-ott-2019 16:12:45.850,14.24715363,41.59928904,0.0,518.310302734375,-0.18547058,8.74665833,4.05503845,16.53921127,6.04611158,495.37573242,41.59928894,18.8235302,-,-,6.27450991,24
Sun Oct 06 16:12:48 GMT+02:00 2019,06-ott-2019 16:12:47.222,14.24716156,41.59929712,0.0,517.77783203125,-0.70262146,8.34204102,4.19868469,16.53913879,6.04613829,495.37573242,41.59929657,18.03921509,-,-,8.62745094,24
Sun Oct 06 16:12:49 GMT+02:00 2019,06-ott-2019 16:12:48.588,14.24715363,41.59928239,2.47,518.0225219726561,1.15048218,7.920654300000001,5.77166748,16.53774643,6.04664755,495.37573242,41.59928131,7.84313726,-,-,0,24
Sun Oct 06 16:12:50 GMT+02:00 2019,06-ott-2019 16:12:49.952,14.24714816,41.59925827,2.27,518.1156616210939,0.95176697,8.16487122,5.29762268,16.53790092,6.04659081,495.37573242,41.59925842,7.84313726,-,-,0,24
Sun Oct 06 16:12:53 GMT+02:00 2019,06-ott-2019 16:12:52.647,14.24717196,41.59920066,2.95,517.8383178710939,0.28617859,8.46174622,5.41972351,16.5382576,6.04646015,495.37573242,41.5992012,7.84313726,-,-,11.76470566,24
Sun Oct 06 16:12:55 GMT+02:00 2019,06-ott-2019 16:12:54.160,14.24723431,41.59914006,4.6,516.0947265625,0.26702881,8.53117371,4.19628906,16.5368557,6.04697323,495.37573242,41.59914017,16.47058868,-,-,6.66666698,24
Sun Oct 06 16:12:56 GMT+02:00 2019,06-ott-2019 16:12:55.498,14.24725512,41.59911432,5.45,514.0790405273439,2.40026855,8.96931458,2.19473267,16.53746605,6.04675007,305.11816406,41.59911346,23.13725471,-,-,14.11764717,24
Sun Oct 06 16:12:57 GMT+02:00 2019,06-ott-2019 16:12:56.677,14.2472859,41.59905381,6.6,514.9957885742189,2.01719666,8.2127533,3.51873779,16.53629303,6.04717827,419.51525879,41.59905243,18.4313736,-,-,14.11764717,24
Sun Oct 06 16:12:59 GMT+02:00 2019,06-ott-2019 16:12:58.650,14.24726141,41.59888999,9.04,513.0388793945311,3.08979797,9.23268127,2.24023438,16.53528976,6.04754543,427.3996582,41.59888839999999,22.74509811,-,-,13.72549057,24
Sun Oct 06 16:13:02 GMT+02:00 2019,06-ott-2019 16:13:01.618,14.24702956,41.59870414,9.5,514.7540893554689,-0.08731079,8.3611908,3.6599884,16.53481102,6.04772091,388.15423584,41.59870529,29.80392265,-,-,21.56862831,24
Sun Oct 06 16:13:03 GMT+02:00 2019,06-ott-2019 16:13:02.990,14.24686634,41.59865748,12.13,513.2329711914061,-0.55178833,9.47210693,4.70385742,16.53372383,6.04811859,412.12869263,41.5986557,29.80392265,-,-,21.56862831,24
Sun Oct 06 16:13:05 GMT+02:00 2019,06-ott-2019 16:13:04.035,14.24649705,41.59852286,15.86,511.11767578125,-0.42729187,7.72912598,3.31521606,16.53271866,6.04848623,417.89318848,41.59852219,26.27450943,-,-,0,24
Sun Oct 06 16:13:06 GMT+02:00 2019,06-ott-2019 16:13:05.280,14.24630595,41.59846615,16.26,511.2510986328125,-0.00350952,8.28936768,5.34550476,16.53287506,6.04842901,365.65655518,41.59846497,28.23529434,-,-,20,23
Sun Oct 06 16:13:07 GMT+02:00 2019,06-ott-2019 16:13:06.650,14.24611629,41.59840493,16.94,510.26361083984375,0.18562317,8.08825684,4.18432617,16.53208923,6.04871655,360.95303345,41.59840393,28.23529434,-,-,20,23
Sun Oct 06 16:13:09 GMT+02:00 2019,06-ott-2019 16:13:08.167,14.24570621,41.59827223,18.34,509.8299560546875,0.33166504,8.44020081,4.55541992,16.5313282,6.04899454,356.19754028,41.59827042,28.62745094,-,-,20,23
Sun Oct 06 16:13:10 GMT+02:00 2019,06-ott-2019 16:13:09.538,14.24549414,41.59821813,18.43,510.47491455078125,0.56390381,8.18881226,3.33677673,16.53054237,6.04928207,353.2414856,41.59821701,27.84313774,-,-,19.6078434,23
Sun Oct 06 16:13:11 GMT+02:00 2019,06-ott-2019 16:13:10.912,14.24527952,41.5981643,18.8,511.7205810546875,-0.03463745,8.15768433,4.30403137,16.5297451,6.04957438,351.23355103,41.5981636,24.70588303,-,-,16.47058868,23
Sun Oct 06 16:13:12 GMT+02:00 2019,06-ott-2019 16:13:12.022,14.24505653,41.59811723,19.2,512.284423828125,0.64770508,7.57350159,4.895401000000001,16.52930069,6.04973698,341.45986938,41.59811783,7.84313726,-,-,0,23
Sun Oct 06 16:13:14 GMT+02:00 2019,06-ott-2019 16:13:13.586,14.24463379,41.59804834,18.87,511.4420166015625,-0.11843872,8.72271729,7.16989136,16.52945518,6.04968023,318.43734741,41.59804916,7.84313726,-,-,0,22
Sun Oct 06 16:13:15 GMT+02:00 2019,06-ott-2019 16:13:14.950,14.244411,41.59799887,18.24,513.0758666992189,1.43299866,7.37716675,5.33592224,16.52961159,6.04962349,297.20819092,41.59799957,7.84313726,-,-,0,22
Sun Oct 06 16:13:17 GMT+02:00 2019,06-ott-2019 16:13:16.474,14.24403619,41.59793326,15.66,513.3038940429689,0.79374695,6.57991028,6.57852173,16.52976608,6.04956675,278.63265991,41.59793472,7.84313726,-,-,0,22
Sun Oct 06 16:13:18 GMT+02:00 2019,06-ott-2019 16:13:17.839,14.24386367,41.59790612,14.44,513.7764282226561,0.31011963,7.26225281,6.08531189,16.52992058,6.04951,262.24252319,41.59790802,7.84313726,-,-,0,22
Sun Oct 06 16:13:20 GMT+02:00 2019,06-ott-2019 16:13:19.212,14.24355698,41.59784057,12.47,514.0263061523439,2.22787476,7.55673218,5.21861267,16.53007698,6.04945278,247.67347717,41.59783936,7.84313726,-,-,0,22
Sun Oct 06 16:13:21 GMT+02:00 2019,06-ott-2019 16:13:20.575,14.24348328,41.59782599,9.0,514.7760620117189,3.25978088,8.22711182,4.20108032,16.53023148,6.04939604,234.63803101,41.597824100000004,11.37254906,-,-,0,22
Sun Oct 06 16:13:22 GMT+02:00 2019,06-ott-2019 16:13:21.891,14.24341595,41.59781721,6.94,514.2994995117189,0.16407776,7.79136658,5.26649475,16.53038788,6.04933929,222.90612793,41.59781647,11.76470566,-,-,0.78431374,22
Sun Oct 06 16:13:24 GMT+02:00 2019,06-ott-2019 16:13:23.389,14.24324846,41.59784049,6.87,514.344970703125,-3.07049561,6.43385315,7.21777344,16.53054237,6.04928255,213.16392517,41.59783936,12.94117641,-,-,1.96078432,22
Sun Oct 06 16:13:25 GMT+02:00 2019,06-ott-2019 16:13:24.757,14.24316707,41.59782859,6.3,515.2824096679689,-2.77120972,7.31971741,5.78843689,16.53069687,6.04922581,204.89645386,41.59782791,18.8235302,-,-,8.62745094,22
Sun Oct 06 16:13:26 GMT+02:00 2019,06-ott-2019 16:13:25.944,14.24311732,41.59778489,5.69,516.1528930664061,1.9836731,8.82806396,3.17875671,16.53068924,6.04922867,202.97784424,41.59778595,21.56862831,-,-,12.15686321,22
Sun Oct 06 16:13:28 GMT+02:00 2019,06-ott-2019 16:13:27.322,14.24301345,41.59767252,6.4,517.5953979492189,2.29492188,6.99888611,0.97608948,16.52977562,6.04956293,210.73762512,41.59767151,27.84313774,-,-,18.4313736,22
Sun Oct 06 16:13:31 GMT+02:00 2019,06-ott-2019 16:13:30.543,14.24266032,41.59755273,9.99,517.5648193359375,-0.10406494,7.97572327,4.06460571,16.52863693,6.04997969,226.38754272,41.59755325,23.13725471,-,-,0,22
Sun Oct 06 16:13:33 GMT+02:00 2019,06-ott-2019 16:13:32.170,14.24240361,41.59746188,11.33,521.5157470703125,0.34603882,7.51364136,5.09172058,16.52807426,6.05018568,227.34194946,41.597461700000004,7.84313726,-,-,0,22
Sun Oct 06 16:13:34 GMT+02:00 2019,06-ott-2019 16:13:33.538,14.2422465,41.59740959,12.21,520.337646484375,-0.36024475,8.69158936,5.00074768,16.52822876,6.05012894,219.97050476,41.59740829,18.4313736,-,-,7.84313726,22
Sun Oct 06 16:13:36 GMT+02:00 2019,06-ott-2019 16:13:35.198,14.24200235,41.59733624,12.19,519.3218383789061,0.58306885,7.55435181,2.65921021,16.52838326,6.05007219,212.1144104,41.59733582,12.15686321,-,-,9.01960754,22
Sun Oct 06 16:13:37 GMT+02:00 2019,06-ott-2019 16:13:36.854,14.241842000000002,41.5972813,12.78,517.8325805664061,0.58306885,8.03797913,5.24494934,16.52829742,6.05010414,210.64666748,41.59728241,7.84313726,-,-,0,22
Sun Oct 06 16:13:39 GMT+02:00 2019,06-ott-2019 16:13:38.389,14.24156176,41.59718176,12.41,514.84423828125,0.61657715,7.89910889,5.49154663,16.52845192,6.0500474,204.31750488,41.59718323,12.94117641,-,-,0,22
Sun Oct 06 16:13:40 GMT+02:00 2019,06-ott-2019 16:13:40.044,14.24141854,41.59713727,12.45,515.1541748046875,0.93980408,8.03079224,4.99835205,16.52860641,6.04999065,197.72660828,41.59713745,7.84313726,-,-,0,22
Sun Oct 06 16:13:42 GMT+02:00 2019,06-ott-2019 16:13:41.404,14.24114859,41.59702824,12.53,516.7041625976561,1.12176514,8.29176331,6.62400818,16.52876282,6.04993391,193.04260254,41.59702682,7.84313726,-,-,0,22
Sun Oct 06 16:13:43 GMT+02:00 2019,06-ott-2019 16:13:42.775,14.24100066,41.5969774,12.85,518.0523071289061,1.32048035,7.81053162,4.80441284,16.52891731,6.04987717,187.19282532,41.59697723,7.84313726,-,-,0,22
Sun Oct 06 16:13:45 GMT+02:00 2019,06-ott-2019 16:13:44.144,14.24076806,41.59692066,10.58,516.0558471679689,1.0116272,8.246261599999999,5.03665161,16.52907181,6.04982042,181.68716431,41.59692001,7.84313726,-,-,0,22
Sun Oct 06 16:13:46 GMT+02:00 2019,06-ott-2019 16:13:45.953,14.24065737,41.59689017,10.2,516.935546875,1.48327637,7.59265137,6.00390625,16.5292263,6.04976368,176.49609375,41.5968895,7.84313726,-,-,0,22
Sun Oct 06 16:13:48 GMT+02:00 2019,06-ott-2019 16:13:47.327,14.24047781,41.59682442,7.14,516.7197875976561,0.80812073,7.87516785,4.84512329,16.52938271,6.04970694,171.59342957,41.59682465,7.84313726,-,-,0,22
Sun Oct 06 16:13:49 GMT+02:00 2019,06-ott-2019 16:13:48.984,14.24040289,41.5968088,6.23,515.7428588867189,0.31491089,7.80574036,5.04144287,16.5295372,6.04965019,167.98945618,41.59680939,7.84313726,-,-,0,22
Sun Oct 06 16:13:51 GMT+02:00 2019,06-ott-2019 16:13:50.357,14.240302300000002,41.59678818,3.6,515.6532592773439,1.45933533,6.74989319,6.12362671,16.529691699999997,6.04959345,164.60211182,41.5967865,7.84313726,-,-,0,22
Sun Oct 06 16:13:52 GMT+02:00 2019,06-ott-2019 16:13:51.729,14.24026597,41.59678093,3.45,515.5086059570311,2.03395081,6.82411194,5.95362854,16.52984619,6.04953671,161.88598633,41.59678268,21.56862831,-,-,0,22
Sun Oct 06 16:13:54 GMT+02:00 2019,06-ott-2019 16:13:53.249,14.24022709,41.59677088,2.12,515.0750732421875,0.62615967,6.79777527,4.85229492,16.52840996,6.05006313,161.88598633,41.59677124,7.84313726,-,-,0,22
Sun Oct 06 16:13:55 GMT+02:00 2019,06-ott-2019 16:13:54.619,14.24030927,41.59680815,1.84,515.2452392578125,0.09944153,8.18641663,3.11650085,16.5269413,6.05060053,161.88598633,41.59680939,15.29411793,-,-,0,22
Sun Oct 06 16:13:56 GMT+02:00 2019,06-ott-2019 16:13:56.005,14.24035184,41.59682277,2.07,514.51953125,1.11936951,8.246261599999999,4.91694641,16.52709579,6.05054379,161.88598633,41.59682465,25.09803963,-,-,16.07843208,22
Sun Oct 06 16:13:58 GMT+02:00 2019,06-ott-2019 16:13:57.365,14.24042182,41.59684966,2.64,514.0214233398439,-0.83909607,8.39231873,3.37268066,16.528162,6.05015326,161.88598633,41.59685135,7.84313726,-,-,0,22
Sun Oct 06 16:14:00 GMT+02:00 2019,06-ott-2019 16:13:59.495,14.2404549,41.59685231,0.86,514.4530639648439,1.0403594999999999,9.40505981,2.19952393,16.52831841,6.05009651,161.88598633,41.59685135,19.6078434,-,-,0,22
Sun Oct 06 16:14:02 GMT+02:00 2019,06-ott-2019 16:14:01.752,14.24046703,41.59685586,2.82,514.33544921875,2.62052917,8.95735168,0.64569092,16.52718163,6.05051279,161.88598633,41.59685516,28.62745094,-,-,20.3921566,22
Sun Oct 06 16:14:04 GMT+02:00 2019,06-ott-2019 16:14:03.121,14.24047088,41.59684528,4.91,516.9345092773439,0.22154236,9.17521667,3.94250488,16.52576637,6.05103064,161.88598633,41.59684372,28.23529434,-,-,16.47058868,22
Sun Oct 06 16:14:05 GMT+02:00 2019,06-ott-2019 16:14:04.491,14.24031916,41.59699112,5.46,515.8220825195311,0.38673401,8.14570618,2.94891357,16.52592087,6.05097389,157.83883667,41.59699249,24.70588303,-,-,17.25490189,22
Sun Oct 06 16:14:06 GMT+02:00 2019,06-ott-2019 16:14:05.861,14.24027457,41.59702563,5.42,514.9221801757811,2.67080688,7.47773743,6.46359253,16.52475357,6.05140114,169.87394714,41.59702682,7.84313726,-,-,0,22
Sun Oct 06 16:14:08 GMT+02:00 2019,06-ott-2019 16:14:07.245,14.24017231,41.59717187,7.95,513.6980590820311,-2.07928467,7.18803406,7.15074158,16.52490997,6.05134487,166.53430176,41.59717178,7.84313726,-,-,0,22
Sun Oct 06 16:14:09 GMT+02:00 2019,06-ott-2019 16:14:08.602,14.24015251,41.59725379,8.11,513.2364501953125,-0.19984436,6.6852417,6.77244568,16.52506447,6.05128813,162.66140747,41.59725189,7.84313726,-,-,0,22
Sun Oct 06 16:14:10 GMT+02:00 2019,06-ott-2019 16:14:09.973,14.24014583,41.59729254,6.97,512.0763549804689,3.14247131,6.75468445,6.00390625,16.52521896,6.05123138,158.96455383,41.59729385,9.4117651,-,-,0,22
Sun Oct 06 16:14:14 GMT+02:00 2019,06-ott-2019 16:14:13.236,14.24009813,41.59739778,4.13,509.9979248046875,1.84719849,8.0643158,4.50993347,16.52537346,6.05117464,156.80140686,41.59739685,9.8039217,-,-,23.13725471,22
Sun Oct 06 16:14:15 GMT+02:00 2019,06-ott-2019 16:14:14.729,14.24011975,41.59734879,2.45,517.2205200195311,0.94937134,8.8639679,4.08854675,16.52440834,6.05152845,156.80140686,41.59734726,7.84313726,-,-,0,22
