GPS Time,Device Time,Longitude,Latitude,GPS Speed (Meters/second),Altitude,G(x),G(y),G(z),Kilometers Per Litre(Instant)(kpl),Litres Per 100 Kilometer(Instant)(l/100km),Actual engine % torque(%),Trip Distance(km),Engine RPM(rpm),GPS Accuracy(m),GPS Altitude(m),GPS Latitude(°),GPS Longitude(°)
Wed Oct 09 10:40:28 GMT+02:00 2019,09-ott-2019 10:40:26.920,13.93121202,42.04817548,0.65,458.1275634765625,2.93656921,7.537582400000001,4.69429016,-,-,-,42.04817581,-,-,-,-,-
Wed Oct 09 10:40:28 GMT+02:00 2019,09-ott-2019 10:40:27.195,13.93121202,42.04817548,0.65,458.1275634765625,2.29013062,7.66926575,4.41177368,-,-,-,42.04817581,-,-,-,-,-
Wed Oct 09 10:40:28 GMT+02:00 2019,09-ott-2019 10:40:27.552,13.93121202,42.04817548,0.65,458.1275634765625,2.36195374,7.13056946,4.91215515,-,-,-,42.04817581,-,-,-,-,14
Wed Oct 09 10:40:28 GMT+02:00 2019,09-ott-2019 10:40:27.824,13.93121202,42.04817548,0.65,458.1275634765625,2.56785583,7.77461243,5.01271057,-,-,-,42.04817581,-,-,-,-,14
Wed Oct 09 10:40:33 GMT+02:00 2019,09-ott-2019 10:40:32.579,13.93116173,42.04828111,0.0,463.4195556640625,3.65003967,6.594268799999999,6.00151062,1.63354874,61.21514511,-,42.04828262,7.84313726,-,-,0,14
Wed Oct 09 10:40:39 GMT+02:00 2019,09-ott-2019 10:40:38.221,13.93109119,42.0483389,3.05,462.59991455078125,3.17118835,7.32688904,5.21621704,1.62870145,61.39733124,-,42.04833984,14.50980377,-,-,0,14
Wed Oct 09 10:40:45 GMT+02:00 2019,09-ott-2019 10:40:44.191,13.93084467,42.0484799,5.38,462.1923828125,-1.22695923,8.50723267,3.96884155,1.73778462,57.54333115,-,42.04848099,19.6078434,-,-,12.54901981,14
Wed Oct 09 10:40:48 GMT+02:00 2019,09-ott-2019 10:40:47.240,13.93071171,42.04861099,7.09,460.096923828125,0.46095276,8.035583500000001,4.71104431,2.06563163,48.41033936,867.42993164,42.04861069,18.8235302,-,-,9.8039217,14
Wed Oct 09 10:40:51 GMT+02:00 2019,09-ott-2019 10:40:50.045,13.930573800000001,42.04887154,9.0,460.6940307617188,1.03317261,7.82249451,4.80441284,2.4178741,41.35778427,779.29248047,42.04887009,18.8235302,-,-,9.4117651,14
Wed Oct 09 10:40:52 GMT+02:00 2019,09-ott-2019 10:40:51.876,13.93051308,42.048936100000006,9.04,461.4569091796875,1.77058411,8.27738953,5.15637207,3.29828835,30.31812668,634.02270508,42.04893494,14.90196133,-,-,5.09803915,14
Wed Oct 09 10:40:54 GMT+02:00 2019,09-ott-2019 10:40:53.236,13.93037299,42.04908483,9.33,461.1337890625,1.44258118,7.61180115,5.83152771,3.90473175,25.60942078,563.17462158,42.04908371,7.84313726,-,-,0,14
Wed Oct 09 10:40:55 GMT+02:00 2019,09-ott-2019 10:40:54.608,13.93029787,42.04914244,9.38,461.6168212890625,2.90304565,7.360412599999999,3.93052673,4.42428732,22.60203934,516.16149902,42.04914093,15.68627453,-,-,0,14
Wed Oct 09 10:40:57 GMT+02:00 2019,09-ott-2019 10:40:55.978,13.93013025,42.04926516,9.64,460.6168212890625,1.73468018,7.66207886,5.17073059,4.79481268,20.85543823,486.94897461,42.04926682,13.33333397,-,-,3.52941179,14
Wed Oct 09 10:40:58 GMT+02:00 2019,09-ott-2019 10:40:57.358,13.93005948,42.04931883,8.89,462.123291015625,0.34603882,8.0068512,5.29762268,5.11525059,19.5489769,464.62072754,42.04932022,14.11764717,-,-,3.92156863,14
Wed Oct 09 10:40:59 GMT+02:00 2019,09-ott-2019 10:40:58.705,13.929971700000001,42.04937152,9.42,462.2987060546875,0.61180115,7.75067139,5.72857666,5.38615942,18.5657177,447.38412476,42.04936981,14.11764717,-,-,3.92156863,14
Wed Oct 09 10:41:02 GMT+02:00 2019,09-ott-2019 10:41:01.730,13.92971993,42.04956243,10.02,463.7261962890625,1.55989075,7.74588013,5.09172058,5.62193203,17.78710938,433.44680786,42.04956055,13.72549057,-,-,3.52941179,14
Wed Oct 09 10:41:04 GMT+02:00 2019,09-ott-2019 10:41:03.663,13.92953904,42.04969193,10.2,461.87542724609375,1.24386597,7.76982117,4.66316223,5.88590527,16.98938751,419.31643677,42.04969025,12.15686321,-,-,1.96078432,15
Wed Oct 09 10:41:06 GMT+02:00 2019,09-ott-2019 10:41:05.113,13.92933942,42.04987687,10.72,461.2926025390625,1.57426453,7.87995911,4.52908325,6.09145546,16.41609573,408.63400269,42.04987717,12.15686321,-,-,1.56862748,15
Wed Oct 09 10:41:07 GMT+02:00 2019,09-ott-2019 10:41:06.488,13.92929104,42.0499653,9.73,459.8519287109375,2.37153625,7.55435181,6.59288025,6.27487421,15.93624306,399.50695801,42.0499649,7.84313726,-,-,0,15
Wed Oct 09 10:41:09 GMT+02:00 2019,09-ott-2019 10:41:08.012,13.92913875,42.05006715,8.69,459.859375,1.61256409,7.55912781,5.47479248,6.51473522,15.34949875,388.89471436,42.0500679,7.84313726,-,-,0,15
Wed Oct 09 10:41:10 GMT+02:00 2019,09-ott-2019 10:41:09.477,13.92909685,42.05010903,7.93,460.3511962890625,0.6907959,7.32211304,5.74055481,6.73923111,14.83817959,379.40338135,42.05010986,7.84313726,-,-,0,15
Wed Oct 09 10:41:12 GMT+02:00 2019,09-ott-2019 10:41:11.499,13.92903687,42.05016186,5.39,459.340576171875,2.9485321,6.91748047,6.8394928,6.93344831,14.4225378,371.337677,42.05016327,7.84313726,-,-,0,15
Wed Oct 09 10:41:13 GMT+02:00 2019,09-ott-2019 10:41:12.797,13.92897059,42.05022611,5.47,458.01849365234375,2.50082397,6.915100099999999,6.79161072,7.06977034,14.14443684,365.48696899,42.050224299999996,7.84313726,-,-,0,15
Wed Oct 09 10:41:15 GMT+02:00 2019,09-ott-2019 10:41:14.256,13.92893025,42.05026232,1.8,459.63946533203125,1.85198975,7.63574219,5.12284851,7.02809858,14.22830296,368.93582153,42.05026245,7.84313726,-,-,0,15
Wed Oct 09 10:41:17 GMT+02:00 2019,09-ott-2019 10:41:15.982,13.92894079,42.05030847,0.87,456.4188232421875,0.96374512,8.84002686,3.27212524,6.81028414,14.68337059,368.93582153,42.05030823,13.72549057,-,-,2.74509811,15
Wed Oct 09 10:41:18 GMT+02:00 2019,09-ott-2019 10:41:17.253,13.92890367,42.05033155,2.23,457.63189697265625,1.00683594,8.56469727,3.94250488,6.51033688,15.35986805,368.93582153,42.05033112,23.52941132,-,-,12.15686321,15
Wed Oct 09 10:41:19 GMT+02:00 2019,09-ott-2019 10:41:18.663,13.92888131,42.05036803,3.75,455.22021484375,1.78495789,8.01641846,5.53944397,6.29423857,15.88721466,368.93582153,42.05036926,7.84313726,-,-,0,15
