GPS Time,Device Time,Longitude,Latitude,GPS Speed (Meters/second),Altitude,G(x),G(y),G(z),Kilometers Per Litre(Instant)(kpl),Litres Per 100 Kilometer(Instant)(l/100km),Actual engine % torque(%),Trip Distance(km),Engine RPM(rpm),GPS Accuracy(m),GPS Altitude(m),GPS Latitude(°),GPS Longitude(°)
Sun Oct 06 15:20:23 GMT+02:00 2019,06-ott-2019 15:20:23.100,14.234887599999999,41.59838634,0.0,530.40380859375,0.76741028,8.184021000000001,4.62724304,19.828697199999997,5.04315186,-,-,-,-,-,-,-
Sun Oct 06 15:20:23 GMT+02:00 2019,06-ott-2019 15:20:23.370,14.234887599999999,41.59838634,0.0,530.40380859375,0.77220154,8.08586121,4.74456787,19.828697199999997,5.04315186,-,-,-,-,-,-,-
Sun Oct 06 15:20:23 GMT+02:00 2019,06-ott-2019 15:20:23.640,14.234887599999999,41.59838634,0.0,530.40380859375,0.62376404,8.23908997,4.48838806,19.828697199999997,5.04315186,-,-,-,-,-,-,-
Sun Oct 06 15:20:24 GMT+02:00 2019,06-ott-2019 15:20:23.989,14.23488958,41.59838642,0.0,530.377197265625,0.78657532,8.21994019,4.81639099,19.828697199999997,5.04315186,-,-,-,-,-,-,-
Sun Oct 06 15:20:28 GMT+02:00 2019,06-ott-2019 15:20:29.437,14.23489504,41.59838853,0.0,526.220947265625,0.84881592,7.93023682,4.95285034,16.51062393,6.05658054,-,41.59838867,7.84313726,-,-,0,25
Sun Oct 06 15:20:36 GMT+02:00 2019,06-ott-2019 15:20:35.807,14.23489675,41.59839341,0.0,527.06201171875,1.22949219,7.86080933,4.89060974,16.51054764,6.0566082,-,41.59839249,7.84313726,-,-,0,25
Sun Oct 06 15:20:42 GMT+02:00 2019,06-ott-2019 15:20:42.006,14.23489642,41.59839373,0.0,527.1678466796875,0.74586487,8.27259827,4.56977844,16.51047134,6.05663633,-,41.59839249,7.84313726,-,-,0,25
Sun Oct 06 15:20:46 GMT+02:00 2019,06-ott-2019 15:20:46.308,14.23489577,41.59839479,0.0,525.2987060546875,0.94219971,7.86798096,4.50514221,16.51039505,6.05666399,-,41.5983963,7.84313726,-,-,0,26
Sun Oct 06 15:20:48 GMT+02:00 2019,06-ott-2019 15:20:47.823,14.2348961,41.5983946,0.0,525.874755859375,0.76980591,8.50483704,4.82118225,16.51031876,6.05669212,-,41.5983963,7.84313726,-,-,0,26
Sun Oct 06 15:20:49 GMT+02:00 2019,06-ott-2019 15:20:49.335,14.23489609,41.59839462,0.0,526.23095703125,0.98049927,9.61335754,4.00236511,16.51024246,6.05671978,-,41.5983963,10.58823586,-,-,0,26
