GPS Time,Device Time,Longitude,Latitude,GPS Speed (Meters/second),Altitude,G(x),G(y),G(z),Kilometers Per Litre(Instant)(kpl),Litres Per 100 Kilometer(Instant)(l/100km),Actual engine % torque(%),Trip Distance(km),Engine RPM(rpm),GPS Accuracy(m),GPS Altitude(m),GPS Latitude(°),GPS Longitude(°),Acceleration Sensor(X axis)(g),Acceleration Sensor(Y axis)(g),Acceleration Sensor(Z axis)(g),Acceleration Sensor(Total)(g),Run time since engine start(s)
Tue Dec 31 15:20:29 GMT+01:00 2019,31-dic-2019 16:14:45.191,13.93092601,42.04792351,0.0,459.0,8.96195984,3.38563538,0.29820251,-,-,-,-,-,4.55099964,-,-,-,0.91208982,0.34756129999999996,-0.07277372,-0.02321985,-
Tue Dec 31 15:20:29 GMT+01:00 2019,31-dic-2019 16:14:45.489,13.93092601,42.04792351,0.0,459.0,8.96195984,3.38563538,0.29820251,-,-,-,0.00441333,-,4.55099964,-,-,-,0.91208982,0.34756129999999996,-0.07277372,-0.02321985,-
Tue Dec 31 15:20:29 GMT+01:00 2019,31-dic-2019 16:14:45.772,13.93092601,42.04792351,0.0,459.0,8.96195984,3.38563538,0.29820251,-,-,-,0.00825333,-,4.55099964,-,-,-,0.91208982,0.34756129999999996,-0.07277372,-0.02321985,-
Tue Dec 31 15:20:29 GMT+01:00 2019,31-dic-2019 16:14:46.138,13.93092601,42.04792351,0.0,459.0,8.96195984,3.38563538,0.29820251,-,-,-,0.00825333,-,4.55099964,-,-,-,0.91208982,0.34756129999999996,-0.07277372,-0.02321985,-
Tue Dec 31 15:20:29 GMT+01:00 2019,31-dic-2019 16:14:49.441,13.93092601,42.04792351,0.0,459.0,8.29914856,1.99780273,-0.68286133,0,-,-,0.03611528,1889,4.55099964,-,-,-,0.9247728000000001,0.20096649,-0.03569844,-0.0511366,-
Tue Dec 31 16:14:52 GMT+01:00 2019,31-dic-2019 16:14:52.828,13.922522500000001,42.05542355,17.52,443.0,9.50991821,3.47418213,1.79011536,13.83534718,7.22771311,-,0.09449278,1778.5,25.78899956,443,42.05542374,13.92252254,0.92453015,0.29170418,0.08455202,-0.01279571,-
Tue Dec 31 16:14:56 GMT+01:00 2019,31-dic-2019 16:14:56.204,13.923004800000001,42.05495873,20.6,422.0,9.50991821,3.47418213,1.79011536,5.88188457,17.00100136,-,0.15296514,1969.5,4.55099964,422,42.05495834,13.9230051,0.92453015,0.29170418,0.08455202,-0.01279571,-
Tue Dec 31 16:14:58 GMT+01:00 2019,31-dic-2019 16:14:58.662,13.92329458,42.054650099999996,20.76,422.0,9.23355103,3.41195679,0.23597717,9.04001522,11.06169796,-,0.20511098,2103,4.55099964,422,42.05464935,13.92329502,0.95953202,0.30487558,-0.01508741,0.01072184,-
Tue Dec 31 16:15:00 GMT+01:00 2019,31-dic-2019 16:15:00.917,13.92360056,42.05433927,21.32,423.0,10.31869507,3.94436646,0.27067566,106.08285522,0.94263977,-,0.25285959,2142.5,4.55099964,423,42.05434036,13.9236002,0.87098908,0.31024182,-0.02460043,-0.07202095,-
Tue Dec 31 16:15:02 GMT+01:00 2019,31-dic-2019 16:15:03.009,13.92393988,42.05404013,21.81,425.0,8.31948853,4.39064026,0.01583862,7.64143419,13.08627701,-,0.30259126,2202,4.55099964,425,42.054039,13.9239397,0.96989745,0.5354979000000001,0.04125657,0.1172578,-
Tue Dec 31 16:15:05 GMT+01:00 2019,31-dic-2019 16:15:05.627,13.92439546,42.05362167,18.74,423.0,8.48937988,3.47776794,-2.8447876,119.53599548,0.83655071,-,0.3472085,2009.5,4.55099964,423,42.0536232,13.92439556,0.84952563,0.3698802,-0.28546971,-0.05474107,-
Tue Dec 31 16:15:08 GMT+01:00 2019,31-dic-2019 16:15:08.083,13.92485932,42.05341985,14.2,430.0,7.87083435,3.58424377,0.59729004,181.2480011,0,-,0.3959567,1653.5,6.06799984,430,42.05342102,13.92485905,0.87172168,0.49183694,-0.0839946,0.00137065,-
Tue Dec 31 16:15:10 GMT+01:00 2019,31-dic-2019 16:15:10.133,13.92513586,42.05333441,11.51,428.0,8.7681427,4.38583374,3.17675781,181.2480011,0,-,0.43255669,858.5,6.06799984,428,42.05333328,13.92513561,0.99904621,0.45403059999999995,0.12333517,0.12025571,-
Tue Dec 31 16:15:12 GMT+01:00 2019,31-dic-2019 16:15:12.722,13.92535697,42.05322064,11.59,428.0,9.39147949,2.19760132,-0.29762268,181.2480011,0,-,0.48329002,1752,6.06799984,428,42.05321884,13.92535686,1.04612291,0.2796309,-0.19278151,0.08719005,-
Tue Dec 31 16:15:15 GMT+01:00 2019,31-dic-2019 16:15:15.251,13.92569371,42.05301821,11.4,430.0,9.11151123,2.77308655,1.29240417,6.56795645,15.22511959,-,0.49476835,1857.5,6.06799984,430,42.05301666,13.92569351,0.93062747,0.25194576,0.01662163,-0.02851182,-
Tue Dec 31 16:15:17 GMT+01:00 2019,31-dic-2019 16:15:17.299,13.92590016,42.05286308,11.97,431.0,8.7298584,2.53260803,0.20605469,100.76068878,0.99242991,-,0.52636558,1596,6.06799984,431,42.05286407,13.92590046,0.89465028,0.23291972,-0.11972909,-0.07500038,-
Tue Dec 31 16:15:19 GMT+01:00 2019,31-dic-2019 16:15:19.760,13.92610695,42.0527066,12.25,433.0,8.72865295,3.35334778,-0.989151,7.54369593,13.255826,-,0.55136597,1691.5,6.06799984,433,42.05270767,13.92610741,0.89623529,0.32914498,-0.1439985,-0.04389631,-
Tue Dec 31 16:15:21 GMT+01:00 2019,31-dic-2019 16:15:21.807,13.92630227,42.05256843,10.08,435.0,8.829162599999998,2.97766113,1.46948242,21.15728378,4.7264061,-,0.580266,1527.5,6.06799984,435,42.05256653,13.92630196,0.86086786,0.32048589,-0.12338746,-0.0808,-
Tue Dec 31 16:15:23 GMT+01:00 2019,31-dic-2019 16:15:23.854,13.92646085,42.05242698,10.56,434.0,8.62338257,0.79899597,-1.44259644,181.2480011,0,-,0.6021682,1404,7.58500004,434,42.05242538,13.92646122,0.92599225,0.46854278,-0.05777313,0.03899676,-
