GPS Time,Device Time,Longitude,Latitude,GPS Speed (Meters/second),Altitude,G(x),G(y),G(z),Kilometers Per Litre(Instant)(kpl),Litres Per 100 Kilometer(Instant)(l/100km),Actual engine % torque(%),Trip Distance(km),Engine RPM(rpm),GPS Accuracy(m),GPS Altitude(m),GPS Latitude(°),GPS Longitude(°)
Thu Oct 10 12:06:48 GMT+02:00 2019,10-ott-2019 12:06:47.296,13.35828426,42.35184927,11.31,671.1177978515625,-0.16871643,7.91586304,5.00791931,17.26305962,5.792665,-,42.351848600000004,-,-,-,-,-
Thu Oct 10 12:06:48 GMT+02:00 2019,10-ott-2019 12:06:47.686,13.35828426,42.35184927,11.31,671.1177978515625,-0.62361145,7.45378113,5.22340393,17.26305962,5.792665,-,42.351848600000004,-,-,-,-,-
Thu Oct 10 12:06:49 GMT+02:00 2019,10-ott-2019 12:06:47.973,13.35841311,42.3518531,11.06,670.836669921875,-0.11604309,8.03797913,6.26248169,17.26305962,5.792665,-,42.35185242,-,-,-,-,-
Thu Oct 10 12:06:54 GMT+02:00 2019,10-ott-2019 12:06:53.683,13.35922664,42.35155911,15.21,672.152587890625,-1.82550049,4.06599426,6.54978943,14.37419701,6.95676565,-,42.35155869,27.05882454,-,-,18.4313736,24
Thu Oct 10 12:07:11 GMT+02:00 2019,10-ott-2019 12:07:10.366,13.36309463,42.35096227,20.22,673.144287109375,1.52638245,7.39393616,5.75012207,14.372496599999998,6.95758867,331.23312378,42.35096359,21.96078491,-,-,10.58823586,23
Thu Oct 10 12:07:17 GMT+02:00 2019,10-ott-2019 12:07:16.638,13.364461499999999,42.35067543,18.76,672.528564453125,0.84402466,7.52801514,4.52908325,14.37287903,6.95740366,165.61656189,42.35067368,19.6078434,-,-,8.23529434,23
Thu Oct 10 12:07:20 GMT+02:00 2019,10-ott-2019 12:07:18.885,13.365076199999999,42.35047798,18.18,675.872802734375,1.52638245,8.11219788,7.00228882,14.37326145,6.95721865,110.41104126,42.35047913,7.84313726,-,-,0,23
Thu Oct 10 12:07:21 GMT+02:00 2019,10-ott-2019 12:07:20.252,13.36526439,42.35041093,16.78,676.606201171875,1.11936951,7.47055054,5.26889038,14.37872505,6.95457506,101.73985291,42.35041046,7.84313726,-,-,0,23
Thu Oct 10 12:07:22 GMT+02:00 2019,10-ott-2019 12:07:21.606,13.36544221,42.35034705,16.31,676.976806640625,1.4234314,8.00205994,5.19467163,14.37910748,6.95439005,81.39188385,42.35034561,7.84313726,-,-,0,23
Thu Oct 10 12:07:24 GMT+02:00 2019,10-ott-2019 12:07:22.969,13.36577103,42.35019842,15.74,679.353759765625,1.39230347,8.25584412,5.62322998,14.37948895,6.95420551,67.8265686,42.35019684,7.84313726,-,-,0,23
Thu Oct 10 12:07:25 GMT+02:00 2019,10-ott-2019 12:07:24.333,13.36595199,42.35015501,15.28,679.322265625,0.27900696,8.25823975,5.14199829,14.37987137,6.9540205,58.13705826,42.35015488,21.17647171,-,-,10.58823586,23
Thu Oct 10 12:07:26 GMT+02:00 2019,10-ott-2019 12:07:25.707,13.36611464,42.35008977,15.09,679.433837890625,1.18640137,7.2694396999999995,5.30480957,14.38025284,6.95383596,54.73065948,42.35009003,7.84313726,-,-,0,23
Thu Oct 10 12:07:28 GMT+02:00 2019,10-ott-2019 12:07:26.887,13.36646315,42.35000181,15.11,680.95361328125,2.24703979,7.65011597,5.20664978,14.38058662,6.95367432,67.44247437,42.35000229,7.84313726,-,-,0,23
Thu Oct 10 12:07:29 GMT+02:00 2019,10-ott-2019 12:07:28.260,13.36662339,42.34993298,14.68,681.18212890625,1.39709473,7.36280823,4.98397827,14.38096809,6.95348978,60.69822693,42.34993362,7.84313726,-,-,0,23
Thu Oct 10 12:07:30 GMT+02:00 2019,10-ott-2019 12:07:29.625,13.3667672,42.34987843,14.18,682.84326171875,1.50961304,7.72433472,5.75491333,14.38135052,6.95330524,55.1802063,42.34988022,7.84313726,-,-,0,23
Thu Oct 10 12:07:32 GMT+02:00 2019,10-ott-2019 12:07:30.983,13.36707219,42.34976078,13.44,681.2391357421875,2.21591187,7.95896912,4.77807617,14.38173199,6.95312119,50.58185577,42.34976196,15.68627453,-,-,5.09803915,23
Thu Oct 10 12:07:33 GMT+02:00 2019,10-ott-2019 12:07:32.342,13.36720118,42.34972344,13.12,682.1693115234375,0.93261719,8.17204285,4.83314514,14.3821125,6.95293665,46.69094086,42.34972382,21.96078491,-,-,9.01960754,23
Thu Oct 10 12:07:34 GMT+02:00 2019,10-ott-2019 12:07:33.546,13.36735335,42.34965853,13.5,682.3123779296875,1.27738953,8.31809998,4.10292053,14.38142204,6.95327091,59.39937592,42.34965897,19.6078434,-,-,12.15686321,23
Thu Oct 10 12:07:36 GMT+02:00 2019,10-ott-2019 12:07:34.912,13.36766605,42.34955604,14.57,681.782470703125,1.6628418000000003,8.08586121,4.37345886,14.38078976,6.95357609,70.13682556,42.34955597,18.4313736,-,-,9.01960754,23
Thu Oct 10 12:07:37 GMT+02:00 2019,10-ott-2019 12:07:36.274,13.36782445,42.34950715,14.66,681.4736328125,1.69876099,8.22950745,5.05342102,14.38256168,6.95271969,73.60005188,42.34950638,17.64705849,-,-,8.62745094,24
Thu Oct 10 12:07:38 GMT+02:00 2019,10-ott-2019 12:07:37.650,13.3679845,42.34945065,14.75,681.06396484375,1.777771,7.92304993,5.00074768,14.38490772,6.95158577,75.96536255,42.34944916,20.3921566,-,-,10.98039246,24
Thu Oct 10 12:07:40 GMT+02:00 2019,10-ott-2019 12:07:38.996,13.36832165,42.34932418,15.43,681.22119140625,1.09542847,7.70996094,3.65040588,14.38595581,6.95107937,79.75641632,42.34932327,21.96078491,-,-,11.76470566,24
Thu Oct 10 12:07:41 GMT+02:00 2019,10-ott-2019 12:07:40.198,13.36850502,42.34925724,15.97,681.373291015625,1.17921448,7.66926575,4.64639282,14.38567448,6.95121527,86.0071106,42.34925842,18.8235302,-,-,10.1960783,24
Thu Oct 10 12:07:42 GMT+02:00 2019,10-ott-2019 12:07:41.563,13.36869129,42.3491936,16.25,681.009765625,1.50244141,8.61737061,4.93849182,14.38690281,6.95062208,88.65810394,42.34919357,20.7843132,-,-,8.62745094,24
Thu Oct 10 12:07:44 GMT+02:00 2019,10-ott-2019 12:07:42.920,13.36904999,42.34905616,17.29,679.40380859375,1.44737244,8.16247559,5.43649292,14.38728333,6.95043802,87.50606537,42.34905624,19.2156868,-,-,13.33333397,24
Thu Oct 10 12:07:45 GMT+02:00 2019,10-ott-2019 12:07:44.281,13.36924361,42.34899327,17.51,679.325439453125,1.29893494,7.14732361,4.58415222,14.38698483,6.95058203,92.59545135,42.34899139,17.64705849,-,-,7.84313726,24
Thu Oct 10 12:07:46 GMT+02:00 2019,10-ott-2019 12:07:45.486,13.36943842,42.34893047,17.5,679.31396484375,0.35562134,7.59025574,5.2210083,14.38736534,6.95039845,90.67938232,42.34893036,20.3921566,-,-,10.58823586,24
Thu Oct 10 12:07:46 GMT+02:00 2019,10-ott-2019 12:07:46.854,13.36943842,42.34893047,17.5,679.31396484375,1.01641846,8.66285706,5.00552368,14.38895416,6.94963074,92.30433655,42.34893036,23.52941132,-,-,10.58823586,24
Thu Oct 10 12:07:46 GMT+02:00 2019,10-ott-2019 12:07:48.210,13.36943842,42.34893047,17.5,679.31396484375,1.27738953,8.06192017,4.50035095,14.38897419,6.9496212,95.92700195,42.34893036,21.56862831,-,-,12.94117641,23
Thu Oct 10 12:07:46 GMT+02:00 2019,10-ott-2019 12:07:49.738,13.36943842,42.34893047,17.5,679.31396484375,1.82325745,8.20556641,4.2776947,14.38885975,6.94967651,99.52616119,42.34893036,23.92156982,-,-,14.50980377,23
Thu Oct 10 12:07:46 GMT+02:00 2019,10-ott-2019 12:07:51.962,13.36943842,42.34893047,17.5,679.31396484375,1.82325745,8.20556641,4.2776947,14.3895092,6.94936275,101.6547699,42.34893036,21.96078491,-,-,18.03921509,23
Thu Oct 10 12:07:46 GMT+02:00 2019,10-ott-2019 12:07:54.407,13.36943842,42.34893047,17.5,679.31396484375,1.82325745,8.20556641,4.2776947,14.38987064,6.94918823,104.01821136,42.34893036,21.56862831,-,-,12.54901981,23
Thu Oct 10 12:07:46 GMT+02:00 2019,10-ott-2019 12:07:55.746,13.36943842,42.34893047,17.5,679.31396484375,1.82325745,8.20556641,4.2776947,14.39144421,6.94842815,104.91361237,42.34893036,18.4313736,-,-,9.01960754,23
Thu Oct 10 12:07:46 GMT+02:00 2019,10-ott-2019 12:07:57.092,13.36943842,42.34893047,17.5,679.31396484375,1.82325745,8.20556641,4.2776947,14.39182472,6.94824505,103.31413269,42.34893036,20.3921566,-,-,10.98039246,23
Thu Oct 10 12:07:46 GMT+02:00 2019,10-ott-2019 12:07:58.285,13.36943842,42.34893047,17.5,679.31396484375,1.82325745,8.20556641,4.2776947,14.39633369,6.94606876,102.6920166,42.34893036,22.35294151,-,-,12.54901981,23
Thu Oct 10 12:07:46 GMT+02:00 2019,10-ott-2019 12:07:59.653,13.36943842,42.34893047,17.5,679.31396484375,1.82325745,8.20556641,4.2776947,14.39789677,6.94531441,103.54986572,42.34893036,21.56862831,-,-,12.54901981,23
Thu Oct 10 12:07:46 GMT+02:00 2019,10-ott-2019 12:08:01.033,13.36943842,42.34893047,17.5,679.31396484375,1.82325745,8.20556641,4.2776947,14.39861965,6.94496584,105.088974,42.34893036,24.31372643,-,-,15.29411793,23
Thu Oct 10 12:07:46 GMT+02:00 2019,10-ott-2019 12:08:02.518,13.36943842,42.34893047,17.5,679.31396484375,1.82325745,8.20556641,4.2776947,14.39831066,6.94511461,107.8793869,42.34893036,22.74509811,-,-,13.33333397,23
Thu Oct 10 12:07:46 GMT+02:00 2019,10-ott-2019 12:08:03.874,13.36943842,42.34893047,17.5,679.31396484375,1.82325745,8.20556641,4.2776947,14.40162277,6.94351768,107.60016632,42.34893036,22.35294151,-,-,13.33333397,23
Thu Oct 10 12:07:46 GMT+02:00 2019,10-ott-2019 12:08:05.249,13.36943842,42.34893047,17.5,679.31396484375,1.82325745,8.20556641,4.2776947,14.40302849,6.94283962,108.33387756,42.34893036,22.74509811,-,-,14.11764717,23
Thu Oct 10 12:07:46 GMT+02:00 2019,10-ott-2019 12:08:06.619,13.36943842,42.34893047,17.5,679.31396484375,1.82325745,8.20556641,4.2776947,14.40351391,6.94260597,109.80648041,42.34893036,24.31372643,-,-,15.68627453,23
Thu Oct 10 12:07:46 GMT+02:00 2019,10-ott-2019 12:08:07.985,13.36943842,42.34893047,17.5,679.31396484375,1.82325745,8.20556641,4.2776947,14.40309429,6.94280815,112.34960175,42.34893036,21.96078491,-,-,12.94117641,23
Thu Oct 10 12:07:46 GMT+02:00 2019,10-ott-2019 12:08:09.352,13.36943842,42.34893047,17.5,679.31396484375,1.82325745,8.20556641,4.2776947,14.40347385,6.94262505,111.3603363,42.34893036,22.35294151,-,-,12.94117641,23
Thu Oct 10 12:07:46 GMT+02:00 2019,10-ott-2019 12:08:10.727,13.36943842,42.34893047,17.5,679.31396484375,1.82325745,8.20556641,4.2776947,14.40633488,6.94124651,111.19309998,42.34893036,21.56862831,-,-,12.54901981,23
Thu Oct 10 12:07:46 GMT+02:00 2019,10-ott-2019 12:08:13.805,13.36943842,42.34893047,17.5,679.31396484375,1.82325745,8.20556641,4.2776947,14.40905285,6.93993711,111.08943176,42.34893036,21.17647171,-,-,12.15686321,23
Thu Oct 10 12:07:46 GMT+02:00 2019,10-ott-2019 12:08:15.286,13.36943842,42.34893047,17.5,679.31396484375,1.82325745,8.20556641,4.2776947,14.41396046,6.93757439,110.34950256,42.34893036,25.09803963,-,-,16.47058868,23
Thu Oct 10 12:07:46 GMT+02:00 2019,10-ott-2019 12:08:16.666,13.36943842,42.34893047,17.5,679.31396484375,1.82325745,8.20556641,4.2776947,14.41364574,6.93772554,112.43651581,42.34893036,25.49019623,-,-,16.47058868,23
Thu Oct 10 12:07:46 GMT+02:00 2019,10-ott-2019 12:08:18.147,13.36943842,42.34893047,17.5,679.31396484375,1.82325745,8.20556641,4.2776947,14.41317844,6.93795061,114.63768768,42.34893036,22.35294151,-,-,14.11764717,23
Thu Oct 10 12:07:46 GMT+02:00 2019,10-ott-2019 12:08:19.339,13.36943842,42.34893047,17.5,679.31396484375,1.82325745,8.20556641,4.2776947,14.416386600000001,6.93640661,114.29885101,42.34893036,18.03921509,-,-,9.01960754,23
Thu Oct 10 12:07:46 GMT+02:00 2019,10-ott-2019 12:08:20.703,13.36943842,42.34893047,17.5,679.31396484375,1.82325745,8.20556641,4.2776947,14.41676521,6.93622446,112.7020874,42.34893036,17.64705849,-,-,7.84313726,22
Thu Oct 10 12:07:46 GMT+02:00 2019,10-ott-2019 12:08:22.062,13.36943842,42.34893047,17.5,679.31396484375,1.82325745,8.20556641,4.2776947,14.41714382,6.93604231,111.22294617,42.34893036,17.64705849,-,-,7.84313726,22
Thu Oct 10 12:07:46 GMT+02:00 2019,10-ott-2019 12:08:23.421,13.36943842,42.34893047,17.5,679.31396484375,1.82325745,8.20556641,4.2776947,14.41752338,6.93586016,109.94487,42.34893036,7.84313726,-,-,7.45098066,22
