GPS Time,Device Time,Longitude,Latitude,GPS Speed (Meters/second),Altitude,G(x),G(y),G(z),Kilometers Per Litre(Instant)(kpl),Litres Per 100 Kilometer(Instant)(l/100km),Actual engine % torque(%),Trip Distance(km),Engine RPM(rpm),GPS Accuracy(m),GPS Altitude(m),GPS Latitude(°),GPS Longitude(°)
Sun Sep 29 12:40:05 GMT+02:00 2019,29-set-2019 12:40:05.406,13.92859096,42.04278087,0.0,477.958740234375,2.68516541,7.92304993,4.78765869,19.71385002,5.0725317,-,42.04278183,-,-,-,-,-
Sun Sep 29 12:40:06 GMT+02:00 2019,29-set-2019 12:40:06.122,13.92859062,42.04278046,0.0,474.927978515625,2.66601562,7.70758057,4.56500244,19.71385002,5.0725317,-,42.04278183,-,-,-,-,33
Sun Sep 29 12:40:11 GMT+02:00 2019,29-set-2019 12:40:11.282,13.92858552,42.04277272,0.0,471.1007080078125,2.72587585,7.99726868,4.35670471,16.4149704,6.09187317,-,42.042774200000004,7.84313726,-,-,0,33
Sun Sep 29 12:40:18 GMT+02:00 2019,29-set-2019 12:40:18.466,13.92859272,42.04277195,0.0,469.0771484375,2.43377686,8.1265564,4.25854492,16.41487122,6.09190989,-,42.04277039,7.84313726,-,-,0,33
Sun Sep 29 12:40:26 GMT+02:00 2019,29-set-2019 12:40:25.936,13.92856698,42.04276251,0.0,466.38031005859375,2.80488586,8.02600098,4.72540283,16.41477203,6.091946599999999,-,42.04276276,7.84313726,-,-,0,34
Sun Sep 29 12:40:35 GMT+02:00 2019,29-set-2019 12:40:35.028,13.92874345,42.04266265,4.72,469.264892578125,0.08985901,8.48568726,3.31044006,16.41467285,6.09198332,-,42.04266357,7.84313726,-,-,0,34
Sun Sep 29 12:40:36 GMT+02:00 2019,29-set-2019 12:40:36.015,13.92881607,42.04260961,5.23,467.760009765625,1.98127747,8.54554749,4.39021301,16.41467285,6.09198332,-,42.04261017,20.3921566,-,-,10.98039246,34
Sun Sep 29 12:40:37 GMT+02:00 2019,29-set-2019 12:40:37.236,13.92888174,42.04255554,7.07,468.3541870117188,2.02197266,7.70039368,4.75892639,16.41321754,6.09252405,537.43737793,42.04255676,18.4313736,-,-,10.98039246,34
Sun Sep 29 12:40:39 GMT+02:00 2019,29-set-2019 12:40:39.064,13.92903475,42.04244229,8.25,469.874267578125,2.50082397,8.65567017,3.54267883,16.41211128,6.09293461,440.65533447,42.04244232,23.13725471,-,-,13.72549057,34
Sun Sep 29 12:40:40 GMT+02:00 2019,29-set-2019 12:40:40.432,13.9290927,42.04237325,8.75,470.5869140625,2.03634644,8.22711182,3.8371582,16.41211128,6.09293413,347.48620605,42.04237366,21.96078491,-,-,13.72549057,33
Sun Sep 29 12:40:42 GMT+02:00 2019,29-set-2019 12:40:41.952,13.92919192,42.04221659,9.55,471.5065307617188,1.51679993,8.25584412,4.49078369,16.41097641,6.09335566,349.36413574,42.04221725,18.8235302,-,-,10.98039246,33
Sun Sep 29 12:40:45 GMT+02:00 2019,29-set-2019 12:40:45.271,13.9293614,42.04193973,10.96,473.116943359375,2.29971313,8.33006287,3.98080444,16.41015244,6.09366226,332.92492676,42.04193878,18.4313736,-,-,8.62745094,32
Sun Sep 29 12:40:47 GMT+02:00 2019,29-set-2019 12:40:47.403,13.92944828,42.04176079999999,11.18,470.28955078125,1.58145142,8.29415894,3.88264465,16.40984154,6.09377718,309.01074219,42.04175949,19.2156868,-,-,9.01960754,31
