GPS Time,Device Time,Longitude,Latitude,GPS Speed (Meters/second),Altitude,G(x),G(y),G(z),Kilometers Per Litre(Instant)(kpl),Litres Per 100 Kilometer(Instant)(l/100km),Actual engine % torque(%),Trip Distance(km),Engine RPM(rpm),GPS Accuracy(m),GPS Altitude(m),GPS Latitude(°),GPS Longitude(°)
Sat Sep 28 14:41:49 GMT+02:00 2019,28-set-2019 14:41:48.306,13.92068855,42.05894658,8.89,429.58544921875,3.09936523,3.10353088,8.02700806,19.7345829,5.06720257,-,42.058944700000005,-,-,-,-,-
Sat Sep 28 14:41:49 GMT+02:00 2019,28-set-2019 14:41:48.934,13.92068855,42.05894658,8.89,429.58544921875,3.45132446,4.42752075,8.44839478,19.7345829,5.06720257,-,42.058944700000005,-,-,-,-,29
Sat Sep 28 14:41:50 GMT+02:00 2019,28-set-2019 14:41:49.514,13.92068745,42.05889074,7.09,426.864501953125,3.45132446,4.42752075,8.44839478,19.7345829,5.06720257,-,42.05889129999999,-,-,-,-,29
Sat Sep 28 14:41:57 GMT+02:00 2019,28-set-2019 14:41:57.017,13.92063833,42.0588222,4.28,432.12548828125,-0.47517395,1.33660889,12.31263733,16.43223381,6.08547354,-,42.05882263,15.68627453,-,-,7.05882359,29
Sat Sep 28 14:42:05 GMT+02:00 2019,28-set-2019 14:42:05.015,13.92101178,42.05836907,9.42,430.6175537109375,-1.04499817,7.91108704,4.83554077,16.43244362,6.08539534,66.7167511,42.05836868,17.64705849,-,-,8.62745094,29
Sat Sep 28 14:42:13 GMT+02:00 2019,28-set-2019 14:42:12.926,13.921369400000001,42.05758603,12.7,426.74755859375,-2.58924866,5.6509552,5.67111206,16.43212509,6.08551359,128.16607666,42.05758667,16.47058868,-,-,7.05882359,29
Sat Sep 28 14:42:15 GMT+02:00 2019,28-set-2019 14:42:14.732,13.92147863,42.05736392,12.65,427.0672607421875,-0.67868042,5.29421997,6.61204529,16.43233681,6.08543539,108.94961548,42.05736542,7.84313726,-,-,0,29
Sat Sep 28 14:42:17 GMT+02:00 2019,28-set-2019 14:42:16.588,13.92156346,42.05710795,13.23,426.2919921875,0.07070923,6.17767334,6.07095337,16.43343544,6.08502817,108.16633606,42.05710983,14.90196133,-,-,0,29
Sat Sep 28 14:42:18 GMT+02:00 2019,28-set-2019 14:42:17.950,13.92163132,42.0570031,12.9,425.0597534179688,1.14331055,7.55912781,6.22418213,16.43364716,6.08494997,86.5330658,42.05700302,7.84313726,-,-,2.74509811,29
Sat Sep 28 14:42:20 GMT+02:00 2019,28-set-2019 14:42:19.324,13.92171204,42.05678831,12.62,426.24755859375,0.58546448,8.57188416,5.96321106,16.43385696,6.08487225,81.30002594,42.0567894,7.84313726,-,-,0,29
Sat Sep 28 14:42:22 GMT+02:00 2019,28-set-2019 14:42:21.714,13.92179145,42.05658939,12.56,425.10345458984375,0.36039734,6.33569336,6.73893738,16.43406868,6.08479404,72.78475952,42.05659103,7.84313726,-,-,0,29
Sat Sep 28 14:42:24 GMT+02:00 2019,28-set-2019 14:42:23.748,13.9217975,42.05632881,13.08,426.474609375,-0.03463745,6.3021698,8.20657349,16.43427849,6.08471584,63.68666458,42.05632782,7.84313726,-,-,0,29
Sat Sep 28 14:42:26 GMT+02:00 2019,28-set-2019 14:42:25.593,13.92185362,42.05609296,13.0,426.0474853515625,-3.31948853,4.90156555,5.57295227,16.4344902,6.08463764,56.61037064,42.05609131,17.25490189,-,-,0,29
Sat Sep 28 14:42:28 GMT+02:00 2019,28-set-2019 14:42:27.593,13.92189802,42.05587162,12.68,425.8909912109375,-2.18463135,5.62940979,6.94004822,16.43470192,6.08455992,50.94933319,42.05587006,20.7843132,-,-,15.68627453,29
Sat Sep 28 14:42:30 GMT+02:00 2019,28-set-2019 14:42:29.278,13.92199108,42.05568213,12.0,425.5579833984375,-0.23574829,7.28619385,6.27685547,16.43369102,6.08493376,74.39431763,42.05568314,23.13725471,-,-,11.37254906,29
