GPS Time,Device Time,Longitude,Latitude,GPS Speed (Meters/second),Altitude,G(x),G(y),G(z),Kilometers Per Litre(Instant)(kpl),Litres Per 100 Kilometer(Instant)(l/100km),Actual engine % torque(%),Trip Distance(km),Engine RPM(rpm),GPS Accuracy(m),GPS Altitude(m),GPS Latitude(°),GPS Longitude(°)
Tue Oct 08 12:59:22 GMT+02:00 2019,08-ott-2019 12:59:21.420,14.23645845,41.6172482,15.85,536.7022705078125,0.07310486,7.31013489,6.65753174,-,-,-,41.61724854,-,-,-,-,-
Tue Oct 08 12:59:22 GMT+02:00 2019,08-ott-2019 12:59:21.871,14.23645845,41.6172482,15.85,536.7022705078125,0.07310486,7.31013489,6.65753174,-,-,-,41.61724854,-,-,-,-,-
Tue Oct 08 12:59:22 GMT+02:00 2019,08-ott-2019 12:59:22.487,14.23645845,41.6172482,15.85,536.7022705078125,0.07310486,7.31013489,6.65753174,-,-,-,41.61724854,-,-,-,-,20
Tue Oct 08 12:59:22 GMT+02:00 2019,08-ott-2019 12:59:29.134,14.23645845,41.6172482,15.85,536.7022705078125,0.07310486,7.31013489,6.65753174,8.48766804,11.78155422,311.62188721,41.61724854,19.2156868,-,-,9.01960754,20
Tue Oct 08 12:59:38 GMT+02:00 2019,08-ott-2019 12:59:36.009,14.23544891,41.61946718,16.41,534.5126953125,-0.02745056,6.742706299999999,7.12200928,8.80628967,11.35528374,300.74072266,41.61946869,19.6078434,-,-,10.1960783,20
Tue Oct 08 12:59:44 GMT+02:00 2019,08-ott-2019 12:59:42.846,14.23471453,41.6201466,15.41,530.62939453125,-0.91810608,7.53279114,6.05657959,9.01996136,11.08629131,293.8164978,41.62014771,20,-,-,10.98039246,20
Tue Oct 08 12:59:46 GMT+02:00 2019,08-ott-2019 12:59:44.338,14.2345106,41.62038376,15.08,528.9649658203125,-0.56854248,7.51124573,5.10847473,9.00910282,11.09965324,294.02511597,41.62038422,20,-,-,10.58823586,20
Tue Oct 08 12:59:47 GMT+02:00 2019,08-ott-2019 12:59:45.685,14.2343985,41.62047853,14.66,529.8004150390625,-0.04421997,6.46498108,5.27607727,9.03141212,11.07223511,293.21911621,41.62047958,20,-,-,10.58823586,20
Tue Oct 08 12:59:49 GMT+02:00 2019,08-ott-2019 12:59:47.206,14.23416419,41.620685200000004,15.29,530.3170166015625,0.30055237,6.72595215,7.16270447,9.06064224,11.03651619,292.22955322,41.62068558,19.6078434,-,-,10.1960783,21
Tue Oct 08 12:59:51 GMT+02:00 2019,08-ott-2019 12:59:49.045,14.23391867,41.6209092,15.76,531.20751953125,-0.74331665,6.99649048,6.4564209,9.05192184,11.04714775,292.46755981,41.62091064,19.6078434,-,-,10.1960783,20
Tue Oct 08 12:59:52 GMT+02:00 2019,08-ott-2019 12:59:50.410,14.23381052,41.62102624,15.91,532.24462890625,0.08027649,6.90312195,7.32072449,9.03127956,11.07239723,293.11242676,41.62102509,20,-,-,10.58823586,20
Tue Oct 08 12:59:53 GMT+02:00 2019,08-ott-2019 12:59:51.760,14.23371251,41.621119,15.45,531.1541748046875,-0.33152771,6.22317505,7.77561951,9.01074409,11.09763145,293.76477051,41.62112045,20,-,-,10.58823586,20
Tue Oct 08 12:59:55 GMT+02:00 2019,08-ott-2019 12:59:52.959,14.23349301,41.62132677,15.54,530.9107666015625,-1.23652649,6.5032959,6.6910553,8.98982239,11.12345886,294.4392395,41.62132645,19.6078434,-,-,10.1960783,20
